# Z        Q        alpha     JTD           integration_error
# -----------------------------------------------------------
     3.000      1.000      1.000 8.636000e-17 3.509000e-16
     4.000      1.000      1.000 2.977000e-02 1.473000e-07
     5.000      1.000      1.000 1.202000e-02 1.377000e-07
     6.000      1.000      1.000 5.683000e-03 1.450000e-07
     7.000      1.000      1.000 3.243000e-03 1.476000e-07
     8.000      1.000      1.000 2.047000e-03 1.461000e-07
     9.000      1.000      1.000 1.378000e-03 1.365000e-07
    10.000      1.000      1.000 9.758000e-04 1.465000e-07
    11.000      1.000      1.000 7.184000e-04 1.387000e-07
    12.000      1.000      1.000 1.971000e-03 1.485000e-07
    13.000      1.000      1.000 1.430000e-03 1.443000e-07
    14.000      1.000      1.000 1.097000e-03 1.266000e-07
    15.000      1.000      1.000 8.974000e-04 1.417000e-07
    16.000      1.000      1.000 7.566000e-04 1.475000e-07
    17.000      1.000      1.000 6.489000e-04 1.487000e-07
    18.000      1.000      1.000 5.652000e-04 1.478000e-07
    19.000      1.000      1.000 4.985000e-04 1.388000e-07
    20.000      1.000      1.000 7.834000e-04 1.476000e-07
    21.000      1.000      1.000 6.894000e-04 1.451000e-07
    22.000      1.000      1.000 6.159000e-04 1.487000e-07
    23.000      1.000      1.000 2.872000e-04 1.487000e-07
    24.000      1.000      1.000 2.539000e-04 1.355000e-07
    25.000      1.000      1.000 4.569000e-04 1.474000e-07
    26.000      1.000      1.000 4.200000e-04 1.487000e-07
    27.000      1.000      1.000 1.813000e-04 1.460000e-07
    28.000      1.000      1.000 1.637000e-04 1.454000e-07
    29.000      1.000      1.000 1.483000e-04 1.484000e-07
    30.000      1.000      1.000 3.143000e-04 1.490000e-07
    31.000      1.000      1.000 2.688000e-04 1.470000e-07
    32.000      1.000      1.000 2.352000e-04 1.416000e-07
    33.000      1.000      1.000 2.143000e-04 1.469000e-07
    34.000      1.000      1.000 1.983000e-04 1.418000e-07
    35.000      1.000      1.000 1.849000e-04 1.473000e-07
    36.000      1.000      1.000 1.735000e-04 1.477000e-07
    37.000      1.000      1.000 1.634000e-04 1.457000e-07
    38.000      1.000      1.000 2.312000e-04 1.422000e-07
    39.000      1.000      1.000 2.199000e-04 1.472000e-07
    40.000      1.000      1.000 2.013000e-04 1.486000e-07
    41.000      1.000      1.000 1.273000e-04 1.440000e-07
    42.000      1.000      1.000 1.200000e-04 1.473000e-07
    43.000      1.000      1.000 1.722000e-04 1.485000e-07
    44.000      1.000      1.000 1.074000e-04 1.466000e-07
    45.000      1.000      1.000 1.019000e-04 1.480000e-07
    46.000      1.000      1.000 9.675000e-05 1.480000e-07
    47.000      1.000      1.000 9.220000e-05 1.454000e-07
    48.000      1.000      1.000 1.438000e-04 1.487000e-07
    49.000      1.000      1.000 1.345000e-04 1.473000e-07
    50.000      1.000      1.000 1.234000e-04 1.457000e-07
    51.000      1.000      1.000 1.164000e-04 1.458000e-07
    52.000      1.000      1.000 1.109000e-04 1.471000e-07
    53.000      1.000      1.000 1.063000e-04 1.373000e-07
    54.000      1.000      1.000 1.022000e-04 1.440000e-07
    55.000      1.000      1.000 9.853000e-05 1.486000e-07
