QSIa momento - alpha=2.750 -neu
-------------------------------------------------------------------------------
Z         | Q         | alpha     | QSI_alpha | integration_error | space   
-------------------------------------------------------------------------------
3.000e+00 | 0.000e+00 | 2.750e+00 | 2.459e-01 | 1.365e-07         | momentum
4.000e+00 | 0.000e+00 | 2.750e+00 | 9.997e-01 | 1.392e-07         | momentum
5.000e+00 | 0.000e+00 | 2.750e+00 | 9.967e-01 | 1.234e-07         | momentum
6.000e+00 | 0.000e+00 | 2.750e+00 | 9.957e-01 | 6.548e-08         | momentum
7.000e+00 | 0.000e+00 | 2.750e+00 | 9.960e-01 | 1.019e-08         | momentum
8.000e+00 | 0.000e+00 | 2.750e+00 | 9.977e-01 | 4.941e-10         | momentum
9.000e+00 | 0.000e+00 | 2.750e+00 | 9.985e-01 | 1.797e-09         | momentum
1.000e+01 | 0.000e+00 | 2.750e+00 | 9.990e-01 | 8.197e-11         | momentum
1.100e+01 | 0.000e+00 | 2.750e+00 | 2.146e-01 | 1.434e-07         | momentum
1.200e+01 | 0.000e+00 | 2.750e+00 | 9.957e-01 | 1.489e-07         | momentum
1.300e+01 | 0.000e+00 | 2.750e+00 | 9.970e-01 | 1.378e-07         | momentum
1.400e+01 | 0.000e+00 | 2.750e+00 | 9.971e-01 | 1.419e-07         | momentum
1.500e+01 | 0.000e+00 | 2.750e+00 | 9.976e-01 | 2.181e-08         | momentum
1.600e+01 | 0.000e+00 | 2.750e+00 | 9.986e-01 | 1.713e-08         | momentum
1.700e+01 | 0.000e+00 | 2.750e+00 | 9.990e-01 | 1.943e-09         | momentum
1.800e+01 | 0.000e+00 | 2.750e+00 | 9.993e-01 | 1.184e-07         | momentum
1.900e+01 | 0.000e+00 | 2.750e+00 | 3.598e-01 | 1.484e-07         | momentum
2.000e+01 | 0.000e+00 | 2.750e+00 | 9.825e-01 | 1.490e-07         | momentum
2.100e+01 | 0.000e+00 | 2.750e+00 | 9.798e-01 | 1.461e-07         | momentum
2.200e+01 | 0.000e+00 | 2.750e+00 | 9.789e-01 | 1.289e-07         | momentum
2.300e+01 | 0.000e+00 | 2.750e+00 | 9.783e-01 | 1.489e-07         | momentum
2.400e+01 | 0.000e+00 | 2.750e+00 | 4.448e-01 | 1.472e-07         | momentum
2.500e+01 | 0.000e+00 | 2.750e+00 | 9.780e-01 | 1.294e-07         | momentum
2.600e+01 | 0.000e+00 | 2.750e+00 | 9.769e-01 | 1.445e-07         | momentum
2.700e+01 | 0.000e+00 | 2.750e+00 | 9.762e-01 | 1.399e-07         | momentum
2.800e+01 | 0.000e+00 | 2.750e+00 | 9.757e-01 | 1.264e-07         | momentum
2.900e+01 | 0.000e+00 | 2.750e+00 | 3.729e-01 | 6.310e-08         | momentum
3.000e+01 | 0.000e+00 | 2.750e+00 | 9.751e-01 | 5.070e-08         | momentum
3.100e+01 | 0.000e+00 | 2.750e+00 | 9.930e-01 | 5.525e-08         | momentum
3.200e+01 | 0.000e+00 | 2.750e+00 | 9.958e-01 | 1.781e-08         | momentum
3.300e+01 | 0.000e+00 | 2.750e+00 | 9.971e-01 | 1.247e-07         | momentum
3.400e+01 | 0.000e+00 | 2.750e+00 | 9.984e-01 | 4.075e-09         | momentum
3.500e+01 | 0.000e+00 | 2.750e+00 | 9.989e-01 | 1.007e-09         | momentum
3.600e+01 | 0.000e+00 | 2.750e+00 | 9.992e-01 | 4.452e-11         | momentum
3.700e+01 | 0.000e+00 | 2.750e+00 | 4.277e-01 | 1.451e-07         | momentum
3.800e+01 | 0.000e+00 | 2.750e+00 | 9.733e-01 | 9.566e-08         | momentum
3.900e+01 | 0.000e+00 | 2.750e+00 | 9.647e-01 | 1.311e-07         | momentum
4.000e+01 | 0.000e+00 | 2.750e+00 | 9.598e-01 | 1.353e-07         | momentum
4.100e+01 | 0.000e+00 | 2.750e+00 | 6.505e-01 | 3.482e-08         | momentum
4.200e+01 | 0.000e+00 | 2.750e+00 | 6.496e-01 | 1.545e-08         | momentum
4.300e+01 | 0.000e+00 | 2.750e+00 | 9.526e-01 | 1.357e-07         | momentum
4.400e+01 | 0.000e+00 | 2.750e+00 | 6.150e-01 | 1.407e-08         | momentum
4.500e+01 | 0.000e+00 | 2.750e+00 | 5.935e-01 | 1.410e-08         | momentum
4.600e+01 | 0.000e+00 | 2.750e+00 | 9.999e-01 | 1.804e-10         | momentum
4.700e+01 | 0.000e+00 | 2.750e+00 | 5.501e-01 | 9.938e-09         | momentum
4.800e+01 | 0.000e+00 | 2.750e+00 | 9.452e-01 | 5.549e-08         | momentum
4.900e+01 | 0.000e+00 | 2.750e+00 | 9.837e-01 | 1.459e-07         | momentum
5.000e+01 | 0.000e+00 | 2.750e+00 | 9.916e-01 | 8.271e-09         | momentum
5.100e+01 | 0.000e+00 | 2.750e+00 | 9.949e-01 | 6.533e-09         | momentum
5.200e+01 | 0.000e+00 | 2.750e+00 | 9.974e-01 | 8.292e-08         | momentum
5.300e+01 | 0.000e+00 | 2.750e+00 | 9.983e-01 | 1.371e-09         | momentum
5.400e+01 | 0.000e+00 | 2.750e+00 | 9.988e-01 | 1.453e-09         | momentum

