JTD - posicion alpha=1.250-ani
--------------------------------------------------------------------------------
Z         | Q          | alpha     | JTD       | integration_error | space   
--------------------------------------------------------------------------------
6.000e+00 | -1.000e+00 | 1.250e+00 | 2.987e-03 | 1.486e-07         | position
7.000e+00 | -1.000e+00 | 1.250e+00 | 2.778e-03 | 1.348e-07         | position
8.000e+00 | -1.000e+00 | 1.250e+00 | 2.569e-03 | 1.375e-07         | position
9.000e+00 | -1.000e+00 | 1.250e+00 | 2.372e-03 | 1.423e-07         | position
1.100e+01 | -1.000e+00 | 1.250e+00 | 2.069e-03 | 1.450e-07         | position
1.300e+01 | -1.000e+00 | 1.250e+00 | 1.867e-03 | 1.476e-07         | position
1.400e+01 | -1.000e+00 | 1.250e+00 | 1.784e-03 | 1.452e-07         | position
1.500e+01 | -1.000e+00 | 1.250e+00 | 1.708e-03 | 1.458e-07         | position
1.600e+01 | -1.000e+00 | 1.250e+00 | 1.639e-03 | 1.447e-07         | position
1.700e+01 | -1.000e+00 | 1.250e+00 | 1.576e-03 | 6.903e-08         | position
1.900e+01 | -1.000e+00 | 1.250e+00 | 1.461e-03 | 1.457e-07         | position
2.100e+01 | -1.000e+00 | 1.250e+00 | 1.362e-03 | 1.448e-07         | position
2.200e+01 | -1.000e+00 | 1.250e+00 | 1.317e-03 | 1.482e-07         | position
2.300e+01 | -1.000e+00 | 1.250e+00 | 1.275e-03 | 1.480e-07         | position
2.400e+01 | -1.000e+00 | 1.250e+00 | 1.235e-03 | 1.456e-07         | position
2.500e+01 | -1.000e+00 | 1.250e+00 | 1.198e-03 | 1.445e-07         | position
2.600e+01 | -1.000e+00 | 1.250e+00 | 1.162e-03 | 1.470e-07         | position
2.700e+01 | -1.000e+00 | 1.250e+00 | 1.128e-03 | 1.447e-07         | position
2.800e+01 | -1.000e+00 | 1.250e+00 | 1.096e-03 | 1.487e-07         | position
2.900e+01 | -1.000e+00 | 1.250e+00 | 1.066e-03 | 1.382e-07         | position
3.100e+01 | -1.000e+00 | 1.250e+00 | 1.012e-03 | 1.452e-07         | position
3.200e+01 | -1.000e+00 | 1.250e+00 | 9.879e-04 | 1.406e-07         | position
3.300e+01 | -1.000e+00 | 1.250e+00 | 9.647e-04 | 1.339e-07         | position
3.400e+01 | -1.000e+00 | 1.250e+00 | 9.426e-04 | 1.447e-07         | position
3.500e+01 | -1.000e+00 | 1.250e+00 | 9.217e-04 | 1.333e-07         | position
3.700e+01 | -1.000e+00 | 1.250e+00 | 8.824e-04 | 1.432e-07         | position
3.900e+01 | -1.000e+00 | 1.250e+00 | 8.466e-04 | 1.481e-07         | position
4.000e+01 | -1.000e+00 | 1.250e+00 | 8.298e-04 | 1.481e-07         | position
4.100e+01 | -1.000e+00 | 1.250e+00 | 8.139e-04 | 1.438e-07         | position
4.200e+01 | -1.000e+00 | 1.250e+00 | 7.986e-04 | 1.485e-07         | position
4.300e+01 | -1.000e+00 | 1.250e+00 | 7.839e-04 | 1.338e-07         | position
4.400e+01 | -1.000e+00 | 1.250e+00 | 7.697e-04 | 1.429e-07         | position
4.500e+01 | -1.000e+00 | 1.250e+00 | 7.562e-04 | 1.464e-07         | position
4.600e+01 | -1.000e+00 | 1.250e+00 | 7.431e-04 | 1.444e-07         | position
4.700e+01 | -1.000e+00 | 1.250e+00 | 7.305e-04 | 1.487e-07         | position
4.900e+01 | -1.000e+00 | 1.250e+00 | 7.067e-04 | 1.489e-07         | position
5.000e+01 | -1.000e+00 | 1.250e+00 | 6.955e-04 | 1.472e-07         | position
5.100e+01 | -1.000e+00 | 1.250e+00 | 6.847e-04 | 1.464e-07         | position
5.200e+01 | -1.000e+00 | 1.250e+00 | 6.742e-04 | 1.461e-07         | position
5.300e+01 | -1.000e+00 | 1.250e+00 | 6.641e-04 | 1.481e-07         | position

