QSIa posicion - alpha=2.250 -ani
--------------------------------------------------------------------------------
Z         | Q          | alpha     | QSI_alpha | integration_error | space   
--------------------------------------------------------------------------------
6.000e+00 | -1.000e+00 | 2.250e+00 | 9.953e-01 | 1.486e-07         | position
7.000e+00 | -1.000e+00 | 2.250e+00 | 9.924e-01 | 1.480e-07         | position
8.000e+00 | -1.000e+00 | 2.250e+00 | 9.889e-01 | 2.268e-07         | position
9.000e+00 | -1.000e+00 | 2.250e+00 | 9.848e-01 | 1.471e-07         | position
1.100e+01 | -1.000e+00 | 2.250e+00 | 9.779e-01 | 3.045e-07         | position
1.300e+01 | -1.000e+00 | 2.250e+00 | 9.731e-01 | 1.892e-05         | position
1.400e+01 | -1.000e+00 | 2.250e+00 | 9.712e-01 | 2.625e-07         | position
1.500e+01 | -1.000e+00 | 2.250e+00 | 9.696e-01 | 4.280e-07         | position
1.600e+01 | -1.000e+00 | 2.250e+00 | 9.682e-01 | 5.763e-07         | position
1.700e+01 | -1.000e+00 | 2.250e+00 | 9.670e-01 | 2.491e-07         | position
1.900e+01 | -1.000e+00 | 2.250e+00 | 9.650e-01 | 3.000e-06         | position
2.100e+01 | -1.000e+00 | 2.250e+00 | 9.636e-01 | 9.429e-05         | position
2.200e+01 | -1.000e+00 | 2.250e+00 | 9.630e-01 | 1.070e-04         | position
2.300e+01 | -1.000e+00 | 2.250e+00 | 9.625e-01 | 5.295e-04         | position
2.400e+01 | -1.000e+00 | 2.250e+00 | 9.620e-01 | 2.371e-04         | position
2.500e+01 | -1.000e+00 | 2.250e+00 | 9.616e-01 | 1.745e-05         | position
2.600e+01 | -1.000e+00 | 2.250e+00 | 9.611e-01 | 1.130e-04         | position
2.700e+01 | -1.000e+00 | 2.250e+00 | 9.607e-01 | 6.673e-05         | position
2.800e+01 | -1.000e+00 | 2.250e+00 | 9.603e-01 | 7.240e-04         | position
2.900e+01 | -1.000e+00 | 2.250e+00 | 9.599e-01 | 1.524e-04         | position
3.100e+01 | -1.000e+00 | 2.250e+00 | 9.592e-01 | 1.477e-03         | position
3.200e+01 | -1.000e+00 | 2.250e+00 | 9.588e-01 | 2.302e-03         | position
3.300e+01 | -1.000e+00 | 2.250e+00 | 9.585e-01 | 5.623e-04         | position
3.400e+01 | -1.000e+00 | 2.250e+00 | 9.582e-01 | 6.175e-04         | position
3.500e+01 | -1.000e+00 | 2.250e+00 | 9.579e-01 | 4.484e-04         | position
3.700e+01 | -1.000e+00 | 2.250e+00 | 9.574e-01 | 3.094e-04         | position
3.900e+01 | -1.000e+00 | 2.250e+00 | 9.569e-01 | 1.995e-03         | position
4.000e+01 | -1.000e+00 | 2.250e+00 | 9.567e-01 | 2.903e-03         | position
4.100e+01 | -1.000e+00 | 2.250e+00 | 9.565e-01 | 3.598e-03         | position
4.200e+01 | -1.000e+00 | 2.250e+00 | 9.563e-01 | 4.130e-03         | position
4.300e+01 | -1.000e+00 | 2.250e+00 | 9.561e-01 | 4.833e-03         | position
4.400e+01 | -1.000e+00 | 2.250e+00 | 9.560e-01 | 6.329e-03         | position
4.500e+01 | -1.000e+00 | 2.250e+00 | 9.558e-01 | 1.174e-02         | position
4.600e+01 | -1.000e+00 | 2.250e+00 | 9.557e-01 | 7.846e-03         | position
4.700e+01 | -1.000e+00 | 2.250e+00 | 9.555e-01 | 7.454e-03         | position
4.900e+01 | -1.000e+00 | 2.250e+00 | 9.552e-01 | 4.801e-04         | position
5.000e+01 | -1.000e+00 | 2.250e+00 | 9.551e-01 | 7.928e-03         | position
5.100e+01 | -1.000e+00 | 2.250e+00 | 9.550e-01 | 1.390e-03         | position
5.200e+01 | -1.000e+00 | 2.250e+00 | 9.549e-01 | 1.572e-02         | position
5.300e+01 | -1.000e+00 | 2.250e+00 | 9.548e-01 | 9.825e-03         | position

