JTD - momento alpha=1.750-neu
-------------------------------------------------------------------------------
Z         | Q         | alpha     | JTD       | integration_error | space   
-------------------------------------------------------------------------------
3.000e+00 | 0.000e+00 | 1.750e+00 | 2.039e-02 | 1.376e-07         | momentum
4.000e+00 | 0.000e+00 | 1.750e+00 | 1.632e-03 | 1.402e-07         | momentum
5.000e+00 | 0.000e+00 | 1.750e+00 | 1.604e-04 | 1.400e-07         | momentum
6.000e+00 | 0.000e+00 | 1.750e+00 | 2.816e-05 | 1.474e-07         | momentum
7.000e+00 | 0.000e+00 | 1.750e+00 | 6.866e-06 | 4.130e-08         | momentum
8.000e+00 | 0.000e+00 | 1.750e+00 | 1.912e-06 | 5.098e-08         | momentum
9.000e+00 | 0.000e+00 | 1.750e+00 | 6.448e-07 | 3.568e-08         | momentum
1.000e+01 | 0.000e+00 | 1.750e+00 | 2.494e-07 | 1.138e-07         | momentum
1.100e+01 | 0.000e+00 | 1.750e+00 | 3.011e-04 | 1.036e-07         | momentum
1.200e+01 | 0.000e+00 | 1.750e+00 | 1.470e-04 | 1.374e-07         | momentum
1.300e+01 | 0.000e+00 | 1.750e+00 | 4.167e-05 | 1.279e-07         | momentum
1.400e+01 | 0.000e+00 | 1.750e+00 | 1.499e-05 | 6.338e-08         | momentum
1.500e+01 | 0.000e+00 | 1.750e+00 | 6.278e-06 | 6.196e-08         | momentum
1.600e+01 | 0.000e+00 | 1.750e+00 | 3.008e-06 | 6.357e-08         | momentum
1.700e+01 | 0.000e+00 | 1.750e+00 | 1.536e-06 | 3.923e-08         | momentum
1.800e+01 | 0.000e+00 | 1.750e+00 | 8.275e-07 | 1.331e-07         | momentum
1.900e+01 | 0.000e+00 | 1.750e+00 | 1.025e-04 | 9.214e-08         | momentum
2.000e+01 | 0.000e+00 | 1.750e+00 | 7.418e-05 | 1.402e-07         | momentum
2.100e+01 | 0.000e+00 | 1.750e+00 | 4.810e-05 | 1.456e-07         | momentum
2.200e+01 | 0.000e+00 | 1.750e+00 | 3.395e-05 | 8.671e-08         | momentum
2.300e+01 | 0.000e+00 | 1.750e+00 | 2.469e-05 | 8.005e-08         | momentum
2.400e+01 | 0.000e+00 | 1.750e+00 | 9.755e-06 | 1.994e-08         | momentum
2.500e+01 | 0.000e+00 | 1.750e+00 | 1.404e-05 | 1.069e-07         | momentum
2.600e+01 | 0.000e+00 | 1.750e+00 | 1.052e-05 | 1.384e-07         | momentum
2.700e+01 | 0.000e+00 | 1.750e+00 | 8.089e-06 | 1.437e-07         | momentum
2.800e+01 | 0.000e+00 | 1.750e+00 | 6.308e-06 | 1.006e-07         | momentum
2.900e+01 | 0.000e+00 | 1.750e+00 | 3.607e-06 | 1.070e-08         | momentum
3.000e+01 | 0.000e+00 | 1.750e+00 | 3.995e-06 | 4.124e-08         | momentum
3.100e+01 | 0.000e+00 | 1.750e+00 | 2.076e-06 | 1.309e-08         | momentum
3.200e+01 | 0.000e+00 | 1.750e+00 | 1.171e-06 | 1.401e-08         | momentum
3.300e+01 | 0.000e+00 | 1.750e+00 | 7.130e-07 | 1.185e-08         | momentum
3.400e+01 | 0.000e+00 | 1.750e+00 | 4.799e-07 | 4.253e-08         | momentum
3.500e+01 | 0.000e+00 | 1.750e+00 | 3.290e-07 | 3.128e-08         | momentum
3.600e+01 | 0.000e+00 | 1.750e+00 | 2.302e-07 | 1.278e-07         | momentum
3.700e+01 | 0.000e+00 | 1.750e+00 | 1.310e-05 | 1.231e-07         | momentum
3.800e+01 | 0.000e+00 | 1.750e+00 | 1.195e-05 | 7.928e-08         | momentum
3.900e+01 | 0.000e+00 | 1.750e+00 | 7.824e-06 | 1.222e-07         | momentum
4.000e+01 | 0.000e+00 | 1.750e+00 | 5.816e-06 | 1.003e-07         | momentum
4.100e+01 | 0.000e+00 | 1.750e+00 | 1.876e-06 | 4.386e-08         | momentum
4.200e+01 | 0.000e+00 | 1.750e+00 | 1.494e-06 | 5.769e-08         | momentum
4.300e+01 | 0.000e+00 | 1.750e+00 | 2.957e-06 | 4.084e-08         | momentum
4.400e+01 | 0.000e+00 | 1.750e+00 | 1.189e-06 | 1.985e-08         | momentum
4.500e+01 | 0.000e+00 | 1.750e+00 | 1.086e-06 | 6.913e-09         | momentum
4.600e+01 | 0.000e+00 | 1.750e+00 | 1.032e-08 | 2.996e-09         | momentum
4.700e+01 | 0.000e+00 | 1.750e+00 | 9.268e-07 | 4.076e-09         | momentum
4.800e+01 | 0.000e+00 | 1.750e+00 | 1.197e-06 | 5.967e-08         | momentum
4.900e+01 | 0.000e+00 | 1.750e+00 | 7.112e-07 | 3.137e-09         | momentum
5.000e+01 | 0.000e+00 | 1.750e+00 | 4.578e-07 | 4.459e-09         | momentum
5.100e+01 | 0.000e+00 | 1.750e+00 | 3.143e-07 | 2.406e-09         | momentum
5.200e+01 | 0.000e+00 | 1.750e+00 | 2.359e-07 | 9.397e-08         | momentum
5.300e+01 | 0.000e+00 | 1.750e+00 | 1.790e-07 | 3.218e-08         | momentum
5.400e+01 | 0.000e+00 | 1.750e+00 | 1.377e-07 | 9.345e-08         | momentum

