QSIa posicion - alpha=2.750 -ani
--------------------------------------------------------------------------------
Z         | Q          | alpha     | QSI_alpha | integration_error | space   
--------------------------------------------------------------------------------
6.000e+00 | -1.000e+00 | 2.750e+00 | 9.993e-01 | 1.483e-07         | position
7.000e+00 | -1.000e+00 | 2.750e+00 | 9.987e-01 | 8.705e-06         | position
8.000e+00 | -1.000e+00 | 2.750e+00 | 9.977e-01 | 2.159e-05         | position
9.000e+00 | -1.000e+00 | 2.750e+00 | 9.964e-01 | 7.961e-06         | position
1.100e+01 | -1.000e+00 | 2.750e+00 | 9.933e-01 | 9.405e-06         | position
1.300e+01 | -1.000e+00 | 2.750e+00 | 9.904e-01 | 7.741e-05         | position
1.400e+01 | -1.000e+00 | 2.750e+00 | 9.890e-01 | 6.176e-05         | position
1.500e+01 | -1.000e+00 | 2.750e+00 | 9.876e-01 | 2.596e-03         | position
1.600e+01 | -1.000e+00 | 2.750e+00 | 9.863e-01 | 2.886e-03         | position
1.700e+01 | -1.000e+00 | 2.750e+00 | 9.851e-01 | 5.773e-04         | position
1.900e+01 | -1.000e+00 | 2.750e+00 | 9.828e-01 | 1.400e-02         | position
2.100e+01 | -1.000e+00 | 2.750e+00 | 9.809e-01 | 1.351e-03         | position
2.200e+01 | -1.000e+00 | 2.750e+00 | 9.801e-01 | 2.170e-02         | position
2.300e+01 | -1.000e+00 | 2.750e+00 | 9.794e-01 | 3.192e-02         | position
2.400e+01 | -1.000e+00 | 2.750e+00 | 9.788e-01 | 2.310e-02         | position
2.500e+01 | -1.000e+00 | 2.750e+00 | 9.781e-01 | 2.143e-02         | position
2.600e+01 | -1.000e+00 | 2.750e+00 | 9.775e-01 | 1.944e-02         | position
2.700e+01 | -1.000e+00 | 2.750e+00 | 9.769e-01 | 1.733e-02         | position
2.800e+01 | -1.000e+00 | 2.750e+00 | 9.764e-01 | 1.748e-02         | position
2.900e+01 | -1.000e+00 | 2.750e+00 | 9.759e-01 | 3.124e-02         | position
3.100e+01 | -1.000e+00 | 2.750e+00 | 9.748e-01 | 4.103e-02         | position
3.200e+01 | -1.000e+00 | 2.750e+00 | 9.742e-01 | 5.877e-02         | position
3.300e+01 | -1.000e+00 | 2.750e+00 | 9.737e-01 | 1.234e-01         | position
3.400e+01 | -1.000e+00 | 2.750e+00 | 9.731e-01 | 2.350e-01         | position
3.500e+01 | -1.000e+00 | 2.750e+00 | 9.726e-01 | 4.570e-01         | position
3.700e+01 | -1.000e+00 | 2.750e+00 | 9.716e-01 | 3.011e-01         | position
3.900e+01 | -1.000e+00 | 2.750e+00 | 9.706e-01 | 3.982e-01         | position
4.000e+01 | -1.000e+00 | 2.750e+00 | 9.702e-01 | 4.914e-01         | position
4.100e+01 | -1.000e+00 | 2.750e+00 | 9.697e-01 | 4.667e-01         | position
4.200e+01 | -1.000e+00 | 2.750e+00 | 9.693e-01 | 3.504e-01         | position
4.300e+01 | -1.000e+00 | 2.750e+00 | 9.689e-01 | 3.713e-01         | position
4.400e+01 | -1.000e+00 | 2.750e+00 | 9.685e-01 | 6.145e-01         | position
4.500e+01 | -1.000e+00 | 2.750e+00 | 9.681e-01 | 1.068e+00         | position
4.600e+01 | -1.000e+00 | 2.750e+00 | 9.678e-01 | 1.340e+00         | position
4.700e+01 | -1.000e+00 | 2.750e+00 | 9.674e-01 | 1.201e+00         | position
4.900e+01 | -1.000e+00 | 2.750e+00 | 9.667e-01 | 8.968e-01         | position
5.000e+01 | -1.000e+00 | 2.750e+00 | 9.663e-01 | 2.016e+00         | position
5.100e+01 | -1.000e+00 | 2.750e+00 | 9.660e-01 | 3.602e+00         | position
5.200e+01 | -1.000e+00 | 2.750e+00 | 9.656e-01 | 4.746e+00         | position
5.300e+01 | -1.000e+00 | 2.750e+00 | 9.653e-01 | 4.131e+00         | position

