QSIa posicion - alpha=3.000 -ani
--------------------------------------------------------------------------------
Z         | Q          | alpha     | QSI_alpha | integration_error | space   
--------------------------------------------------------------------------------
6.000e+00 | -1.000e+00 | 3.000e+00 | 9.997e-01 | 1.175e-05         | position
7.000e+00 | -1.000e+00 | 3.000e+00 | 9.995e-01 | 2.336e-05         | position
8.000e+00 | -1.000e+00 | 3.000e+00 | 9.990e-01 | 1.183e-05         | position
9.000e+00 | -1.000e+00 | 3.000e+00 | 9.984e-01 | 8.799e-05         | position
1.100e+01 | -1.000e+00 | 3.000e+00 | 9.966e-01 | 3.931e-04         | position
1.300e+01 | -1.000e+00 | 3.000e+00 | 9.949e-01 | 8.722e-04         | position
1.400e+01 | -1.000e+00 | 3.000e+00 | 9.940e-01 | 3.902e-04         | position
1.500e+01 | -1.000e+00 | 3.000e+00 | 9.931e-01 | 1.831e-03         | position
1.600e+01 | -1.000e+00 | 3.000e+00 | 9.922e-01 | 1.386e-02         | position
1.700e+01 | -1.000e+00 | 3.000e+00 | 9.913e-01 | 4.499e-02         | position
1.900e+01 | -1.000e+00 | 3.000e+00 | 9.896e-01 | 5.684e-02         | position
2.100e+01 | -1.000e+00 | 3.000e+00 | 9.881e-01 | 4.188e-02         | position
2.200e+01 | -1.000e+00 | 3.000e+00 | 9.875e-01 | 8.561e-02         | position
2.300e+01 | -1.000e+00 | 3.000e+00 | 9.870e-01 | 6.474e-02         | position
2.400e+01 | -1.000e+00 | 3.000e+00 | 9.864e-01 | 5.749e-02         | position
2.500e+01 | -1.000e+00 | 3.000e+00 | 9.859e-01 | 9.133e-02         | position
2.600e+01 | -1.000e+00 | 3.000e+00 | 9.854e-01 | 1.383e-01         | position
2.700e+01 | -1.000e+00 | 3.000e+00 | 9.850e-01 | 1.350e-01         | position
2.800e+01 | -1.000e+00 | 3.000e+00 | 9.846e-01 | 1.989e-01         | position
2.900e+01 | -1.000e+00 | 3.000e+00 | 9.841e-01 | 4.066e-01         | position
3.100e+01 | -1.000e+00 | 3.000e+00 | 9.832e-01 | 1.570e+00         | position
3.200e+01 | -1.000e+00 | 3.000e+00 | 9.828e-01 | 3.624e+00         | position
3.300e+01 | -1.000e+00 | 3.000e+00 | 9.823e-01 | 8.793e+00         | position
3.400e+01 | -1.000e+00 | 3.000e+00 | 9.819e-01 | 2.656e-01         | position
3.500e+01 | -1.000e+00 | 3.000e+00 | 9.814e-01 | 2.356e-01         | position
3.700e+01 | -1.000e+00 | 3.000e+00 | 9.806e-01 | 9.545e-01         | position
3.900e+01 | -1.000e+00 | 3.000e+00 | 9.797e-01 | 1.828e+00         | position
4.000e+01 | -1.000e+00 | 3.000e+00 | 9.794e-01 | 1.549e+00         | position
4.100e+01 | -1.000e+00 | 3.000e+00 | 9.790e-01 | 1.207e+00         | position
4.200e+01 | -1.000e+00 | 3.000e+00 | 9.786e-01 | 2.296e+00         | position
4.300e+01 | -1.000e+00 | 3.000e+00 | 9.783e-01 | 4.281e+00         | position
4.400e+01 | -1.000e+00 | 3.000e+00 | 9.779e-01 | 6.646e+00         | position
4.500e+01 | -1.000e+00 | 3.000e+00 | 9.776e-01 | 7.322e+00         | position
4.600e+01 | -1.000e+00 | 3.000e+00 | 9.773e-01 | 5.463e+00         | position
4.700e+01 | -1.000e+00 | 3.000e+00 | 9.769e-01 | 2.333e+00         | position
4.900e+01 | -1.000e+00 | 3.000e+00 | 9.763e-01 | 1.467e+01         | position
5.000e+01 | -1.000e+00 | 3.000e+00 | 9.760e-01 | 2.570e+01         | position
5.100e+01 | -1.000e+00 | 3.000e+00 | 9.757e-01 | 3.334e+01         | position
5.200e+01 | -1.000e+00 | 3.000e+00 | 9.754e-01 | 3.147e+01         | position
5.300e+01 | -1.000e+00 | 3.000e+00 | 9.751e-01 | 2.124e+01         | position

