JRD momento - alpha=0.500 -cat
-------------------------------------------------------------------------------
Z         | Q         | alpha     | JRD       | integration_error | space   
-------------------------------------------------------------------------------
1.000e+01 | 1.000e+00 | 5.000e-01 | 2.091e-02 | 2.575e-04         | momentum
7.000e+00 | 1.000e+00 | 5.000e-01 | 2.078e-02 | 4.734e-05         | momentum
8.000e+00 | 1.000e+00 | 5.000e-01 | 2.113e-02 | 1.554e-04         | momentum
9.000e+00 | 1.000e+00 | 5.000e-01 | 2.118e-02 | 4.100e-04         | momentum
6.000e+00 | 1.000e+00 | 5.000e-01 | 1.962e-02 | 7.383e-04         | momentum
1.100e+01 | 1.000e+00 | 5.000e-01 | 2.048e-02 | 8.449e-04         | momentum
1.200e+01 | 1.000e+00 | 5.000e-01 | 2.038e-02 | 4.148e-03         | momentum
1.300e+01 | 1.000e+00 | 5.000e-01 | 2.030e-02 | 8.798e-05         | momentum
1.400e+01 | 1.000e+00 | 5.000e-01 | 2.010e-02 | 1.526e-03         | momentum
1.600e+01 | 1.000e+00 | 5.000e-01 | 1.963e-02 | 1.097e-03         | momentum
1.500e+01 | 1.000e+00 | 5.000e-01 | 1.987e-02 | 2.131e-03         | momentum
1.700e+01 | 1.000e+00 | 5.000e-01 | 1.939e-02 | 4.582e-03         | momentum
1.800e+01 | 1.000e+00 | 5.000e-01 | 1.913e-02 | 6.615e-03         | momentum
1.900e+01 | 1.000e+00 | 5.000e-01 | 1.887e-02 | 3.033e-03         | momentum
2.300e+01 | 1.000e+00 | 5.000e-01 | 1.810e-02 | 7.966e-04         | momentum
2.400e+01 | 1.000e+00 | 5.000e-01 | 1.792e-02 | 7.088e-04         | momentum
2.000e+01 | 1.000e+00 | 5.000e-01 | 1.869e-02 | 2.152e-03         | momentum
2.200e+01 | 1.000e+00 | 5.000e-01 | 1.830e-02 | 1.094e-02         | momentum
2.100e+01 | 1.000e+00 | 5.000e-01 | 1.849e-02 | 2.459e-03         | momentum
2.500e+01 | 1.000e+00 | 5.000e-01 | 1.775e-02 | 1.207e-02         | momentum
2.600e+01 | 1.000e+00 | 5.000e-01 | 1.758e-02 | 1.994e-03         | momentum
2.700e+01 | 1.000e+00 | 5.000e-01 | 1.740e-02 | 2.389e-05         | momentum
2.800e+01 | 1.000e+00 | 5.000e-01 | 1.724e-02 | 8.060e-06         | momentum
2.900e+01 | 1.000e+00 | 5.000e-01 | 1.708e-02 | 1.405e-05         | momentum
3.000e+01 | 1.000e+00 | 5.000e-01 | 1.694e-02 | 1.130e-04         | momentum
3.100e+01 | 1.000e+00 | 5.000e-01 | 1.680e-02 | 3.342e-02         | momentum
3.300e+01 | 1.000e+00 | 5.000e-01 | 1.651e-02 | 2.543e-04         | momentum
3.200e+01 | 1.000e+00 | 5.000e-01 | 1.666e-02 | 1.895e-03         | momentum
3.400e+01 | 1.000e+00 | 5.000e-01 | 1.637e-02 | 2.620e-03         | momentum
3.500e+01 | 1.000e+00 | 5.000e-01 | 1.624e-02 | 3.012e-02         | momentum
3.600e+01 | 1.000e+00 | 5.000e-01 | 1.610e-02 | 2.462e-02         | momentum
3.700e+01 | 1.000e+00 | 5.000e-01 | 1.597e-02 | 3.118e-02         | momentum
3.800e+01 | 1.000e+00 | 5.000e-01 | 1.585e-02 | 4.774e-02         | momentum
4.100e+01 | 1.000e+00 | 5.000e-01 | 1.551e-02 | 1.246e-02         | momentum
4.000e+01 | 1.000e+00 | 5.000e-01 | 1.562e-02 | 1.372e-02         | momentum
4.200e+01 | 1.000e+00 | 5.000e-01 | 1.540e-02 | 3.510e-03         | momentum
3.900e+01 | 1.000e+00 | 5.000e-01 | 1.574e-02 | 4.385e-02         | momentum
4.400e+01 | 1.000e+00 | 5.000e-01 | 1.519e-02 | 2.563e-03         | momentum
4.300e+01 | 1.000e+00 | 5.000e-01 | 1.530e-02 | 8.694e-04         | momentum
4.500e+01 | 1.000e+00 | 5.000e-01 | 1.509e-02 | 4.685e-02         | momentum
4.600e+01 | 1.000e+00 | 5.000e-01 | 1.500e-02 | 1.085e-02         | momentum
4.700e+01 | 1.000e+00 | 5.000e-01 | 1.490e-02 | 1.798e-02         | momentum
4.800e+01 | 1.000e+00 | 5.000e-01 | 1.481e-02 | 5.383e-02         | momentum
5.000e+01 | 1.000e+00 | 5.000e-01 | 1.464e-02 | 2.674e-02         | momentum
4.900e+01 | 1.000e+00 | 5.000e-01 | 1.473e-02 | 3.036e-03         | momentum
5.100e+01 | 1.000e+00 | 5.000e-01 | 1.456e-02 | 1.424e-02         | momentum
5.200e+01 | 1.000e+00 | 5.000e-01 | 1.447e-02 | 1.085e-02         | momentum
5.400e+01 | 1.000e+00 | 5.000e-01 | 1.431e-02 | 8.895e-02         | momentum
5.300e+01 | 1.000e+00 | 5.000e-01 | 1.439e-02 | 7.557e-02         | momentum
5.500e+01 | 1.000e+00 | 5.000e-01 | 1.423e-02 | 1.248e-01         | momentum

