QSIa momento - alpha=1.500 -ani
--------------------------------------------------------------------------------
Z         | Q          | alpha     | QSI_alpha | integration_error | space   
--------------------------------------------------------------------------------
6.000e+00 | -1.000e+00 | 1.500e+00 | 9.993e-01 | 1.477e-07         | momentum
7.000e+00 | -1.000e+00 | 1.500e+00 | 9.996e-01 | 1.466e-07         | momentum
8.000e+00 | -1.000e+00 | 1.500e+00 | 9.998e-01 | 1.489e-07         | momentum
9.000e+00 | -1.000e+00 | 1.500e+00 | 9.998e-01 | 1.435e-07         | momentum
1.100e+01 | -1.000e+00 | 1.500e+00 | 9.704e-01 | 1.460e-07         | momentum
1.300e+01 | -1.000e+00 | 1.500e+00 | 9.958e-01 | 1.480e-07         | momentum
1.400e+01 | -1.000e+00 | 1.500e+00 | 9.976e-01 | 1.463e-07         | momentum
1.500e+01 | -1.000e+00 | 1.500e+00 | 9.985e-01 | 1.346e-07         | momentum
1.600e+01 | -1.000e+00 | 1.500e+00 | 9.990e-01 | 1.487e-07         | momentum
1.700e+01 | -1.000e+00 | 1.500e+00 | 9.993e-01 | 1.423e-07         | momentum
1.900e+01 | -1.000e+00 | 1.500e+00 | 9.712e-01 | 1.488e-07         | momentum
2.100e+01 | -1.000e+00 | 1.500e+00 | 9.753e-01 | 1.485e-07         | momentum
2.200e+01 | -1.000e+00 | 1.500e+00 | 9.750e-01 | 1.488e-07         | momentum
2.300e+01 | -1.000e+00 | 1.500e+00 | 9.751e-01 | 1.473e-07         | momentum
2.400e+01 | -1.000e+00 | 1.500e+00 | 9.752e-01 | 1.480e-07         | momentum
2.500e+01 | -1.000e+00 | 1.500e+00 | 9.760e-01 | 1.485e-07         | momentum
2.600e+01 | -1.000e+00 | 1.500e+00 | 9.766e-01 | 1.461e-07         | momentum
2.700e+01 | -1.000e+00 | 1.500e+00 | 9.770e-01 | 1.489e-07         | momentum
2.800e+01 | -1.000e+00 | 1.500e+00 | 9.775e-01 | 1.440e-07         | momentum
2.900e+01 | -1.000e+00 | 1.500e+00 | 9.778e-01 | 1.478e-07         | momentum
3.100e+01 | -1.000e+00 | 1.500e+00 | 9.953e-01 | 1.489e-07         | momentum
3.200e+01 | -1.000e+00 | 1.500e+00 | 9.972e-01 | 1.489e-07         | momentum
3.300e+01 | -1.000e+00 | 1.500e+00 | 9.981e-01 | 1.489e-07         | momentum
3.400e+01 | -1.000e+00 | 1.500e+00 | 9.986e-01 | 1.489e-07         | momentum
3.500e+01 | -1.000e+00 | 1.500e+00 | 9.990e-01 | 1.489e-07         | momentum
3.700e+01 | -1.000e+00 | 1.500e+00 | 9.748e-01 | 1.469e-07         | momentum
3.900e+01 | -1.000e+00 | 1.500e+00 | 9.920e-01 | 1.489e-07         | momentum
4.000e+01 | -1.000e+00 | 1.500e+00 | 9.828e-01 | 1.459e-07         | momentum
4.100e+01 | -1.000e+00 | 1.500e+00 | 9.831e-01 | 1.485e-07         | momentum
4.200e+01 | -1.000e+00 | 1.500e+00 | 9.831e-01 | 1.487e-07         | momentum
4.300e+01 | -1.000e+00 | 1.500e+00 | 9.840e-01 | 1.483e-07         | momentum
4.400e+01 | -1.000e+00 | 1.500e+00 | 9.845e-01 | 1.482e-07         | momentum
4.500e+01 | -1.000e+00 | 1.500e+00 | 9.849e-01 | 1.484e-07         | momentum
4.600e+01 | -1.000e+00 | 1.500e+00 | 9.852e-01 | 1.341e-07         | momentum
4.700e+01 | -1.000e+00 | 1.500e+00 | 9.853e-01 | 1.487e-07         | momentum
4.900e+01 | -1.000e+00 | 1.500e+00 | 9.965e-01 | 1.481e-07         | momentum
5.000e+01 | -1.000e+00 | 1.500e+00 | 9.977e-01 | 1.488e-07         | momentum
5.100e+01 | -1.000e+00 | 1.500e+00 | 9.984e-01 | 1.488e-07         | momentum
5.200e+01 | -1.000e+00 | 1.500e+00 | 9.988e-01 | 1.489e-07         | momentum
5.300e+01 | -1.000e+00 | 1.500e+00 | 9.990e-01 | 1.477e-07         | momentum

