JRD posicion - alpha=1.000 -neu
-------------------------------------------------------------------------------
Z         | Q         | alpha     | JRD       | integration_error | space   
-------------------------------------------------------------------------------
3.000e+00 | 0.000e+00 | 1.000e+00 | 4.431e-02 | 1.455e-07         | position
4.000e+00 | 0.000e+00 | 1.000e+00 | 1.232e-02 | 1.485e-07         | position
6.000e+00 | 0.000e+00 | 1.000e+00 | 4.131e-03 | 1.484e-07         | position
5.000e+00 | 0.000e+00 | 1.000e+00 | 6.646e-03 | 1.471e-07         | position
8.000e+00 | 0.000e+00 | 1.000e+00 | 2.005e-03 | 1.414e-07         | position
7.000e+00 | 0.000e+00 | 1.000e+00 | 2.791e-03 | 1.390e-07         | position
1.000e+01 | 0.000e+00 | 1.000e+00 | 1.155e-03 | 1.220e-07         | position
9.000e+00 | 0.000e+00 | 1.000e+00 | 1.499e-03 | 1.342e-07         | position
1.200e+01 | 0.000e+00 | 1.000e+00 | 1.685e-03 | 1.469e-07         | position
1.100e+01 | 0.000e+00 | 1.000e+00 | 2.959e-03 | 1.480e-07         | position
1.400e+01 | 0.000e+00 | 1.000e+00 | 1.136e-03 | 1.473e-07         | position
1.500e+01 | 0.000e+00 | 1.000e+00 | 9.635e-04 | 1.483e-07         | position
1.300e+01 | 0.000e+00 | 1.000e+00 | 1.370e-03 | 1.466e-07         | position
1.600e+01 | 0.000e+00 | 1.000e+00 | 8.305e-04 | 1.487e-07         | position
1.700e+01 | 0.000e+00 | 1.000e+00 | 7.240e-04 | 1.478e-07         | position
1.800e+01 | 0.000e+00 | 1.000e+00 | 6.372e-04 | 1.443e-07         | position
1.900e+01 | 0.000e+00 | 1.000e+00 | 1.125e-03 | 1.468e-07         | position
2.300e+01 | 0.000e+00 | 1.000e+00 | 5.300e-04 | 1.488e-07         | position
2.000e+01 | 0.000e+00 | 1.000e+00 | 7.939e-04 | 1.403e-07         | position
2.100e+01 | 0.000e+00 | 1.000e+00 | 6.739e-04 | 1.486e-07         | position
2.200e+01 | 0.000e+00 | 1.000e+00 | 5.940e-04 | 1.463e-07         | position
2.600e+01 | 0.000e+00 | 1.000e+00 | 3.903e-04 | 1.469e-07         | position
2.500e+01 | 0.000e+00 | 1.000e+00 | 4.331e-04 | 1.435e-07         | position
2.400e+01 | 0.000e+00 | 1.000e+00 | 4.370e-04 | 1.489e-07         | position
2.800e+01 | 0.000e+00 | 1.000e+00 | 3.246e-04 | 1.477e-07         | position
2.700e+01 | 0.000e+00 | 1.000e+00 | 3.550e-04 | 1.485e-07         | position
3.000e+01 | 0.000e+00 | 1.000e+00 | 2.753e-04 | 1.482e-07         | position
2.900e+01 | 0.000e+00 | 1.000e+00 | 2.891e-04 | 1.487e-07         | position
3.100e+01 | 0.000e+00 | 1.000e+00 | 2.721e-04 | 1.487e-07         | position
3.200e+01 | 0.000e+00 | 1.000e+00 | 2.554e-04 | 1.468e-07         | position
3.300e+01 | 0.000e+00 | 1.000e+00 | 2.396e-04 | 1.438e-07         | position
3.400e+01 | 0.000e+00 | 1.000e+00 | 2.254e-04 | 1.488e-07         | position
3.500e+01 | 0.000e+00 | 1.000e+00 | 2.121e-04 | 1.382e-07         | position
3.600e+01 | 0.000e+00 | 1.000e+00 | 1.998e-04 | 1.486e-07         | position
3.700e+01 | 0.000e+00 | 1.000e+00 | 3.207e-04 | 1.487e-07         | position
3.800e+01 | 0.000e+00 | 1.000e+00 | 2.507e-04 | 1.332e-07         | position
3.900e+01 | 0.000e+00 | 1.000e+00 | 2.229e-04 | 1.366e-07         | position
4.200e+01 | 0.000e+00 | 1.000e+00 | 1.699e-04 | 1.475e-07         | position
4.000e+01 | 0.000e+00 | 1.000e+00 | 2.063e-04 | 1.469e-07         | position
4.100e+01 | 0.000e+00 | 1.000e+00 | 1.789e-04 | 1.434e-07         | position
4.300e+01 | 0.000e+00 | 1.000e+00 | 1.738e-04 | 1.463e-07         | position
4.400e+01 | 0.000e+00 | 1.000e+00 | 1.556e-04 | 1.487e-07         | position
4.600e+01 | 0.000e+00 | 1.000e+00 | 1.223e-04 | 1.440e-07         | position
4.500e+01 | 0.000e+00 | 1.000e+00 | 1.503e-04 | 1.469e-07         | position
4.800e+01 | 0.000e+00 | 1.000e+00 | 1.366e-04 | 1.427e-07         | position
4.700e+01 | 0.000e+00 | 1.000e+00 | 1.419e-04 | 1.458e-07         | position
4.900e+01 | 0.000e+00 | 1.000e+00 | 1.369e-04 | 1.487e-07         | position
5.100e+01 | 0.000e+00 | 1.000e+00 | 1.271e-04 | 1.481e-07         | position
5.000e+01 | 0.000e+00 | 1.000e+00 | 1.321e-04 | 1.480e-07         | position
5.200e+01 | 0.000e+00 | 1.000e+00 | 1.225e-04 | 1.483e-07         | position
5.400e+01 | 0.000e+00 | 1.000e+00 | 1.136e-04 | 1.480e-07         | position
5.300e+01 | 0.000e+00 | 1.000e+00 | 1.179e-04 | 1.489e-07         | position

