QSIa posicion - alpha=1.500 -ani
--------------------------------------------------------------------------------
Z         | Q          | alpha     | QSI_alpha | integration_error | space   
--------------------------------------------------------------------------------
6.000e+00 | -1.000e+00 | 1.500e+00 | 9.738e-01 | 1.488e-07         | position
7.000e+00 | -1.000e+00 | 1.500e+00 | 9.740e-01 | 1.489e-07         | position
8.000e+00 | -1.000e+00 | 1.500e+00 | 9.753e-01 | 1.480e-07         | position
9.000e+00 | -1.000e+00 | 1.500e+00 | 9.773e-01 | 1.396e-07         | position
1.100e+01 | -1.000e+00 | 1.500e+00 | 9.805e-01 | 1.433e-07         | position
1.300e+01 | -1.000e+00 | 1.500e+00 | 9.826e-01 | 2.677e-07         | position
1.400e+01 | -1.000e+00 | 1.500e+00 | 9.835e-01 | 1.460e-07         | position
1.500e+01 | -1.000e+00 | 1.500e+00 | 9.843e-01 | 1.465e-07         | position
1.600e+01 | -1.000e+00 | 1.500e+00 | 9.850e-01 | 1.834e-07         | position
1.700e+01 | -1.000e+00 | 1.500e+00 | 9.857e-01 | 5.263e-07         | position
1.900e+01 | -1.000e+00 | 1.500e+00 | 9.867e-01 | 6.861e-07         | position
2.100e+01 | -1.000e+00 | 1.500e+00 | 9.876e-01 | 1.484e-07         | position
2.200e+01 | -1.000e+00 | 1.500e+00 | 9.880e-01 | 1.471e-07         | position
2.300e+01 | -1.000e+00 | 1.500e+00 | 9.884e-01 | 1.335e-06         | position
2.400e+01 | -1.000e+00 | 1.500e+00 | 9.888e-01 | 1.474e-07         | position
2.500e+01 | -1.000e+00 | 1.500e+00 | 9.891e-01 | 1.536e-07         | position
2.600e+01 | -1.000e+00 | 1.500e+00 | 9.895e-01 | 1.563e-07         | position
2.700e+01 | -1.000e+00 | 1.500e+00 | 9.898e-01 | 1.482e-07         | position
2.800e+01 | -1.000e+00 | 1.500e+00 | 9.901e-01 | 1.291e-06         | position
2.900e+01 | -1.000e+00 | 1.500e+00 | 9.904e-01 | 8.936e-07         | position
3.100e+01 | -1.000e+00 | 1.500e+00 | 9.910e-01 | 1.521e-06         | position
3.200e+01 | -1.000e+00 | 1.500e+00 | 9.912e-01 | 2.104e-06         | position
3.300e+01 | -1.000e+00 | 1.500e+00 | 9.914e-01 | 1.721e-06         | position
3.400e+01 | -1.000e+00 | 1.500e+00 | 9.916e-01 | 1.600e-06         | position
3.500e+01 | -1.000e+00 | 1.500e+00 | 9.918e-01 | 2.491e-06         | position
3.700e+01 | -1.000e+00 | 1.500e+00 | 9.922e-01 | 2.330e-06         | position
3.900e+01 | -1.000e+00 | 1.500e+00 | 9.925e-01 | 1.443e-07         | position
4.000e+01 | -1.000e+00 | 1.500e+00 | 9.927e-01 | 6.960e-07         | position
4.100e+01 | -1.000e+00 | 1.500e+00 | 9.928e-01 | 6.974e-07         | position
4.200e+01 | -1.000e+00 | 1.500e+00 | 9.930e-01 | 7.572e-07         | position
4.300e+01 | -1.000e+00 | 1.500e+00 | 9.931e-01 | 4.802e-07         | position
4.400e+01 | -1.000e+00 | 1.500e+00 | 9.932e-01 | 2.912e-07         | position
4.500e+01 | -1.000e+00 | 1.500e+00 | 9.934e-01 | 6.955e-07         | position
4.600e+01 | -1.000e+00 | 1.500e+00 | 9.935e-01 | 1.213e-06         | position
4.700e+01 | -1.000e+00 | 1.500e+00 | 9.936e-01 | 1.445e-06         | position
4.900e+01 | -1.000e+00 | 1.500e+00 | 9.938e-01 | 4.142e-06         | position
5.000e+01 | -1.000e+00 | 1.500e+00 | 9.939e-01 | 9.826e-07         | position
5.100e+01 | -1.000e+00 | 1.500e+00 | 9.940e-01 | 2.100e-06         | position
5.200e+01 | -1.000e+00 | 1.500e+00 | 9.941e-01 | 2.372e-06         | position
5.300e+01 | -1.000e+00 | 1.500e+00 | 9.942e-01 | 4.411e-06         | position

