JRD posicion - alpha=0.750 -cat
-------------------------------------------------------------------------------
Z         | Q         | alpha     | JRD       | integration_error | space   
-------------------------------------------------------------------------------
6.000e+00 | 1.000e+00 | 7.500e-01 | 4.260e-03 | 4.021e-07         | position
7.000e+00 | 1.000e+00 | 7.500e-01 | 1.817e-03 | 4.020e-07         | position
8.000e+00 | 1.000e+00 | 7.500e-01 | 9.532e-04 | 1.460e-07         | position
9.000e+00 | 1.000e+00 | 7.500e-01 | 5.704e-04 | 5.474e-07         | position
1.000e+01 | 1.000e+00 | 7.500e-01 | 3.717e-04 | 1.376e-07         | position
1.100e+01 | 1.000e+00 | 7.500e-01 | 2.578e-04 | 1.758e-07         | position
1.200e+01 | 1.000e+00 | 7.500e-01 | 3.228e-02 | 3.626e-07         | position
1.300e+01 | 1.000e+00 | 7.500e-01 | 6.546e-03 | 1.482e-07         | position
1.500e+01 | 1.000e+00 | 7.500e-01 | 2.072e-03 | 5.221e-07         | position
1.600e+01 | 1.000e+00 | 7.500e-01 | 1.313e-03 | 2.208e-07         | position
1.700e+01 | 1.000e+00 | 7.500e-01 | 9.070e-04 | 4.476e-07         | position
1.800e+01 | 1.000e+00 | 7.500e-01 | 6.525e-04 | 2.893e-07         | position
1.400e+01 | 1.000e+00 | 7.500e-01 | 3.603e-03 | 1.487e-07         | position
1.900e+01 | 1.000e+00 | 7.500e-01 | 4.867e-04 | 1.448e-07         | position
2.300e+01 | 1.000e+00 | 7.500e-01 | 3.050e-04 | 1.490e-07         | position
2.400e+01 | 1.000e+00 | 7.500e-01 | 2.265e-04 | 3.287e-07         | position
2.000e+01 | 1.000e+00 | 7.500e-01 | 1.337e-02 | 1.472e-07         | position
2.100e+01 | 1.000e+00 | 7.500e-01 | 6.932e-03 | 1.807e-07         | position
2.200e+01 | 1.000e+00 | 7.500e-01 | 5.424e-03 | 1.489e-07         | position
2.700e+01 | 1.000e+00 | 7.500e-01 | 1.230e-04 | 4.421e-07         | position
2.800e+01 | 1.000e+00 | 7.500e-01 | 1.028e-04 | 2.115e-07         | position
2.500e+01 | 1.000e+00 | 7.500e-01 | 3.583e-03 | 3.365e-07         | position
2.900e+01 | 1.000e+00 | 7.500e-01 | 8.664e-05 | 3.184e-07         | position
2.600e+01 | 1.000e+00 | 7.500e-01 | 3.156e-03 | 2.178e-07         | position
3.000e+01 | 1.000e+00 | 7.500e-01 | 2.582e-03 | 1.483e-07         | position
3.100e+01 | 1.000e+00 | 7.500e-01 | 1.371e-03 | 4.540e-07         | position
3.300e+01 | 1.000e+00 | 7.500e-01 | 8.717e-04 | 5.213e-07         | position
3.200e+01 | 1.000e+00 | 7.500e-01 | 1.225e-03 | 4.732e-07         | position
3.500e+01 | 1.000e+00 | 7.500e-01 | 5.114e-04 | 1.471e-07         | position
3.600e+01 | 1.000e+00 | 7.500e-01 | 4.089e-04 | 5.340e-07         | position
3.400e+01 | 1.000e+00 | 7.500e-01 | 6.478e-04 | 1.485e-07         | position
3.700e+01 | 1.000e+00 | 7.500e-01 | 3.324e-04 | 4.595e-07         | position
4.200e+01 | 1.000e+00 | 7.500e-01 | 2.394e-04 | 4.663e-07         | position
4.100e+01 | 1.000e+00 | 7.500e-01 | 3.077e-04 | 1.484e-07         | position
4.400e+01 | 1.000e+00 | 7.500e-01 | 1.676e-04 | 1.488e-07         | position
3.800e+01 | 1.000e+00 | 7.500e-01 | 6.301e-03 | 1.489e-07         | position
4.500e+01 | 1.000e+00 | 7.500e-01 | 1.426e-04 | 3.043e-07         | position
3.900e+01 | 1.000e+00 | 7.500e-01 | 2.036e-03 | 1.664e-07         | position
4.000e+01 | 1.000e+00 | 7.500e-01 | 1.826e-03 | 5.956e-07         | position
4.300e+01 | 1.000e+00 | 7.500e-01 | 1.203e-03 | 1.463e-07         | position
4.600e+01 | 1.000e+00 | 7.500e-01 | 1.228e-04 | 2.529e-07         | position
4.700e+01 | 1.000e+00 | 7.500e-01 | 1.067e-04 | 1.503e-07         | position
4.800e+01 | 1.000e+00 | 7.500e-01 | 1.178e-03 | 2.316e-07         | position
4.900e+01 | 1.000e+00 | 7.500e-01 | 7.053e-04 | 1.472e-07         | position
5.200e+01 | 1.000e+00 | 7.500e-01 | 4.140e-04 | 1.437e-07         | position
5.000e+01 | 1.000e+00 | 7.500e-01 | 6.888e-04 | 1.447e-07         | position
5.100e+01 | 1.000e+00 | 7.500e-01 | 5.263e-04 | 1.479e-07         | position
5.300e+01 | 1.000e+00 | 7.500e-01 | 3.431e-04 | 1.470e-07         | position
5.400e+01 | 1.000e+00 | 7.500e-01 | 2.864e-04 | 1.459e-07         | position
5.500e+01 | 1.000e+00 | 7.500e-01 | 2.420e-04 | 2.321e-07         | position

