JRD posicion - alpha=1.000 -cat
-------------------------------------------------------------------------------
Z         | Q         | alpha     | JRD       | integration_error | space   
-------------------------------------------------------------------------------
6.000e+00 | 1.000e+00 | 1.000e+00 | 6.336e-03 | 1.476e-07         | position
7.000e+00 | 1.000e+00 | 1.000e+00 | 3.937e-03 | 1.359e-07         | position
8.000e+00 | 1.000e+00 | 1.000e+00 | 2.667e-03 | 1.305e-07         | position
9.000e+00 | 1.000e+00 | 1.000e+00 | 1.921e-03 | 1.296e-07         | position
1.000e+01 | 1.000e+00 | 1.000e+00 | 1.439e-03 | 1.214e-07         | position
1.100e+01 | 1.000e+00 | 1.000e+00 | 1.112e-03 | 1.477e-07         | position
1.200e+01 | 1.000e+00 | 1.000e+00 | 2.563e-03 | 1.451e-07         | position
1.300e+01 | 1.000e+00 | 1.000e+00 | 1.601e-03 | 1.488e-07         | position
1.400e+01 | 1.000e+00 | 1.000e+00 | 1.313e-03 | 1.471e-07         | position
1.500e+01 | 1.000e+00 | 1.000e+00 | 1.102e-03 | 1.374e-07         | position
1.600e+01 | 1.000e+00 | 1.000e+00 | 9.405e-04 | 1.352e-07         | position
1.800e+01 | 1.000e+00 | 1.000e+00 | 7.116e-04 | 1.432e-07         | position
1.700e+01 | 1.000e+00 | 1.000e+00 | 8.139e-04 | 1.439e-07         | position
1.900e+01 | 1.000e+00 | 1.000e+00 | 6.279e-04 | 1.393e-07         | position
2.300e+01 | 1.000e+00 | 1.000e+00 | 4.018e-04 | 1.460e-07         | position
2.400e+01 | 1.000e+00 | 1.000e+00 | 3.605e-04 | 1.479e-07         | position
2.000e+01 | 1.000e+00 | 1.000e+00 | 9.847e-04 | 1.467e-07         | position
2.700e+01 | 1.000e+00 | 1.000e+00 | 2.694e-04 | 1.482e-07         | position
2.100e+01 | 1.000e+00 | 1.000e+00 | 7.450e-04 | 1.445e-07         | position
2.200e+01 | 1.000e+00 | 1.000e+00 | 6.353e-04 | 1.484e-07         | position
2.900e+01 | 1.000e+00 | 1.000e+00 | 2.260e-04 | 1.274e-07         | position
2.800e+01 | 1.000e+00 | 1.000e+00 | 2.464e-04 | 1.489e-07         | position
2.600e+01 | 1.000e+00 | 1.000e+00 | 3.949e-04 | 1.467e-07         | position
2.500e+01 | 1.000e+00 | 1.000e+00 | 4.409e-04 | 1.458e-07         | position
3.100e+01 | 1.000e+00 | 1.000e+00 | 2.680e-04 | 1.421e-07         | position
3.000e+01 | 1.000e+00 | 1.000e+00 | 2.784e-04 | 1.451e-07         | position
3.300e+01 | 1.000e+00 | 1.000e+00 | 2.492e-04 | 1.430e-07         | position
3.200e+01 | 1.000e+00 | 1.000e+00 | 2.628e-04 | 1.465e-07         | position
3.400e+01 | 1.000e+00 | 1.000e+00 | 2.351e-04 | 1.464e-07         | position
3.500e+01 | 1.000e+00 | 1.000e+00 | 2.218e-04 | 1.483e-07         | position
3.600e+01 | 1.000e+00 | 1.000e+00 | 2.092e-04 | 1.439e-07         | position
3.700e+01 | 1.000e+00 | 1.000e+00 | 1.975e-04 | 1.485e-07         | position
3.800e+01 | 1.000e+00 | 1.000e+00 | 2.837e-04 | 1.449e-07         | position
4.100e+01 | 1.000e+00 | 1.000e+00 | 1.647e-04 | 1.466e-07         | position
4.200e+01 | 1.000e+00 | 1.000e+00 | 1.556e-04 | 1.486e-07         | position
3.900e+01 | 1.000e+00 | 1.000e+00 | 2.406e-04 | 1.484e-07         | position
4.000e+01 | 1.000e+00 | 1.000e+00 | 2.057e-04 | 1.469e-07         | position
4.400e+01 | 1.000e+00 | 1.000e+00 | 1.402e-04 | 1.486e-07         | position
4.500e+01 | 1.000e+00 | 1.000e+00 | 1.333e-04 | 1.487e-07         | position
4.300e+01 | 1.000e+00 | 1.000e+00 | 1.689e-04 | 1.483e-07         | position
4.600e+01 | 1.000e+00 | 1.000e+00 | 1.269e-04 | 1.379e-07         | position
4.700e+01 | 1.000e+00 | 1.000e+00 | 1.210e-04 | 1.467e-07         | position
4.800e+01 | 1.000e+00 | 1.000e+00 | 1.353e-04 | 1.478e-07         | position
4.900e+01 | 1.000e+00 | 1.000e+00 | 1.330e-04 | 1.480e-07         | position
5.100e+01 | 1.000e+00 | 1.000e+00 | 1.294e-04 | 1.476e-07         | position
5.000e+01 | 1.000e+00 | 1.000e+00 | 1.331e-04 | 1.451e-07         | position
5.200e+01 | 1.000e+00 | 1.000e+00 | 1.252e-04 | 1.458e-07         | position
5.300e+01 | 1.000e+00 | 1.000e+00 | 1.209e-04 | 1.488e-07         | position
5.400e+01 | 1.000e+00 | 1.000e+00 | 1.166e-04 | 1.480e-07         | position
5.500e+01 | 1.000e+00 | 1.000e+00 | 1.125e-04 | 1.448e-07         | position

