JTD - momento alpha=1.250-ani
--------------------------------------------------------------------------------
Z         | Q          | alpha     | JTD       | integration_error | space   
--------------------------------------------------------------------------------
6.000e+00 | -1.000e+00 | 1.250e+00 | 1.708e-04 | 1.011e-07         | momentum
7.000e+00 | -1.000e+00 | 1.250e+00 | 7.473e-05 | 3.959e-08         | momentum
8.000e+00 | -1.000e+00 | 1.250e+00 | 3.713e-05 | 1.442e-07         | momentum
9.000e+00 | -1.000e+00 | 1.250e+00 | 2.023e-05 | 1.330e-07         | momentum
1.100e+01 | -1.000e+00 | 1.250e+00 | 1.305e-03 | 1.474e-07         | momentum
1.300e+01 | -1.000e+00 | 1.250e+00 | 2.257e-04 | 1.388e-07         | momentum
1.400e+01 | -1.000e+00 | 1.250e+00 | 1.248e-04 | 1.479e-07         | momentum
1.500e+01 | -1.000e+00 | 1.250e+00 | 7.899e-05 | 1.348e-07         | momentum
1.600e+01 | -1.000e+00 | 1.250e+00 | 5.263e-05 | 1.335e-07         | momentum
1.700e+01 | -1.000e+00 | 1.250e+00 | 3.659e-05 | 1.471e-07         | momentum
1.900e+01 | -1.000e+00 | 1.250e+00 | 5.179e-04 | 1.438e-07         | momentum
2.100e+01 | -1.000e+00 | 1.250e+00 | 2.839e-04 | 1.466e-07         | momentum
2.200e+01 | -1.000e+00 | 1.250e+00 | 2.502e-04 | 1.485e-07         | momentum
2.300e+01 | -1.000e+00 | 1.250e+00 | 2.176e-04 | 1.487e-07         | momentum
2.400e+01 | -1.000e+00 | 1.250e+00 | 1.917e-04 | 1.487e-07         | momentum
2.500e+01 | -1.000e+00 | 1.250e+00 | 1.626e-04 | 1.333e-07         | momentum
2.600e+01 | -1.000e+00 | 1.250e+00 | 1.410e-04 | 1.479e-07         | momentum
2.700e+01 | -1.000e+00 | 1.250e+00 | 1.234e-04 | 1.298e-07         | momentum
2.800e+01 | -1.000e+00 | 1.250e+00 | 1.089e-04 | 1.431e-07         | momentum
2.900e+01 | -1.000e+00 | 1.250e+00 | 9.717e-05 | 1.482e-07         | momentum
3.100e+01 | -1.000e+00 | 1.250e+00 | 3.542e-05 | 1.450e-07         | momentum
3.200e+01 | -1.000e+00 | 1.250e+00 | 2.430e-05 | 1.469e-07         | momentum
3.300e+01 | -1.000e+00 | 1.250e+00 | 1.878e-05 | 1.484e-07         | momentum
3.400e+01 | -1.000e+00 | 1.250e+00 | 1.489e-05 | 1.488e-07         | momentum
3.500e+01 | -1.000e+00 | 1.250e+00 | 1.208e-05 | 1.474e-07         | momentum
3.700e+01 | -1.000e+00 | 1.250e+00 | 1.207e-04 | 1.407e-07         | momentum
3.900e+01 | -1.000e+00 | 1.250e+00 | 4.814e-05 | 1.468e-07         | momentum
4.000e+01 | -1.000e+00 | 1.250e+00 | 6.135e-05 | 1.424e-07         | momentum
4.100e+01 | -1.000e+00 | 1.250e+00 | 5.651e-05 | 1.470e-07         | momentum
4.200e+01 | -1.000e+00 | 1.250e+00 | 5.264e-05 | 1.436e-07         | momentum
4.300e+01 | -1.000e+00 | 1.250e+00 | 4.702e-05 | 1.455e-07         | momentum
4.400e+01 | -1.000e+00 | 1.250e+00 | 4.297e-05 | 1.336e-07         | momentum
4.500e+01 | -1.000e+00 | 1.250e+00 | 3.960e-05 | 1.484e-07         | momentum
4.600e+01 | -1.000e+00 | 1.250e+00 | 3.672e-05 | 1.462e-07         | momentum
4.700e+01 | -1.000e+00 | 1.250e+00 | 3.436e-05 | 1.467e-07         | momentum
4.900e+01 | -1.000e+00 | 1.250e+00 | 1.453e-05 | 1.410e-07         | momentum
5.000e+01 | -1.000e+00 | 1.250e+00 | 1.093e-05 | 1.443e-07         | momentum
5.100e+01 | -1.000e+00 | 1.250e+00 | 9.048e-06 | 1.437e-07         | momentum
5.200e+01 | -1.000e+00 | 1.250e+00 | 7.641e-06 | 1.462e-07         | momentum
5.300e+01 | -1.000e+00 | 1.250e+00 | 6.566e-06 | 1.483e-07         | momentum

