JRD posicion - alpha=0.900 -neu
-------------------------------------------------------------------------------
Z         | Q         | alpha     | JRD       | integration_error | space   
-------------------------------------------------------------------------------
3.000e+00 | 0.000e+00 | 9.000e-01 | 8.986e-02 | 1.473e-07         | position
4.000e+00 | 0.000e+00 | 9.000e-01 | 1.234e-02 | 1.466e-07         | position
5.000e+00 | 0.000e+00 | 9.000e-01 | 5.078e-03 | 1.487e-07         | position
6.000e+00 | 0.000e+00 | 9.000e-01 | 2.704e-03 | 1.489e-07         | position
7.000e+00 | 0.000e+00 | 9.000e-01 | 1.662e-03 | 1.385e-07         | position
8.000e+00 | 0.000e+00 | 9.000e-01 | 1.118e-03 | 1.469e-07         | position
9.000e+00 | 0.000e+00 | 9.000e-01 | 7.981e-04 | 1.489e-07         | position
1.000e+01 | 0.000e+00 | 9.000e-01 | 5.952e-04 | 1.484e-07         | position
1.200e+01 | 0.000e+00 | 9.000e-01 | 2.632e-03 | 1.700e-07         | position
1.100e+01 | 0.000e+00 | 9.000e-01 | 8.521e-03 | 2.370e-07         | position
1.400e+01 | 0.000e+00 | 9.000e-01 | 1.231e-03 | 1.481e-07         | position
1.300e+01 | 0.000e+00 | 9.000e-01 | 1.787e-03 | 1.480e-07         | position
1.600e+01 | 0.000e+00 | 9.000e-01 | 7.167e-04 | 1.470e-07         | position
1.500e+01 | 0.000e+00 | 9.000e-01 | 9.149e-04 | 2.161e-07         | position
1.700e+01 | 0.000e+00 | 9.000e-01 | 5.775e-04 | 1.490e-07         | position
1.800e+01 | 0.000e+00 | 9.000e-01 | 4.765e-04 | 2.330e-07         | position
1.900e+01 | 0.000e+00 | 9.000e-01 | 3.200e-03 | 2.602e-07         | position
2.000e+01 | 0.000e+00 | 9.000e-01 | 1.281e-03 | 1.489e-07         | position
2.100e+01 | 0.000e+00 | 9.000e-01 | 1.004e-03 | 1.688e-07         | position
2.200e+01 | 0.000e+00 | 9.000e-01 | 8.624e-04 | 2.115e-07         | position
2.300e+01 | 0.000e+00 | 9.000e-01 | 7.594e-04 | 1.486e-07         | position
2.400e+01 | 0.000e+00 | 9.000e-01 | 6.618e-04 | 1.486e-07         | position
2.600e+01 | 0.000e+00 | 9.000e-01 | 5.495e-04 | 1.935e-07         | position
2.500e+01 | 0.000e+00 | 9.000e-01 | 6.201e-04 | 1.464e-07         | position
2.700e+01 | 0.000e+00 | 9.000e-01 | 4.970e-04 | 2.056e-07         | position
2.800e+01 | 0.000e+00 | 9.000e-01 | 4.536e-04 | 2.138e-07         | position
2.900e+01 | 0.000e+00 | 9.000e-01 | 4.991e-04 | 1.489e-07         | position
3.000e+01 | 0.000e+00 | 9.000e-01 | 3.878e-04 | 1.480e-07         | position
3.200e+01 | 0.000e+00 | 9.000e-01 | 3.240e-04 | 1.486e-07         | position
3.500e+01 | 0.000e+00 | 9.000e-01 | 2.124e-04 | 1.847e-07         | position
3.100e+01 | 0.000e+00 | 9.000e-01 | 3.961e-04 | 1.485e-07         | position
3.400e+01 | 0.000e+00 | 9.000e-01 | 2.409e-04 | 1.847e-07         | position
3.300e+01 | 0.000e+00 | 9.000e-01 | 2.749e-04 | 1.488e-07         | position
3.600e+01 | 0.000e+00 | 9.000e-01 | 1.889e-04 | 1.487e-07         | position
3.700e+01 | 0.000e+00 | 9.000e-01 | 1.090e-03 | 1.486e-07         | position
3.800e+01 | 0.000e+00 | 9.000e-01 | 4.989e-04 | 1.488e-07         | position
3.900e+01 | 0.000e+00 | 9.000e-01 | 3.818e-04 | 2.201e-07         | position
4.100e+01 | 0.000e+00 | 9.000e-01 | 2.497e-04 | 1.487e-07         | position
4.000e+01 | 0.000e+00 | 9.000e-01 | 3.303e-04 | 1.489e-07         | position
4.200e+01 | 0.000e+00 | 9.000e-01 | 2.366e-04 | 1.486e-07         | position
4.300e+01 | 0.000e+00 | 9.000e-01 | 2.571e-04 | 1.482e-07         | position
4.400e+01 | 0.000e+00 | 9.000e-01 | 2.248e-04 | 1.479e-07         | position
4.600e+01 | 0.000e+00 | 9.000e-01 | 8.949e-05 | 1.822e-07         | position
4.500e+01 | 0.000e+00 | 9.000e-01 | 2.270e-04 | 1.467e-07         | position
4.700e+01 | 0.000e+00 | 9.000e-01 | 2.397e-04 | 1.461e-07         | position
4.800e+01 | 0.000e+00 | 9.000e-01 | 1.906e-04 | 1.483e-07         | position
4.900e+01 | 0.000e+00 | 9.000e-01 | 1.996e-04 | 1.487e-07         | position
5.000e+01 | 0.000e+00 | 9.000e-01 | 1.733e-04 | 1.697e-07         | position
5.100e+01 | 0.000e+00 | 9.000e-01 | 1.537e-04 | 1.963e-07         | position
5.200e+01 | 0.000e+00 | 9.000e-01 | 1.400e-04 | 1.484e-07         | position
5.400e+01 | 0.000e+00 | 9.000e-01 | 1.171e-04 | 1.632e-07         | position
5.300e+01 | 0.000e+00 | 9.000e-01 | 1.277e-04 | 2.193e-07         | position

