JTD - posicion alpha=1.500-ani
--------------------------------------------------------------------------------
Z         | Q          | alpha     | JTD       | integration_error | space   
--------------------------------------------------------------------------------
6.000e+00 | -1.000e+00 | 1.500e+00 | 4.532e-03 | 1.487e-07         | position
7.000e+00 | -1.000e+00 | 1.500e+00 | 5.179e-03 | 1.078e-07         | position
8.000e+00 | -1.000e+00 | 1.500e+00 | 5.700e-03 | 1.366e-07         | position
9.000e+00 | -1.000e+00 | 1.500e+00 | 6.123e-03 | 8.116e-08         | position
1.100e+01 | -1.000e+00 | 1.500e+00 | 6.826e-03 | 1.398e-07         | position
1.300e+01 | -1.000e+00 | 1.500e+00 | 7.437e-03 | 1.490e-07         | position
1.400e+01 | -1.000e+00 | 1.500e+00 | 7.699e-03 | 1.413e-07         | position
1.500e+01 | -1.000e+00 | 1.500e+00 | 7.939e-03 | 1.474e-07         | position
1.600e+01 | -1.000e+00 | 1.500e+00 | 8.159e-03 | 1.240e-07         | position
1.700e+01 | -1.000e+00 | 1.500e+00 | 8.359e-03 | 9.570e-08         | position
1.900e+01 | -1.000e+00 | 1.500e+00 | 8.730e-03 | 1.471e-07         | position
2.100e+01 | -1.000e+00 | 1.500e+00 | 9.057e-03 | 1.434e-07         | position
2.200e+01 | -1.000e+00 | 1.500e+00 | 9.205e-03 | 1.385e-07         | position
2.300e+01 | -1.000e+00 | 1.500e+00 | 9.344e-03 | 1.443e-07         | position
2.400e+01 | -1.000e+00 | 1.500e+00 | 9.474e-03 | 1.488e-07         | position
2.500e+01 | -1.000e+00 | 1.500e+00 | 9.596e-03 | 1.464e-07         | position
2.600e+01 | -1.000e+00 | 1.500e+00 | 9.712e-03 | 1.479e-07         | position
2.700e+01 | -1.000e+00 | 1.500e+00 | 9.820e-03 | 1.352e-07         | position
2.800e+01 | -1.000e+00 | 1.500e+00 | 9.923e-03 | 1.475e-07         | position
2.900e+01 | -1.000e+00 | 1.500e+00 | 1.002e-02 | 1.463e-07         | position
3.100e+01 | -1.000e+00 | 1.500e+00 | 1.021e-02 | 1.401e-07         | position
3.200e+01 | -1.000e+00 | 1.500e+00 | 1.029e-02 | 1.475e-07         | position
3.300e+01 | -1.000e+00 | 1.500e+00 | 1.037e-02 | 1.443e-07         | position
3.400e+01 | -1.000e+00 | 1.500e+00 | 1.045e-02 | 1.456e-07         | position
3.500e+01 | -1.000e+00 | 1.500e+00 | 1.053e-02 | 1.419e-07         | position
3.700e+01 | -1.000e+00 | 1.500e+00 | 1.067e-02 | 1.439e-07         | position
3.900e+01 | -1.000e+00 | 1.500e+00 | 1.080e-02 | 1.313e-07         | position
4.000e+01 | -1.000e+00 | 1.500e+00 | 1.087e-02 | 1.363e-07         | position
4.100e+01 | -1.000e+00 | 1.500e+00 | 1.093e-02 | 1.472e-07         | position
4.200e+01 | -1.000e+00 | 1.500e+00 | 1.098e-02 | 1.489e-07         | position
4.300e+01 | -1.000e+00 | 1.500e+00 | 1.104e-02 | 1.457e-07         | position
4.400e+01 | -1.000e+00 | 1.500e+00 | 1.109e-02 | 1.475e-07         | position
4.500e+01 | -1.000e+00 | 1.500e+00 | 1.115e-02 | 1.485e-07         | position
4.600e+01 | -1.000e+00 | 1.500e+00 | 1.120e-02 | 1.457e-07         | position
4.700e+01 | -1.000e+00 | 1.500e+00 | 1.125e-02 | 1.415e-07         | position
4.900e+01 | -1.000e+00 | 1.500e+00 | 1.134e-02 | 1.488e-07         | position
5.000e+01 | -1.000e+00 | 1.500e+00 | 1.139e-02 | 1.469e-07         | position
5.100e+01 | -1.000e+00 | 1.500e+00 | 1.143e-02 | 1.455e-07         | position
5.200e+01 | -1.000e+00 | 1.500e+00 | 1.147e-02 | 1.488e-07         | position
5.300e+01 | -1.000e+00 | 1.500e+00 | 1.152e-02 | 1.488e-07         | position

