QSIa posicion - alpha=1.250 -cat
-------------------------------------------------------------------------------
Z         | Q         | alpha     | QSI_alpha | integration_error | space   
-------------------------------------------------------------------------------
6.000e+00 | 1.000e+00 | 1.250e+00 | 9.831e-01 | 1.485e-07         | position
7.000e+00 | 1.000e+00 | 1.250e+00 | 9.862e-01 | 1.477e-07         | position
8.000e+00 | 1.000e+00 | 1.250e+00 | 9.888e-01 | 1.422e-07         | position
9.000e+00 | 1.000e+00 | 1.250e+00 | 9.909e-01 | 1.379e-07         | position
1.000e+01 | 1.000e+00 | 1.250e+00 | 9.925e-01 | 1.665e-07         | position
1.100e+01 | 1.000e+00 | 1.250e+00 | 9.938e-01 | 1.441e-07         | position
1.200e+01 | 1.000e+00 | 1.250e+00 | 9.943e-01 | 2.108e-07         | position
1.300e+01 | 1.000e+00 | 1.250e+00 | 9.948e-01 | 1.483e-07         | position
1.400e+01 | 1.000e+00 | 1.250e+00 | 9.951e-01 | 1.905e-07         | position
1.500e+01 | 1.000e+00 | 1.250e+00 | 9.955e-01 | 1.418e-07         | position
1.600e+01 | 1.000e+00 | 1.250e+00 | 9.958e-01 | 1.472e-07         | position
1.700e+01 | 1.000e+00 | 1.250e+00 | 9.961e-01 | 2.665e-07         | position
1.800e+01 | 1.000e+00 | 1.250e+00 | 9.964e-01 | 1.481e-07         | position
1.900e+01 | 1.000e+00 | 1.250e+00 | 9.966e-01 | 1.672e-07         | position
2.000e+01 | 1.000e+00 | 1.250e+00 | 9.968e-01 | 3.628e-07         | position
2.100e+01 | 1.000e+00 | 1.250e+00 | 9.970e-01 | 2.424e-07         | position
2.200e+01 | 1.000e+00 | 1.250e+00 | 9.972e-01 | 1.992e-07         | position
2.300e+01 | 1.000e+00 | 1.250e+00 | 9.974e-01 | 3.218e-07         | position
2.400e+01 | 1.000e+00 | 1.250e+00 | 9.975e-01 | 2.591e-07         | position
2.500e+01 | 1.000e+00 | 1.250e+00 | 9.976e-01 | 2.476e-07         | position
2.600e+01 | 1.000e+00 | 1.250e+00 | 9.978e-01 | 4.152e-07         | position
2.700e+01 | 1.000e+00 | 1.250e+00 | 9.979e-01 | 2.113e-07         | position
2.800e+01 | 1.000e+00 | 1.250e+00 | 9.980e-01 | 2.613e-07         | position
2.900e+01 | 1.000e+00 | 1.250e+00 | 9.982e-01 | 5.192e-07         | position
3.000e+01 | 1.000e+00 | 1.250e+00 | 9.982e-01 | 2.742e-07         | position
3.100e+01 | 1.000e+00 | 1.250e+00 | 9.983e-01 | 4.357e-07         | position
3.200e+01 | 1.000e+00 | 1.250e+00 | 9.984e-01 | 2.624e-07         | position
3.300e+01 | 1.000e+00 | 1.250e+00 | 9.984e-01 | 2.018e-07         | position
3.400e+01 | 1.000e+00 | 1.250e+00 | 9.985e-01 | 1.707e-07         | position
3.500e+01 | 1.000e+00 | 1.250e+00 | 9.985e-01 | 1.482e-07         | position
3.600e+01 | 1.000e+00 | 1.250e+00 | 9.986e-01 | 1.479e-07         | position
3.700e+01 | 1.000e+00 | 1.250e+00 | 9.986e-01 | 1.426e-07         | position
3.800e+01 | 1.000e+00 | 1.250e+00 | 9.987e-01 | 3.157e-07         | position
3.900e+01 | 1.000e+00 | 1.250e+00 | 9.987e-01 | 4.531e-07         | position
4.000e+01 | 1.000e+00 | 1.250e+00 | 9.988e-01 | 5.209e-07         | position
4.100e+01 | 1.000e+00 | 1.250e+00 | 9.988e-01 | 6.411e-07         | position
4.200e+01 | 1.000e+00 | 1.250e+00 | 9.988e-01 | 5.562e-07         | position
4.300e+01 | 1.000e+00 | 1.250e+00 | 9.989e-01 | 5.156e-07         | position
4.400e+01 | 1.000e+00 | 1.250e+00 | 9.989e-01 | 5.996e-07         | position
4.500e+01 | 1.000e+00 | 1.250e+00 | 9.989e-01 | 6.047e-07         | position
4.600e+01 | 1.000e+00 | 1.250e+00 | 9.990e-01 | 6.182e-07         | position
4.700e+01 | 1.000e+00 | 1.250e+00 | 9.990e-01 | 5.467e-07         | position
4.800e+01 | 1.000e+00 | 1.250e+00 | 9.990e-01 | 5.913e-07         | position
4.900e+01 | 1.000e+00 | 1.250e+00 | 9.990e-01 | 5.053e-07         | position
5.000e+01 | 1.000e+00 | 1.250e+00 | 9.991e-01 | 5.773e-07         | position
5.100e+01 | 1.000e+00 | 1.250e+00 | 9.991e-01 | 5.240e-07         | position
5.200e+01 | 1.000e+00 | 1.250e+00 | 9.991e-01 | 7.078e-07         | position
5.300e+01 | 1.000e+00 | 1.250e+00 | 9.991e-01 | 5.234e-07         | position
5.400e+01 | 1.000e+00 | 1.250e+00 | 9.991e-01 | 4.823e-07         | position
5.500e+01 | 1.000e+00 | 1.250e+00 | 9.992e-01 | 5.075e-07         | position

