QSIa posicion - alpha=3.000 -cat
-------------------------------------------------------------------------------
Z         | Q         | alpha     | QSI_alpha | integration_error | space   
-------------------------------------------------------------------------------
6.000e+00 | 1.000e+00 | 3.000e+00 | 9.998e-01 | 2.828e-05         | position
7.000e+00 | 1.000e+00 | 3.000e+00 | 9.996e-01 | 6.952e-06         | position
8.000e+00 | 1.000e+00 | 3.000e+00 | 9.992e-01 | 2.923e-04         | position
9.000e+00 | 1.000e+00 | 3.000e+00 | 9.986e-01 | 1.064e-03         | position
1.000e+01 | 1.000e+00 | 3.000e+00 | 9.977e-01 | 2.022e-04         | position
1.100e+01 | 1.000e+00 | 3.000e+00 | 9.966e-01 | 1.140e-03         | position
1.200e+01 | 1.000e+00 | 3.000e+00 | 9.958e-01 | 2.753e-03         | position
1.300e+01 | 1.000e+00 | 3.000e+00 | 9.949e-01 | 1.029e-03         | position
1.400e+01 | 1.000e+00 | 3.000e+00 | 9.940e-01 | 6.085e-04         | position
1.500e+01 | 1.000e+00 | 3.000e+00 | 9.931e-01 | 4.198e-03         | position
1.600e+01 | 1.000e+00 | 3.000e+00 | 9.922e-01 | 5.169e-02         | position
1.700e+01 | 1.000e+00 | 3.000e+00 | 9.913e-01 | 8.354e-02         | position
1.800e+01 | 1.000e+00 | 3.000e+00 | 9.904e-01 | 3.914e-02         | position
1.900e+01 | 1.000e+00 | 3.000e+00 | 9.896e-01 | 1.063e-01         | position
2.000e+01 | 1.000e+00 | 3.000e+00 | 9.888e-01 | 2.064e-02         | position
2.100e+01 | 1.000e+00 | 3.000e+00 | 9.881e-01 | 1.107e-01         | position
2.200e+01 | 1.000e+00 | 3.000e+00 | 9.875e-01 | 1.763e-01         | position
2.300e+01 | 1.000e+00 | 3.000e+00 | 9.870e-01 | 1.083e-01         | position
2.400e+01 | 1.000e+00 | 3.000e+00 | 9.865e-01 | 9.783e-02         | position
2.500e+01 | 1.000e+00 | 3.000e+00 | 9.859e-01 | 1.607e-01         | position
2.600e+01 | 1.000e+00 | 3.000e+00 | 9.854e-01 | 2.457e-01         | position
2.700e+01 | 1.000e+00 | 3.000e+00 | 9.850e-01 | 1.987e-01         | position
2.800e+01 | 1.000e+00 | 3.000e+00 | 9.846e-01 | 2.874e-01         | position
2.900e+01 | 1.000e+00 | 3.000e+00 | 9.841e-01 | 5.853e-01         | position
3.000e+01 | 1.000e+00 | 3.000e+00 | 9.837e-01 | 1.120e+00         | position
3.100e+01 | 1.000e+00 | 3.000e+00 | 9.833e-01 | 2.279e+00         | position
3.200e+01 | 1.000e+00 | 3.000e+00 | 9.828e-01 | 5.261e+00         | position
3.300e+01 | 1.000e+00 | 3.000e+00 | 9.824e-01 | 1.168e+01         | position
3.400e+01 | 1.000e+00 | 3.000e+00 | 9.819e-01 | 4.161e-01         | position
3.500e+01 | 1.000e+00 | 3.000e+00 | 9.815e-01 | 4.293e-01         | position
3.600e+01 | 1.000e+00 | 3.000e+00 | 9.810e-01 | 8.759e-01         | position
3.700e+01 | 1.000e+00 | 3.000e+00 | 9.806e-01 | 1.345e+00         | position
3.800e+01 | 1.000e+00 | 3.000e+00 | 9.801e-01 | 1.623e+00         | position
3.900e+01 | 1.000e+00 | 3.000e+00 | 9.797e-01 | 2.777e+00         | position
4.000e+01 | 1.000e+00 | 3.000e+00 | 9.794e-01 | 2.201e+00         | position
4.100e+01 | 1.000e+00 | 3.000e+00 | 9.790e-01 | 1.691e+00         | position
4.200e+01 | 1.000e+00 | 3.000e+00 | 9.786e-01 | 3.128e+00         | position
4.300e+01 | 1.000e+00 | 3.000e+00 | 9.783e-01 | 5.849e+00         | position
4.400e+01 | 1.000e+00 | 3.000e+00 | 9.779e-01 | 8.531e+00         | position
4.500e+01 | 1.000e+00 | 3.000e+00 | 9.776e-01 | 9.423e+00         | position
4.600e+01 | 1.000e+00 | 3.000e+00 | 9.773e-01 | 7.051e+00         | position
4.700e+01 | 1.000e+00 | 3.000e+00 | 9.769e-01 | 3.055e+00         | position
4.800e+01 | 1.000e+00 | 3.000e+00 | 9.766e-01 | 7.327e+00         | position
4.900e+01 | 1.000e+00 | 3.000e+00 | 9.763e-01 | 1.872e+01         | position
5.000e+01 | 1.000e+00 | 3.000e+00 | 9.760e-01 | 3.261e+01         | position
5.100e+01 | 1.000e+00 | 3.000e+00 | 9.757e-01 | 4.215e+01         | position
5.200e+01 | 1.000e+00 | 3.000e+00 | 9.754e-01 | 3.972e+01         | position
5.300e+01 | 1.000e+00 | 3.000e+00 | 9.751e-01 | 2.672e+01         | position
5.400e+01 | 1.000e+00 | 3.000e+00 | 9.748e-01 | 2.412e+01         | position
5.500e+01 | 1.000e+00 | 3.000e+00 | 9.745e-01 | 5.497e+01         | position

