QSIa momento - alpha=2.750 -cat
-------------------------------------------------------------------------------
Z         | Q         | alpha     | QSI_alpha | integration_error | space   
-------------------------------------------------------------------------------
6.000e+00 | 1.000e+00 | 2.750e+00 | 9.949e-01 | 7.181e-09         | momentum
7.000e+00 | 1.000e+00 | 2.750e+00 | 9.930e-01 | 1.489e-07         | momentum
8.000e+00 | 1.000e+00 | 2.750e+00 | 9.936e-01 | 3.946e-09         | momentum
9.000e+00 | 1.000e+00 | 2.750e+00 | 9.958e-01 | 7.822e-09         | momentum
1.000e+01 | 1.000e+00 | 2.750e+00 | 9.972e-01 | 1.027e-09         | momentum
1.100e+01 | 1.000e+00 | 2.750e+00 | 9.981e-01 | 7.801e-10         | momentum
1.200e+01 | 1.000e+00 | 2.750e+00 | 3.825e-01 | 1.100e-07         | momentum
1.300e+01 | 1.000e+00 | 2.750e+00 | 9.891e-01 | 1.406e-07         | momentum
1.400e+01 | 1.000e+00 | 2.750e+00 | 9.928e-01 | 6.550e-08         | momentum
1.500e+01 | 1.000e+00 | 2.750e+00 | 9.943e-01 | 4.988e-09         | momentum
1.600e+01 | 1.000e+00 | 2.750e+00 | 9.958e-01 | 2.918e-09         | momentum
1.700e+01 | 1.000e+00 | 2.750e+00 | 9.974e-01 | 1.256e-07         | momentum
1.800e+01 | 1.000e+00 | 2.750e+00 | 9.983e-01 | 1.606e-09         | momentum
1.900e+01 | 1.000e+00 | 2.750e+00 | 9.988e-01 | 1.462e-09         | momentum
2.000e+01 | 1.000e+00 | 2.750e+00 | 5.862e-01 | 1.335e-07         | momentum
2.100e+01 | 1.000e+00 | 2.750e+00 | 6.022e-01 | 1.225e-07         | momentum
2.200e+01 | 1.000e+00 | 2.750e+00 | 6.058e-01 | 1.236e-08         | momentum
2.300e+01 | 1.000e+00 | 2.750e+00 | 9.996e-01 | 6.025e-10         | momentum
2.400e+01 | 1.000e+00 | 2.750e+00 | 9.996e-01 | 4.750e-10         | momentum
2.500e+01 | 1.000e+00 | 2.750e+00 | 6.088e-01 | 4.375e-09         | momentum
2.600e+01 | 1.000e+00 | 2.750e+00 | 6.047e-01 | 2.259e-09         | momentum
2.700e+01 | 1.000e+00 | 2.750e+00 | 9.998e-01 | 8.633e-11         | momentum
2.800e+01 | 1.000e+00 | 2.750e+00 | 9.998e-01 | 1.214e-10         | momentum
2.900e+01 | 1.000e+00 | 2.750e+00 | 9.998e-01 | 9.832e-11         | momentum
3.000e+01 | 1.000e+00 | 2.750e+00 | 5.769e-01 | 9.372e-10         | momentum
3.100e+01 | 1.000e+00 | 2.750e+00 | 9.518e-01 | 1.658e-10         | momentum
3.200e+01 | 1.000e+00 | 2.750e+00 | 9.834e-01 | 2.088e-09         | momentum
3.300e+01 | 1.000e+00 | 2.750e+00 | 9.915e-01 | 2.451e-09         | momentum
3.400e+01 | 1.000e+00 | 2.750e+00 | 9.949e-01 | 1.888e-09         | momentum
3.500e+01 | 1.000e+00 | 2.750e+00 | 9.972e-01 | 6.299e-10         | momentum
3.600e+01 | 1.000e+00 | 2.750e+00 | 9.982e-01 | 2.053e-08         | momentum
3.700e+01 | 1.000e+00 | 2.750e+00 | 9.988e-01 | 1.008e-10         | momentum
3.800e+01 | 1.000e+00 | 2.750e+00 | 6.687e-01 | 1.144e-07         | momentum
3.900e+01 | 1.000e+00 | 2.750e+00 | 9.515e-01 | 1.397e-07         | momentum
4.000e+01 | 1.000e+00 | 2.750e+00 | 7.438e-01 | 9.828e-09         | momentum
4.100e+01 | 1.000e+00 | 2.750e+00 | 9.997e-01 | 3.884e-10         | momentum
4.200e+01 | 1.000e+00 | 2.750e+00 | 9.997e-01 | 1.283e-10         | momentum
4.300e+01 | 1.000e+00 | 2.750e+00 | 7.827e-01 | 3.719e-10         | momentum
4.400e+01 | 1.000e+00 | 2.750e+00 | 9.998e-01 | 1.590e-10         | momentum
4.500e+01 | 1.000e+00 | 2.750e+00 | 9.998e-01 | 2.398e-10         | momentum
4.600e+01 | 1.000e+00 | 2.750e+00 | 9.998e-01 | 2.172e-10         | momentum
4.700e+01 | 1.000e+00 | 2.750e+00 | 9.999e-01 | 1.205e-10         | momentum
4.800e+01 | 1.000e+00 | 2.750e+00 | 7.646e-01 | 1.174e-10         | momentum
4.900e+01 | 1.000e+00 | 2.750e+00 | 9.198e-01 | 2.186e-09         | momentum
5.000e+01 | 1.000e+00 | 2.750e+00 | 9.700e-01 | 2.747e-09         | momentum
5.100e+01 | 1.000e+00 | 2.750e+00 | 9.857e-01 | 1.634e-09         | momentum
5.200e+01 | 1.000e+00 | 2.750e+00 | 9.921e-01 | 1.474e-09         | momentum
5.300e+01 | 1.000e+00 | 2.750e+00 | 9.957e-01 | 6.763e-10         | momentum
5.400e+01 | 1.000e+00 | 2.750e+00 | 9.974e-01 | 6.190e-10         | momentum
5.500e+01 | 1.000e+00 | 2.750e+00 | 9.983e-01 | 1.764e-09         | momentum

