JTD - momento alpha=1.500-cat
-------------------------------------------------------------------------------
Z         | Q         | alpha     | JTD       | integration_error | space   
-------------------------------------------------------------------------------
3.000e+00 | 1.000e+00 | 1.500e+00 | 2.006e-19 | 1.136e-18         | momentum
4.000e+00 | 1.000e+00 | 1.500e+00 | 3.758e-03 | 1.457e-07         | momentum
5.000e+00 | 1.000e+00 | 1.500e+00 | 6.425e-04 | 1.481e-07         | momentum
6.000e+00 | 1.000e+00 | 1.500e+00 | 1.380e-04 | 1.002e-07         | momentum
7.000e+00 | 1.000e+00 | 1.500e+00 | 4.107e-05 | 1.488e-07         | momentum
8.000e+00 | 1.000e+00 | 1.500e+00 | 1.491e-05 | 9.921e-08         | momentum
9.000e+00 | 1.000e+00 | 1.500e+00 | 5.841e-06 | 1.434e-07         | momentum
1.000e+01 | 1.000e+00 | 1.500e+00 | 2.592e-06 | 1.139e-07         | momentum
1.100e+01 | 1.000e+00 | 1.500e+00 | 1.264e-06 | 1.456e-07         | momentum
1.200e+01 | 1.000e+00 | 1.500e+00 | 1.301e-04 | 1.411e-07         | momentum
1.300e+01 | 1.000e+00 | 1.500e+00 | 9.360e-05 | 1.479e-07         | momentum
1.400e+01 | 1.000e+00 | 1.500e+00 | 4.280e-05 | 1.409e-07         | momentum
1.500e+01 | 1.000e+00 | 1.500e+00 | 2.215e-05 | 1.420e-07         | momentum
1.600e+01 | 1.000e+00 | 1.500e+00 | 1.239e-05 | 1.316e-07         | momentum
1.700e+01 | 1.000e+00 | 1.500e+00 | 7.395e-06 | 1.441e-07         | momentum
1.800e+01 | 1.000e+00 | 1.500e+00 | 4.599e-06 | 6.767e-08         | momentum
1.900e+01 | 1.000e+00 | 1.500e+00 | 2.960e-06 | 1.194e-07         | momentum
2.000e+01 | 1.000e+00 | 1.500e+00 | 4.756e-05 | 1.439e-07         | momentum
2.100e+01 | 1.000e+00 | 1.500e+00 | 3.355e-05 | 1.463e-07         | momentum
2.200e+01 | 1.000e+00 | 1.500e+00 | 2.509e-05 | 1.180e-07         | momentum
2.300e+01 | 1.000e+00 | 1.500e+00 | 5.507e-07 | 1.420e-07         | momentum
2.400e+01 | 1.000e+00 | 1.500e+00 | 3.850e-07 | 1.338e-07         | momentum
2.500e+01 | 1.000e+00 | 1.500e+00 | 1.199e-05 | 1.488e-07         | momentum
2.600e+01 | 1.000e+00 | 1.500e+00 | 9.901e-06 | 9.039e-08         | momentum
2.700e+01 | 1.000e+00 | 1.500e+00 | 1.462e-07 | 3.985e-08         | momentum
2.800e+01 | 1.000e+00 | 1.500e+00 | 1.092e-07 | 5.702e-08         | momentum
2.900e+01 | 1.000e+00 | 1.500e+00 | 8.277e-08 | 4.237e-08         | momentum
3.000e+01 | 1.000e+00 | 1.500e+00 | 5.175e-06 | 4.471e-08         | momentum
3.100e+01 | 1.000e+00 | 1.500e+00 | 5.928e-06 | 5.882e-08         | momentum
3.200e+01 | 1.000e+00 | 1.500e+00 | 3.977e-06 | 1.127e-07         | momentum
3.300e+01 | 1.000e+00 | 1.500e+00 | 2.839e-06 | 1.243e-07         | momentum
3.400e+01 | 1.000e+00 | 1.500e+00 | 2.100e-06 | 6.293e-08         | momentum
3.500e+01 | 1.000e+00 | 1.500e+00 | 1.620e-06 | 1.447e-07         | momentum
3.600e+01 | 1.000e+00 | 1.500e+00 | 1.264e-06 | 1.295e-07         | momentum
3.700e+01 | 1.000e+00 | 1.500e+00 | 9.976e-07 | 9.244e-08         | momentum
3.800e+01 | 1.000e+00 | 1.500e+00 | 8.404e-06 | 1.362e-07         | momentum
3.900e+01 | 1.000e+00 | 1.500e+00 | 9.827e-06 | 1.183e-07         | momentum
4.000e+01 | 1.000e+00 | 1.500e+00 | 4.781e-06 | 1.030e-07         | momentum
4.100e+01 | 1.000e+00 | 1.500e+00 | 3.745e-07 | 8.925e-08         | momentum
4.200e+01 | 1.000e+00 | 1.500e+00 | 2.952e-07 | 1.473e-07         | momentum
4.300e+01 | 1.000e+00 | 1.500e+00 | 2.692e-06 | 1.379e-07         | momentum
4.400e+01 | 1.000e+00 | 1.500e+00 | 1.914e-07 | 1.321e-07         | momentum
4.500e+01 | 1.000e+00 | 1.500e+00 | 1.558e-07 | 7.280e-08         | momentum
4.600e+01 | 1.000e+00 | 1.500e+00 | 1.278e-07 | 6.087e-08         | momentum
4.700e+01 | 1.000e+00 | 1.500e+00 | 1.055e-07 | 6.778e-08         | momentum
4.800e+01 | 1.000e+00 | 1.500e+00 | 1.601e-06 | 5.349e-08         | momentum
4.900e+01 | 1.000e+00 | 1.500e+00 | 2.090e-06 | 4.993e-08         | momentum
5.000e+01 | 1.000e+00 | 1.500e+00 | 1.555e-06 | 9.468e-08         | momentum
5.100e+01 | 1.000e+00 | 1.500e+00 | 1.220e-06 | 6.301e-08         | momentum
5.200e+01 | 1.000e+00 | 1.500e+00 | 9.850e-07 | 6.006e-08         | momentum
5.300e+01 | 1.000e+00 | 1.500e+00 | 8.251e-07 | 1.008e-07         | momentum
5.400e+01 | 1.000e+00 | 1.500e+00 | 6.953e-07 | 8.501e-08         | momentum
5.500e+01 | 1.000e+00 | 1.500e+00 | 5.897e-07 | 1.388e-07         | momentum

