JTD - momento alpha=2.500-cat
-------------------------------------------------------------------------------
Z         | Q         | alpha     | JTD       | integration_error | space   
-------------------------------------------------------------------------------
3.000e+00 | 1.000e+00 | 2.500e+00 | 2.221e-23 | 4.274e-22         | momentum
4.000e+00 | 1.000e+00 | 2.500e+00 | 1.914e-04 | 1.105e-07         | momentum
5.000e+00 | 1.000e+00 | 2.500e+00 | 2.798e-05 | 2.204e-08         | momentum
6.000e+00 | 1.000e+00 | 2.500e+00 | 1.817e-06 | 3.875e-09         | momentum
7.000e+00 | 1.000e+00 | 2.500e+00 | 1.916e-07 | 6.682e-09         | momentum
8.000e+00 | 1.000e+00 | 2.500e+00 | 2.826e-08 | 3.298e-08         | momentum
9.000e+00 | 1.000e+00 | 2.500e+00 | 5.147e-09 | 1.083e-10         | momentum
1.000e+01 | 1.000e+00 | 2.500e+00 | 1.153e-09 | 2.141e-11         | momentum
1.100e+01 | 1.000e+00 | 2.500e+00 | 3.028e-10 | 6.345e-11         | momentum
1.200e+01 | 1.000e+00 | 2.500e+00 | 1.682e-06 | 8.239e-08         | momentum
1.300e+01 | 1.000e+00 | 2.500e+00 | 2.159e-06 | 4.888e-10         | momentum
1.400e+01 | 1.000e+00 | 2.500e+00 | 4.754e-07 | 2.256e-09         | momentum
1.500e+01 | 1.000e+00 | 2.500e+00 | 1.267e-07 | 9.945e-09         | momentum
1.600e+01 | 1.000e+00 | 2.500e+00 | 3.894e-08 | 1.886e-10         | momentum
1.700e+01 | 1.000e+00 | 2.500e+00 | 1.400e-08 | 4.055e-09         | momentum
1.800e+01 | 1.000e+00 | 2.500e+00 | 5.422e-09 | 5.267e-11         | momentum
1.900e+01 | 1.000e+00 | 2.500e+00 | 2.240e-09 | 2.282e-09         | momentum
2.000e+01 | 1.000e+00 | 2.500e+00 | 9.883e-07 | 1.465e-07         | momentum
2.100e+01 | 1.000e+00 | 2.500e+00 | 4.310e-07 | 4.838e-09         | momentum
2.200e+01 | 1.000e+00 | 2.500e+00 | 2.157e-07 | 7.157e-09         | momentum
2.300e+01 | 1.000e+00 | 2.500e+00 | 8.161e-11 | 3.057e-11         | momentum
2.400e+01 | 1.000e+00 | 2.500e+00 | 3.967e-11 | 2.463e-12         | momentum
2.500e+01 | 1.000e+00 | 2.500e+00 | 3.784e-08 | 1.372e-08         | momentum
2.600e+01 | 1.000e+00 | 2.500e+00 | 2.430e-08 | 9.270e-09         | momentum
2.700e+01 | 1.000e+00 | 2.500e+00 | 6.115e-12 | 6.333e-13         | momentum
2.800e+01 | 1.000e+00 | 2.500e+00 | 3.472e-12 | 4.627e-13         | momentum
2.900e+01 | 1.000e+00 | 2.500e+00 | 2.017e-12 | 2.280e-13         | momentum
3.000e+01 | 1.000e+00 | 2.500e+00 | 5.462e-09 | 4.385e-11         | momentum
3.100e+01 | 1.000e+00 | 2.500e+00 | 1.738e-08 | 5.301e-11         | momentum
3.200e+01 | 1.000e+00 | 2.500e+00 | 8.082e-09 | 1.003e-09         | momentum
3.300e+01 | 1.000e+00 | 2.500e+00 | 3.995e-09 | 2.670e-09         | momentum
3.400e+01 | 1.000e+00 | 2.500e+00 | 2.086e-09 | 1.108e-11         | momentum
3.500e+01 | 1.000e+00 | 2.500e+00 | 1.217e-09 | 5.201e-12         | momentum
3.600e+01 | 1.000e+00 | 2.500e+00 | 7.206e-10 | 8.404e-10         | momentum
3.700e+01 | 1.000e+00 | 2.500e+00 | 4.347e-10 | 3.064e-11         | momentum
3.800e+01 | 1.000e+00 | 2.500e+00 | 7.974e-08 | 6.105e-08         | momentum
3.900e+01 | 1.000e+00 | 2.500e+00 | 1.980e-07 | 1.584e-08         | momentum
4.000e+01 | 1.000e+00 | 2.500e+00 | 1.945e-08 | 1.194e-09         | momentum
4.100e+01 | 1.000e+00 | 2.500e+00 | 5.359e-11 | 3.763e-12         | momentum
4.200e+01 | 1.000e+00 | 2.500e+00 | 3.167e-11 | 2.300e-11         | momentum
4.300e+01 | 1.000e+00 | 2.500e+00 | 4.606e-09 | 2.856e-10         | momentum
4.400e+01 | 1.000e+00 | 2.500e+00 | 1.268e-11 | 1.923e-12         | momentum
4.500e+01 | 1.000e+00 | 2.500e+00 | 8.184e-12 | 1.490e-12         | momentum
4.600e+01 | 1.000e+00 | 2.500e+00 | 5.366e-12 | 9.531e-13         | momentum
4.700e+01 | 1.000e+00 | 2.500e+00 | 3.560e-12 | 4.563e-13         | momentum
4.800e+01 | 1.000e+00 | 2.500e+00 | 1.275e-09 | 5.060e-09         | momentum
4.900e+01 | 1.000e+00 | 2.500e+00 | 4.768e-09 | 6.064e-11         | momentum
5.000e+01 | 1.000e+00 | 2.500e+00 | 2.700e-09 | 2.756e-11         | momentum
5.100e+01 | 1.000e+00 | 2.500e+00 | 1.601e-09 | 8.695e-12         | momentum
5.200e+01 | 1.000e+00 | 2.500e+00 | 9.906e-10 | 3.092e-10         | momentum
5.300e+01 | 1.000e+00 | 2.500e+00 | 6.758e-10 | 3.476e-10         | momentum
5.400e+01 | 1.000e+00 | 2.500e+00 | 4.637e-10 | 2.729e-12         | momentum
5.500e+01 | 1.000e+00 | 2.500e+00 | 3.210e-10 | 6.417e-11         | momentum

