JRD momento - alpha=0.500 -ani
--------------------------------------------------------------------------------
Z         | Q          | alpha     | JRD       | integration_error | space   
--------------------------------------------------------------------------------
6.000e+00 | -1.000e+00 | 5.000e-01 | 2.460e-02 | 5.618e-05         | momentum
9.000e+00 | -1.000e+00 | 5.000e-01 | 2.313e-02 | 4.806e-04         | momentum
8.000e+00 | -1.000e+00 | 5.000e-01 | 2.384e-02 | 1.658e-04         | momentum
7.000e+00 | -1.000e+00 | 5.000e-01 | 2.440e-02 | 2.305e-05         | momentum
1.100e+01 | -1.000e+00 | 5.000e-01 | 2.209e-02 | 4.330e-04         | momentum
1.400e+01 | -1.000e+00 | 5.000e-01 | 2.094e-02 | 9.670e-04         | momentum
1.300e+01 | -1.000e+00 | 5.000e-01 | 2.132e-02 | 1.293e-03         | momentum
1.500e+01 | -1.000e+00 | 5.000e-01 | 2.059e-02 | 1.413e-03         | momentum
1.600e+01 | -1.000e+00 | 5.000e-01 | 2.025e-02 | 1.475e-03         | momentum
1.700e+01 | -1.000e+00 | 5.000e-01 | 1.991e-02 | 3.109e-03         | momentum
1.900e+01 | -1.000e+00 | 5.000e-01 | 1.936e-02 | 1.493e-03         | momentum
2.100e+01 | -1.000e+00 | 5.000e-01 | 1.886e-02 | 1.159e-02         | momentum
2.200e+01 | -1.000e+00 | 5.000e-01 | 1.863e-02 | 1.984e-03         | momentum
2.300e+01 | -1.000e+00 | 5.000e-01 | 1.841e-02 | 3.096e-03         | momentum
2.400e+01 | -1.000e+00 | 5.000e-01 | 1.820e-02 | 3.564e-03         | momentum
2.500e+01 | -1.000e+00 | 5.000e-01 | 1.800e-02 | 3.995e-03         | momentum
2.600e+01 | -1.000e+00 | 5.000e-01 | 1.780e-02 | 3.600e-03         | momentum
2.800e+01 | -1.000e+00 | 5.000e-01 | 1.744e-02 | 1.116e-02         | momentum
2.700e+01 | -1.000e+00 | 5.000e-01 | 1.762e-02 | 1.375e-03         | momentum
2.900e+01 | -1.000e+00 | 5.000e-01 | 1.726e-02 | 1.610e-02         | momentum
3.100e+01 | -1.000e+00 | 5.000e-01 | 1.695e-02 | 3.421e-03         | momentum
3.200e+01 | -1.000e+00 | 5.000e-01 | 1.679e-02 | 4.555e-04         | momentum
3.300e+01 | -1.000e+00 | 5.000e-01 | 1.664e-02 | 5.683e-04         | momentum
3.400e+01 | -1.000e+00 | 5.000e-01 | 1.649e-02 | 6.131e-03         | momentum
3.500e+01 | -1.000e+00 | 5.000e-01 | 1.634e-02 | 2.743e-02         | momentum
3.700e+01 | -1.000e+00 | 5.000e-01 | 1.608e-02 | 3.150e-02         | momentum
4.000e+01 | -1.000e+00 | 5.000e-01 | 1.571e-02 | 9.444e-03         | momentum
4.200e+01 | -1.000e+00 | 5.000e-01 | 1.548e-02 | 9.560e-03         | momentum
3.900e+01 | -1.000e+00 | 5.000e-01 | 1.583e-02 | 3.962e-02         | momentum
4.100e+01 | -1.000e+00 | 5.000e-01 | 1.559e-02 | 1.138e-02         | momentum
4.300e+01 | -1.000e+00 | 5.000e-01 | 1.537e-02 | 1.216e-03         | momentum
4.500e+01 | -1.000e+00 | 5.000e-01 | 1.516e-02 | 1.508e-03         | momentum
4.400e+01 | -1.000e+00 | 5.000e-01 | 1.527e-02 | 1.840e-03         | momentum
4.600e+01 | -1.000e+00 | 5.000e-01 | 1.506e-02 | 1.773e-03         | momentum
4.700e+01 | -1.000e+00 | 5.000e-01 | 1.496e-02 | 2.810e-03         | momentum
5.000e+01 | -1.000e+00 | 5.000e-01 | 1.469e-02 | 2.675e-02         | momentum
4.900e+01 | -1.000e+00 | 5.000e-01 | 1.478e-02 | 5.827e-03         | momentum
5.100e+01 | -1.000e+00 | 5.000e-01 | 1.460e-02 | 1.749e-02         | momentum
5.200e+01 | -1.000e+00 | 5.000e-01 | 1.452e-02 | 1.518e-02         | momentum
5.300e+01 | -1.000e+00 | 5.000e-01 | 1.444e-02 | 1.138e-02         | momentum

