JTD - posicion alpha=0.750-neu
-------------------------------------------------------------------------------
Z         | Q         | alpha     | JTD       | integration_error | space   
-------------------------------------------------------------------------------
3.000e+00 | 0.000e+00 | 7.500e-01 | 2.282e+00 | 1.859e-07         | position
4.000e+00 | 0.000e+00 | 7.500e-01 | 1.177e-01 | 1.450e-07         | position
5.000e+00 | 0.000e+00 | 7.500e-01 | 3.072e-02 | 1.484e-07         | position
6.000e+00 | 0.000e+00 | 7.500e-01 | 1.085e-02 | 1.423e-07         | position
7.000e+00 | 0.000e+00 | 7.500e-01 | 4.812e-03 | 1.476e-07         | position
8.000e+00 | 0.000e+00 | 7.500e-01 | 2.550e-03 | 1.487e-07         | position
9.000e+00 | 0.000e+00 | 7.500e-01 | 1.465e-03 | 1.138e-07         | position
1.000e+01 | 0.000e+00 | 7.500e-01 | 8.991e-04 | 1.475e-07         | position
1.100e+01 | 0.000e+00 | 7.500e-01 | 2.935e-01 | 1.473e-07         | position
1.200e+01 | 0.000e+00 | 7.500e-01 | 4.329e-02 | 1.489e-07         | position
1.300e+01 | 0.000e+00 | 7.500e-01 | 2.571e-02 | 1.450e-07         | position
1.400e+01 | 0.000e+00 | 7.500e-01 | 1.209e-02 | 1.441e-07         | position
1.500e+01 | 0.000e+00 | 7.500e-01 | 6.757e-03 | 1.471e-07         | position
1.600e+01 | 0.000e+00 | 7.500e-01 | 4.324e-03 | 1.468e-07         | position
1.700e+01 | 0.000e+00 | 7.500e-01 | 2.875e-03 | 1.487e-07         | position
1.800e+01 | 0.000e+00 | 7.500e-01 | 1.989e-03 | 1.480e-07         | position
1.900e+01 | 0.000e+00 | 7.500e-01 | 1.498e-01 | 1.428e-07         | position
2.000e+01 | 0.000e+00 | 7.500e-01 | 2.883e-02 | 1.482e-07         | position
2.100e+01 | 0.000e+00 | 7.500e-01 | 2.085e-02 | 1.483e-07         | position
2.200e+01 | 0.000e+00 | 7.500e-01 | 1.730e-02 | 1.480e-07         | position
2.300e+01 | 0.000e+00 | 7.500e-01 | 1.481e-02 | 1.487e-07         | position
2.400e+01 | 0.000e+00 | 7.500e-01 | 1.822e-02 | 1.487e-07         | position
2.500e+01 | 0.000e+00 | 7.500e-01 | 1.160e-02 | 1.473e-07         | position
2.600e+01 | 0.000e+00 | 7.500e-01 | 9.953e-03 | 1.475e-07         | position
2.700e+01 | 0.000e+00 | 7.500e-01 | 8.779e-03 | 1.482e-07         | position
2.800e+01 | 0.000e+00 | 7.500e-01 | 7.833e-03 | 1.419e-07         | position
2.900e+01 | 0.000e+00 | 7.500e-01 | 1.446e-02 | 1.479e-07         | position
3.000e+01 | 0.000e+00 | 7.500e-01 | 6.447e-03 | 1.462e-07         | position
3.100e+01 | 0.000e+00 | 7.500e-01 | 7.174e-03 | 1.451e-07         | position
3.200e+01 | 0.000e+00 | 7.500e-01 | 4.011e-03 | 1.445e-07         | position
3.300e+01 | 0.000e+00 | 7.500e-01 | 2.649e-03 | 1.472e-07         | position
3.400e+01 | 0.000e+00 | 7.500e-01 | 1.972e-03 | 1.490e-07         | position
3.500e+01 | 0.000e+00 | 7.500e-01 | 1.487e-03 | 1.393e-07         | position
3.600e+01 | 0.000e+00 | 7.500e-01 | 1.144e-03 | 1.452e-07         | position
3.700e+01 | 0.000e+00 | 7.500e-01 | 5.659e-02 | 1.483e-07         | position
3.800e+01 | 0.000e+00 | 7.500e-01 | 1.280e-02 | 1.490e-07         | position
3.900e+01 | 0.000e+00 | 7.500e-01 | 8.407e-03 | 1.480e-07         | position
4.000e+01 | 0.000e+00 | 7.500e-01 | 6.863e-03 | 1.445e-07         | position
4.100e+01 | 0.000e+00 | 7.500e-01 | 5.473e-03 | 1.486e-07         | position
4.200e+01 | 0.000e+00 | 7.500e-01 | 5.451e-03 | 1.471e-07         | position
4.300e+01 | 0.000e+00 | 7.500e-01 | 4.984e-03 | 1.476e-07         | position
4.400e+01 | 0.000e+00 | 7.500e-01 | 5.822e-03 | 1.490e-07         | position
4.500e+01 | 0.000e+00 | 7.500e-01 | 6.310e-03 | 1.461e-07         | position
4.600e+01 | 0.000e+00 | 7.500e-01 | 3.358e-04 | 1.481e-07         | position
4.700e+01 | 0.000e+00 | 7.500e-01 | 7.506e-03 | 1.461e-07         | position
4.800e+01 | 0.000e+00 | 7.500e-01 | 3.414e-03 | 1.485e-07         | position
4.900e+01 | 0.000e+00 | 7.500e-01 | 3.853e-03 | 1.477e-07         | position
5.000e+01 | 0.000e+00 | 7.500e-01 | 2.406e-03 | 1.476e-07         | position
5.100e+01 | 0.000e+00 | 7.500e-01 | 1.707e-03 | 1.451e-07         | position
5.200e+01 | 0.000e+00 | 7.500e-01 | 1.346e-03 | 1.465e-07         | position
5.300e+01 | 0.000e+00 | 7.500e-01 | 1.070e-03 | 1.486e-07         | position
5.400e+01 | 0.000e+00 | 7.500e-01 | 8.636e-04 | 1.462e-07         | position

