JTD - momento alpha=1.000-ani
--------------------------------------------------------------------------------
Z         | Q          | alpha     | JTD       | integration_error | space   
--------------------------------------------------------------------------------
6.000e+00 | -1.000e+00 | 1.000e+00 | 2.323e-03 | 8.653e-08         | momentum
7.000e+00 | -1.000e+00 | 1.000e+00 | 1.556e-03 | 1.358e-07         | momentum
8.000e+00 | -1.000e+00 | 1.000e+00 | 1.094e-03 | 1.320e-07         | momentum
9.000e+00 | -1.000e+00 | 1.000e+00 | 7.990e-04 | 1.483e-07         | momentum
1.100e+01 | -1.000e+00 | 1.000e+00 | 1.615e-03 | 1.452e-07         | momentum
1.300e+01 | -1.000e+00 | 1.000e+00 | 9.689e-04 | 1.395e-07         | momentum
1.400e+01 | -1.000e+00 | 1.000e+00 | 7.983e-04 | 1.401e-07         | momentum
1.500e+01 | -1.000e+00 | 1.000e+00 | 6.760e-04 | 1.452e-07         | momentum
1.600e+01 | -1.000e+00 | 1.000e+00 | 5.830e-04 | 1.477e-07         | momentum
1.700e+01 | -1.000e+00 | 1.000e+00 | 5.100e-04 | 1.424e-07         | momentum
1.900e+01 | -1.000e+00 | 1.000e+00 | 7.790e-04 | 1.483e-07         | momentum
2.100e+01 | -1.000e+00 | 1.000e+00 | 6.028e-04 | 1.464e-07         | momentum
2.200e+01 | -1.000e+00 | 1.000e+00 | 5.471e-04 | 1.474e-07         | momentum
2.300e+01 | -1.000e+00 | 1.000e+00 | 4.962e-04 | 1.475e-07         | momentum
2.400e+01 | -1.000e+00 | 1.000e+00 | 4.522e-04 | 1.451e-07         | momentum
2.500e+01 | -1.000e+00 | 1.000e+00 | 4.110e-04 | 1.436e-07         | momentum
2.600e+01 | -1.000e+00 | 1.000e+00 | 3.760e-04 | 1.476e-07         | momentum
2.700e+01 | -1.000e+00 | 1.000e+00 | 3.453e-04 | 1.486e-07         | momentum
2.800e+01 | -1.000e+00 | 1.000e+00 | 3.184e-04 | 1.475e-07         | momentum
2.900e+01 | -1.000e+00 | 1.000e+00 | 2.947e-04 | 1.474e-07         | momentum
3.100e+01 | -1.000e+00 | 1.000e+00 | 2.276e-04 | 1.417e-07         | momentum
3.200e+01 | -1.000e+00 | 1.000e+00 | 2.067e-04 | 1.465e-07         | momentum
3.300e+01 | -1.000e+00 | 1.000e+00 | 1.908e-04 | 1.312e-07         | momentum
3.400e+01 | -1.000e+00 | 1.000e+00 | 1.776e-04 | 1.450e-07         | momentum
3.500e+01 | -1.000e+00 | 1.000e+00 | 1.663e-04 | 1.431e-07         | momentum
3.700e+01 | -1.000e+00 | 1.000e+00 | 2.471e-04 | 1.467e-07         | momentum
3.900e+01 | -1.000e+00 | 1.000e+00 | 2.015e-04 | 1.477e-07         | momentum
4.000e+01 | -1.000e+00 | 1.000e+00 | 2.019e-04 | 1.456e-07         | momentum
4.100e+01 | -1.000e+00 | 1.000e+00 | 1.928e-04 | 1.467e-07         | momentum
4.200e+01 | -1.000e+00 | 1.000e+00 | 1.843e-04 | 1.488e-07         | momentum
4.300e+01 | -1.000e+00 | 1.000e+00 | 1.751e-04 | 1.482e-07         | momentum
4.400e+01 | -1.000e+00 | 1.000e+00 | 1.670e-04 | 1.487e-07         | momentum
4.500e+01 | -1.000e+00 | 1.000e+00 | 1.597e-04 | 1.474e-07         | momentum
4.600e+01 | -1.000e+00 | 1.000e+00 | 1.528e-04 | 1.488e-07         | momentum
4.700e+01 | -1.000e+00 | 1.000e+00 | 1.467e-04 | 1.489e-07         | momentum
4.900e+01 | -1.000e+00 | 1.000e+00 | 1.223e-04 | 1.253e-07         | momentum
5.000e+01 | -1.000e+00 | 1.000e+00 | 1.148e-04 | 1.327e-07         | momentum
5.100e+01 | -1.000e+00 | 1.000e+00 | 1.090e-04 | 1.483e-07         | momentum
5.200e+01 | -1.000e+00 | 1.000e+00 | 1.041e-04 | 1.451e-07         | momentum
5.300e+01 | -1.000e+00 | 1.000e+00 | 9.984e-05 | 1.464e-07         | momentum

