JRD momento - alpha=0.500 -neu
-------------------------------------------------------------------------------
Z         | Q         | alpha     | JRD       | integration_error | space   
-------------------------------------------------------------------------------
5.000e+00 | 0.000e+00 | 5.000e-01 | 2.090e-02 | 4.564e-04         | momentum
4.000e+00 | 0.000e+00 | 5.000e-01 | 1.767e-02 | 6.231e-05         | momentum
3.000e+00 | 0.000e+00 | 5.000e-01 | 9.419e-03 | 1.164e-04         | momentum
6.000e+00 | 0.000e+00 | 5.000e-01 | 2.219e-02 | 9.686e-05         | momentum
8.000e+00 | 0.000e+00 | 5.000e-01 | 2.251e-02 | 1.848e-04         | momentum
9.000e+00 | 0.000e+00 | 5.000e-01 | 2.216e-02 | 5.309e-04         | momentum
7.000e+00 | 0.000e+00 | 5.000e-01 | 2.252e-02 | 1.755e-05         | momentum
1.000e+01 | 0.000e+00 | 5.000e-01 | 2.163e-02 | 8.683e-04         | momentum
1.100e+01 | 0.000e+00 | 5.000e-01 | 2.133e-02 | 1.455e-03         | momentum
1.200e+01 | 0.000e+00 | 5.000e-01 | 2.109e-02 | 2.736e-04         | momentum
1.400e+01 | 0.000e+00 | 5.000e-01 | 2.053e-02 | 1.227e-03         | momentum
1.500e+01 | 0.000e+00 | 5.000e-01 | 2.023e-02 | 1.375e-03         | momentum
1.600e+01 | 0.000e+00 | 5.000e-01 | 1.994e-02 | 1.773e-03         | momentum
1.300e+01 | 0.000e+00 | 5.000e-01 | 2.082e-02 | 3.539e-05         | momentum
1.700e+01 | 0.000e+00 | 5.000e-01 | 1.965e-02 | 3.841e-03         | momentum
1.800e+01 | 0.000e+00 | 5.000e-01 | 1.936e-02 | 5.301e-03         | momentum
1.900e+01 | 0.000e+00 | 5.000e-01 | 1.912e-02 | 1.545e-03         | momentum
2.000e+01 | 0.000e+00 | 5.000e-01 | 1.891e-02 | 7.891e-03         | momentum
2.100e+01 | 0.000e+00 | 5.000e-01 | 1.869e-02 | 1.743e-03         | momentum
2.200e+01 | 0.000e+00 | 5.000e-01 | 1.848e-02 | 6.595e-03         | momentum
2.300e+01 | 0.000e+00 | 5.000e-01 | 1.827e-02 | 6.637e-03         | momentum
2.400e+01 | 0.000e+00 | 5.000e-01 | 1.806e-02 | 4.763e-03         | momentum
2.600e+01 | 0.000e+00 | 5.000e-01 | 1.770e-02 | 6.847e-03         | momentum
2.500e+01 | 0.000e+00 | 5.000e-01 | 1.788e-02 | 3.378e-03         | momentum
2.700e+01 | 0.000e+00 | 5.000e-01 | 1.752e-02 | 1.764e-03         | momentum
2.800e+01 | 0.000e+00 | 5.000e-01 | 1.735e-02 | 3.269e-03         | momentum
2.900e+01 | 0.000e+00 | 5.000e-01 | 1.717e-02 | 9.964e-03         | momentum
3.000e+01 | 0.000e+00 | 5.000e-01 | 1.702e-02 | 2.574e-02         | momentum
3.300e+01 | 0.000e+00 | 5.000e-01 | 1.657e-02 | 1.302e-03         | momentum
3.100e+01 | 0.000e+00 | 5.000e-01 | 1.687e-02 | 2.023e-02         | momentum
3.400e+01 | 0.000e+00 | 5.000e-01 | 1.643e-02 | 5.552e-03         | momentum
3.500e+01 | 0.000e+00 | 5.000e-01 | 1.629e-02 | 3.188e-02         | momentum
3.200e+01 | 0.000e+00 | 5.000e-01 | 1.672e-02 | 1.961e-03         | momentum
3.600e+01 | 0.000e+00 | 5.000e-01 | 1.615e-02 | 3.949e-02         | momentum
3.700e+01 | 0.000e+00 | 5.000e-01 | 1.602e-02 | 3.253e-02         | momentum
3.800e+01 | 0.000e+00 | 5.000e-01 | 1.590e-02 | 4.814e-02         | momentum
3.900e+01 | 0.000e+00 | 5.000e-01 | 1.579e-02 | 3.096e-02         | momentum
4.000e+01 | 0.000e+00 | 5.000e-01 | 1.567e-02 | 1.441e-02         | momentum
4.100e+01 | 0.000e+00 | 5.000e-01 | 1.555e-02 | 1.180e-02         | momentum
4.200e+01 | 0.000e+00 | 5.000e-01 | 1.544e-02 | 1.931e-03         | momentum
4.300e+01 | 0.000e+00 | 5.000e-01 | 1.534e-02 | 4.087e-03         | momentum
4.400e+01 | 0.000e+00 | 5.000e-01 | 1.523e-02 | 1.782e-03         | momentum
4.600e+01 | 0.000e+00 | 5.000e-01 | 1.503e-02 | 3.613e-03         | momentum
4.500e+01 | 0.000e+00 | 5.000e-01 | 1.513e-02 | 1.498e-03         | momentum
4.700e+01 | 0.000e+00 | 5.000e-01 | 1.493e-02 | 1.240e-03         | momentum
4.800e+01 | 0.000e+00 | 5.000e-01 | 1.484e-02 | 4.198e-03         | momentum
5.000e+01 | 0.000e+00 | 5.000e-01 | 1.467e-02 | 2.588e-02         | momentum
4.900e+01 | 0.000e+00 | 5.000e-01 | 1.475e-02 | 1.642e-03         | momentum
5.100e+01 | 0.000e+00 | 5.000e-01 | 1.458e-02 | 1.185e-02         | momentum
5.300e+01 | 0.000e+00 | 5.000e-01 | 1.441e-02 | 6.417e-03         | momentum
5.200e+01 | 0.000e+00 | 5.000e-01 | 1.450e-02 | 7.974e-03         | momentum
5.400e+01 | 0.000e+00 | 5.000e-01 | 1.433e-02 | 1.100e-01         | momentum

