JTD - momento alpha=2.500-ani
--------------------------------------------------------------------------------
Z         | Q          | alpha     | JTD       | integration_error | space   
--------------------------------------------------------------------------------
6.000e+00 | -1.000e+00 | 2.500e+00 | 2.308e-06 | 3.175e-09         | momentum
7.000e+00 | -1.000e+00 | 2.500e+00 | 2.194e-07 | 3.439e-11         | momentum
8.000e+00 | -1.000e+00 | 2.500e+00 | 3.045e-08 | 1.677e-11         | momentum
9.000e+00 | -1.000e+00 | 2.500e+00 | 5.541e-09 | 1.909e-09         | momentum
1.100e+01 | -1.000e+00 | 2.500e+00 | 3.560e-02 | 1.431e-07         | momentum
1.300e+01 | -1.000e+00 | 2.500e+00 | 2.401e-05 | 1.314e-07         | momentum
1.400e+01 | -1.000e+00 | 2.500e+00 | 2.399e-06 | 1.272e-07         | momentum
1.500e+01 | -1.000e+00 | 2.500e+00 | 5.298e-07 | 3.545e-09         | momentum
1.600e+01 | -1.000e+00 | 2.500e+00 | 1.358e-07 | 2.598e-08         | momentum
1.700e+01 | -1.000e+00 | 2.500e+00 | 4.003e-08 | 4.046e-11         | momentum
1.900e+01 | -1.000e+00 | 2.500e+00 | 1.395e-02 | 1.474e-07         | momentum
2.100e+01 | -1.000e+00 | 2.500e+00 | 1.122e-03 | 1.394e-07         | momentum
2.200e+01 | -1.000e+00 | 2.500e+00 | 7.967e-04 | 1.446e-07         | momentum
2.300e+01 | -1.000e+00 | 2.500e+00 | 5.243e-04 | 1.408e-07         | momentum
2.400e+01 | -1.000e+00 | 2.500e+00 | 3.665e-04 | 1.124e-07         | momentum
2.500e+01 | -1.000e+00 | 2.500e+00 | 2.050e-04 | 1.270e-07         | momentum
2.600e+01 | -1.000e+00 | 2.500e+00 | 1.282e-04 | 1.423e-07         | momentum
2.700e+01 | -1.000e+00 | 2.500e+00 | 8.357e-05 | 1.248e-07         | momentum
2.800e+01 | -1.000e+00 | 2.500e+00 | 5.622e-05 | 1.047e-07         | momentum
2.900e+01 | -1.000e+00 | 2.500e+00 | 3.991e-05 | 1.343e-07         | momentum
3.100e+01 | -1.000e+00 | 2.500e+00 | 4.354e-07 | 6.966e-08         | momentum
3.200e+01 | -1.000e+00 | 2.500e+00 | 7.462e-08 | 8.037e-09         | momentum
3.300e+01 | -1.000e+00 | 2.500e+00 | 2.895e-08 | 6.848e-10         | momentum
3.400e+01 | -1.000e+00 | 2.500e+00 | 1.200e-08 | 1.609e-09         | momentum
3.500e+01 | -1.000e+00 | 2.500e+00 | 5.388e-09 | 1.007e-09         | momentum
3.700e+01 | -1.000e+00 | 2.500e+00 | 9.639e-04 | 1.390e-07         | momentum
3.900e+01 | -1.000e+00 | 2.500e+00 | 1.213e-05 | 1.003e-07         | momentum
4.000e+01 | -1.000e+00 | 2.500e+00 | 4.114e-05 | 1.289e-07         | momentum
4.100e+01 | -1.000e+00 | 2.500e+00 | 3.199e-05 | 1.482e-07         | momentum
4.200e+01 | -1.000e+00 | 2.500e+00 | 2.654e-05 | 1.439e-07         | momentum
4.300e+01 | -1.000e+00 | 2.500e+00 | 1.731e-05 | 1.258e-07         | momentum
4.400e+01 | -1.000e+00 | 2.500e+00 | 1.276e-05 | 1.186e-07         | momentum
4.500e+01 | -1.000e+00 | 2.500e+00 | 9.854e-06 | 1.463e-07         | momentum
4.600e+01 | -1.000e+00 | 2.500e+00 | 7.840e-06 | 1.407e-07         | momentum
4.700e+01 | -1.000e+00 | 2.500e+00 | 6.542e-06 | 1.128e-07         | momentum
4.900e+01 | -1.000e+00 | 2.500e+00 | 9.850e-08 | 2.775e-08         | momentum
5.000e+01 | -1.000e+00 | 2.500e+00 | 2.480e-08 | 3.109e-08         | momentum
5.100e+01 | -1.000e+00 | 2.500e+00 | 1.185e-08 | 8.471e-10         | momentum
5.200e+01 | -1.000e+00 | 2.500e+00 | 5.921e-09 | 5.962e-11         | momentum
5.300e+01 | -1.000e+00 | 2.500e+00 | 3.147e-09 | 3.373e-09         | momentum

