QSIa momento - alpha=2.250 -ani
--------------------------------------------------------------------------------
Z         | Q          | alpha     | QSI_alpha | integration_error | space   
--------------------------------------------------------------------------------
6.000e+00 | -1.000e+00 | 2.250e+00 | 9.996e-01 | 1.439e-07         | momentum
7.000e+00 | -1.000e+00 | 2.250e+00 | 9.998e-01 | 1.388e-07         | momentum
8.000e+00 | -1.000e+00 | 2.250e+00 | 9.998e-01 | 3.376e-08         | momentum
9.000e+00 | -1.000e+00 | 2.250e+00 | 9.999e-01 | 4.241e-09         | momentum
1.100e+01 | -1.000e+00 | 2.250e+00 | 9.977e-01 | 3.030e-07         | momentum
1.300e+01 | -1.000e+00 | 2.250e+00 | 9.994e-01 | 1.447e-07         | momentum
1.400e+01 | -1.000e+00 | 2.250e+00 | 9.994e-01 | 1.448e-07         | momentum
1.500e+01 | -1.000e+00 | 2.250e+00 | 9.996e-01 | 1.483e-07         | momentum
1.600e+01 | -1.000e+00 | 2.250e+00 | 9.997e-01 | 1.377e-07         | momentum
1.700e+01 | -1.000e+00 | 2.250e+00 | 9.998e-01 | 1.174e-07         | momentum
1.900e+01 | -1.000e+00 | 2.250e+00 | 9.923e-01 | 1.487e-07         | momentum
2.100e+01 | -1.000e+00 | 2.250e+00 | 9.854e-01 | 1.422e-07         | momentum
2.200e+01 | -1.000e+00 | 2.250e+00 | 9.863e-01 | 1.219e-07         | momentum
2.300e+01 | -1.000e+00 | 2.250e+00 | 9.867e-01 | 1.487e-07         | momentum
2.400e+01 | -1.000e+00 | 2.250e+00 | 9.872e-01 | 1.397e-07         | momentum
2.500e+01 | -1.000e+00 | 2.250e+00 | 9.863e-01 | 1.470e-07         | momentum
2.600e+01 | -1.000e+00 | 2.250e+00 | 9.860e-01 | 1.436e-07         | momentum
2.700e+01 | -1.000e+00 | 2.250e+00 | 9.857e-01 | 1.422e-07         | momentum
2.800e+01 | -1.000e+00 | 2.250e+00 | 9.856e-01 | 1.488e-07         | momentum
2.900e+01 | -1.000e+00 | 2.250e+00 | 9.856e-01 | 1.450e-07         | momentum
3.100e+01 | -1.000e+00 | 2.250e+00 | 9.978e-01 | 1.453e-07         | momentum
3.200e+01 | -1.000e+00 | 2.250e+00 | 9.984e-01 | 1.422e-07         | momentum
3.300e+01 | -1.000e+00 | 2.250e+00 | 9.990e-01 | 1.473e-07         | momentum
3.400e+01 | -1.000e+00 | 2.250e+00 | 9.993e-01 | 1.339e-07         | momentum
3.500e+01 | -1.000e+00 | 2.250e+00 | 9.995e-01 | 5.144e-08         | momentum
3.700e+01 | -1.000e+00 | 2.250e+00 | 9.886e-01 | 1.447e-07         | momentum
3.900e+01 | -1.000e+00 | 2.250e+00 | 9.934e-01 | 1.445e-07         | momentum
4.000e+01 | -1.000e+00 | 2.250e+00 | 9.716e-01 | 1.460e-07         | momentum
4.100e+01 | -1.000e+00 | 2.250e+00 | 9.717e-01 | 1.478e-07         | momentum
4.200e+01 | -1.000e+00 | 2.250e+00 | 9.725e-01 | 1.488e-07         | momentum
4.300e+01 | -1.000e+00 | 2.250e+00 | 9.708e-01 | 1.446e-07         | momentum
4.400e+01 | -1.000e+00 | 2.250e+00 | 9.703e-01 | 1.469e-07         | momentum
4.500e+01 | -1.000e+00 | 2.250e+00 | 9.701e-01 | 1.479e-07         | momentum
4.600e+01 | -1.000e+00 | 2.250e+00 | 9.702e-01 | 1.475e-07         | momentum
4.700e+01 | -1.000e+00 | 2.250e+00 | 9.707e-01 | 1.455e-07         | momentum
4.900e+01 | -1.000e+00 | 2.250e+00 | 9.951e-01 | 1.379e-07         | momentum
5.000e+01 | -1.000e+00 | 2.250e+00 | 9.966e-01 | 1.486e-07         | momentum
5.100e+01 | -1.000e+00 | 2.250e+00 | 9.980e-01 | 1.461e-07         | momentum
5.200e+01 | -1.000e+00 | 2.250e+00 | 9.986e-01 | 7.133e-08         | momentum
5.300e+01 | -1.000e+00 | 2.250e+00 | 9.990e-01 | 1.481e-07         | momentum

