JTD - posicion alpha=2.000-cat
--------------------------------------------------------------------------------
Z         | Q         | alpha     | JTD        | integration_error | space   
--------------------------------------------------------------------------------
3.000e+00 | 1.000e+00 | 2.000e+00 | -2.980e-18 | 2.086e-16         | position
4.000e+00 | 1.000e+00 | 2.000e+00 | 1.310e-02  | 1.021e-07         | position
5.000e+00 | 1.000e+00 | 2.000e+00 | 3.348e-02  | 1.303e-07         | position
6.000e+00 | 1.000e+00 | 2.000e+00 | 5.497e-02  | 1.171e-07         | position
7.000e+00 | 1.000e+00 | 2.000e+00 | 7.924e-02  | 1.234e-07         | position
8.000e+00 | 1.000e+00 | 2.000e+00 | 1.066e-01  | 1.369e-07         | position
9.000e+00 | 1.000e+00 | 2.000e+00 | 1.374e-01  | 1.423e-07         | position
1.000e+01 | 1.000e+00 | 2.000e+00 | 1.715e-01  | 1.317e-07         | position
1.100e+01 | 1.000e+00 | 2.000e+00 | 2.090e-01  | 1.239e-07         | position
1.200e+01 | 1.000e+00 | 2.000e+00 | 2.541e-01  | 2.340e-07         | position
1.300e+01 | 1.000e+00 | 2.000e+00 | 3.049e-01  | 1.483e-07         | position
1.400e+01 | 1.000e+00 | 2.000e+00 | 3.591e-01  | 1.485e-07         | position
1.500e+01 | 1.000e+00 | 2.000e+00 | 4.177e-01  | 6.561e-07         | position
1.600e+01 | 1.000e+00 | 2.000e+00 | 4.808e-01  | 1.432e-07         | position
1.700e+01 | 1.000e+00 | 2.000e+00 | 5.485e-01  | 2.800e-07         | position
1.800e+01 | 1.000e+00 | 2.000e+00 | 6.207e-01  | 1.410e-07         | position
1.900e+01 | 1.000e+00 | 2.000e+00 | 6.973e-01  | 1.484e-07         | position
2.000e+01 | 1.000e+00 | 2.000e+00 | 7.810e-01  | 1.428e-07         | position
2.100e+01 | 1.000e+00 | 2.000e+00 | 8.681e-01  | 1.426e-07         | position
2.200e+01 | 1.000e+00 | 2.000e+00 | 9.598e-01  | 1.468e-07         | position
2.300e+01 | 1.000e+00 | 2.000e+00 | 1.054e+00  | 8.663e-07         | position
2.400e+01 | 1.000e+00 | 2.000e+00 | 1.155e+00  | 5.444e-07         | position
2.500e+01 | 1.000e+00 | 2.000e+00 | 1.263e+00  | 1.463e-06         | position
2.600e+01 | 1.000e+00 | 2.000e+00 | 1.373e+00  | 3.735e-06         | position
2.700e+01 | 1.000e+00 | 2.000e+00 | 1.485e+00  | 2.608e-07         | position
2.800e+01 | 1.000e+00 | 2.000e+00 | 1.605e+00  | 2.455e-07         | position
2.900e+01 | 1.000e+00 | 2.000e+00 | 1.729e+00  | 1.952e-07         | position
3.000e+01 | 1.000e+00 | 2.000e+00 | 1.860e+00  | 2.038e-07         | position
3.100e+01 | 1.000e+00 | 2.000e+00 | 1.997e+00  | 3.472e-07         | position
3.200e+01 | 1.000e+00 | 2.000e+00 | 2.138e+00  | 2.455e-07         | position
3.300e+01 | 1.000e+00 | 2.000e+00 | 2.283e+00  | 6.669e-07         | position
3.400e+01 | 1.000e+00 | 2.000e+00 | 2.434e+00  | 4.419e-06         | position
3.500e+01 | 1.000e+00 | 2.000e+00 | 2.589e+00  | 5.623e-06         | position
3.600e+01 | 1.000e+00 | 2.000e+00 | 2.750e+00  | 1.997e-06         | position
3.700e+01 | 1.000e+00 | 2.000e+00 | 2.915e+00  | 1.286e-06         | position
3.800e+01 | 1.000e+00 | 2.000e+00 | 3.088e+00  | 1.203e-05         | position
3.900e+01 | 1.000e+00 | 2.000e+00 | 3.266e+00  | 6.486e-06         | position
4.000e+01 | 1.000e+00 | 2.000e+00 | 3.446e+00  | 1.727e-06         | position
4.100e+01 | 1.000e+00 | 2.000e+00 | 3.630e+00  | 6.216e-07         | position
4.200e+01 | 1.000e+00 | 2.000e+00 | 3.822e+00  | 2.123e-06         | position
4.300e+01 | 1.000e+00 | 2.000e+00 | 4.020e+00  | 5.116e-06         | position
4.400e+01 | 1.000e+00 | 2.000e+00 | 4.219e+00  | 4.932e-06         | position
4.500e+01 | 1.000e+00 | 2.000e+00 | 4.425e+00  | 5.480e-06         | position
4.600e+01 | 1.000e+00 | 2.000e+00 | 4.637e+00  | 6.512e-06         | position
4.700e+01 | 1.000e+00 | 2.000e+00 | 4.853e+00  | 8.451e-06         | position
4.800e+01 | 1.000e+00 | 2.000e+00 | 5.077e+00  | 1.320e-05         | position
4.900e+01 | 1.000e+00 | 2.000e+00 | 5.306e+00  | 2.317e-05         | position
5.000e+01 | 1.000e+00 | 2.000e+00 | 5.540e+00  | 3.696e-05         | position
5.100e+01 | 1.000e+00 | 2.000e+00 | 5.778e+00  | 5.243e-06         | position
5.200e+01 | 1.000e+00 | 2.000e+00 | 6.022e+00  | 6.538e-06         | position
5.300e+01 | 1.000e+00 | 2.000e+00 | 6.271e+00  | 2.106e-06         | position
5.400e+01 | 1.000e+00 | 2.000e+00 | 6.525e+00  | 4.399e-06         | position
5.500e+01 | 1.000e+00 | 2.000e+00 | 6.784e+00  | 1.802e-05         | position

