JTD - momento alpha=0.750-cat
--------------------------------------------------------------------------------
Z         | Q         | alpha     | JTD        | integration_error | space   
--------------------------------------------------------------------------------
3.000e+00 | 1.000e+00 | 7.500e-01 | -1.234e-16 | 2.133e-15         | momentum
4.000e+00 | 1.000e+00 | 7.500e-01 | 2.158e-01  | 1.472e-07         | momentum
5.000e+00 | 1.000e+00 | 7.500e-01 | 2.649e-01  | 1.483e-07         | momentum
6.000e+00 | 1.000e+00 | 7.500e-01 | 2.413e-01  | 1.305e-07         | momentum
7.000e+00 | 1.000e+00 | 7.500e-01 | 2.272e-01  | 1.440e-07         | momentum
8.000e+00 | 1.000e+00 | 7.500e-01 | 2.151e-01  | 1.433e-07         | momentum
9.000e+00 | 1.000e+00 | 7.500e-01 | 2.059e-01  | 1.462e-07         | momentum
1.000e+01 | 1.000e+00 | 7.500e-01 | 1.968e-01  | 1.448e-07         | momentum
1.100e+01 | 1.000e+00 | 7.500e-01 | 1.883e-01  | 1.425e-07         | momentum
1.200e+01 | 1.000e+00 | 7.500e-01 | 1.914e-01  | 1.448e-07         | momentum
1.300e+01 | 1.000e+00 | 7.500e-01 | 1.900e-01  | 1.453e-07         | momentum
1.400e+01 | 1.000e+00 | 7.500e-01 | 1.886e-01  | 1.471e-07         | momentum
1.500e+01 | 1.000e+00 | 7.500e-01 | 1.873e-01  | 1.445e-07         | momentum
1.600e+01 | 1.000e+00 | 7.500e-01 | 1.862e-01  | 1.458e-07         | momentum
1.700e+01 | 1.000e+00 | 7.500e-01 | 1.851e-01  | 1.401e-07         | momentum
1.800e+01 | 1.000e+00 | 7.500e-01 | 1.840e-01  | 1.477e-07         | momentum
1.900e+01 | 1.000e+00 | 7.500e-01 | 1.829e-01  | 1.337e-07         | momentum
2.000e+01 | 1.000e+00 | 7.500e-01 | 1.838e-01  | 1.411e-07         | momentum
2.100e+01 | 1.000e+00 | 7.500e-01 | 1.832e-01  | 1.457e-07         | momentum
2.200e+01 | 1.000e+00 | 7.500e-01 | 1.827e-01  | 1.470e-07         | momentum
2.300e+01 | 1.000e+00 | 7.500e-01 | 1.809e-01  | 1.423e-07         | momentum
2.400e+01 | 1.000e+00 | 7.500e-01 | 1.805e-01  | 1.479e-07         | momentum
2.500e+01 | 1.000e+00 | 7.500e-01 | 1.813e-01  | 1.476e-07         | momentum
2.600e+01 | 1.000e+00 | 7.500e-01 | 1.809e-01  | 1.464e-07         | momentum
2.700e+01 | 1.000e+00 | 7.500e-01 | 1.791e-01  | 1.248e-07         | momentum
2.800e+01 | 1.000e+00 | 7.500e-01 | 1.787e-01  | 1.481e-07         | momentum
2.900e+01 | 1.000e+00 | 7.500e-01 | 1.783e-01  | 1.396e-07         | momentum
3.000e+01 | 1.000e+00 | 7.500e-01 | 1.792e-01  | 1.390e-07         | momentum
3.100e+01 | 1.000e+00 | 7.500e-01 | 1.788e-01  | 1.489e-07         | momentum
3.200e+01 | 1.000e+00 | 7.500e-01 | 1.785e-01  | 1.488e-07         | momentum
3.300e+01 | 1.000e+00 | 7.500e-01 | 1.782e-01  | 1.487e-07         | momentum
3.400e+01 | 1.000e+00 | 7.500e-01 | 1.779e-01  | 1.487e-07         | momentum
3.500e+01 | 1.000e+00 | 7.500e-01 | 1.776e-01  | 1.490e-07         | momentum
3.600e+01 | 1.000e+00 | 7.500e-01 | 1.773e-01  | 1.488e-07         | momentum
3.700e+01 | 1.000e+00 | 7.500e-01 | 1.770e-01  | 1.487e-07         | momentum
3.800e+01 | 1.000e+00 | 7.500e-01 | 1.771e-01  | 1.468e-07         | momentum
3.900e+01 | 1.000e+00 | 7.500e-01 | 1.770e-01  | 1.485e-07         | momentum
4.000e+01 | 1.000e+00 | 7.500e-01 | 1.768e-01  | 1.490e-07         | momentum
4.100e+01 | 1.000e+00 | 7.500e-01 | 1.763e-01  | 1.478e-07         | momentum
4.200e+01 | 1.000e+00 | 7.500e-01 | 1.761e-01  | 1.469e-07         | momentum
4.300e+01 | 1.000e+00 | 7.500e-01 | 1.763e-01  | 1.341e-07         | momentum
4.400e+01 | 1.000e+00 | 7.500e-01 | 1.758e-01  | 1.441e-07         | momentum
4.500e+01 | 1.000e+00 | 7.500e-01 | 1.756e-01  | 1.486e-07         | momentum
4.600e+01 | 1.000e+00 | 7.500e-01 | 1.755e-01  | 1.484e-07         | momentum
4.700e+01 | 1.000e+00 | 7.500e-01 | 1.753e-01  | 1.452e-07         | momentum
4.800e+01 | 1.000e+00 | 7.500e-01 | 1.756e-01  | 1.490e-07         | momentum
4.900e+01 | 1.000e+00 | 7.500e-01 | 1.755e-01  | 1.463e-07         | momentum
5.000e+01 | 1.000e+00 | 7.500e-01 | 1.753e-01  | 1.439e-07         | momentum
5.100e+01 | 1.000e+00 | 7.500e-01 | 1.752e-01  | 1.487e-07         | momentum
5.200e+01 | 1.000e+00 | 7.500e-01 | 1.751e-01  | 1.489e-07         | momentum
5.300e+01 | 1.000e+00 | 7.500e-01 | 1.750e-01  | 1.489e-07         | momentum
5.400e+01 | 1.000e+00 | 7.500e-01 | 1.748e-01  | 1.490e-07         | momentum
5.500e+01 | 1.000e+00 | 7.500e-01 | 1.746e-01  | 1.490e-07         | momentum

