QSIa momento - alpha=2.250 -cat
-------------------------------------------------------------------------------
Z         | Q         | alpha     | QSI_alpha | integration_error | space   
-------------------------------------------------------------------------------
6.000e+00 | 1.000e+00 | 2.250e+00 | 9.949e-01 | 1.433e-07         | momentum
7.000e+00 | 1.000e+00 | 2.250e+00 | 9.947e-01 | 1.466e-07         | momentum
8.000e+00 | 1.000e+00 | 2.250e+00 | 9.957e-01 | 2.994e-08         | momentum
9.000e+00 | 1.000e+00 | 2.250e+00 | 9.974e-01 | 6.911e-08         | momentum
1.000e+01 | 1.000e+00 | 2.250e+00 | 9.983e-01 | 5.280e-08         | momentum
1.100e+01 | 1.000e+00 | 2.250e+00 | 9.989e-01 | 6.236e-09         | momentum
1.200e+01 | 1.000e+00 | 2.250e+00 | 5.978e-01 | 1.402e-07         | momentum
1.300e+01 | 1.000e+00 | 2.250e+00 | 9.705e-01 | 1.470e-07         | momentum
1.400e+01 | 1.000e+00 | 2.250e+00 | 9.892e-01 | 1.483e-07         | momentum
1.500e+01 | 1.000e+00 | 2.250e+00 | 9.943e-01 | 1.484e-07         | momentum
1.600e+01 | 1.000e+00 | 2.250e+00 | 9.965e-01 | 1.483e-07         | momentum
1.700e+01 | 1.000e+00 | 2.250e+00 | 9.980e-01 | 4.418e-08         | momentum
1.800e+01 | 1.000e+00 | 2.250e+00 | 9.988e-01 | 1.335e-07         | momentum
1.900e+01 | 1.000e+00 | 2.250e+00 | 9.992e-01 | 1.364e-07         | momentum
2.000e+01 | 1.000e+00 | 2.250e+00 | 7.902e-01 | 1.354e-07         | momentum
2.100e+01 | 1.000e+00 | 2.250e+00 | 8.084e-01 | 1.315e-07         | momentum
2.200e+01 | 1.000e+00 | 2.250e+00 | 8.164e-01 | 1.483e-07         | momentum
2.300e+01 | 1.000e+00 | 2.250e+00 | 9.997e-01 | 4.739e-08         | momentum
2.400e+01 | 1.000e+00 | 2.250e+00 | 9.997e-01 | 2.568e-09         | momentum
2.500e+01 | 1.000e+00 | 2.250e+00 | 8.308e-01 | 1.402e-07         | momentum
2.600e+01 | 1.000e+00 | 2.250e+00 | 8.318e-01 | 1.450e-07         | momentum
2.700e+01 | 1.000e+00 | 2.250e+00 | 9.998e-01 | 2.416e-08         | momentum
2.800e+01 | 1.000e+00 | 2.250e+00 | 9.999e-01 | 6.554e-08         | momentum
2.900e+01 | 1.000e+00 | 2.250e+00 | 9.999e-01 | 7.645e-10         | momentum
3.000e+01 | 1.000e+00 | 2.250e+00 | 8.268e-01 | 2.935e-08         | momentum
3.100e+01 | 1.000e+00 | 2.250e+00 | 9.382e-01 | 1.358e-07         | momentum
3.200e+01 | 1.000e+00 | 2.250e+00 | 9.774e-01 | 1.209e-07         | momentum
3.300e+01 | 1.000e+00 | 2.250e+00 | 9.895e-01 | 1.376e-07         | momentum
3.400e+01 | 1.000e+00 | 2.250e+00 | 9.943e-01 | 6.957e-08         | momentum
3.500e+01 | 1.000e+00 | 2.250e+00 | 9.969e-01 | 1.089e-07         | momentum
3.600e+01 | 1.000e+00 | 2.250e+00 | 9.981e-01 | 6.731e-08         | momentum
3.700e+01 | 1.000e+00 | 2.250e+00 | 9.987e-01 | 1.392e-07         | momentum
3.800e+01 | 1.000e+00 | 2.250e+00 | 8.488e-01 | 1.387e-07         | momentum
3.900e+01 | 1.000e+00 | 2.250e+00 | 9.466e-01 | 1.476e-07         | momentum
4.000e+01 | 1.000e+00 | 2.250e+00 | 8.981e-01 | 1.476e-07         | momentum
4.100e+01 | 1.000e+00 | 2.250e+00 | 9.997e-01 | 1.704e-08         | momentum
4.200e+01 | 1.000e+00 | 2.250e+00 | 9.997e-01 | 3.020e-08         | momentum
4.300e+01 | 1.000e+00 | 2.250e+00 | 9.229e-01 | 1.403e-07         | momentum
4.400e+01 | 1.000e+00 | 2.250e+00 | 9.998e-01 | 6.185e-08         | momentum
4.500e+01 | 1.000e+00 | 2.250e+00 | 9.998e-01 | 4.045e-08         | momentum
4.600e+01 | 1.000e+00 | 2.250e+00 | 9.999e-01 | 1.392e-08         | momentum
4.700e+01 | 1.000e+00 | 2.250e+00 | 9.999e-01 | 1.118e-09         | momentum
4.800e+01 | 1.000e+00 | 2.250e+00 | 9.237e-01 | 4.804e-08         | momentum
4.900e+01 | 1.000e+00 | 2.250e+00 | 9.424e-01 | 1.443e-07         | momentum
5.000e+01 | 1.000e+00 | 2.250e+00 | 9.741e-01 | 1.296e-07         | momentum
5.100e+01 | 1.000e+00 | 2.250e+00 | 9.867e-01 | 1.170e-07         | momentum
5.200e+01 | 1.000e+00 | 2.250e+00 | 9.924e-01 | 1.331e-07         | momentum
5.300e+01 | 1.000e+00 | 2.250e+00 | 9.956e-01 | 1.302e-07         | momentum
5.400e+01 | 1.000e+00 | 2.250e+00 | 9.973e-01 | 1.439e-07         | momentum
5.500e+01 | 1.000e+00 | 2.250e+00 | 9.983e-01 | 1.403e-07         | momentum

