QSIa posicion - alpha=1.500 -neu
-------------------------------------------------------------------------------
Z         | Q         | alpha     | QSI_alpha | integration_error | space   
-------------------------------------------------------------------------------
3.000e+00 | 0.000e+00 | 1.500e+00 | 9.929e-01 | 1.459e-07         | position
4.000e+00 | 0.000e+00 | 1.500e+00 | 9.835e-01 | 1.476e-07         | position
5.000e+00 | 0.000e+00 | 1.500e+00 | 9.776e-01 | 1.452e-07         | position
6.000e+00 | 0.000e+00 | 1.500e+00 | 9.748e-01 | 1.485e-07         | position
7.000e+00 | 0.000e+00 | 1.500e+00 | 9.744e-01 | 1.552e-07         | position
8.000e+00 | 0.000e+00 | 1.500e+00 | 9.754e-01 | 1.032e-07         | position
9.000e+00 | 0.000e+00 | 1.500e+00 | 9.770e-01 | 2.152e-07         | position
1.000e+01 | 0.000e+00 | 1.500e+00 | 9.790e-01 | 1.463e-07         | position
1.100e+01 | 0.000e+00 | 1.500e+00 | 9.805e-01 | 2.509e-07         | position
1.200e+01 | 0.000e+00 | 1.500e+00 | 9.816e-01 | 3.535e-07         | position
1.300e+01 | 0.000e+00 | 1.500e+00 | 9.826e-01 | 2.373e-07         | position
1.400e+01 | 0.000e+00 | 1.500e+00 | 9.834e-01 | 1.474e-07         | position
1.500e+01 | 0.000e+00 | 1.500e+00 | 9.842e-01 | 1.478e-07         | position
1.600e+01 | 0.000e+00 | 1.500e+00 | 9.850e-01 | 1.465e-07         | position
1.700e+01 | 0.000e+00 | 1.500e+00 | 9.856e-01 | 8.887e-07         | position
1.800e+01 | 0.000e+00 | 1.500e+00 | 9.862e-01 | 2.862e-07         | position
1.900e+01 | 0.000e+00 | 1.500e+00 | 9.867e-01 | 1.006e-06         | position
2.000e+01 | 0.000e+00 | 1.500e+00 | 9.872e-01 | 7.623e-07         | position
2.100e+01 | 0.000e+00 | 1.500e+00 | 9.876e-01 | 1.470e-07         | position
2.200e+01 | 0.000e+00 | 1.500e+00 | 9.880e-01 | 1.450e-07         | position
2.300e+01 | 0.000e+00 | 1.500e+00 | 9.884e-01 | 1.484e-07         | position
2.400e+01 | 0.000e+00 | 1.500e+00 | 9.888e-01 | 1.455e-07         | position
2.500e+01 | 0.000e+00 | 1.500e+00 | 9.891e-01 | 1.959e-07         | position
2.600e+01 | 0.000e+00 | 1.500e+00 | 9.894e-01 | 1.479e-07         | position
2.700e+01 | 0.000e+00 | 1.500e+00 | 9.898e-01 | 1.468e-07         | position
2.800e+01 | 0.000e+00 | 1.500e+00 | 9.901e-01 | 1.489e-07         | position
2.900e+01 | 0.000e+00 | 1.500e+00 | 9.904e-01 | 2.207e-06         | position
3.000e+01 | 0.000e+00 | 1.500e+00 | 9.907e-01 | 2.454e-07         | position
3.100e+01 | 0.000e+00 | 1.500e+00 | 9.910e-01 | 1.543e-06         | position
3.200e+01 | 0.000e+00 | 1.500e+00 | 9.912e-01 | 1.740e-06         | position
3.300e+01 | 0.000e+00 | 1.500e+00 | 9.914e-01 | 2.710e-06         | position
3.400e+01 | 0.000e+00 | 1.500e+00 | 9.916e-01 | 1.623e-06         | position
3.500e+01 | 0.000e+00 | 1.500e+00 | 9.918e-01 | 1.933e-06         | position
3.600e+01 | 0.000e+00 | 1.500e+00 | 9.920e-01 | 2.977e-06         | position
3.700e+01 | 0.000e+00 | 1.500e+00 | 9.922e-01 | 2.710e-06         | position
3.800e+01 | 0.000e+00 | 1.500e+00 | 9.924e-01 | 3.075e-07         | position
3.900e+01 | 0.000e+00 | 1.500e+00 | 9.925e-01 | 1.472e-07         | position
4.000e+01 | 0.000e+00 | 1.500e+00 | 9.927e-01 | 4.487e-07         | position
4.100e+01 | 0.000e+00 | 1.500e+00 | 9.928e-01 | 3.061e-07         | position
4.200e+01 | 0.000e+00 | 1.500e+00 | 9.930e-01 | 3.720e-07         | position
4.300e+01 | 0.000e+00 | 1.500e+00 | 9.931e-01 | 2.229e-07         | position
4.400e+01 | 0.000e+00 | 1.500e+00 | 9.932e-01 | 1.489e-07         | position
4.500e+01 | 0.000e+00 | 1.500e+00 | 9.934e-01 | 5.803e-07         | position
4.600e+01 | 0.000e+00 | 1.500e+00 | 9.935e-01 | 1.209e-06         | position
4.700e+01 | 0.000e+00 | 1.500e+00 | 9.936e-01 | 2.556e-06         | position
4.800e+01 | 0.000e+00 | 1.500e+00 | 9.937e-01 | 1.221e-06         | position
4.900e+01 | 0.000e+00 | 1.500e+00 | 9.938e-01 | 6.380e-07         | position
5.000e+01 | 0.000e+00 | 1.500e+00 | 9.939e-01 | 1.469e-07         | position
5.100e+01 | 0.000e+00 | 1.500e+00 | 9.940e-01 | 4.325e-06         | position
5.200e+01 | 0.000e+00 | 1.500e+00 | 9.941e-01 | 2.829e-06         | position
5.300e+01 | 0.000e+00 | 1.500e+00 | 9.942e-01 | 4.110e-06         | position
5.400e+01 | 0.000e+00 | 1.500e+00 | 9.943e-01 | 2.215e-06         | position

