QSIa posicion - alpha=2.500 -neu
-------------------------------------------------------------------------------
Z         | Q         | alpha     | QSI_alpha | integration_error | space   
-------------------------------------------------------------------------------
3.000e+00 | 0.000e+00 | 2.500e+00 | 1.000e+00 | 1.443e-07         | position
4.000e+00 | 0.000e+00 | 2.500e+00 | 9.998e-01 | 1.487e-07         | position
5.000e+00 | 0.000e+00 | 2.500e+00 | 9.993e-01 | 1.405e-07         | position
6.000e+00 | 0.000e+00 | 2.500e+00 | 9.983e-01 | 3.103e-06         | position
7.000e+00 | 0.000e+00 | 2.500e+00 | 9.969e-01 | 1.464e-07         | position
8.000e+00 | 0.000e+00 | 2.500e+00 | 9.950e-01 | 8.888e-07         | position
9.000e+00 | 0.000e+00 | 2.500e+00 | 9.926e-01 | 2.620e-05         | position
1.000e+01 | 0.000e+00 | 2.500e+00 | 9.897e-01 | 3.424e-05         | position
1.100e+01 | 0.000e+00 | 2.500e+00 | 9.873e-01 | 6.706e-06         | position
1.200e+01 | 0.000e+00 | 2.500e+00 | 9.850e-01 | 2.130e-04         | position
1.300e+01 | 0.000e+00 | 2.500e+00 | 9.830e-01 | 1.718e-04         | position
1.400e+01 | 0.000e+00 | 2.500e+00 | 9.811e-01 | 3.011e-06         | position
1.500e+01 | 0.000e+00 | 2.500e+00 | 9.794e-01 | 5.331e-06         | position
1.600e+01 | 0.000e+00 | 2.500e+00 | 9.778e-01 | 3.691e-04         | position
1.700e+01 | 0.000e+00 | 2.500e+00 | 9.763e-01 | 1.345e-05         | position
1.800e+01 | 0.000e+00 | 2.500e+00 | 9.749e-01 | 6.293e-05         | position
1.900e+01 | 0.000e+00 | 2.500e+00 | 9.737e-01 | 3.282e-04         | position
2.000e+01 | 0.000e+00 | 2.500e+00 | 9.726e-01 | 1.129e-03         | position
2.100e+01 | 0.000e+00 | 2.500e+00 | 9.716e-01 | 3.471e-03         | position
2.200e+01 | 0.000e+00 | 2.500e+00 | 9.708e-01 | 3.511e-03         | position
2.300e+01 | 0.000e+00 | 2.500e+00 | 9.701e-01 | 2.294e-03         | position
2.400e+01 | 0.000e+00 | 2.500e+00 | 9.694e-01 | 1.112e-03         | position
2.500e+01 | 0.000e+00 | 2.500e+00 | 9.687e-01 | 8.990e-04         | position
2.600e+01 | 0.000e+00 | 2.500e+00 | 9.681e-01 | 8.083e-03         | position
2.700e+01 | 0.000e+00 | 2.500e+00 | 9.675e-01 | 2.229e-03         | position
2.800e+01 | 0.000e+00 | 2.500e+00 | 9.670e-01 | 2.307e-03         | position
2.900e+01 | 0.000e+00 | 2.500e+00 | 9.665e-01 | 4.702e-03         | position
3.000e+01 | 0.000e+00 | 2.500e+00 | 9.659e-01 | 8.683e-03         | position
3.100e+01 | 0.000e+00 | 2.500e+00 | 9.653e-01 | 1.128e-02         | position
3.200e+01 | 0.000e+00 | 2.500e+00 | 9.648e-01 | 1.230e-02         | position
3.300e+01 | 0.000e+00 | 2.500e+00 | 9.643e-01 | 1.528e-02         | position
3.400e+01 | 0.000e+00 | 2.500e+00 | 9.637e-01 | 1.975e-02         | position
3.500e+01 | 0.000e+00 | 2.500e+00 | 9.632e-01 | 7.869e-03         | position
3.600e+01 | 0.000e+00 | 2.500e+00 | 9.627e-01 | 5.501e-02         | position
3.700e+01 | 0.000e+00 | 2.500e+00 | 9.623e-01 | 2.259e-02         | position
3.800e+01 | 0.000e+00 | 2.500e+00 | 9.618e-01 | 4.634e-02         | position
3.900e+01 | 0.000e+00 | 2.500e+00 | 9.614e-01 | 1.142e-01         | position
4.000e+01 | 0.000e+00 | 2.500e+00 | 9.610e-01 | 1.340e-01         | position
4.100e+01 | 0.000e+00 | 2.500e+00 | 9.606e-01 | 1.938e-02         | position
4.200e+01 | 0.000e+00 | 2.500e+00 | 9.602e-01 | 1.819e-01         | position
4.300e+01 | 0.000e+00 | 2.500e+00 | 9.599e-01 | 1.191e-01         | position
4.400e+01 | 0.000e+00 | 2.500e+00 | 9.595e-01 | 7.351e-02         | position
4.500e+01 | 0.000e+00 | 2.500e+00 | 9.592e-01 | 8.022e-02         | position
4.600e+01 | 0.000e+00 | 2.500e+00 | 9.589e-01 | 1.638e-01         | position
4.700e+01 | 0.000e+00 | 2.500e+00 | 9.585e-01 | 2.757e-01         | position
4.800e+01 | 0.000e+00 | 2.500e+00 | 9.582e-01 | 3.267e-01         | position
4.900e+01 | 0.000e+00 | 2.500e+00 | 9.579e-01 | 2.636e-01         | position
5.000e+01 | 0.000e+00 | 2.500e+00 | 9.576e-01 | 2.185e-01         | position
5.100e+01 | 0.000e+00 | 2.500e+00 | 9.573e-01 | 3.055e-01         | position
5.200e+01 | 0.000e+00 | 2.500e+00 | 9.570e-01 | 5.222e-01         | position
5.300e+01 | 0.000e+00 | 2.500e+00 | 9.568e-01 | 3.050e-01         | position
5.400e+01 | 0.000e+00 | 2.500e+00 | 9.565e-01 | 2.960e-01         | position

