QSIa posicion - alpha=2.000 -cat
-------------------------------------------------------------------------------
Z         | Q         | alpha     | QSI_alpha | integration_error | space   
-------------------------------------------------------------------------------
6.000e+00 | 1.000e+00 | 2.000e+00 | 9.921e-01 | 1.476e-07         | position
7.000e+00 | 1.000e+00 | 2.000e+00 | 9.871e-01 | 8.869e-07         | position
8.000e+00 | 1.000e+00 | 2.000e+00 | 9.817e-01 | 1.472e-07         | position
9.000e+00 | 1.000e+00 | 2.000e+00 | 9.768e-01 | 1.364e-07         | position
1.000e+01 | 1.000e+00 | 2.000e+00 | 9.723e-01 | 5.332e-07         | position
1.100e+01 | 1.000e+00 | 2.000e+00 | 9.684e-01 | 1.406e-07         | position
1.200e+01 | 1.000e+00 | 2.000e+00 | 9.667e-01 | 1.388e-06         | position
1.300e+01 | 1.000e+00 | 2.000e+00 | 9.655e-01 | 1.523e-06         | position
1.400e+01 | 1.000e+00 | 2.000e+00 | 9.646e-01 | 1.885e-06         | position
1.500e+01 | 1.000e+00 | 2.000e+00 | 9.640e-01 | 1.379e-05         | position
1.600e+01 | 1.000e+00 | 2.000e+00 | 9.635e-01 | 6.940e-07         | position
1.700e+01 | 1.000e+00 | 2.000e+00 | 9.632e-01 | 3.163e-05         | position
1.800e+01 | 1.000e+00 | 2.000e+00 | 9.629e-01 | 1.667e-07         | position
1.900e+01 | 1.000e+00 | 2.000e+00 | 9.628e-01 | 1.606e-07         | position
2.000e+01 | 1.000e+00 | 2.000e+00 | 9.627e-01 | 4.201e-06         | position
2.100e+01 | 1.000e+00 | 2.000e+00 | 9.626e-01 | 4.987e-06         | position
2.200e+01 | 1.000e+00 | 2.000e+00 | 9.625e-01 | 9.412e-06         | position
2.300e+01 | 1.000e+00 | 2.000e+00 | 9.625e-01 | 7.167e-06         | position
2.400e+01 | 1.000e+00 | 2.000e+00 | 9.624e-01 | 7.789e-06         | position
2.500e+01 | 1.000e+00 | 2.000e+00 | 9.624e-01 | 3.465e-05         | position
2.600e+01 | 1.000e+00 | 2.000e+00 | 9.623e-01 | 1.011e-04         | position
2.700e+01 | 1.000e+00 | 2.000e+00 | 9.623e-01 | 5.780e-05         | position
2.800e+01 | 1.000e+00 | 2.000e+00 | 9.622e-01 | 5.198e-05         | position
2.900e+01 | 1.000e+00 | 2.000e+00 | 9.622e-01 | 2.335e-05         | position
3.000e+01 | 1.000e+00 | 2.000e+00 | 9.622e-01 | 5.526e-07         | position
3.100e+01 | 1.000e+00 | 2.000e+00 | 9.621e-01 | 2.872e-05         | position
3.200e+01 | 1.000e+00 | 2.000e+00 | 9.622e-01 | 6.997e-05         | position
3.300e+01 | 1.000e+00 | 2.000e+00 | 9.622e-01 | 9.902e-05         | position
3.400e+01 | 1.000e+00 | 2.000e+00 | 9.622e-01 | 9.975e-05         | position
3.500e+01 | 1.000e+00 | 2.000e+00 | 9.623e-01 | 7.238e-05         | position
3.600e+01 | 1.000e+00 | 2.000e+00 | 9.624e-01 | 3.055e-05         | position
3.700e+01 | 1.000e+00 | 2.000e+00 | 9.625e-01 | 3.632e-06         | position
3.800e+01 | 1.000e+00 | 2.000e+00 | 9.625e-01 | 8.453e-05         | position
3.900e+01 | 1.000e+00 | 2.000e+00 | 9.626e-01 | 1.277e-04         | position
4.000e+01 | 1.000e+00 | 2.000e+00 | 9.627e-01 | 2.005e-04         | position
4.100e+01 | 1.000e+00 | 2.000e+00 | 9.628e-01 | 3.069e-04         | position
4.200e+01 | 1.000e+00 | 2.000e+00 | 9.629e-01 | 2.729e-04         | position
4.300e+01 | 1.000e+00 | 2.000e+00 | 9.629e-01 | 2.753e-04         | position
4.400e+01 | 1.000e+00 | 2.000e+00 | 9.630e-01 | 2.181e-04         | position
4.500e+01 | 1.000e+00 | 2.000e+00 | 9.631e-01 | 1.417e-04         | position
4.600e+01 | 1.000e+00 | 2.000e+00 | 9.632e-01 | 1.019e-04         | position
4.700e+01 | 1.000e+00 | 2.000e+00 | 9.633e-01 | 3.467e-04         | position
4.800e+01 | 1.000e+00 | 2.000e+00 | 9.634e-01 | 8.716e-04         | position
4.900e+01 | 1.000e+00 | 2.000e+00 | 9.635e-01 | 4.461e-04         | position
5.000e+01 | 1.000e+00 | 2.000e+00 | 9.636e-01 | 6.898e-04         | position
5.100e+01 | 1.000e+00 | 2.000e+00 | 9.637e-01 | 1.052e-03         | position
5.200e+01 | 1.000e+00 | 2.000e+00 | 9.638e-01 | 5.118e-04         | position
5.300e+01 | 1.000e+00 | 2.000e+00 | 9.639e-01 | 8.304e-05         | position
5.400e+01 | 1.000e+00 | 2.000e+00 | 9.640e-01 | 1.162e-03         | position
5.500e+01 | 1.000e+00 | 2.000e+00 | 9.641e-01 | 3.026e-04         | position

