QSIa posicion - alpha=1.000 -neu
-------------------------------------------------------------------------------
Z         | Q         | alpha     | QSI_alpha | integration_error | space   
-------------------------------------------------------------------------------
3.000e+00 | 0.000e+00 | 1.000e+00 | 9.458e-01 | 1.485e-07         | position
4.000e+00 | 0.000e+00 | 1.000e+00 | 9.876e-01 | 1.465e-07         | position
5.000e+00 | 0.000e+00 | 1.000e+00 | 9.933e-01 | 1.472e-07         | position
6.000e+00 | 0.000e+00 | 1.000e+00 | 9.959e-01 | 1.485e-07         | position
7.000e+00 | 0.000e+00 | 1.000e+00 | 9.972e-01 | 1.482e-07         | position
8.000e+00 | 0.000e+00 | 1.000e+00 | 9.980e-01 | 1.483e-07         | position
9.000e+00 | 0.000e+00 | 1.000e+00 | 9.985e-01 | 1.464e-07         | position
1.000e+01 | 0.000e+00 | 1.000e+00 | 9.988e-01 | 1.442e-07         | position
1.100e+01 | 0.000e+00 | 1.000e+00 | 9.966e-01 | 1.445e-07         | position
1.200e+01 | 0.000e+00 | 1.000e+00 | 9.983e-01 | 1.485e-07         | position
1.300e+01 | 0.000e+00 | 1.000e+00 | 9.986e-01 | 1.478e-07         | position
1.400e+01 | 0.000e+00 | 1.000e+00 | 9.989e-01 | 1.627e-07         | position
1.500e+01 | 0.000e+00 | 1.000e+00 | 9.990e-01 | 1.488e-07         | position
1.600e+01 | 0.000e+00 | 1.000e+00 | 9.992e-01 | 1.418e-07         | position
1.700e+01 | 0.000e+00 | 1.000e+00 | 9.993e-01 | 1.483e-07         | position
1.800e+01 | 0.000e+00 | 1.000e+00 | 9.994e-01 | 1.484e-07         | position
1.900e+01 | 0.000e+00 | 1.000e+00 | 9.988e-01 | 1.783e-07         | position
2.000e+01 | 0.000e+00 | 1.000e+00 | 9.992e-01 | 1.808e-07         | position
2.100e+01 | 0.000e+00 | 1.000e+00 | 9.993e-01 | 1.475e-07         | position
2.200e+01 | 0.000e+00 | 1.000e+00 | 9.994e-01 | 1.612e-07         | position
2.300e+01 | 0.000e+00 | 1.000e+00 | 9.995e-01 | 1.557e-07         | position
2.400e+01 | 0.000e+00 | 1.000e+00 | 9.996e-01 | 1.483e-07         | position
2.500e+01 | 0.000e+00 | 1.000e+00 | 9.996e-01 | 1.450e-07         | position
2.600e+01 | 0.000e+00 | 1.000e+00 | 9.996e-01 | 1.530e-07         | position
2.700e+01 | 0.000e+00 | 1.000e+00 | 9.996e-01 | 1.478e-07         | position
2.800e+01 | 0.000e+00 | 1.000e+00 | 9.997e-01 | 1.429e-07         | position
2.900e+01 | 0.000e+00 | 1.000e+00 | 9.997e-01 | 1.484e-07         | position
3.000e+01 | 0.000e+00 | 1.000e+00 | 9.997e-01 | 1.374e-07         | position
3.100e+01 | 0.000e+00 | 1.000e+00 | 9.997e-01 | 1.416e-07         | position
3.200e+01 | 0.000e+00 | 1.000e+00 | 9.997e-01 | 1.485e-07         | position
3.300e+01 | 0.000e+00 | 1.000e+00 | 9.998e-01 | 1.490e-07         | position
3.400e+01 | 0.000e+00 | 1.000e+00 | 9.998e-01 | 1.489e-07         | position
3.500e+01 | 0.000e+00 | 1.000e+00 | 9.998e-01 | 1.468e-07         | position
3.600e+01 | 0.000e+00 | 1.000e+00 | 9.998e-01 | 1.484e-07         | position
3.700e+01 | 0.000e+00 | 1.000e+00 | 9.997e-01 | 1.477e-07         | position
3.800e+01 | 0.000e+00 | 1.000e+00 | 9.997e-01 | 1.435e-07         | position
3.900e+01 | 0.000e+00 | 1.000e+00 | 9.998e-01 | 1.477e-07         | position
4.000e+01 | 0.000e+00 | 1.000e+00 | 9.998e-01 | 1.487e-07         | position
4.100e+01 | 0.000e+00 | 1.000e+00 | 9.998e-01 | 1.430e-07         | position
4.200e+01 | 0.000e+00 | 1.000e+00 | 9.998e-01 | 1.361e-07         | position
4.300e+01 | 0.000e+00 | 1.000e+00 | 9.998e-01 | 1.472e-07         | position
4.400e+01 | 0.000e+00 | 1.000e+00 | 9.998e-01 | 1.451e-07         | position
4.500e+01 | 0.000e+00 | 1.000e+00 | 9.998e-01 | 1.581e-07         | position
4.600e+01 | 0.000e+00 | 1.000e+00 | 9.999e-01 | 1.463e-07         | position
4.700e+01 | 0.000e+00 | 1.000e+00 | 9.999e-01 | 2.030e-07         | position
4.800e+01 | 0.000e+00 | 1.000e+00 | 9.999e-01 | 1.490e-07         | position
4.900e+01 | 0.000e+00 | 1.000e+00 | 9.999e-01 | 1.458e-07         | position
5.000e+01 | 0.000e+00 | 1.000e+00 | 9.999e-01 | 1.462e-07         | position
5.100e+01 | 0.000e+00 | 1.000e+00 | 9.999e-01 | 1.395e-07         | position
5.200e+01 | 0.000e+00 | 1.000e+00 | 9.999e-01 | 1.743e-07         | position
5.300e+01 | 0.000e+00 | 1.000e+00 | 9.999e-01 | 1.978e-07         | position
5.400e+01 | 0.000e+00 | 1.000e+00 | 9.999e-01 | 1.642e-07         | position

