QSIa posicion - alpha=0.750 -ani
--------------------------------------------------------------------------------
Z         | Q          | alpha     | QSI_alpha | integration_error | space   
--------------------------------------------------------------------------------
6.000e+00 | -1.000e+00 | 7.500e-01 | 9.994e-01 | 1.421e-06         | position
7.000e+00 | -1.000e+00 | 7.500e-01 | 9.997e-01 | 8.195e-07         | position
8.000e+00 | -1.000e+00 | 7.500e-01 | 9.998e-01 | 1.488e-07         | position
9.000e+00 | -1.000e+00 | 7.500e-01 | 9.998e-01 | 1.474e-07         | position
1.100e+01 | -1.000e+00 | 7.500e-01 | 9.937e-01 | 1.477e-06         | position
1.300e+01 | -1.000e+00 | 7.500e-01 | 9.981e-01 | 1.703e-06         | position
1.400e+01 | -1.000e+00 | 7.500e-01 | 9.992e-01 | 8.658e-07         | position
1.500e+01 | -1.000e+00 | 7.500e-01 | 9.995e-01 | 9.760e-07         | position
1.600e+01 | -1.000e+00 | 7.500e-01 | 9.996e-01 | 2.783e-07         | position
1.700e+01 | -1.000e+00 | 7.500e-01 | 9.997e-01 | 1.484e-07         | position
1.900e+01 | -1.000e+00 | 7.500e-01 | 9.954e-01 | 3.451e-07         | position
2.100e+01 | -1.000e+00 | 7.500e-01 | 9.976e-01 | 1.391e-06         | position
2.200e+01 | -1.000e+00 | 7.500e-01 | 9.975e-01 | 1.486e-07         | position
2.300e+01 | -1.000e+00 | 7.500e-01 | 9.975e-01 | 1.913e-07         | position
2.400e+01 | -1.000e+00 | 7.500e-01 | 9.974e-01 | 4.603e-07         | position
2.500e+01 | -1.000e+00 | 7.500e-01 | 9.976e-01 | 8.628e-07         | position
2.600e+01 | -1.000e+00 | 7.500e-01 | 9.977e-01 | 1.063e-06         | position
2.700e+01 | -1.000e+00 | 7.500e-01 | 9.978e-01 | 1.013e-06         | position
2.800e+01 | -1.000e+00 | 7.500e-01 | 9.978e-01 | 3.602e-07         | position
2.900e+01 | -1.000e+00 | 7.500e-01 | 9.979e-01 | 4.663e-07         | position
3.100e+01 | -1.000e+00 | 7.500e-01 | 9.987e-01 | 5.944e-07         | position
3.200e+01 | -1.000e+00 | 7.500e-01 | 9.994e-01 | 7.095e-07         | position
3.300e+01 | -1.000e+00 | 7.500e-01 | 9.996e-01 | 7.303e-07         | position
3.400e+01 | -1.000e+00 | 7.500e-01 | 9.997e-01 | 4.158e-07         | position
3.500e+01 | -1.000e+00 | 7.500e-01 | 9.998e-01 | 1.473e-07         | position
3.700e+01 | -1.000e+00 | 7.500e-01 | 9.968e-01 | 1.209e-06         | position
3.900e+01 | -1.000e+00 | 7.500e-01 | 9.952e-01 | 1.148e-06         | position
4.000e+01 | -1.000e+00 | 7.500e-01 | 9.986e-01 | 2.700e-07         | position
4.100e+01 | -1.000e+00 | 7.500e-01 | 9.986e-01 | 1.489e-07         | position
4.200e+01 | -1.000e+00 | 7.500e-01 | 9.985e-01 | 1.470e-07         | position
4.300e+01 | -1.000e+00 | 7.500e-01 | 9.986e-01 | 1.485e-07         | position
4.400e+01 | -1.000e+00 | 7.500e-01 | 9.987e-01 | 1.484e-07         | position
4.500e+01 | -1.000e+00 | 7.500e-01 | 9.987e-01 | 8.520e-07         | position
4.600e+01 | -1.000e+00 | 7.500e-01 | 9.987e-01 | 6.489e-07         | position
4.700e+01 | -1.000e+00 | 7.500e-01 | 9.986e-01 | 5.936e-07         | position
4.900e+01 | -1.000e+00 | 7.500e-01 | 9.992e-01 | 7.550e-07         | position
5.000e+01 | -1.000e+00 | 7.500e-01 | 9.996e-01 | 7.865e-07         | position
5.100e+01 | -1.000e+00 | 7.500e-01 | 9.997e-01 | 3.868e-07         | position
5.200e+01 | -1.000e+00 | 7.500e-01 | 9.998e-01 | 1.389e-07         | position
5.300e+01 | -1.000e+00 | 7.500e-01 | 9.998e-01 | 1.555e-07         | position

