JRD momento - alpha=0.900 -cat
-------------------------------------------------------------------------------
Z         | Q         | alpha     | JRD       | integration_error | space   
-------------------------------------------------------------------------------
6.000e+00 | 1.000e+00 | 9.000e-01 | 6.787e-03 | 3.972e-07         | momentum
7.000e+00 | 1.000e+00 | 9.000e-01 | 4.399e-03 | 5.027e-07         | momentum
8.000e+00 | 1.000e+00 | 9.000e-01 | 3.069e-03 | 1.464e-07         | momentum
9.000e+00 | 1.000e+00 | 9.000e-01 | 2.268e-03 | 1.411e-07         | momentum
1.000e+01 | 1.000e+00 | 9.000e-01 | 1.731e-03 | 1.472e-07         | momentum
1.100e+01 | 1.000e+00 | 9.000e-01 | 1.355e-03 | 1.422e-07         | momentum
1.200e+01 | 1.000e+00 | 9.000e-01 | 1.708e-03 | 1.611e-07         | momentum
1.300e+01 | 1.000e+00 | 9.000e-01 | 1.429e-03 | 1.566e-07         | momentum
1.400e+01 | 1.000e+00 | 9.000e-01 | 1.239e-03 | 2.472e-07         | momentum
1.500e+01 | 1.000e+00 | 9.000e-01 | 1.101e-03 | 1.762e-07         | momentum
1.600e+01 | 1.000e+00 | 9.000e-01 | 9.896e-04 | 4.431e-07         | momentum
1.700e+01 | 1.000e+00 | 9.000e-01 | 8.973e-04 | 5.443e-07         | momentum
1.800e+01 | 1.000e+00 | 9.000e-01 | 8.190e-04 | 2.169e-07         | momentum
1.900e+01 | 1.000e+00 | 9.000e-01 | 7.402e-04 | 2.609e-07         | momentum
2.000e+01 | 1.000e+00 | 9.000e-01 | 8.063e-04 | 2.242e-07         | momentum
2.100e+01 | 1.000e+00 | 9.000e-01 | 7.338e-04 | 1.488e-07         | momentum
2.300e+01 | 1.000e+00 | 9.000e-01 | 5.197e-04 | 1.473e-07         | momentum
2.200e+01 | 1.000e+00 | 9.000e-01 | 6.703e-04 | 1.481e-07         | momentum
2.400e+01 | 1.000e+00 | 9.000e-01 | 4.765e-04 | 1.485e-07         | momentum
2.500e+01 | 1.000e+00 | 9.000e-01 | 5.216e-04 | 3.475e-07         | momentum
2.700e+01 | 1.000e+00 | 9.000e-01 | 3.755e-04 | 1.489e-07         | momentum
2.600e+01 | 1.000e+00 | 9.000e-01 | 4.837e-04 | 1.983e-07         | momentum
2.800e+01 | 1.000e+00 | 9.000e-01 | 3.488e-04 | 1.475e-07         | momentum
2.900e+01 | 1.000e+00 | 9.000e-01 | 3.247e-04 | 1.425e-07         | momentum
3.000e+01 | 1.000e+00 | 9.000e-01 | 3.676e-04 | 1.486e-07         | momentum
3.200e+01 | 1.000e+00 | 9.000e-01 | 3.174e-04 | 3.813e-07         | momentum
3.100e+01 | 1.000e+00 | 9.000e-01 | 3.396e-04 | 7.565e-07         | momentum
3.400e+01 | 1.000e+00 | 9.000e-01 | 2.877e-04 | 6.909e-07         | momentum
3.300e+01 | 1.000e+00 | 9.000e-01 | 3.014e-04 | 4.396e-07         | momentum
3.500e+01 | 1.000e+00 | 9.000e-01 | 2.752e-04 | 3.963e-07         | momentum
3.600e+01 | 1.000e+00 | 9.000e-01 | 2.630e-04 | 5.930e-07         | momentum
3.700e+01 | 1.000e+00 | 9.000e-01 | 2.536e-04 | 4.545e-07         | momentum
4.100e+01 | 1.000e+00 | 9.000e-01 | 2.161e-04 | 6.510e-07         | momentum
3.800e+01 | 1.000e+00 | 9.000e-01 | 2.644e-04 | 9.498e-07         | momentum
4.200e+01 | 1.000e+00 | 9.000e-01 | 2.109e-04 | 9.839e-07         | momentum
4.000e+01 | 1.000e+00 | 9.000e-01 | 2.435e-04 | 3.439e-07         | momentum
3.900e+01 | 1.000e+00 | 9.000e-01 | 2.553e-04 | 7.346e-07         | momentum
4.400e+01 | 1.000e+00 | 9.000e-01 | 1.931e-04 | 1.444e-07         | momentum
4.300e+01 | 1.000e+00 | 9.000e-01 | 2.178e-04 | 1.488e-07         | momentum
4.500e+01 | 1.000e+00 | 9.000e-01 | 1.862e-04 | 1.468e-07         | momentum
4.600e+01 | 1.000e+00 | 9.000e-01 | 1.797e-04 | 1.474e-07         | momentum
4.700e+01 | 1.000e+00 | 9.000e-01 | 1.735e-04 | 1.483e-07         | momentum
4.800e+01 | 1.000e+00 | 9.000e-01 | 1.848e-04 | 1.488e-07         | momentum
4.900e+01 | 1.000e+00 | 9.000e-01 | 1.777e-04 | 1.488e-07         | momentum
5.000e+01 | 1.000e+00 | 9.000e-01 | 1.715e-04 | 6.446e-07         | momentum
5.100e+01 | 1.000e+00 | 9.000e-01 | 1.663e-04 | 4.598e-07         | momentum
5.300e+01 | 1.000e+00 | 9.000e-01 | 1.577e-04 | 8.612e-07         | momentum
5.200e+01 | 1.000e+00 | 9.000e-01 | 1.608e-04 | 2.902e-07         | momentum
5.500e+01 | 1.000e+00 | 9.000e-01 | 1.501e-04 | 4.724e-07         | momentum
5.400e+01 | 1.000e+00 | 9.000e-01 | 1.539e-04 | 3.334e-07         | momentum

