QSIa momento - alpha=1.750 -neu
-------------------------------------------------------------------------------
Z         | Q         | alpha     | QSI_alpha | integration_error | space   
-------------------------------------------------------------------------------
3.000e+00 | 0.000e+00 | 1.750e+00 | 4.951e-01 | 1.445e-07         | momentum
4.000e+00 | 0.000e+00 | 1.750e+00 | 9.906e-01 | 1.450e-07         | momentum
5.000e+00 | 0.000e+00 | 1.750e+00 | 9.959e-01 | 1.483e-07         | momentum
6.000e+00 | 0.000e+00 | 1.750e+00 | 9.974e-01 | 1.464e-07         | momentum
7.000e+00 | 0.000e+00 | 1.750e+00 | 9.983e-01 | 1.433e-07         | momentum
8.000e+00 | 0.000e+00 | 1.750e+00 | 9.991e-01 | 1.115e-07         | momentum
9.000e+00 | 0.000e+00 | 1.750e+00 | 9.994e-01 | 1.454e-07         | momentum
1.000e+01 | 0.000e+00 | 1.750e+00 | 9.996e-01 | 5.489e-08         | momentum
1.100e+01 | 0.000e+00 | 1.750e+00 | 7.448e-01 | 1.444e-07         | momentum
1.200e+01 | 0.000e+00 | 1.750e+00 | 9.638e-01 | 1.483e-07         | momentum
1.300e+01 | 0.000e+00 | 1.750e+00 | 9.889e-01 | 1.485e-07         | momentum
1.400e+01 | 0.000e+00 | 1.750e+00 | 9.949e-01 | 1.458e-07         | momentum
1.500e+01 | 0.000e+00 | 1.750e+00 | 9.972e-01 | 1.488e-07         | momentum
1.600e+01 | 0.000e+00 | 1.750e+00 | 9.984e-01 | 1.451e-07         | momentum
1.700e+01 | 0.000e+00 | 1.750e+00 | 9.990e-01 | 1.374e-07         | momentum
1.800e+01 | 0.000e+00 | 1.750e+00 | 9.993e-01 | 1.488e-07         | momentum
1.900e+01 | 0.000e+00 | 1.750e+00 | 8.774e-01 | 1.475e-07         | momentum
2.000e+01 | 0.000e+00 | 1.750e+00 | 9.638e-01 | 1.473e-07         | momentum
2.100e+01 | 0.000e+00 | 1.750e+00 | 9.645e-01 | 1.487e-07         | momentum
2.200e+01 | 0.000e+00 | 1.750e+00 | 9.647e-01 | 1.483e-07         | momentum
2.300e+01 | 0.000e+00 | 1.750e+00 | 9.648e-01 | 1.484e-07         | momentum
2.400e+01 | 0.000e+00 | 1.750e+00 | 9.370e-01 | 1.460e-07         | momentum
2.500e+01 | 0.000e+00 | 1.750e+00 | 9.651e-01 | 1.476e-07         | momentum
2.600e+01 | 0.000e+00 | 1.750e+00 | 9.658e-01 | 1.489e-07         | momentum
2.700e+01 | 0.000e+00 | 1.750e+00 | 9.662e-01 | 1.478e-07         | momentum
2.800e+01 | 0.000e+00 | 1.750e+00 | 9.667e-01 | 1.482e-07         | momentum
2.900e+01 | 0.000e+00 | 1.750e+00 | 9.345e-01 | 1.433e-07         | momentum
3.000e+01 | 0.000e+00 | 1.750e+00 | 9.674e-01 | 1.488e-07         | momentum
3.100e+01 | 0.000e+00 | 1.750e+00 | 9.862e-01 | 1.481e-07         | momentum
3.200e+01 | 0.000e+00 | 1.750e+00 | 9.927e-01 | 1.392e-07         | momentum
3.300e+01 | 0.000e+00 | 1.750e+00 | 9.956e-01 | 1.454e-07         | momentum
3.400e+01 | 0.000e+00 | 1.750e+00 | 9.973e-01 | 1.049e-07         | momentum
3.500e+01 | 0.000e+00 | 1.750e+00 | 9.982e-01 | 1.294e-07         | momentum
3.600e+01 | 0.000e+00 | 1.750e+00 | 9.987e-01 | 1.431e-07         | momentum
3.700e+01 | 0.000e+00 | 1.750e+00 | 9.176e-01 | 1.442e-07         | momentum
3.800e+01 | 0.000e+00 | 1.750e+00 | 9.677e-01 | 1.430e-07         | momentum
3.900e+01 | 0.000e+00 | 1.750e+00 | 9.709e-01 | 1.468e-07         | momentum
4.000e+01 | 0.000e+00 | 1.750e+00 | 9.724e-01 | 1.444e-07         | momentum
4.100e+01 | 0.000e+00 | 1.750e+00 | 9.725e-01 | 1.451e-07         | momentum
4.200e+01 | 0.000e+00 | 1.750e+00 | 9.742e-01 | 1.451e-07         | momentum
4.300e+01 | 0.000e+00 | 1.750e+00 | 9.750e-01 | 1.485e-07         | momentum
4.400e+01 | 0.000e+00 | 1.750e+00 | 9.736e-01 | 1.481e-07         | momentum
4.500e+01 | 0.000e+00 | 1.750e+00 | 9.728e-01 | 1.490e-07         | momentum
4.600e+01 | 0.000e+00 | 1.750e+00 | 9.999e-01 | 1.488e-07         | momentum
4.700e+01 | 0.000e+00 | 1.750e+00 | 9.709e-01 | 1.479e-07         | momentum
4.800e+01 | 0.000e+00 | 1.750e+00 | 9.785e-01 | 1.441e-07         | momentum
4.900e+01 | 0.000e+00 | 1.750e+00 | 9.891e-01 | 1.454e-07         | momentum
5.000e+01 | 0.000e+00 | 1.750e+00 | 9.936e-01 | 1.489e-07         | momentum
5.100e+01 | 0.000e+00 | 1.750e+00 | 9.958e-01 | 1.430e-07         | momentum
5.200e+01 | 0.000e+00 | 1.750e+00 | 9.972e-01 | 1.484e-07         | momentum
5.300e+01 | 0.000e+00 | 1.750e+00 | 9.980e-01 | 1.447e-07         | momentum
5.400e+01 | 0.000e+00 | 1.750e+00 | 9.985e-01 | 1.476e-07         | momentum

