QSIa posicion - alpha=2.000 -neu
-------------------------------------------------------------------------------
Z         | Q         | alpha     | QSI_alpha | integration_error | space   
-------------------------------------------------------------------------------
3.000e+00 | 0.000e+00 | 2.000e+00 | 9.995e-01 | 1.446e-07         | position
4.000e+00 | 0.000e+00 | 2.000e+00 | 9.974e-01 | 1.453e-07         | position
5.000e+00 | 0.000e+00 | 2.000e+00 | 9.942e-01 | 1.488e-07         | position
6.000e+00 | 0.000e+00 | 2.000e+00 | 9.898e-01 | 1.430e-07         | position
7.000e+00 | 0.000e+00 | 2.000e+00 | 9.846e-01 | 4.776e-07         | position
8.000e+00 | 0.000e+00 | 2.000e+00 | 9.797e-01 | 1.487e-07         | position
9.000e+00 | 0.000e+00 | 2.000e+00 | 9.750e-01 | 2.594e-06         | position
1.000e+01 | 0.000e+00 | 2.000e+00 | 9.707e-01 | 1.485e-07         | position
1.100e+01 | 0.000e+00 | 2.000e+00 | 9.683e-01 | 1.980e-07         | position
1.200e+01 | 0.000e+00 | 2.000e+00 | 9.667e-01 | 4.294e-07         | position
1.300e+01 | 0.000e+00 | 2.000e+00 | 9.655e-01 | 5.151e-07         | position
1.400e+01 | 0.000e+00 | 2.000e+00 | 9.646e-01 | 6.968e-07         | position
1.500e+01 | 0.000e+00 | 2.000e+00 | 9.639e-01 | 7.997e-06         | position
1.600e+01 | 0.000e+00 | 2.000e+00 | 9.635e-01 | 2.812e-07         | position
1.700e+01 | 0.000e+00 | 2.000e+00 | 9.631e-01 | 1.478e-07         | position
1.800e+01 | 0.000e+00 | 2.000e+00 | 9.629e-01 | 1.486e-07         | position
1.900e+01 | 0.000e+00 | 2.000e+00 | 9.628e-01 | 2.135e-05         | position
2.000e+01 | 0.000e+00 | 2.000e+00 | 9.627e-01 | 1.530e-05         | position
2.100e+01 | 0.000e+00 | 2.000e+00 | 9.626e-01 | 1.383e-05         | position
2.200e+01 | 0.000e+00 | 2.000e+00 | 9.625e-01 | 1.216e-05         | position
2.300e+01 | 0.000e+00 | 2.000e+00 | 9.625e-01 | 1.096e-05         | position
2.400e+01 | 0.000e+00 | 2.000e+00 | 9.624e-01 | 8.958e-06         | position
2.500e+01 | 0.000e+00 | 2.000e+00 | 9.624e-01 | 3.439e-05         | position
2.600e+01 | 0.000e+00 | 2.000e+00 | 9.623e-01 | 8.793e-05         | position
2.700e+01 | 0.000e+00 | 2.000e+00 | 9.623e-01 | 5.129e-05         | position
2.800e+01 | 0.000e+00 | 2.000e+00 | 9.622e-01 | 4.742e-05         | position
2.900e+01 | 0.000e+00 | 2.000e+00 | 9.622e-01 | 2.167e-05         | position
3.000e+01 | 0.000e+00 | 2.000e+00 | 9.622e-01 | 1.170e-04         | position
3.100e+01 | 0.000e+00 | 2.000e+00 | 9.622e-01 | 2.352e-05         | position
3.200e+01 | 0.000e+00 | 2.000e+00 | 9.622e-01 | 5.919e-05         | position
3.300e+01 | 0.000e+00 | 2.000e+00 | 9.622e-01 | 8.923e-05         | position
3.400e+01 | 0.000e+00 | 2.000e+00 | 9.623e-01 | 8.725e-05         | position
3.500e+01 | 0.000e+00 | 2.000e+00 | 9.623e-01 | 6.443e-05         | position
3.600e+01 | 0.000e+00 | 2.000e+00 | 9.624e-01 | 2.777e-05         | position
3.700e+01 | 0.000e+00 | 2.000e+00 | 9.625e-01 | 2.337e-05         | position
3.800e+01 | 0.000e+00 | 2.000e+00 | 9.625e-01 | 4.397e-05         | position
3.900e+01 | 0.000e+00 | 2.000e+00 | 9.626e-01 | 1.253e-04         | position
4.000e+01 | 0.000e+00 | 2.000e+00 | 9.627e-01 | 1.896e-04         | position
4.100e+01 | 0.000e+00 | 2.000e+00 | 9.628e-01 | 2.318e-04         | position
4.200e+01 | 0.000e+00 | 2.000e+00 | 9.629e-01 | 2.581e-04         | position
4.300e+01 | 0.000e+00 | 2.000e+00 | 9.629e-01 | 2.576e-04         | position
4.400e+01 | 0.000e+00 | 2.000e+00 | 9.630e-01 | 2.040e-04         | position
4.500e+01 | 0.000e+00 | 2.000e+00 | 9.631e-01 | 1.337e-04         | position
4.600e+01 | 0.000e+00 | 2.000e+00 | 9.632e-01 | 1.019e-04         | position
4.700e+01 | 0.000e+00 | 2.000e+00 | 9.633e-01 | 3.377e-04         | position
4.800e+01 | 0.000e+00 | 2.000e+00 | 9.634e-01 | 8.603e-04         | position
4.900e+01 | 0.000e+00 | 2.000e+00 | 9.635e-01 | 4.184e-04         | position
5.000e+01 | 0.000e+00 | 2.000e+00 | 9.636e-01 | 6.521e-04         | position
5.100e+01 | 0.000e+00 | 2.000e+00 | 9.637e-01 | 9.905e-04         | position
5.200e+01 | 0.000e+00 | 2.000e+00 | 9.638e-01 | 4.750e-04         | position
5.300e+01 | 0.000e+00 | 2.000e+00 | 9.639e-01 | 7.711e-05         | position
5.400e+01 | 0.000e+00 | 2.000e+00 | 9.640e-01 | 1.086e-03         | position

