JTD - momento alpha=1.500-neu
-------------------------------------------------------------------------------
Z         | Q         | alpha     | JTD       | integration_error | space   
-------------------------------------------------------------------------------
3.000e+00 | 0.000e+00 | 1.500e+00 | 2.080e-02 | 1.426e-07         | momentum
4.000e+00 | 0.000e+00 | 1.500e+00 | 2.135e-03 | 1.475e-07         | momentum
5.000e+00 | 0.000e+00 | 1.500e+00 | 3.210e-04 | 1.198e-07         | momentum
6.000e+00 | 0.000e+00 | 1.500e+00 | 7.843e-05 | 1.373e-07         | momentum
7.000e+00 | 0.000e+00 | 1.500e+00 | 2.511e-05 | 1.110e-07         | momentum
8.000e+00 | 0.000e+00 | 1.500e+00 | 8.844e-06 | 7.779e-08         | momentum
9.000e+00 | 0.000e+00 | 1.500e+00 | 3.651e-06 | 1.304e-07         | momentum
1.000e+01 | 0.000e+00 | 1.500e+00 | 1.688e-06 | 1.400e-07         | momentum
1.100e+01 | 0.000e+00 | 1.500e+00 | 5.173e-04 | 1.443e-07         | momentum
1.200e+01 | 0.000e+00 | 1.500e+00 | 2.475e-04 | 1.416e-07         | momentum
1.300e+01 | 0.000e+00 | 1.500e+00 | 9.260e-05 | 1.433e-07         | momentum
1.400e+01 | 0.000e+00 | 1.500e+00 | 4.189e-05 | 1.394e-07         | momentum
1.500e+01 | 0.000e+00 | 1.500e+00 | 2.133e-05 | 1.444e-07         | momentum
1.600e+01 | 0.000e+00 | 1.500e+00 | 1.197e-05 | 1.442e-07         | momentum
1.700e+01 | 0.000e+00 | 1.500e+00 | 7.073e-06 | 1.402e-07         | momentum
1.800e+01 | 0.000e+00 | 1.500e+00 | 4.362e-06 | 8.133e-08         | momentum
1.900e+01 | 0.000e+00 | 1.500e+00 | 1.680e-04 | 1.460e-07         | momentum
2.000e+01 | 0.000e+00 | 1.500e+00 | 1.138e-04 | 1.441e-07         | momentum
2.100e+01 | 0.000e+00 | 1.500e+00 | 8.248e-05 | 1.487e-07         | momentum
2.200e+01 | 0.000e+00 | 1.500e+00 | 6.350e-05 | 1.476e-07         | momentum
2.300e+01 | 0.000e+00 | 1.500e+00 | 4.995e-05 | 1.362e-07         | momentum
2.400e+01 | 0.000e+00 | 1.500e+00 | 2.928e-05 | 1.349e-07         | momentum
2.500e+01 | 0.000e+00 | 1.500e+00 | 3.254e-05 | 1.358e-07         | momentum
2.600e+01 | 0.000e+00 | 1.500e+00 | 2.617e-05 | 1.458e-07         | momentum
2.700e+01 | 0.000e+00 | 1.500e+00 | 2.142e-05 | 1.272e-07         | momentum
2.800e+01 | 0.000e+00 | 1.500e+00 | 1.772e-05 | 1.325e-07         | momentum
2.900e+01 | 0.000e+00 | 1.500e+00 | 1.376e-05 | 1.480e-07         | momentum
3.000e+01 | 0.000e+00 | 1.500e+00 | 1.250e-05 | 8.114e-08         | momentum
3.100e+01 | 0.000e+00 | 1.500e+00 | 7.498e-06 | 1.171e-07         | momentum
3.200e+01 | 0.000e+00 | 1.500e+00 | 4.846e-06 | 1.425e-07         | momentum
3.300e+01 | 0.000e+00 | 1.500e+00 | 3.330e-06 | 1.248e-07         | momentum
3.400e+01 | 0.000e+00 | 1.500e+00 | 2.455e-06 | 6.875e-08         | momentum
3.500e+01 | 0.000e+00 | 1.500e+00 | 1.839e-06 | 1.295e-07         | momentum
3.600e+01 | 0.000e+00 | 1.500e+00 | 1.401e-06 | 1.412e-07         | momentum
3.700e+01 | 0.000e+00 | 1.500e+00 | 2.716e-05 | 1.484e-07         | momentum
3.800e+01 | 0.000e+00 | 1.500e+00 | 2.244e-05 | 1.482e-07         | momentum
3.900e+01 | 0.000e+00 | 1.500e+00 | 1.652e-05 | 1.444e-07         | momentum
4.000e+01 | 0.000e+00 | 1.500e+00 | 1.333e-05 | 1.477e-07         | momentum
4.100e+01 | 0.000e+00 | 1.500e+00 | 6.584e-06 | 1.083e-07         | momentum
4.200e+01 | 0.000e+00 | 1.500e+00 | 5.600e-06 | 1.436e-07         | momentum
4.300e+01 | 0.000e+00 | 1.500e+00 | 8.107e-06 | 1.464e-07         | momentum
4.400e+01 | 0.000e+00 | 1.500e+00 | 4.745e-06 | 1.074e-07         | momentum
4.500e+01 | 0.000e+00 | 1.500e+00 | 4.445e-06 | 8.957e-08         | momentum
4.600e+01 | 0.000e+00 | 1.500e+00 | 1.288e-07 | 8.131e-08         | momentum
4.700e+01 | 0.000e+00 | 1.500e+00 | 3.957e-06 | 9.822e-08         | momentum
4.800e+01 | 0.000e+00 | 1.500e+00 | 4.128e-06 | 1.142e-07         | momentum
4.900e+01 | 0.000e+00 | 1.500e+00 | 2.755e-06 | 5.192e-08         | momentum
5.000e+01 | 0.000e+00 | 1.500e+00 | 1.977e-06 | 4.584e-08         | momentum
5.100e+01 | 0.000e+00 | 1.500e+00 | 1.494e-06 | 1.212e-07         | momentum
5.200e+01 | 0.000e+00 | 1.500e+00 | 1.202e-06 | 1.122e-07         | momentum
5.300e+01 | 0.000e+00 | 1.500e+00 | 9.765e-07 | 6.510e-08         | momentum
5.400e+01 | 0.000e+00 | 1.500e+00 | 8.025e-07 | 7.439e-08         | momentum

