JTD - momento alpha=2.750-cat
--------------------------------------------------------------------------------
Z         | Q         | alpha     | JTD        | integration_error | space   
--------------------------------------------------------------------------------
3.000e+00 | 1.000e+00 | 2.750e+00 | -2.359e-24 | 4.966e-23         | momentum
4.000e+00 | 1.000e+00 | 2.750e+00 | 9.927e-05  | 1.470e-07         | momentum
5.000e+00 | 1.000e+00 | 2.750e+00 | 1.412e-05  | 3.483e-08         | momentum
6.000e+00 | 1.000e+00 | 2.750e+00 | 6.593e-07  | 2.136e-09         | momentum
7.000e+00 | 1.000e+00 | 2.750e+00 | 5.275e-08  | 1.861e-10         | momentum
8.000e+00 | 1.000e+00 | 2.750e+00 | 6.146e-09  | 6.118e-09         | momentum
9.000e+00 | 1.000e+00 | 2.750e+00 | 9.204e-10  | 9.221e-12         | momentum
1.000e+01 | 1.000e+00 | 2.750e+00 | 1.732e-10  | 5.412e-12         | momentum
1.100e+01 | 1.000e+00 | 2.750e+00 | 3.890e-11  | 2.696e-13         | momentum
1.200e+01 | 1.000e+00 | 2.750e+00 | 6.054e-07  | 3.995e-08         | momentum
1.300e+01 | 1.000e+00 | 2.750e+00 | 9.049e-07  | 7.041e-09         | momentum
1.400e+01 | 1.000e+00 | 2.750e+00 | 1.638e-07  | 1.567e-09         | momentum
1.500e+01 | 1.000e+00 | 2.750e+00 | 3.680e-08  | 4.090e-09         | momentum
1.600e+01 | 1.000e+00 | 2.750e+00 | 9.724e-09  | 5.198e-11         | momentum
1.700e+01 | 1.000e+00 | 2.750e+00 | 3.082e-09  | 1.112e-09         | momentum
1.800e+01 | 1.000e+00 | 2.750e+00 | 1.062e-09  | 2.145e-11         | momentum
1.900e+01 | 1.000e+00 | 2.750e+00 | 3.934e-10  | 5.120e-12         | momentum
2.000e+01 | 1.000e+00 | 2.750e+00 | 3.940e-07  | 8.460e-08         | momentum
2.100e+01 | 1.000e+00 | 2.750e+00 | 1.523e-07  | 2.290e-08         | momentum
2.200e+01 | 1.000e+00 | 2.750e+00 | 6.900e-08  | 8.913e-10         | momentum
2.300e+01 | 1.000e+00 | 2.750e+00 | 9.558e-12  | 3.405e-13         | momentum
2.400e+01 | 1.000e+00 | 2.750e+00 | 4.237e-12  | 2.617e-12         | momentum
2.500e+01 | 1.000e+00 | 2.750e+00 | 9.448e-09  | 6.301e-10         | momentum
2.600e+01 | 1.000e+00 | 2.750e+00 | 5.703e-09  | 3.524e-10         | momentum
2.700e+01 | 1.000e+00 | 2.750e+00 | 5.220e-13  | 5.772e-14         | momentum
2.800e+01 | 1.000e+00 | 2.750e+00 | 2.767e-13  | 3.116e-14         | momentum
2.900e+01 | 1.000e+00 | 2.750e+00 | 1.503e-13  | 1.719e-14         | momentum
3.000e+01 | 1.000e+00 | 2.750e+00 | 1.046e-09  | 2.790e-11         | momentum
3.100e+01 | 1.000e+00 | 2.750e+00 | 4.326e-09  | 4.746e-12         | momentum
3.200e+01 | 1.000e+00 | 2.750e+00 | 1.810e-09  | 1.289e-11         | momentum
3.300e+01 | 1.000e+00 | 2.750e+00 | 8.118e-10  | 1.549e-09         | momentum
3.400e+01 | 1.000e+00 | 2.750e+00 | 3.877e-10  | 2.134e-12         | momentum
3.500e+01 | 1.000e+00 | 2.750e+00 | 2.107e-10  | 1.341e-12         | momentum
3.600e+01 | 1.000e+00 | 2.750e+00 | 1.165e-10  | 6.927e-11         | momentum
3.700e+01 | 1.000e+00 | 2.750e+00 | 6.582e-11  | 6.155e-11         | momentum
3.800e+01 | 1.000e+00 | 2.750e+00 | 2.616e-08  | 2.399e-08         | momentum
3.900e+01 | 1.000e+00 | 2.750e+00 | 7.934e-08  | 3.258e-08         | momentum
4.000e+01 | 1.000e+00 | 2.750e+00 | 5.151e-09  | 1.305e-09         | momentum
4.100e+01 | 1.000e+00 | 2.750e+00 | 6.161e-12  | 4.659e-13         | momentum
4.200e+01 | 1.000e+00 | 2.750e+00 | 3.388e-12  | 2.368e-13         | momentum
4.300e+01 | 1.000e+00 | 2.750e+00 | 9.825e-10  | 2.575e-11         | momentum
4.400e+01 | 1.000e+00 | 2.750e+00 | 1.206e-12  | 1.377e-12         | momentum
4.500e+01 | 1.000e+00 | 2.750e+00 | 7.350e-13  | 1.407e-13         | momentum
4.600e+01 | 1.000e+00 | 2.750e+00 | 4.561e-13  | 1.136e-13         | momentum
4.700e+01 | 1.000e+00 | 2.750e+00 | 2.867e-13  | 6.555e-14         | momentum
4.800e+01 | 1.000e+00 | 2.750e+00 | 2.261e-10  | 1.498e-11         | momentum
4.900e+01 | 1.000e+00 | 2.750e+00 | 1.111e-09  | 4.948e-10         | momentum
5.000e+01 | 1.000e+00 | 2.750e+00 | 5.797e-10  | 7.370e-12         | momentum
5.100e+01 | 1.000e+00 | 2.750e+00 | 3.189e-10  | 1.150e-11         | momentum
5.200e+01 | 1.000e+00 | 2.750e+00 | 1.841e-10  | 8.084e-11         | momentum
5.300e+01 | 1.000e+00 | 2.750e+00 | 1.191e-10  | 8.150e-11         | momentum
5.400e+01 | 1.000e+00 | 2.750e+00 | 7.765e-11  | 6.969e-13         | momentum
5.500e+01 | 1.000e+00 | 2.750e+00 | 5.110e-11  | 5.533e-13         | momentum

