JTD - posicion alpha=2.750-cat
--------------------------------------------------------------------------------
Z         | Q         | alpha     | JTD        | integration_error | space   
--------------------------------------------------------------------------------
3.000e+00 | 1.000e+00 | 2.750e+00 | -1.761e-17 | 4.924e-16         | position
4.000e+00 | 1.000e+00 | 2.750e+00 | 9.218e-02  | 1.461e-07         | position
5.000e+00 | 1.000e+00 | 2.750e+00 | 4.472e-01  | 1.371e-07         | position
6.000e+00 | 1.000e+00 | 2.750e+00 | 1.229e+00  | 1.386e-07         | position
7.000e+00 | 1.000e+00 | 2.750e+00 | 2.760e+00  | 9.916e-07         | position
8.000e+00 | 1.000e+00 | 2.750e+00 | 5.472e+00  | 2.106e-06         | position
9.000e+00 | 1.000e+00 | 2.750e+00 | 9.967e+00  | 2.557e-06         | position
1.000e+01 | 1.000e+00 | 2.750e+00 | 1.698e+01  | 6.412e-06         | position
1.100e+01 | 1.000e+00 | 2.750e+00 | 2.743e+01  | 8.116e-07         | position
1.200e+01 | 1.000e+00 | 2.750e+00 | 4.357e+01  | 3.693e-06         | position
1.300e+01 | 1.000e+00 | 2.750e+00 | 6.700e+01  | 8.951e-07         | position
1.400e+01 | 1.000e+00 | 2.750e+00 | 9.906e+01  | 9.466e-06         | position
1.500e+01 | 1.000e+00 | 2.750e+00 | 1.424e+02  | 8.540e-06         | position
1.600e+01 | 1.000e+00 | 2.750e+00 | 1.999e+02  | 5.088e-05         | position
1.700e+01 | 1.000e+00 | 2.750e+00 | 2.747e+02  | 1.020e-04         | position
1.800e+01 | 1.000e+00 | 2.750e+00 | 3.704e+02  | 2.965e-04         | position
1.900e+01 | 1.000e+00 | 2.750e+00 | 4.913e+02  | 1.347e-03         | position
2.000e+01 | 1.000e+00 | 2.750e+00 | 6.450e+02  | 1.040e-04         | position
2.100e+01 | 1.000e+00 | 2.750e+00 | 8.328e+02  | 7.521e-05         | position
2.200e+01 | 1.000e+00 | 2.750e+00 | 1.062e+03  | 9.474e-05         | position
2.300e+01 | 1.000e+00 | 2.750e+00 | 1.335e+03  | 7.474e-05         | position
2.400e+01 | 1.000e+00 | 2.750e+00 | 1.665e+03  | 5.737e-05         | position
2.500e+01 | 1.000e+00 | 2.750e+00 | 2.065e+03  | 4.309e-05         | position
2.600e+01 | 1.000e+00 | 2.750e+00 | 2.531e+03  | 4.568e-05         | position
2.700e+01 | 1.000e+00 | 2.750e+00 | 3.069e+03  | 8.701e-05         | position
2.800e+01 | 1.000e+00 | 2.750e+00 | 3.705e+03  | 1.877e-04         | position
2.900e+01 | 1.000e+00 | 2.750e+00 | 4.442e+03  | 3.918e-04         | position
3.000e+01 | 1.000e+00 | 2.750e+00 | 5.303e+03  | 8.499e-04         | position
3.100e+01 | 1.000e+00 | 2.750e+00 | 6.299e+03  | 1.789e-03         | position
3.200e+01 | 1.000e+00 | 2.750e+00 | 7.431e+03  | 3.713e-03         | position
3.300e+01 | 1.000e+00 | 2.750e+00 | 8.722e+03  | 7.667e-03         | position
3.400e+01 | 1.000e+00 | 2.750e+00 | 1.019e+04  | 1.578e-02         | position
3.500e+01 | 1.000e+00 | 2.750e+00 | 1.185e+04  | 3.247e-02         | position
3.600e+01 | 1.000e+00 | 2.750e+00 | 1.372e+04  | 6.547e-02         | position
3.700e+01 | 1.000e+00 | 2.750e+00 | 1.582e+04  | 1.288e-01         | position
3.800e+01 | 1.000e+00 | 2.750e+00 | 1.819e+04  | 1.002e-03         | position
3.900e+01 | 1.000e+00 | 2.750e+00 | 2.084e+04  | 2.034e-03         | position
4.000e+01 | 1.000e+00 | 2.750e+00 | 2.375e+04  | 3.328e-03         | position
4.100e+01 | 1.000e+00 | 2.750e+00 | 2.699e+04  | 4.748e-03         | position
4.200e+01 | 1.000e+00 | 2.750e+00 | 3.058e+04  | 5.987e-03         | position
4.300e+01 | 1.000e+00 | 2.750e+00 | 3.459e+04  | 6.631e-03         | position
4.400e+01 | 1.000e+00 | 2.750e+00 | 3.894e+04  | 6.682e-03         | position
4.500e+01 | 1.000e+00 | 2.750e+00 | 4.375e+04  | 6.341e-03         | position
4.600e+01 | 1.000e+00 | 2.750e+00 | 4.903e+04  | 5.728e-03         | position
4.700e+01 | 1.000e+00 | 2.750e+00 | 5.480e+04  | 5.051e-03         | position
4.800e+01 | 1.000e+00 | 2.750e+00 | 6.116e+04  | 4.573e-03         | position
4.900e+01 | 1.000e+00 | 2.750e+00 | 6.811e+04  | 4.422e-03         | position
5.000e+01 | 1.000e+00 | 2.750e+00 | 7.565e+04  | 4.685e-03         | position
5.100e+01 | 1.000e+00 | 2.750e+00 | 8.384e+04  | 5.423e-03         | position
5.200e+01 | 1.000e+00 | 2.750e+00 | 9.274e+04  | 6.701e-03         | position
5.300e+01 | 1.000e+00 | 2.750e+00 | 1.024e+05  | 8.656e-03         | position
5.400e+01 | 1.000e+00 | 2.750e+00 | 1.128e+05  | 1.181e-02         | position
5.500e+01 | 1.000e+00 | 2.750e+00 | 1.241e+05  | 1.703e-02         | position

