JRD momento - alpha=0.750 -ani
--------------------------------------------------------------------------------
Z         | Q          | alpha     | JRD       | integration_error | space   
--------------------------------------------------------------------------------
6.000e+00 | -1.000e+00 | 7.500e-01 | 1.107e-02 | 4.546e-07         | momentum
7.000e+00 | -1.000e+00 | 7.500e-01 | 8.872e-03 | 3.542e-07         | momentum
8.000e+00 | -1.000e+00 | 7.500e-01 | 7.189e-03 | 1.344e-07         | momentum
9.000e+00 | -1.000e+00 | 7.500e-01 | 5.915e-03 | 6.527e-07         | momentum
1.100e+01 | -1.000e+00 | 7.500e-01 | 4.956e-03 | 4.018e-06         | momentum
1.300e+01 | -1.000e+00 | 7.500e-01 | 4.205e-03 | 1.839e-07         | momentum
1.400e+01 | -1.000e+00 | 7.500e-01 | 3.884e-03 | 3.228e-06         | momentum
1.500e+01 | -1.000e+00 | 7.500e-01 | 3.621e-03 | 7.590e-06         | momentum
1.600e+01 | -1.000e+00 | 7.500e-01 | 3.384e-03 | 7.420e-07         | momentum
1.700e+01 | -1.000e+00 | 7.500e-01 | 3.170e-03 | 1.005e-05         | momentum
2.100e+01 | -1.000e+00 | 7.500e-01 | 2.603e-03 | 1.048e-06         | momentum
1.900e+01 | -1.000e+00 | 7.500e-01 | 2.925e-03 | 5.408e-07         | momentum
2.200e+01 | -1.000e+00 | 7.500e-01 | 2.454e-03 | 1.921e-06         | momentum
2.300e+01 | -1.000e+00 | 7.500e-01 | 2.319e-03 | 3.549e-06         | momentum
2.400e+01 | -1.000e+00 | 7.500e-01 | 2.193e-03 | 2.226e-06         | momentum
2.500e+01 | -1.000e+00 | 7.500e-01 | 2.081e-03 | 1.163e-06         | momentum
2.600e+01 | -1.000e+00 | 7.500e-01 | 1.977e-03 | 3.395e-06         | momentum
2.700e+01 | -1.000e+00 | 7.500e-01 | 1.881e-03 | 5.043e-06         | momentum
2.800e+01 | -1.000e+00 | 7.500e-01 | 1.791e-03 | 1.641e-05         | momentum
2.900e+01 | -1.000e+00 | 7.500e-01 | 1.710e-03 | 1.140e-05         | momentum
3.300e+01 | -1.000e+00 | 7.500e-01 | 1.490e-03 | 6.594e-06         | momentum
3.100e+01 | -1.000e+00 | 7.500e-01 | 1.592e-03 | 1.157e-05         | momentum
3.200e+01 | -1.000e+00 | 7.500e-01 | 1.539e-03 | 1.134e-05         | momentum
3.400e+01 | -1.000e+00 | 7.500e-01 | 1.444e-03 | 1.579e-05         | momentum
3.500e+01 | -1.000e+00 | 7.500e-01 | 1.401e-03 | 2.195e-05         | momentum
4.000e+01 | -1.000e+00 | 7.500e-01 | 1.232e-03 | 3.639e-06         | momentum
4.100e+01 | -1.000e+00 | 7.500e-01 | 1.199e-03 | 1.912e-05         | momentum
3.700e+01 | -1.000e+00 | 7.500e-01 | 1.338e-03 | 4.031e-07         | momentum
4.300e+01 | -1.000e+00 | 7.500e-01 | 1.138e-03 | 4.792e-06         | momentum
4.400e+01 | -1.000e+00 | 7.500e-01 | 1.110e-03 | 2.950e-06         | momentum
4.200e+01 | -1.000e+00 | 7.500e-01 | 1.168e-03 | 1.503e-05         | momentum
3.900e+01 | -1.000e+00 | 7.500e-01 | 1.271e-03 | 1.517e-06         | momentum
4.500e+01 | -1.000e+00 | 7.500e-01 | 1.082e-03 | 2.446e-06         | momentum
4.600e+01 | -1.000e+00 | 7.500e-01 | 1.056e-03 | 1.857e-06         | momentum
4.700e+01 | -1.000e+00 | 7.500e-01 | 1.031e-03 | 2.338e-06         | momentum
4.900e+01 | -1.000e+00 | 7.500e-01 | 9.894e-04 | 2.955e-06         | momentum
5.000e+01 | -1.000e+00 | 7.500e-01 | 9.696e-04 | 3.057e-05         | momentum
5.100e+01 | -1.000e+00 | 7.500e-01 | 9.513e-04 | 7.473e-06         | momentum
5.200e+01 | -1.000e+00 | 7.500e-01 | 9.337e-04 | 1.107e-05         | momentum
5.300e+01 | -1.000e+00 | 7.500e-01 | 9.167e-04 | 1.323e-05         | momentum

