QSIa momento - alpha=2.000 -neu
-------------------------------------------------------------------------------
Z         | Q         | alpha     | QSI_alpha | integration_error | space   
-------------------------------------------------------------------------------
3.000e+00 | 0.000e+00 | 2.000e+00 | 3.801e-01 | 1.363e-07         | momentum
4.000e+00 | 0.000e+00 | 2.000e+00 | 9.959e-01 | 1.477e-07         | momentum
5.000e+00 | 0.000e+00 | 2.000e+00 | 9.968e-01 | 1.464e-07         | momentum
6.000e+00 | 0.000e+00 | 2.000e+00 | 9.973e-01 | 1.485e-07         | momentum
7.000e+00 | 0.000e+00 | 2.000e+00 | 9.979e-01 | 1.458e-07         | momentum
8.000e+00 | 0.000e+00 | 2.000e+00 | 9.989e-01 | 2.180e-08         | momentum
9.000e+00 | 0.000e+00 | 2.000e+00 | 9.993e-01 | 1.473e-07         | momentum
1.000e+01 | 0.000e+00 | 2.000e+00 | 9.995e-01 | 1.233e-07         | momentum
1.100e+01 | 0.000e+00 | 2.000e+00 | 5.579e-01 | 1.487e-07         | momentum
1.200e+01 | 0.000e+00 | 2.000e+00 | 9.707e-01 | 1.443e-07         | momentum
1.300e+01 | 0.000e+00 | 2.000e+00 | 9.916e-01 | 1.480e-07         | momentum
1.400e+01 | 0.000e+00 | 2.000e+00 | 9.959e-01 | 1.456e-07         | momentum
1.500e+01 | 0.000e+00 | 2.000e+00 | 9.976e-01 | 1.474e-07         | momentum
1.600e+01 | 0.000e+00 | 2.000e+00 | 9.987e-01 | 1.472e-07         | momentum
1.700e+01 | 0.000e+00 | 2.000e+00 | 9.992e-01 | 1.446e-07         | momentum
1.800e+01 | 0.000e+00 | 2.000e+00 | 9.994e-01 | 1.416e-07         | momentum
1.900e+01 | 0.000e+00 | 2.000e+00 | 7.469e-01 | 1.480e-07         | momentum
2.000e+01 | 0.000e+00 | 2.000e+00 | 9.557e-01 | 1.367e-07         | momentum
2.100e+01 | 0.000e+00 | 2.000e+00 | 9.538e-01 | 1.449e-07         | momentum
2.200e+01 | 0.000e+00 | 2.000e+00 | 9.526e-01 | 1.448e-07         | momentum
2.300e+01 | 0.000e+00 | 2.000e+00 | 9.516e-01 | 1.421e-07         | momentum
2.400e+01 | 0.000e+00 | 2.000e+00 | 8.471e-01 | 1.474e-07         | momentum
2.500e+01 | 0.000e+00 | 2.000e+00 | 9.502e-01 | 1.482e-07         | momentum
2.600e+01 | 0.000e+00 | 2.000e+00 | 9.496e-01 | 1.478e-07         | momentum
2.700e+01 | 0.000e+00 | 2.000e+00 | 9.491e-01 | 1.449e-07         | momentum
2.800e+01 | 0.000e+00 | 2.000e+00 | 9.487e-01 | 1.458e-07         | momentum
2.900e+01 | 0.000e+00 | 2.000e+00 | 8.286e-01 | 6.624e-08         | momentum
3.000e+01 | 0.000e+00 | 2.000e+00 | 9.481e-01 | 1.372e-07         | momentum
3.100e+01 | 0.000e+00 | 2.000e+00 | 9.826e-01 | 1.252e-07         | momentum
3.200e+01 | 0.000e+00 | 2.000e+00 | 9.917e-01 | 1.424e-07         | momentum
3.300e+01 | 0.000e+00 | 2.000e+00 | 9.954e-01 | 1.432e-07         | momentum
3.400e+01 | 0.000e+00 | 2.000e+00 | 9.973e-01 | 1.424e-07         | momentum
3.500e+01 | 0.000e+00 | 2.000e+00 | 9.983e-01 | 1.196e-07         | momentum
3.600e+01 | 0.000e+00 | 2.000e+00 | 9.989e-01 | 1.409e-07         | momentum
3.700e+01 | 0.000e+00 | 2.000e+00 | 8.092e-01 | 1.480e-07         | momentum
3.800e+01 | 0.000e+00 | 2.000e+00 | 9.532e-01 | 1.378e-07         | momentum
3.900e+01 | 0.000e+00 | 2.000e+00 | 9.535e-01 | 1.417e-07         | momentum
4.000e+01 | 0.000e+00 | 2.000e+00 | 9.532e-01 | 1.467e-07         | momentum
4.100e+01 | 0.000e+00 | 2.000e+00 | 9.299e-01 | 1.480e-07         | momentum
4.200e+01 | 0.000e+00 | 2.000e+00 | 9.329e-01 | 1.478e-07         | momentum
4.300e+01 | 0.000e+00 | 2.000e+00 | 9.530e-01 | 1.490e-07         | momentum
4.400e+01 | 0.000e+00 | 2.000e+00 | 9.288e-01 | 1.485e-07         | momentum
4.500e+01 | 0.000e+00 | 2.000e+00 | 9.254e-01 | 1.296e-07         | momentum
4.600e+01 | 0.000e+00 | 2.000e+00 | 9.999e-01 | 1.373e-07         | momentum
4.700e+01 | 0.000e+00 | 2.000e+00 | 9.176e-01 | 1.466e-07         | momentum
4.800e+01 | 0.000e+00 | 2.000e+00 | 9.544e-01 | 1.479e-07         | momentum
4.900e+01 | 0.000e+00 | 2.000e+00 | 9.812e-01 | 1.476e-07         | momentum
5.000e+01 | 0.000e+00 | 2.000e+00 | 9.902e-01 | 1.345e-07         | momentum
5.100e+01 | 0.000e+00 | 2.000e+00 | 9.942e-01 | 2.636e-08         | momentum
5.200e+01 | 0.000e+00 | 2.000e+00 | 9.965e-01 | 1.331e-07         | momentum
5.300e+01 | 0.000e+00 | 2.000e+00 | 9.977e-01 | 1.398e-07         | momentum
5.400e+01 | 0.000e+00 | 2.000e+00 | 9.984e-01 | 1.430e-07         | momentum

