QSIa posicion - alpha=2.000 -ani
--------------------------------------------------------------------------------
Z         | Q          | alpha     | QSI_alpha | integration_error | space   
--------------------------------------------------------------------------------
6.000e+00 | -1.000e+00 | 2.000e+00 | 9.888e-01 | 1.473e-07         | position
7.000e+00 | -1.000e+00 | 2.000e+00 | 9.840e-01 | 6.455e-07         | position
8.000e+00 | -1.000e+00 | 2.000e+00 | 9.790e-01 | 1.458e-07         | position
9.000e+00 | -1.000e+00 | 2.000e+00 | 9.741e-01 | 5.601e-07         | position
1.100e+01 | -1.000e+00 | 2.000e+00 | 9.683e-01 | 5.405e-07         | position
1.300e+01 | -1.000e+00 | 2.000e+00 | 9.655e-01 | 1.461e-07         | position
1.400e+01 | -1.000e+00 | 2.000e+00 | 9.646e-01 | 3.400e-07         | position
1.500e+01 | -1.000e+00 | 2.000e+00 | 9.640e-01 | 6.783e-06         | position
1.600e+01 | -1.000e+00 | 2.000e+00 | 9.635e-01 | 1.393e-07         | position
1.700e+01 | -1.000e+00 | 2.000e+00 | 9.631e-01 | 1.417e-07         | position
1.900e+01 | -1.000e+00 | 2.000e+00 | 9.628e-01 | 2.145e-06         | position
2.100e+01 | -1.000e+00 | 2.000e+00 | 9.626e-01 | 1.869e-06         | position
2.200e+01 | -1.000e+00 | 2.000e+00 | 9.625e-01 | 4.397e-06         | position
2.300e+01 | -1.000e+00 | 2.000e+00 | 9.625e-01 | 6.387e-06         | position
2.400e+01 | -1.000e+00 | 2.000e+00 | 9.624e-01 | 8.133e-06         | position
2.500e+01 | -1.000e+00 | 2.000e+00 | 9.624e-01 | 2.617e-05         | position
2.600e+01 | -1.000e+00 | 2.000e+00 | 9.623e-01 | 7.751e-05         | position
2.700e+01 | -1.000e+00 | 2.000e+00 | 9.623e-01 | 4.320e-05         | position
2.800e+01 | -1.000e+00 | 2.000e+00 | 9.622e-01 | 3.935e-05         | position
2.900e+01 | -1.000e+00 | 2.000e+00 | 9.622e-01 | 1.844e-05         | position
3.100e+01 | -1.000e+00 | 2.000e+00 | 9.622e-01 | 1.340e-04         | position
3.200e+01 | -1.000e+00 | 2.000e+00 | 9.622e-01 | 1.854e-04         | position
3.300e+01 | -1.000e+00 | 2.000e+00 | 9.622e-01 | 7.507e-05         | position
3.400e+01 | -1.000e+00 | 2.000e+00 | 9.623e-01 | 7.702e-05         | position
3.500e+01 | -1.000e+00 | 2.000e+00 | 9.623e-01 | 5.684e-05         | position
3.700e+01 | -1.000e+00 | 2.000e+00 | 9.625e-01 | 3.446e-06         | position
3.900e+01 | -1.000e+00 | 2.000e+00 | 9.626e-01 | 9.768e-05         | position
4.000e+01 | -1.000e+00 | 2.000e+00 | 9.627e-01 | 1.595e-04         | position
4.100e+01 | -1.000e+00 | 2.000e+00 | 9.628e-01 | 2.094e-04         | position
4.200e+01 | -1.000e+00 | 2.000e+00 | 9.629e-01 | 2.332e-04         | position
4.300e+01 | -1.000e+00 | 2.000e+00 | 9.629e-01 | 2.275e-04         | position
4.400e+01 | -1.000e+00 | 2.000e+00 | 9.630e-01 | 1.878e-04         | position
4.500e+01 | -1.000e+00 | 2.000e+00 | 9.631e-01 | 1.188e-04         | position
4.600e+01 | -1.000e+00 | 2.000e+00 | 9.632e-01 | 9.457e-05         | position
4.700e+01 | -1.000e+00 | 2.000e+00 | 9.633e-01 | 3.151e-04         | position
4.900e+01 | -1.000e+00 | 2.000e+00 | 9.635e-01 | 3.699e-04         | position
5.000e+01 | -1.000e+00 | 2.000e+00 | 9.636e-01 | 5.769e-04         | position
5.100e+01 | -1.000e+00 | 2.000e+00 | 9.637e-01 | 8.806e-04         | position
5.200e+01 | -1.000e+00 | 2.000e+00 | 9.638e-01 | 4.267e-04         | position
5.300e+01 | -1.000e+00 | 2.000e+00 | 9.639e-01 | 6.921e-05         | position

