JTD - posicion alpha=0.750-ani
--------------------------------------------------------------------------------
Z         | Q          | alpha     | JTD       | integration_error | space   
--------------------------------------------------------------------------------
6.000e+00 | -1.000e+00 | 7.500e-01 | 9.316e-03 | 1.448e-07         | position
7.000e+00 | -1.000e+00 | 7.500e-01 | 4.448e-03 | 1.476e-07         | position
8.000e+00 | -1.000e+00 | 7.500e-01 | 2.313e-03 | 1.428e-07         | position
9.000e+00 | -1.000e+00 | 7.500e-01 | 1.317e-03 | 1.475e-07         | position
1.100e+01 | -1.000e+00 | 7.500e-01 | 1.425e-01 | 1.485e-07         | position
1.300e+01 | -1.000e+00 | 7.500e-01 | 3.598e-02 | 1.423e-07         | position
1.400e+01 | -1.000e+00 | 7.500e-01 | 1.246e-02 | 1.489e-07         | position
1.500e+01 | -1.000e+00 | 7.500e-01 | 7.119e-03 | 1.485e-07         | position
1.600e+01 | -1.000e+00 | 7.500e-01 | 4.317e-03 | 1.482e-07         | position
1.700e+01 | -1.000e+00 | 7.500e-01 | 2.789e-03 | 1.470e-07         | position
1.900e+01 | -1.000e+00 | 7.500e-01 | 9.108e-02 | 1.473e-07         | position
2.100e+01 | -1.000e+00 | 7.500e-01 | 3.915e-02 | 1.487e-07         | position
2.200e+01 | -1.000e+00 | 7.500e-01 | 3.800e-02 | 1.463e-07         | position
2.300e+01 | -1.000e+00 | 7.500e-01 | 3.533e-02 | 1.473e-07         | position
2.400e+01 | -1.000e+00 | 7.500e-01 | 3.337e-02 | 1.469e-07         | position
2.500e+01 | -1.000e+00 | 7.500e-01 | 2.870e-02 | 1.472e-07         | position
2.600e+01 | -1.000e+00 | 7.500e-01 | 2.570e-02 | 1.458e-07         | position
2.700e+01 | -1.000e+00 | 7.500e-01 | 2.330e-02 | 1.484e-07         | position
2.800e+01 | -1.000e+00 | 7.500e-01 | 2.131e-02 | 1.471e-07         | position
2.900e+01 | -1.000e+00 | 7.500e-01 | 1.984e-02 | 1.490e-07         | position
3.100e+01 | -1.000e+00 | 7.500e-01 | 1.292e-02 | 1.438e-07         | position
3.200e+01 | -1.000e+00 | 7.500e-01 | 4.888e-03 | 1.446e-07         | position
3.300e+01 | -1.000e+00 | 7.500e-01 | 3.213e-03 | 1.413e-07         | position
3.400e+01 | -1.000e+00 | 7.500e-01 | 2.204e-03 | 1.454e-07         | position
3.500e+01 | -1.000e+00 | 7.500e-01 | 1.585e-03 | 1.490e-07         | position
3.700e+01 | -1.000e+00 | 7.500e-01 | 3.951e-02 | 1.460e-07         | position
3.900e+01 | -1.000e+00 | 7.500e-01 | 5.088e-02 | 1.490e-07         | position
4.000e+01 | -1.000e+00 | 7.500e-01 | 1.414e-02 | 1.461e-07         | position
4.100e+01 | -1.000e+00 | 7.500e-01 | 1.393e-02 | 1.477e-07         | position
4.200e+01 | -1.000e+00 | 7.500e-01 | 1.396e-02 | 1.472e-07         | position
4.300e+01 | -1.000e+00 | 7.500e-01 | 1.259e-02 | 1.477e-07         | position
4.400e+01 | -1.000e+00 | 7.500e-01 | 1.189e-02 | 1.484e-07         | position
4.500e+01 | -1.000e+00 | 7.500e-01 | 1.138e-02 | 1.478e-07         | position
4.600e+01 | -1.000e+00 | 7.500e-01 | 1.098e-02 | 1.488e-07         | position
4.700e+01 | -1.000e+00 | 7.500e-01 | 1.075e-02 | 1.490e-07         | position
4.900e+01 | -1.000e+00 | 7.500e-01 | 6.484e-03 | 1.487e-07         | position
5.000e+01 | -1.000e+00 | 7.500e-01 | 2.944e-03 | 1.486e-07         | position
5.100e+01 | -1.000e+00 | 7.500e-01 | 2.090e-03 | 1.478e-07         | position
5.200e+01 | -1.000e+00 | 7.500e-01 | 1.528e-03 | 1.490e-07         | position
5.300e+01 | -1.000e+00 | 7.500e-01 | 1.161e-03 | 1.481e-07         | position

