QSIa posicion - alpha=2.250 -neu
-------------------------------------------------------------------------------
Z         | Q         | alpha     | QSI_alpha | integration_error | space   
-------------------------------------------------------------------------------
3.000e+00 | 0.000e+00 | 2.250e+00 | 9.999e-01 | 1.477e-07         | position
4.000e+00 | 0.000e+00 | 2.250e+00 | 9.992e-01 | 1.487e-07         | position
5.000e+00 | 0.000e+00 | 2.250e+00 | 9.979e-01 | 1.489e-07         | position
6.000e+00 | 0.000e+00 | 2.250e+00 | 9.957e-01 | 2.188e-07         | position
7.000e+00 | 0.000e+00 | 2.250e+00 | 9.927e-01 | 1.489e-07         | position
8.000e+00 | 0.000e+00 | 2.250e+00 | 9.892e-01 | 2.141e-06         | position
9.000e+00 | 0.000e+00 | 2.250e+00 | 9.853e-01 | 1.489e-07         | position
1.000e+01 | 0.000e+00 | 2.250e+00 | 9.810e-01 | 1.029e-05         | position
1.100e+01 | 0.000e+00 | 2.250e+00 | 9.779e-01 | 1.250e-06         | position
1.200e+01 | 0.000e+00 | 2.250e+00 | 9.753e-01 | 7.147e-07         | position
1.300e+01 | 0.000e+00 | 2.250e+00 | 9.731e-01 | 2.364e-05         | position
1.400e+01 | 0.000e+00 | 2.250e+00 | 9.712e-01 | 5.079e-07         | position
1.500e+01 | 0.000e+00 | 2.250e+00 | 9.696e-01 | 7.101e-07         | position
1.600e+01 | 0.000e+00 | 2.250e+00 | 9.682e-01 | 7.941e-07         | position
1.700e+01 | 0.000e+00 | 2.250e+00 | 9.670e-01 | 4.350e-07         | position
1.800e+01 | 0.000e+00 | 2.250e+00 | 9.659e-01 | 1.235e-06         | position
1.900e+01 | 0.000e+00 | 2.250e+00 | 9.650e-01 | 6.940e-06         | position
2.000e+01 | 0.000e+00 | 2.250e+00 | 9.642e-01 | 4.212e-05         | position
2.100e+01 | 0.000e+00 | 2.250e+00 | 9.636e-01 | 1.227e-04         | position
2.200e+01 | 0.000e+00 | 2.250e+00 | 9.630e-01 | 1.174e-04         | position
2.300e+01 | 0.000e+00 | 2.250e+00 | 9.625e-01 | 4.616e-04         | position
2.400e+01 | 0.000e+00 | 2.250e+00 | 9.620e-01 | 2.861e-04         | position
2.500e+01 | 0.000e+00 | 2.250e+00 | 9.615e-01 | 1.501e-05         | position
2.600e+01 | 0.000e+00 | 2.250e+00 | 9.611e-01 | 1.499e-04         | position
2.700e+01 | 0.000e+00 | 2.250e+00 | 9.607e-01 | 7.894e-05         | position
2.800e+01 | 0.000e+00 | 2.250e+00 | 9.603e-01 | 8.641e-04         | position
2.900e+01 | 0.000e+00 | 2.250e+00 | 9.599e-01 | 1.725e-04         | position
3.000e+01 | 0.000e+00 | 2.250e+00 | 9.596e-01 | 5.751e-04         | position
3.100e+01 | 0.000e+00 | 2.250e+00 | 9.592e-01 | 1.499e-03         | position
3.200e+01 | 0.000e+00 | 2.250e+00 | 9.588e-01 | 2.522e-03         | position
3.300e+01 | 0.000e+00 | 2.250e+00 | 9.585e-01 | 6.455e-04         | position
3.400e+01 | 0.000e+00 | 2.250e+00 | 9.582e-01 | 7.064e-04         | position
3.500e+01 | 0.000e+00 | 2.250e+00 | 9.579e-01 | 5.118e-04         | position
3.600e+01 | 0.000e+00 | 2.250e+00 | 9.576e-01 | 1.728e-03         | position
3.700e+01 | 0.000e+00 | 2.250e+00 | 9.574e-01 | 3.560e-04         | position
3.800e+01 | 0.000e+00 | 2.250e+00 | 9.571e-01 | 1.195e-03         | position
3.900e+01 | 0.000e+00 | 2.250e+00 | 9.569e-01 | 2.255e-03         | position
4.000e+01 | 0.000e+00 | 2.250e+00 | 9.567e-01 | 3.282e-03         | position
4.100e+01 | 0.000e+00 | 2.250e+00 | 9.565e-01 | 4.017e-03         | position
4.200e+01 | 0.000e+00 | 2.250e+00 | 9.563e-01 | 4.627e-03         | position
4.300e+01 | 0.000e+00 | 2.250e+00 | 9.561e-01 | 5.404e-03         | position
4.400e+01 | 0.000e+00 | 2.250e+00 | 9.560e-01 | 7.073e-03         | position
4.500e+01 | 0.000e+00 | 2.250e+00 | 9.558e-01 | 1.315e-02         | position
4.600e+01 | 0.000e+00 | 2.250e+00 | 9.557e-01 | 1.043e-02         | position
4.700e+01 | 0.000e+00 | 2.250e+00 | 9.555e-01 | 7.595e-03         | position
4.800e+01 | 0.000e+00 | 2.250e+00 | 9.554e-01 | 3.812e-04         | position
4.900e+01 | 0.000e+00 | 2.250e+00 | 9.552e-01 | 5.262e-04         | position
5.000e+01 | 0.000e+00 | 2.250e+00 | 9.551e-01 | 8.701e-03         | position
5.100e+01 | 0.000e+00 | 2.250e+00 | 9.550e-01 | 1.501e-03         | position
5.200e+01 | 0.000e+00 | 2.250e+00 | 9.549e-01 | 1.704e-02         | position
5.300e+01 | 0.000e+00 | 2.250e+00 | 9.548e-01 | 1.879e-02         | position
5.400e+01 | 0.000e+00 | 2.250e+00 | 9.547e-01 | 2.975e-02         | position

