JTD - posicion alpha=0.500-cat
--------------------------------------------------------------------------------
Z         | Q         | alpha     | JTD        | integration_error | space   
--------------------------------------------------------------------------------
3.000e+00 | 1.000e+00 | 5.000e-01 | -1.807e-16 | 1.559e-15         | position
4.000e+00 | 1.000e+00 | 5.000e-01 | 4.510e+01  | 6.094e-06         | position
5.000e+00 | 1.000e+00 | 5.000e-01 | 9.618e-01  | 1.471e-07         | position
6.000e+00 | 1.000e+00 | 5.000e-01 | 1.682e-01  | 1.404e-07         | position
7.000e+00 | 1.000e+00 | 5.000e-01 | 4.369e-02  | 1.447e-07         | position
8.000e+00 | 1.000e+00 | 5.000e-01 | 1.465e-02  | 1.477e-07         | position
9.000e+00 | 1.000e+00 | 5.000e-01 | 6.533e-03  | 1.465e-07         | position
1.000e+01 | 1.000e+00 | 5.000e-01 | 3.120e-03  | 1.420e-07         | position
1.100e+01 | 1.000e+00 | 5.000e-01 | 1.588e-03  | 1.486e-07         | position
1.200e+01 | 1.000e+00 | 5.000e-01 | 1.683e+01  | 3.646e-07         | position
1.300e+01 | 1.000e+00 | 5.000e-01 | 1.229e+00  | 1.443e-07         | position
1.400e+01 | 1.000e+00 | 5.000e-01 | 6.791e-01  | 1.480e-07         | position
1.500e+01 | 1.000e+00 | 5.000e-01 | 2.344e-01  | 1.489e-07         | position
1.600e+01 | 1.000e+00 | 5.000e-01 | 1.005e-01  | 1.469e-07         | position
1.700e+01 | 1.000e+00 | 5.000e-01 | 5.359e-02  | 1.475e-07         | position
1.800e+01 | 1.000e+00 | 5.000e-01 | 2.954e-02  | 1.479e-07         | position
1.900e+01 | 1.000e+00 | 5.000e-01 | 1.703e-02  | 1.485e-07         | position
2.000e+01 | 1.000e+00 | 5.000e-01 | 1.599e+01  | 1.874e-06         | position
2.100e+01 | 1.000e+00 | 5.000e-01 | 6.728e+00  | 1.855e-07         | position
2.200e+01 | 1.000e+00 | 5.000e-01 | 5.053e+00  | 1.486e-07         | position
2.300e+01 | 1.000e+00 | 5.000e-01 | 3.902e-02  | 1.489e-07         | position
2.400e+01 | 1.000e+00 | 5.000e-01 | 1.982e-02  | 1.474e-07         | position
2.500e+01 | 1.000e+00 | 5.000e-01 | 2.881e+00  | 1.479e-07         | position
2.600e+01 | 1.000e+00 | 5.000e-01 | 2.429e+00  | 1.644e-07         | position
2.700e+01 | 1.000e+00 | 5.000e-01 | 5.754e-03  | 1.480e-07         | position
2.800e+01 | 1.000e+00 | 5.000e-01 | 3.977e-03  | 1.482e-07         | position
2.900e+01 | 1.000e+00 | 5.000e-01 | 2.779e-03  | 1.480e-07         | position
3.000e+01 | 1.000e+00 | 5.000e-01 | 1.733e+00  | 1.488e-07         | position
3.100e+01 | 1.000e+00 | 5.000e-01 | 3.624e-01  | 1.478e-07         | position
3.200e+01 | 1.000e+00 | 5.000e-01 | 3.809e-01  | 1.484e-07         | position
3.300e+01 | 1.000e+00 | 5.000e-01 | 1.576e-01  | 1.481e-07         | position
3.400e+01 | 1.000e+00 | 5.000e-01 | 8.144e-02  | 1.460e-07         | position
3.500e+01 | 1.000e+00 | 5.000e-01 | 5.132e-02  | 1.474e-07         | position
3.600e+01 | 1.000e+00 | 5.000e-01 | 3.275e-02  | 1.486e-07         | position
3.700e+01 | 1.000e+00 | 5.000e-01 | 2.153e-02  | 1.486e-07         | position
3.800e+01 | 1.000e+00 | 5.000e-01 | 9.588e+00  | 6.819e-07         | position
3.900e+01 | 1.000e+00 | 5.000e-01 | 1.153e+00  | 1.469e-07         | position
4.000e+01 | 1.000e+00 | 5.000e-01 | 1.845e+00  | 1.465e-07         | position
4.100e+01 | 1.000e+00 | 5.000e-01 | 5.358e-02  | 1.488e-07         | position
4.200e+01 | 1.000e+00 | 5.000e-01 | 2.932e-02  | 1.486e-07         | position
4.300e+01 | 1.000e+00 | 5.000e-01 | 1.207e+00  | 1.444e-07         | position
4.400e+01 | 1.000e+00 | 5.000e-01 | 1.329e-02  | 1.480e-07         | position
4.500e+01 | 1.000e+00 | 5.000e-01 | 9.260e-03  | 1.488e-07         | position
4.600e+01 | 1.000e+00 | 5.000e-01 | 6.624e-03  | 1.483e-07         | position
4.700e+01 | 1.000e+00 | 5.000e-01 | 4.814e-03  | 1.489e-07         | position
4.800e+01 | 1.000e+00 | 5.000e-01 | 1.205e+00  | 1.474e-07         | position
4.900e+01 | 1.000e+00 | 5.000e-01 | 2.842e-01  | 1.468e-07         | position
5.000e+01 | 1.000e+00 | 5.000e-01 | 3.119e-01  | 1.438e-07         | position
5.100e+01 | 1.000e+00 | 5.000e-01 | 1.438e-01  | 1.445e-07         | position
5.200e+01 | 1.000e+00 | 5.000e-01 | 8.023e-02  | 1.484e-07         | position
5.300e+01 | 1.000e+00 | 5.000e-01 | 5.391e-02  | 1.484e-07         | position
5.400e+01 | 1.000e+00 | 5.000e-01 | 3.655e-02  | 1.474e-07         | position
5.500e+01 | 1.000e+00 | 5.000e-01 | 2.537e-02  | 1.471e-07         | position

