JTD - momento alpha=3.000-cat
--------------------------------------------------------------------------------
Z         | Q         | alpha     | JTD        | integration_error | space   
--------------------------------------------------------------------------------
3.000e+00 | 1.000e+00 | 3.000e+00 | -4.400e-25 | 9.777e-24         | momentum
4.000e+00 | 1.000e+00 | 3.000e+00 | 5.275e-05  | 1.432e-07         | momentum
5.000e+00 | 1.000e+00 | 3.000e+00 | 7.269e-06  | 2.846e-08         | momentum
6.000e+00 | 1.000e+00 | 3.000e+00 | 2.417e-07  | 6.047e-10         | momentum
7.000e+00 | 1.000e+00 | 3.000e+00 | 1.460e-08  | 9.835e-12         | momentum
8.000e+00 | 1.000e+00 | 3.000e+00 | 1.340e-09  | 6.329e-10         | momentum
9.000e+00 | 1.000e+00 | 3.000e+00 | 1.647e-10  | 4.769e-13         | momentum
1.000e+01 | 1.000e+00 | 3.000e+00 | 2.601e-11  | 8.038e-13         | momentum
1.100e+01 | 1.000e+00 | 3.000e+00 | 4.990e-12  | 1.363e-13         | momentum
1.200e+01 | 1.000e+00 | 3.000e+00 | 2.227e-07  | 1.182e-08         | momentum
1.300e+01 | 1.000e+00 | 3.000e+00 | 3.864e-07  | 1.037e-08         | momentum
1.400e+01 | 1.000e+00 | 3.000e+00 | 5.711e-08  | 5.011e-10         | momentum
1.500e+01 | 1.000e+00 | 3.000e+00 | 1.079e-08  | 2.726e-08         | momentum
1.600e+01 | 1.000e+00 | 3.000e+00 | 2.446e-09  | 1.283e-11         | momentum
1.700e+01 | 1.000e+00 | 3.000e+00 | 6.831e-10  | 3.364e-12         | momentum
1.800e+01 | 1.000e+00 | 3.000e+00 | 2.093e-10  | 2.692e-12         | momentum
1.900e+01 | 1.000e+00 | 3.000e+00 | 6.949e-11  | 4.288e-11         | momentum
2.000e+01 | 1.000e+00 | 3.000e+00 | 1.597e-07  | 1.324e-07         | momentum
2.100e+01 | 1.000e+00 | 3.000e+00 | 5.471e-08  | 2.186e-08         | momentum
2.200e+01 | 1.000e+00 | 3.000e+00 | 2.245e-08  | 3.053e-09         | momentum
2.300e+01 | 1.000e+00 | 3.000e+00 | 1.125e-12  | 4.921e-14         | momentum
2.400e+01 | 1.000e+00 | 3.000e+00 | 4.545e-13  | 1.722e-13         | momentum
2.500e+01 | 1.000e+00 | 3.000e+00 | 2.403e-09  | 1.158e-10         | momentum
2.600e+01 | 1.000e+00 | 3.000e+00 | 1.364e-09  | 8.292e-11         | momentum
2.700e+01 | 1.000e+00 | 3.000e+00 | 4.475e-14  | 6.353e-15         | momentum
2.800e+01 | 1.000e+00 | 3.000e+00 | 2.214e-14  | 2.953e-15         | momentum
2.900e+01 | 1.000e+00 | 3.000e+00 | 1.125e-14  | 1.430e-15         | momentum
3.000e+01 | 1.000e+00 | 3.000e+00 | 2.044e-10  | 2.616e-11         | momentum
3.100e+01 | 1.000e+00 | 3.000e+00 | 1.097e-09  | 1.101e-11         | momentum
3.200e+01 | 1.000e+00 | 3.000e+00 | 4.105e-10  | 4.432e-12         | momentum
3.300e+01 | 1.000e+00 | 3.000e+00 | 1.666e-10  | 9.246e-11         | momentum
3.400e+01 | 1.000e+00 | 3.000e+00 | 7.266e-11  | 2.469e-11         | momentum
3.500e+01 | 1.000e+00 | 3.000e+00 | 3.678e-11  | 3.049e-13         | momentum
3.600e+01 | 1.000e+00 | 3.000e+00 | 1.898e-11  | 9.471e-14         | momentum
3.700e+01 | 1.000e+00 | 3.000e+00 | 1.003e-11  | 1.917e-13         | momentum
3.800e+01 | 1.000e+00 | 3.000e+00 | 8.710e-09  | 6.277e-09         | momentum
3.900e+01 | 1.000e+00 | 3.000e+00 | 3.230e-08  | 2.736e-08         | momentum
4.000e+01 | 1.000e+00 | 3.000e+00 | 1.383e-09  | 6.973e-10         | momentum
4.100e+01 | 1.000e+00 | 3.000e+00 | 7.129e-13  | 5.033e-14         | momentum
4.200e+01 | 1.000e+00 | 3.000e+00 | 3.647e-13  | 4.030e-14         | momentum
4.300e+01 | 1.000e+00 | 3.000e+00 | 2.127e-10  | 2.325e-12         | momentum
4.400e+01 | 1.000e+00 | 3.000e+00 | 1.154e-13  | 8.089e-15         | momentum
4.500e+01 | 1.000e+00 | 3.000e+00 | 6.643e-14  | 7.298e-14         | momentum
4.600e+01 | 1.000e+00 | 3.000e+00 | 3.901e-14  | 2.422e-14         | momentum
4.700e+01 | 1.000e+00 | 3.000e+00 | 2.323e-14  | 7.613e-15         | momentum
4.800e+01 | 1.000e+00 | 3.000e+00 | 4.082e-11  | 2.054e-12         | momentum
4.900e+01 | 1.000e+00 | 3.000e+00 | 2.635e-10  | 1.816e-11         | momentum
5.000e+01 | 1.000e+00 | 3.000e+00 | 1.259e-10  | 1.288e-12         | momentum
5.100e+01 | 1.000e+00 | 3.000e+00 | 6.407e-11  | 1.006e-12         | momentum
5.200e+01 | 1.000e+00 | 3.000e+00 | 3.446e-11  | 2.663e-11         | momentum
5.300e+01 | 1.000e+00 | 3.000e+00 | 2.115e-11  | 1.618e-13         | momentum
5.400e+01 | 1.000e+00 | 3.000e+00 | 1.308e-11  | 2.860e-13         | momentum
5.500e+01 | 1.000e+00 | 3.000e+00 | 8.185e-12  | 1.216e-13         | momentum

