EntropicMoment - momento q=0.500
-----------------------------------------------
Z  | Q | q     | EntropicMoment | integration_error | space   
9  | 0 | 2.750 | 7.01214e-04    | 4.59961e-11       | momentum
10 | 0 | 2.750 | 3.76169e-04    | 1.12010e-11       | momentum
11 | 0 | 2.750 | 1.65833e-02    | 2.76626e-11       | momentum
12 | 0 | 2.750 | 2.20972e-02    | 1.32354e-10       | momentum
13 | 0 | 2.750 | 9.60086e-03    | 1.14612e-10       | momentum
14 | 0 | 2.750 | 4.83866e-03    | 8.48600e-12       | momentum
15 | 0 | 2.750 | 2.71269e-03    | 7.39888e-14       | momentum
16 | 0 | 2.750 | 1.77673e-03    | 4.75129e-11       | momentum
17 | 0 | 2.750 | 1.18271e-03    | 9.26831e-11       | momentum
18 | 0 | 2.750 | 8.04749e-04    | 3.66132e-11       | momentum
19 | 0 | 2.750 | 1.07255e-02    | 1.30582e-10       | momentum
20 | 0 | 2.750 | 1.79931e-02    | 4.99551e-11       | momentum
21 | 0 | 2.750 | 1.15791e-02    | 2.43307e-11       | momentum
22 | 0 | 2.750 | 8.15951e-03    | 4.15981e-11       | momentum
23 | 0 | 2.750 | 5.94220e-03    | 1.21725e-11       | momentum
24 | 0 | 2.750 | 1.02233e-03    | 7.26262e-11       | momentum
25 | 0 | 2.750 | 3.40474e-03    | 1.24750e-11       | momentum
26 | 0 | 2.750 | 2.56026e-03    | 8.19707e-12       | momentum
27 | 0 | 2.750 | 1.97677e-03    | 1.22730e-10       | momentum
28 | 0 | 2.750 | 1.54953e-03    | 5.85694e-11       | momentum
29 | 0 | 2.750 | 3.81473e-04    | 1.14459e-10       | momentum
30 | 0 | 2.750 | 9.93698e-04    | 5.00958e-11       | momentum
31 | 0 | 2.750 | 7.39385e-04    | 7.24042e-11       | momentum
32 | 0 | 2.750 | 5.42630e-04    | 1.03285e-10       | momentum
33 | 0 | 2.750 | 4.12316e-04    | 8.93328e-11       | momentum
34 | 0 | 2.750 | 3.50083e-04    | 3.97947e-11       | momentum
35 | 0 | 2.750 | 2.91688e-04    | 5.33985e-11       | momentum
36 | 0 | 2.750 | 2.41948e-04    | 3.95536e-11       | momentum
37 | 0 | 2.750 | 2.48383e-03    | 1.07949e-10       | momentum
38 | 0 | 2.750 | 4.76810e-03    | 8.59609e-12       | momentum
39 | 0 | 2.750 | 3.07081e-03    | 6.64170e-11       | momentum
40 | 0 | 2.750 | 2.25481e-03    | 5.75806e-11       | momentum
41 | 0 | 2.750 | 3.83038e-04    | 3.80432e-11       | momentum
42 | 0 | 2.750 | 3.01196e-04    | 4.62453e-11       | momentum
43 | 0 | 2.750 | 1.12640e-03    | 1.02329e-10       | momentum
44 | 0 | 2.750 | 2.30424e-04    | 9.18584e-11       | momentum
45 | 0 | 2.750 | 2.06572e-04    | 5.61973e-11       | momentum
46 | 0 | 2.750 | 3.73376e-05    | 1.08494e-11       | momentum
47 | 0 | 2.750 | 1.70743e-04    | 4.22565e-11       | momentum
48 | 0 | 2.750 | 4.54339e-04    | 1.31390e-10       | momentum
49 | 0 | 2.750 | 3.72786e-04    | 2.29802e-11       | momentum
50 | 0 | 2.750 | 3.05243e-04    | 8.80483e-11       | momentum


EntropicMoment - posicion q=2.750
-----------------------------------------------
Z  | Q | q     | EntropicMoment | integration_error | space   
-----------------------------------------------
1  | 0 | 2.750 | 6.48619e-03    | 1.39047e-10       | position
2  | 0 | 2.750 | 1.08131e-01    | 9.64543e-11       | position
3  | 0 | 2.750 | 4.07838e-01    | 2.87802e-12       | position
4  | 0 | 2.750 | 1.00968e+00    | 3.58207e-11       | position
5  | 0 | 2.750 | 1.94144e+00    | 1.79217e-10       | position
6  | 0 | 2.750 | 3.25923e+00    | 1.12887e-11       | position
7  | 0 | 2.750 | 5.01032e+00    | 2.50723e-10       | position
8  | 0 | 2.750 | 7.25140e+00    | 2.49649e-11       | position
9  | 0 | 2.750 | 1.00159e+01    | 7.96254e-11       | position
10 | 0 | 2.750 | 1.33473e+01    | 1.64817e-10       | position
11 | 0 | 2.750 | 1.74425e+01    | 3.42920e-10       | position
12 | 0 | 2.750 | 2.23156e+01    | 7.21551e-10       | position
13 | 0 | 2.750 | 2.79475e+01    | 3.97853e-09       | position
14 | 0 | 2.750 | 3.43880e+01    | 4.02984e-09       | position
15 | 0 | 2.750 | 4.16783e+01    | 2.02132e-10       | position
16 | 0 | 2.750 | 4.98651e+01    | 1.83897e-09       | position
17 | 0 | 2.750 | 5.89801e+01    | 3.15030e-10       | position
18 | 0 | 2.750 | 6.90622e+01    | 8.25670e-10       | position
19 | 0 | 2.750 | 8.02600e+01    | 4.43855e-10       | position
20 | 0 | 2.750 | 9.25822e+01    | 1.30050e-08       | position
21 | 0 | 2.750 | 1.05836e+02    | 1.01726e-08       | position
22 | 0 | 2.750 | 1.20157e+02    | 3.81555e-09       | position
23 | 0 | 2.750 | 1.35587e+02    | 4.66984e-09       | position
24 | 0 | 2.750 | 1.51973e+02    | 1.69144e-08       | position
25 | 0 | 2.750 | 1.69886e+02    | 1.98369e-08       | position
26 | 0 | 2.750 | 1.88838e+02    | 1.40392e-08       | position
27 | 0 | 2.750 | 2.09005e+02    | 2.23843e-08       | position
28 | 0 | 2.750 | 2.30420e+02    | 3.12184e-08       | position
29 | 0 | 2.750 | 2.52815e+02    | 4.72386e-10       | position
30 | 0 | 2.750 | 2.77091e+02    | 4.04876e-08       | position
31 | 0 | 2.750 | 3.02706e+02    | 3.44830e-08       | position
32 | 0 | 2.750 | 3.29754e+02    | 3.69019e-08       | position
33 | 0 | 2.750 | 3.58267e+02    | 1.80076e-08       | position
34 | 0 | 2.750 | 3.88280e+02    | 2.37319e-09       | position
35 | 0 | 2.750 | 4.19815e+02    | 8.40718e-09       | position
36 | 0 | 2.750 | 4.52899e+02    | 2.28051e-08       | position
37 | 0 | 2.750 | 4.87682e+02    | 3.57732e-08       | position
38 | 0 | 2.750 | 5.24154e+02    | 4.57684e-08       | position
39 | 0 | 2.750 | 5.62100e+02    | 4.94747e-08       | position
40 | 0 | 2.750 | 6.01647e+02    | 4.54462e-08       | position
41 | 0 | 2.750 | 6.42643e+02    | 3.97512e-08       | position
42 | 0 | 2.750 | 6.85479e+02    | 3.47902e-08       | position
43 | 0 | 2.750 | 7.30233e+02    | 3.16380e-08       | position
44 | 0 | 2.750 | 7.76250e+02    | 3.15704e-08       | position
45 | 0 | 2.750 | 8.24228e+02    | 3.82305e-08       | position
46 | 0 | 2.750 | 8.73748e+02    | 5.45828e-08       | position
47 | 0 | 2.750 | 9.25487e+02    | 8.50993e-08       | position
48 | 0 | 2.750 | 9.79205e+02    | 7.43807e-08       | position
49 | 0 | 2.750 | 1.03471e+03    | 8.74932e-08       | position
50 | 0 | 2.750 | 1.09212e+03    | 1.24914e-07       | position


EntropicMoment - momento q=3.000
-----------------------------------------------
Z  | Q | q     | EntropicMoment | integration_error | space   
-----------------------------------------------
1  | 0 | 3.000 | 8.41931e-02    | 4.42349e-11       | momentum
2  | 0 | 3.000 | 5.59343e-03    | 1.06570e-11       | momentum
3  | 0 | 3.000 | 4.54591e-01    | 9.80760e-12       | momentum
4  | 0 | 3.000 | 1.71413e-01    | 3.20818e-11       | momentum
5  | 0 | 3.000 | 2.36015e-02    | 3.94060e-11       | momentum
6  | 0 | 3.000 | 5.28229e-03    | 1.11393e-10       | momentum
7  | 0 | 3.000 | 1.59102e-03    | 5.64196e-11       | momentum
8  | 0 | 3.000 | 6.43206e-04    | 2.41398e-11       | momentum
9  | 0 | 3.000 | 2.89299e-04    | 6.11403e-12       | momentum
10 | 0 | 3.000 | 1.41494e-04    | 1.07665e-11       | momentum
11 | 0 | 3.000 | 1.41754e-02    | 9.61511e-12       | momentum
12 | 0 | 3.000 | 1.82701e-02    | 2.19658e-11       | momentum
13 | 0 | 3.000 | 6.67498e-03    | 8.86140e-11       | momentum
14 | 0 | 3.000 | 2.95117e-03    | 1.12020e-10       | momentum
15 | 0 | 3.000 | 1.48747e-03    | 6.23367e-11       | momentum
16 | 0 | 3.000 | 9.01054e-04    | 8.82881e-11       | momentum
17 | 0 | 3.000 | 5.58268e-04    | 9.39819e-11       | momentum
18 | 0 | 3.000 | 3.55553e-04    | 2.47379e-12       | momentum
19 | 0 | 3.000 | 9.06511e-03    | 2.02444e-11       | momentum
20 | 0 | 3.000 | 1.53633e-02    | 1.06624e-10       | momentum
21 | 0 | 3.000 | 9.34462e-03    | 6.25635e-13       | momentum
22 | 0 | 3.000 | 6.30985e-03    | 1.58302e-11       | momentum
23 | 0 | 3.000 | 4.42280e-03    | 1.23258e-11       | momentum
24 | 0 | 3.000 | 6.23800e-04    | 1.23459e-10       | momentum
25 | 0 | 3.000 | 2.37206e-03    | 2.91094e-12       | momentum
26 | 0 | 3.000 | 1.72247e-03    | 4.05346e-11       | momentum
27 | 0 | 3.000 | 1.28907e-03    | 9.10642e-11       | momentum
28 | 0 | 3.000 | 9.81391e-04    | 8.79057e-11       | momentum
29 | 0 | 3.000 | 2.11344e-04    | 1.33246e-10       | momentum
30 | 0 | 3.000 | 5.97066e-04    | 1.45016e-10       | momentum
31 | 0 | 3.000 | 4.00002e-04    | 1.37155e-10       | momentum
32 | 0 | 3.000 | 2.69831e-04    | 8.23434e-11       | momentum
33 | 0 | 3.000 | 1.91291e-04    | 3.25255e-11       | momentum
34 | 0 | 3.000 | 1.55157e-04    | 4.47321e-11       | momentum
35 | 0 | 3.000 | 1.23675e-04    | 6.33809e-11       | momentum
36 | 0 | 3.000 | 9.83542e-05    | 3.45952e-11       | momentum
37 | 0 | 3.000 | 1.84381e-03    | 1.99489e-11       | momentum
38 | 0 | 3.000 | 3.66610e-03    | 2.69271e-11       | momentum
39 | 0 | 3.000 | 2.21491e-03    | 7.18828e-12       | momentum
40 | 0 | 3.000 | 1.55968e-03    | 2.21589e-11       | momentum
41 | 0 | 3.000 | 2.03251e-04    | 2.96340e-11       | momentum
42 | 0 | 3.000 | 1.54658e-04    | 1.11027e-10       | momentum
43 | 0 | 3.000 | 7.12481e-04    | 1.48266e-10       | momentum
44 | 0 | 3.000 | 1.15997e-04    | 7.07353e-11       | momentum
45 | 0 | 3.000 | 1.03529e-04    | 5.50112e-11       | momentum
46 | 0 | 3.000 | 1.07880e-05    | 2.60009e-12       | momentum
47 | 0 | 3.000 | 8.51251e-05    | 5.90020e-11       | momentum
48 | 0 | 3.000 | 2.56240e-04    | 9.93473e-11       | momentum
49 | 0 | 3.000 | 1.91976e-04    | 1.04750e-10       | momentum
50 | 0 | 3.000 | 1.46614e-04    | 2.38294e-11       | momentum


EntropicMoment - posicion q=3.000
-----------------------------------------------
Z  | Q | q     | EntropicMoment | integration_error | space   
-----------------------------------------------
1  | 0 | 3.000 | 3.75264e-03    | 2.82129e-11       | position
2  | 0 | 3.000 | 9.53313e-02    | 8.18220e-12       | position
3  | 0 | 3.000 | 4.56724e-01    | 3.59371e-12       | position
4  | 0 | 3.000 | 1.33436e+00    | 1.53866e-10       | position
5  | 0 | 3.000 | 2.90002e+00    | 6.05181e-11       | position
6  | 0 | 3.000 | 5.36813e+00    | 6.67627e-11       | position
7  | 0 | 3.000 | 8.95055e+00    | 9.91757e-10       | position
8  | 0 | 3.000 | 1.38894e+01    | 9.04347e-11       | position
9  | 0 | 3.000 | 2.03857e+01    | 2.47608e-10       | position
10 | 0 | 3.000 | 2.86651e+01    | 1.02585e-10       | position
11 | 0 | 3.000 | 3.93607e+01    | 1.26937e-09       | position
12 | 0 | 3.000 | 5.26973e+01    | 1.20043e-09       | position
13 | 0 | 3.000 | 6.87953e+01    | 1.30207e-10       | position
14 | 0 | 3.000 | 8.79522e+01    | 5.24818e-10       | position
15 | 0 | 3.000 | 1.10449e+02    | 3.91563e-10       | position
16 | 0 | 3.000 | 1.36591e+02    | 8.89803e-10       | position
17 | 0 | 3.000 | 1.66641e+02    | 9.02276e-10       | position
18 | 0 | 3.000 | 2.00888e+02    | 1.22951e-09       | position
19 | 0 | 3.000 | 2.40013e+02    | 2.36307e-08       | position
20 | 0 | 3.000 | 2.84244e+02    | 2.46309e-09       | position
21 | 0 | 3.000 | 3.33128e+02    | 4.66726e-08       | position
22 | 0 | 3.000 | 3.87277e+02    | 3.83843e-08       | position
23 | 0 | 3.000 | 4.47009e+02    | 3.18383e-08       | position
24 | 0 | 3.000 | 5.11944e+02    | 5.89145e-08       | position
25 | 0 | 3.000 | 5.84321e+02    | 4.56200e-08       | position
26 | 0 | 3.000 | 6.62560e+02    | 9.42369e-08       | position
27 | 0 | 3.000 | 7.47480e+02    | 1.04576e-09       | position
28 | 0 | 3.000 | 8.39381e+02    | 1.23040e-07       | position
29 | 0 | 3.000 | 9.37359e+02    | 1.11425e-07       | position
30 | 0 | 3.000 | 1.04522e+03    | 1.45302e-07       | position
31 | 0 | 3.000 | 1.16096e+03    | 4.65660e-08       | position
32 | 0 | 3.000 | 1.28515e+03    | 1.68776e-07       | position
33 | 0 | 3.000 | 1.41813e+03    | 4.17191e-08       | position
34 | 0 | 3.000 | 1.56024e+03    | 1.16109e-07       | position
35 | 0 | 3.000 | 1.71176e+03    | 2.29547e-07       | position
36 | 0 | 3.000 | 1.87300e+03    | 6.90557e-09       | position
37 | 0 | 3.000 | 2.04491e+03    | 7.68881e-09       | position
38 | 0 | 3.000 | 2.22762e+03    | 2.44910e-08       | position
39 | 0 | 3.000 | 2.42034e+03    | 1.87849e-08       | position
40 | 0 | 3.000 | 2.62384e+03    | 3.59621e-07       | position
41 | 0 | 3.000 | 2.83757e+03    | 3.44419e-07       | position
42 | 0 | 3.000 | 3.06359e+03    | 3.47208e-07       | position
43 | 0 | 3.000 | 3.30250e+03    | 3.87884e-07       | position
44 | 0 | 3.000 | 3.55125e+03    | 4.96384e-07       | position
45 | 0 | 3.000 | 3.81350e+03    | 2.42838e-07       | position
46 | 0 | 3.000 | 4.08733e+03    | 2.97080e-07       | position
47 | 0 | 3.000 | 4.37638e+03    | 4.39560e-07       | position
48 | 0 | 3.000 | 4.67968e+03    | 5.06750e-07       | position
49 | 0 | 3.000 | 4.99635e+03    | 6.68021e-07       | position
50 | 0 | 3.000 | 5.32726e+03    | 4.25939e-07       | position


Renyi - posicion alpha=0.200
-----------------------------------------------
Z  | Q | q     | EntropicMoment | integration_error | space   
-----------------------------------------------
1  | 0 | 0.000 | 0.00000e+00    | 3.33596e-08       | position
2  | 0 | 0.000 | 0.00000e+00    | 3.10208e-09       | position
3  | 0 | 0.000 | 0.00000e+00    | 3.67400e-08       | position
4  | 0 | 0.000 | 0.00000e+00    | 3.40472e-08       | position
5  | 0 | 0.000 | 0.00000e+00    | 1.94048e-08       | position
6  | 0 | 0.000 | 0.00000e+00    | 2.67594e-08       | position
7  | 0 | 0.000 | 0.00000e+00    | 9.95990e-09       | position
8  | 0 | 0.000 | 0.00000e+00    | 1.40399e-08       | position
9  | 0 | 0.000 | 0.00000e+00    | 1.94276e-08       | position
10 | 0 | 0.000 | 0.00000e+00    | 4.97716e-09       | position
11 | 0 | 0.000 | 0.00000e+00    | 5.03750e-08       | position
12 | 0 | 0.000 | 0.00000e+00    | 2.43148e-08       | position
13 | 0 | 0.000 | 0.00000e+00    | 1.87523e-08       | position
14 | 0 | 0.000 | 0.00000e+00    | 3.79160e-08       | position
15 | 0 | 0.000 | 0.00000e+00    | 2.52522e-08       | position
16 | 0 | 0.000 | 0.00000e+00    | 3.61618e-08       | position
17 | 0 | 0.000 | 0.00000e+00    | 2.36999e-08       | position
18 | 0 | 0.000 | 0.00000e+00    | 1.21786e-08       | position
19 | 0 | 0.000 | 0.00000e+00    | 1.21482e-07       | position
20 | 0 | 0.000 | 0.00000e+00    | 3.26505e-08       | position
21 | 0 | 0.000 | 0.00000e+00    | 4.25486e-08       | position
22 | 0 | 0.000 | 0.00000e+00    | 4.55376e-08       | position
23 | 0 | 0.000 | 0.00000e+00    | 3.48481e-08       | position
24 | 0 | 0.000 | 0.00000e+00    | 8.05994e-08       | position
25 | 0 | 0.000 | 0.00000e+00    | 8.40460e-08       | position
26 | 0 | 0.000 | 0.00000e+00    | 2.26575e-08       | position
27 | 0 | 0.000 | 0.00000e+00    | 2.46568e-08       | position
28 | 0 | 0.000 | 0.00000e+00    | 2.54082e-08       | position
29 | 0 | 0.000 | 0.00000e+00    | 5.71520e-08       | position
30 | 0 | 0.000 | 0.00000e+00    | 5.69373e-08       | position
31 | 0 | 0.000 | 0.00000e+00    | 3.32778e-08       | position
32 | 0 | 0.000 | 0.00000e+00    | 3.31190e-08       | position
33 | 0 | 0.000 | 0.00000e+00    | 2.09991e-08       | position
34 | 0 | 0.000 | 0.00000e+00    | 2.85037e-08       | position
35 | 0 | 0.000 | 0.00000e+00    | 2.29329e-08       | position
36 | 0 | 0.000 | 0.00000e+00    | 1.96046e-08       | position
37 | 0 | 0.000 | 0.00000e+00    | 1.46423e-07       | position
38 | 0 | 0.000 | 0.00000e+00    | 6.84380e-08       | position
39 | 0 | 0.000 | 0.00000e+00    | 4.39865e-08       | position
40 | 0 | 0.000 | 0.00000e+00    | 3.84469e-08       | position
41 | 0 | 0.000 | 0.00000e+00    | 2.33535e-08       | position
42 | 0 | 0.000 | 0.00000e+00    | 1.89095e-08       | position
43 | 0 | 0.000 | 0.00000e+00    | 1.87758e-08       | position
44 | 0 | 0.000 | 0.00000e+00    | 1.92962e-08       | position
45 | 0 | 0.000 | 0.00000e+00    | 4.69806e-08       | position
46 | 0 | 0.000 | 0.00000e+00    | 3.05109e-08       | position
47 | 0 | 0.000 | 0.00000e+00    | 1.98413e-08       | position
48 | 0 | 0.000 | 0.00000e+00    | 1.93395e-08       | position
49 | 0 | 0.000 | 0.00000e+00    | 4.35344e-08       | position
50 | 0 | 0.000 | 0.00000e+00    | 2.75547e-08       | position


Renyi - momento alpha=0.400
-----------------------------------------------
Z  | Q | q     | EntropicMoment | integration_error | space   
-----------------------------------------------
1  | 0 | 0.000 | 0.00000e+00    | 3.16116e-09       | momentum
2  | 0 | 0.000 | 0.00000e+00    | 2.02920e-09       | momentum
3  | 0 | 0.000 | 0.00000e+00    | 7.68182e-10       | momentum
4  | 0 | 0.000 | 0.00000e+00    | 7.81199e-10       | momentum
5  | 0 | 0.000 | 0.00000e+00    | 5.12387e-10       | momentum
6  | 0 | 0.000 | 0.00000e+00    | 1.27181e-09       | momentum
7  | 0 | 0.000 | 0.00000e+00    | 3.00133e-09       | momentum
8  | 0 | 0.000 | 0.00000e+00    | 3.72752e-08       | momentum
9  | 0 | 0.000 | 0.00000e+00    | 1.73548e-07       | momentum
10 | 0 | 0.000 | 0.00000e+00    | 1.09071e-09       | momentum
11 | 0 | 0.000 | 0.00000e+00    | 8.57053e-08       | momentum
12 | 0 | 0.000 | 0.00000e+00    | 1.14183e-08       | momentum
13 | 0 | 0.000 | 0.00000e+00    | 2.74063e-08       | momentum
14 | 0 | 0.000 | 0.00000e+00    | 2.55113e-10       | momentum
15 | 0 | 0.000 | 0.00000e+00    | 1.41090e-08       | momentum
16 | 0 | 0.000 | 0.00000e+00    | 3.80955e-08       | momentum
17 | 0 | 0.000 | 0.00000e+00    | 1.19216e-07       | momentum
18 | 0 | 0.000 | 0.00000e+00    | 2.67557e-07       | momentum
19 | 0 | 0.000 | 0.00000e+00    | 1.54341e-09       | momentum
20 | 0 | 0.000 | 0.00000e+00    | 1.63804e-07       | momentum
21 | 0 | 0.000 | 0.00000e+00    | 2.78697e-07       | momentum
22 | 0 | 0.000 | 0.00000e+00    | 4.76922e-07       | momentum
23 | 0 | 0.000 | 0.00000e+00    | 6.19814e-07       | momentum
24 | 0 | 0.000 | 0.00000e+00    | 7.75078e-07       | momentum
25 | 0 | 0.000 | 0.00000e+00    | 8.34171e-07       | momentum
26 | 0 | 0.000 | 0.00000e+00    | 8.45219e-07       | momentum
27 | 0 | 0.000 | 0.00000e+00    | 8.29727e-07       | momentum
28 | 0 | 0.000 | 0.00000e+00    | 1.63864e-08       | momentum
29 | 0 | 0.000 | 0.00000e+00    | 1.81190e-08       | momentum
30 | 0 | 0.000 | 0.00000e+00    | 9.65441e-07       | momentum
31 | 0 | 0.000 | 0.00000e+00    | 2.31594e-08       | momentum
32 | 0 | 0.000 | 0.00000e+00    | 6.72844e-09       | momentum
33 | 0 | 0.000 | 0.00000e+00    | 1.12523e-06       | momentum
34 | 0 | 0.000 | 0.00000e+00    | 7.26141e-09       | momentum
35 | 0 | 0.000 | 0.00000e+00    | 5.05133e-09       | momentum
36 | 0 | 0.000 | 0.00000e+00    | 5.22232e-09       | momentum
37 | 0 | 0.000 | 0.00000e+00    | 2.86491e-09       | momentum
38 | 0 | 0.000 | 0.00000e+00    | 8.16617e-08       | momentum
39 | 0 | 0.000 | 0.00000e+00    | 1.06935e-07       | momentum
40 | 0 | 0.000 | 0.00000e+00    | 3.69910e-07       | momentum
41 | 0 | 0.000 | 0.00000e+00    | 5.79070e-07       | momentum
42 | 0 | 0.000 | 0.00000e+00    | 1.61124e-06       | momentum
43 | 0 | 0.000 | 0.00000e+00    | 1.65042e-07       | momentum
44 | 0 | 0.000 | 0.00000e+00    | 2.52019e-07       | momentum
45 | 0 | 0.000 | 0.00000e+00    | 1.92225e-07       | momentum
46 | 0 | 0.000 | 0.00000e+00    | 3.10294e-07       | momentum
47 | 0 | 0.000 | 0.00000e+00    | 2.45625e-07       | momentum
48 | 0 | 0.000 | 0.00000e+00    | 2.76039e-07       | momentum
49 | 0 | 0.000 | 0.00000e+00    | 3.30718e-07       | momentum
50 | 0 | 0.000 | 0.00000e+00    | 3.67072e-07       | momentum


Renyi - momento alpha=0.600
-----------------------------------------------
Z  | Q | q     | EntropicMoment | integration_error | space   
-----------------------------------------------
1  | 0 | 0.000 | 0.00000e+00    | 4.35207e-14       | momentum
2  | 0 | 0.000 | 0.00000e+00    | 1.82508e-10       | momentum
3  | 0 | 0.000 | 0.00000e+00    | 6.23192e-10       | momentum
4  | 0 | 0.000 | 0.00000e+00    | 1.19211e-09       | momentum
5  | 0 | 0.000 | 0.00000e+00    | 1.95367e-09       | momentum
6  | 0 | 0.000 | 0.00000e+00    | 7.19236e-10       | momentum
7  | 0 | 0.000 | 0.00000e+00    | 6.17138e-10       | momentum
8  | 0 | 0.000 | 0.00000e+00    | 1.87097e-09       | momentum
9  | 0 | 0.000 | 0.00000e+00    | 1.37494e-10       | momentum
10 | 0 | 0.000 | 0.00000e+00    | 1.63567e-10       | momentum
11 | 0 | 0.000 | 0.00000e+00    | 2.11777e-10       | momentum
12 | 0 | 0.000 | 0.00000e+00    | 9.52951e-10       | momentum
13 | 0 | 0.000 | 0.00000e+00    | 4.29083e-10       | momentum
14 | 0 | 0.000 | 0.00000e+00    | 4.72568e-10       | momentum
15 | 0 | 0.000 | 0.00000e+00    | 4.12157e-10       | momentum
16 | 0 | 0.000 | 0.00000e+00    | 7.31738e-10       | momentum
17 | 0 | 0.000 | 0.00000e+00    | 2.62489e-09       | momentum
18 | 0 | 0.000 | 0.00000e+00    | 7.87139e-11       | momentum
19 | 0 | 0.000 | 0.00000e+00    | 2.22236e-10       | momentum
20 | 0 | 0.000 | 0.00000e+00    | 1.32026e-10       | momentum
21 | 0 | 0.000 | 0.00000e+00    | 1.73887e-09       | momentum
22 | 0 | 0.000 | 0.00000e+00    | 1.42339e-09       | momentum
23 | 0 | 0.000 | 0.00000e+00    | 9.85949e-11       | momentum
24 | 0 | 0.000 | 0.00000e+00    | 1.12891e-10       | momentum
25 | 0 | 0.000 | 0.00000e+00    | 1.64391e-09       | momentum
26 | 0 | 0.000 | 0.00000e+00    | 4.47191e-09       | momentum
27 | 0 | 0.000 | 0.00000e+00    | 1.36166e-09       | momentum
28 | 0 | 0.000 | 0.00000e+00    | 4.36387e-10       | momentum
29 | 0 | 0.000 | 0.00000e+00    | 1.93324e-10       | momentum
30 | 0 | 0.000 | 0.00000e+00    | 4.40110e-11       | momentum
31 | 0 | 0.000 | 0.00000e+00    | 8.50804e-11       | momentum
32 | 0 | 0.000 | 0.00000e+00    | 1.33468e-10       | momentum
33 | 0 | 0.000 | 0.00000e+00    | 3.99965e-10       | momentum
34 | 0 | 0.000 | 0.00000e+00    | 2.80767e-09       | momentum
35 | 0 | 0.000 | 0.00000e+00    | 9.74399e-09       | momentum
36 | 0 | 0.000 | 0.00000e+00    | 1.41853e-10       | momentum
37 | 0 | 0.000 | 0.00000e+00    | 4.90530e-10       | momentum
38 | 0 | 0.000 | 0.00000e+00    | 3.96604e-09       | momentum
39 | 0 | 0.000 | 0.00000e+00    | 9.71087e-09       | momentum
40 | 0 | 0.000 | 0.00000e+00    | 1.62999e-11       | momentum
41 | 0 | 0.000 | 0.00000e+00    | 2.47127e-11       | momentum
42 | 0 | 0.000 | 0.00000e+00    | 1.62655e-08       | momentum
43 | 0 | 0.000 | 0.00000e+00    | 1.89198e-09       | momentum
44 | 0 | 0.000 | 0.00000e+00    | 7.41238e-11       | momentum
45 | 0 | 0.000 | 0.00000e+00    | 2.92999e-10       | momentum
46 | 0 | 0.000 | 0.00000e+00    | 1.50876e-08       | momentum
47 | 0 | 0.000 | 0.00000e+00    | 3.71011e-09       | momentum
48 | 0 | 0.000 | 0.00000e+00    | 7.06841e-09       | momentum
49 | 0 | 0.000 | 0.00000e+00    | 3.52486e-09       | momentum
50 | 0 | 0.000 | 0.00000e+00    | 4.59008e-09       | momentum


Renyi - posicion alpha=0.400
-----------------------------------------------
Z  | Q | q     | EntropicMoment | integration_error | space   
-----------------------------------------------
1  | 0 | 0.000 | 0.00000e+00    | 2.93065e-09       | position
2  | 0 | 0.000 | 0.00000e+00    | 3.78747e-10       | position
3  | 0 | 0.000 | 0.00000e+00    | 5.24496e-09       | position
4  | 0 | 0.000 | 0.00000e+00    | 3.05033e-09       | position
5  | 0 | 0.000 | 0.00000e+00    | 1.74918e-09       | position
6  | 0 | 0.000 | 0.00000e+00    | 1.32492e-09       | position
7  | 0 | 0.000 | 0.00000e+00    | 1.35269e-09       | position
8  | 0 | 0.000 | 0.00000e+00    | 1.06904e-09       | position
9  | 0 | 0.000 | 0.00000e+00    | 4.75450e-10       | position
10 | 0 | 0.000 | 0.00000e+00    | 7.83454e-10       | position
11 | 0 | 0.000 | 0.00000e+00    | 6.04748e-09       | position
12 | 0 | 0.000 | 0.00000e+00    | 1.81769e-09       | position
13 | 0 | 0.000 | 0.00000e+00    | 4.41559e-09       | position
14 | 0 | 0.000 | 0.00000e+00    | 3.20353e-09       | position
15 | 0 | 0.000 | 0.00000e+00    | 1.21555e-09       | position
16 | 0 | 0.000 | 0.00000e+00    | 1.57989e-09       | position
17 | 0 | 0.000 | 0.00000e+00    | 2.27961e-09       | position
18 | 0 | 0.000 | 0.00000e+00    | 2.86147e-09       | position
19 | 0 | 0.000 | 0.00000e+00    | 4.92918e-09       | position
20 | 0 | 0.000 | 0.00000e+00    | 4.31885e-09       | position
21 | 0 | 0.000 | 0.00000e+00    | 2.46343e-09       | position
22 | 0 | 0.000 | 0.00000e+00    | 3.59522e-09       | position
23 | 0 | 0.000 | 0.00000e+00    | 2.70458e-09       | position
24 | 0 | 0.000 | 0.00000e+00    | 1.37292e-09       | position
25 | 0 | 0.000 | 0.00000e+00    | 2.00610e-09       | position
26 | 0 | 0.000 | 0.00000e+00    | 1.81201e-09       | position
27 | 0 | 0.000 | 0.00000e+00    | 1.81361e-09       | position
28 | 0 | 0.000 | 0.00000e+00    | 1.70940e-09       | position
29 | 0 | 0.000 | 0.00000e+00    | 9.04690e-10       | position
30 | 0 | 0.000 | 0.00000e+00    | 1.83587e-09       | position
31 | 0 | 0.000 | 0.00000e+00    | 1.35166e-09       | position
32 | 0 | 0.000 | 0.00000e+00    | 9.11190e-10       | position
