Z;Q;N;Config;Energy;Ionization;Valence_n;Valence_l;n;l;mz;N_list;A_list;C_list
20;1;19;2P;-676,570012133;0,2246;4;0;2;0;2;[2, 4, 1, 2, 2, 3, 1, 3, 3, 3, 3, 3];[46.826729, 26.932592, 24.414308, 20.740056, 13.257979, 7.629463, 6.414563, 4.199025, 2.932248, 2.139810, 1.063151, 0.912488];[-0.000213121984, -0.003403729202, -0.631718308868, -0.506698294420, -0.836944455556, 0.145029722142, 2.483245029914, 0.014715882066, -0.002998132752, 0.001622385799, -0.000528774451, 0.000320319372]
20;1;19;2P;-676,570012133;0,2246;4;0;3;0;2;[2, 4, 1, 2, 2, 3, 1, 3, 3, 3, 3, 3];[46.826729, 26.932592, 24.414308, 20.740056, 13.257979, 7.629463, 6.414563, 4.199025, 2.932248, 2.139810, 1.063151, 0.912488];[-0.000088954033, 0.003549534620, 0.214310913192, 0.180819931871, 0.253061354750, -0.271876759091, -0.830474711351, 0.604830714934, 0.955576325921, 0.098045870644, -0.001748533649, 0.002215789810]
20;1;19;2P;-676,570012133;0,2246;4;0;4;0;1;[2, 4, 1, 2, 2, 3, 1, 3, 3, 3, 3, 3];[46.826729, 26.932592, 24.414308, 20.740056, 13.257979, 7.629463, 6.414563, 4.199025, 2.932248, 2.139810, 1.063151, 0.912488];[0.000028900000, -0.000906800000, -0.041572600000, -0.035714100000, -0.045055200000, 0.066901400000, 0.157140000000, -0.156986300000, -0.178849800000, -0.157801000000, 0.744594100000, 0.380061000000]
20;1;19;2P;-676,570012133;0,2246;4;0;2;1;6;[3, 3, 4, 2, 3, 4, 2, 3, 2, 3];[36.709506, 27.615969, 20.512304, 11.829735, 9.266923, 7.563502, 4.264903, 3.023909, 1.893422, 0.912488];[0.001262956911, -0.007728140138, -0.009770524686, 1.089434323153, 1.267119574248, 0.285619567121, 0.055685230119, -0.000076669029, 0.000230741934, -0.000035027703]
20;1;19;2P;-676,570012133;0,2246;4;0;3;1;6;[3, 3, 4, 2, 3, 4, 2, 3, 2, 3];[36.709506, 27.615969, 20.512304, 11.829735, 9.266923, 7.563502, 4.264903, 3.023909, 1.893422, 0.912488];[-0.000396327440, 0.001748935676, -0.001360936501, -0.426505398962, -0.711889570119, -0.437865887440, 0.699783456963, 0.943332792802, 1.484822139270, 0.003335470183]
21;1;20;3P;-759,539143556;0,2412;3;2;1;0;2;[2, 4, 1, 2, 2, 3, 1, 3, 3, 3, 3, 3];[49.059902, 28.467031, 25.707095, 21.871156, 14.040385, 8.185364, 6.790907, 4.525666, 3.229604, 2.464173, 1.144467, 0.947921];[0.001943695120, -0.020017061605, 1.020193582063, 0.466032866277, 0.008202297240, -0.001107046377, 0.004632256524, 0.000059255548, -0.000167867150, 0.000072549156, -0.000021920310, 0.000014142136]
21;1;20;3P;-759,539143556;0,2412;3;2;2;0;2;[2, 4, 1, 2, 2, 3, 1, 3, 3, 3, 3, 3];[49.059902, 28.467031, 25.707095, 21.871156, 14.040385, 8.185364, 6.790907, 4.525666, 3.229604, 2.464173, 1.144467, 0.947921];[-0.000246214581, -0.002869722161, -0.639994286635, -0.508232291871, -0.855528918822, 0.136207433676, 2.510626891487, 0.015541499944, -0.003572020616, 0.001892217746, -0.000280155707, 0.000208030815]
21;1;20;3P;-759,539143556;0,2412;3;2;3;0;2;[2, 4, 1, 2, 2, 3, 1, 3, 3, 3, 3, 3];[49.059902, 28.467031, 25.707095, 21.871156, 14.040385, 8.185364, 6.790907, 4.525666, 3.229604, 2.464173, 1.144467, 0.947921];[-0.000084852814, 0.003397082398, 0.220344655355, 0.184247985547, 0.260159575462, -0.283423388563, -0.847430566278, 0.584108526448, 0.904807897509, 0.177291610455, 0.000163341666, 0.000572190807]
21;1;20;3P;-759,539143556;0,2412;3;2;4;0;1;[2, 4, 1, 2, 2, 3, 1, 3, 3, 3, 3, 3];[49.059902, 28.467031, 25.707095, 21.871156, 14.040385, 8.185364, 6.790907, 4.525666, 3.229604, 2.464173, 1.144467, 0.947921];[0.000031100000, -0.000967900000, -0.042320200000, -0.036266800000, -0.044404900000, 0.071484700000, 0.157199600000, -0.154743400000, -0.161200000000, -0.163795800000, 0.736865400000, 0.375010400000]
21;1;20;3P;-759,539143556;0,2412;3;2;2;1;6;[3, 3, 4, 2, 3, 4, 2, 3, 2, 3];[38.544981, 29.363523, 21.948177, 12.643064, 9.964613, 8.157957, 4.538867, 3.265690, 2.023922, 0.947921];[0.001202454515, -0.006630768734, -0.006588147612, 1.062039229870, 1.272442560408, 0.299444487229, 0.058908023773, -0.000488183306, 0.000689286414, -0.000026209540]
21;1;20;3P;-759,539143556;0,2412;3;2;3;1;6;[3, 3, 4, 2, 3, 4, 2, 3, 2, 3];[38.544981, 29.363523, 21.948177, 12.643064, 9.964613, 8.157957, 4.538867, 3.265690, 2.023922, 0.947921];[-0.000411514277, 0.001517213947, -0.002181270616, -0.429271607729, -0.728125767930, -0.446871191531, 0.736264442549, 1.021970721607, 1.384508185834, 0.002888438305]
21;1;20;3P;-759,539143556;0,2412;3;2;3;2;1;[3, 4, 3, 4, 3, 4, 3, 3];[18.357069, 13.998989, 6.408209, 5.251401, 2.999535, 2.286812, 1.324813, 0.947921];[0.001267200000, 0.005821700000, 0.079797700000, 0.089159700000, 0.412764200000, 0.237840000000, 0.336815700000, 0.013181200000]
22;1;21;1D;-848,203400164;0,2511;3;2;1;0;2;[2, 4, 1, 2, 2, 3, 1, 3, 3, 3, 3, 3];[51.054089, 29.826418, 26.886993, 22.903449, 14.743954, 8.626215, 7.241417, 5.000569, 3.610119, 2.756584, 1.205403, 0.975361];[0.001995455337, -0.019928248993, 1.023452778639, 0.462755850610, 0.006430711911, -0.001377868274, 0.005543575743, 0.000162068874, -0.000245366053, 0.000094752309, -0.000021778889, 0.000013717872]
22;1;21;1D;-848,203400164;0,2511;3;2;2;0;2;[2, 4, 1, 2, 2, 3, 1, 3, 3, 3, 3, 3];[51.054089, 29.826418, 26.886993, 22.903449, 14.743954, 8.626215, 7.241417, 5.000569, 3.610119, 2.756584, 1.205403, 0.975361];[-0.000281994184, -0.002449983575, -0.662381994434, -0.521465936702, -0.897136213198, 0.137592514439, 2.573707887437, 0.017046081753, -0.003076621605, 0.001754190503, -0.000094186623, 0.000165180144]
22;1;21;1D;-848,203400164;0,2511;3;2;3;0;2;[2, 4, 1, 2, 2, 3, 1, 3, 3, 3, 3, 3];[51.054089, 29.826418, 26.886993, 22.903449, 14.743954, 8.626215, 7.241417, 5.000569, 3.610119, 2.756584, 1.205403, 0.975361];[-0.000072690577, 0.003183818993, 0.231659919489, 0.191674586648, 0.279771040617, -0.300536362618, -0.883949378835, 0.493125096912, 0.887949481896, 0.301212639543, 0.001629032602, -0.000157543391]
22;1;21;1D;-848,203400164;0,2511;3;2;4;0;1;[2, 4, 1, 2, 2, 3, 1, 3, 3, 3, 3, 3];[51.054089, 29.826418, 26.886993, 22.903449, 14.743954, 8.626215, 7.241417, 5.000569, 3.610119, 2.756584, 1.205403, 0.975361];[0.000029700000, -0.000919300000, -0.043987600000, -0.037308600000, -0.047294100000, 0.075547200000, 0.162024800000, -0.131289300000, -0.165057700000, -0.169014600000, 0.744544100000, 0.355304000000]
22;1;21;1D;-848,203400164;0,2511;3;2;2;1;6;[3, 3, 4, 2, 3, 4, 2, 3, 2, 3];[40.380457, 31.345684, 23.398255, 13.532375, 10.724850, 8.792957, 4.604777, 3.480043, 2.151940, 0.975361];[0.001269570534, -0.005630397123, -0.003200993196, 1.024311209056, 1.281883628724, 0.327541114374, 0.058259398889, -0.002879375193, 0.001724440779, -0.000046540305]
22;1;21;1D;-848,203400164;0,2511;3;2;3;1;6;[3, 3, 4, 2, 3, 4, 2, 3, 2, 3];[40.380457, 31.345684, 23.398255, 13.532375, 10.724850, 8.792957, 4.604777, 3.480043, 2.151940, 0.975361];[-0.000422536981, 0.001271530125, -0.002833324785, -0.415523846548, -0.709389130989, -0.430735422799, 0.730388116656, 1.022491973024, 1.334519734010, 0.002689294789]
22;1;21;1D;-848,203400164;0,2511;3;2;3;2;2;[3, 4, 3, 4, 3, 4, 3, 3];[19.217589, 14.756988, 6.708481, 5.510605, 3.130957, 2.406248, 1.427287, 0.975361];[0.002001960719, 0.008822288466, 0.137530996149, 0.151291859796, 0.627803200042, 0.326946518052, 0.396862832413, 0.007291260864]
23;1;22;1S;-942,670783347;0,2478;3;2;1;0;2;[2, 4, 1, 2, 2, 3, 1, 3, 3, 3, 3, 2];[61.913739, 33.257642, 29.218779, 25.396152, 19.166060, 11.604185, 9.324325, 8.763737, 5.579454, 3.914557, 2.854948, 1.080967];[0.000805394624, -0.009730354995, 0.967855942283, 0.467126053360, 0.065998235686, 0.002160211217, -0.003494238870, -0.000304621601, -0.000026587215, -0.000050346003, 0.000003111270, -0.000000565685]
23;1;22;1S;-942,670783347;0,2478;3;2;2;0;2;[2, 4, 1, 2, 2, 3, 1, 3, 3, 3, 3, 2];[61.913739, 33.257642, 29.218779, 25.396152, 19.166060, 11.604185, 9.324325, 8.763737, 5.579454, 3.914557, 2.854948, 1.080967];[-0.000233345238, -0.000177766645, -0.485613642997, -0.301793598474, -0.359275581509, 0.559309443103, 1.096454765572, 0.387982136927, 0.013026038280, 0.001078054999, 0.000643750014, -0.000000424264]
23;1;22;1S;-942,670783347;0,2478;3;2;3;0;2;[2, 4, 1, 2, 2, 3, 1, 3, 3, 3, 3, 2];[61.913739, 33.257642, 29.218779, 25.396152, 19.166060, 11.604185, 9.324325, 8.763737, 5.579454, 3.914557, 2.854948, 1.080967];[0.000003818377, 0.001614466203, 0.179044669587, 0.117149350288, 0.129425006852, -0.199866984394, -0.422021691687, -0.404322384690, 0.451042626780, 0.910473378462, 0.361677906088, 0.001029971737]
23;1;22;1S;-942,670783347;0,2478;3;2;2;1;6;[3, 3, 4, 2, 3, 4, 2, 3, 2, 3];[41.659118, 33.163417, 25.266125, 14.217441, 11.307604, 9.281456, 4.869342, 3.729061, 2.218956, 1.080967];[0.001333502216, -0.005253420651, -0.002399275203, 1.027807610715, 1.283457425883, 0.317960425144, 0.057395708806, -0.002539386016, 0.002248631584, -0.000014941887]
23;1;22;1S;-942,670783347;0,2478;3;2;3;1;6;[3, 3, 4, 2, 3, 4, 2, 3, 2, 3];[41.659118, 33.163417, 25.266125, 14.217441, 11.307604, 9.281456, 4.869342, 3.729061, 2.218956, 1.080967];[-0.000530559478, 0.001341340583, -0.002717953819, -0.422087499262, -0.726715841634, -0.435470286472, 0.785504575256, 0.951832277261, 1.383091400967, 0.002677537238]
23;1;22;1S;-942,670783347;0,2478;3;2;3;2;4;[3, 4, 3, 4, 3, 4, 3, 3];[20.434420, 15.682969, 7.045584, 5.769930, 3.201405, 2.409510, 1.413679, 1.080967];[0.002575800000, 0.011517600000, 0.208108600000, 0.231183800000, 0.873364400000, 0.426707200000, 0.547249400000, 0.095826800000]
24;1;23;4S;-1043,139393011;0,2485;3;2;1;0;2;[2, 4, 1, 2, 2, 3, 1, 3, 3, 3, 3, 2];[63.642624, 34.903178, 30.519477, 26.478029, 19.488185, 12.033340, 9.989731, 9.138198, 5.910062, 4.127722, 2.997876, 1.139500];[0.000882186420, -0.009847734720, 0.968082923560, 0.476309249128, 0.061149180223, 0.003217618697, -0.008405802572, -0.000489176471, 0.000021637468, -0.000069155043, 0.000009050967, -0.000000989949]
24;1;23;4S;-1043,139393011;0,2485;3;2;2;0;2;[2, 4, 1, 2, 2, 3, 1, 3, 3, 3, 3, 2];[63.642624, 34.903178, 30.519477, 26.478029, 19.488185, 12.033340, 9.989731, 9.138198, 5.910062, 4.127722, 2.997876, 1.139500];[-0.000240416306, -0.000317773787, -0.517685036743, -0.335271710451, -0.418242771627, 0.568223655451, 1.217464777463, 0.364781822014, 0.011923800230, 0.001583494926, 0.000532875670, 0.000007212489]
24;1;23;4S;-1043,139393011;0,2485;3;2;3;0;2;[2, 4, 1, 2, 2, 3, 1, 3, 3, 3, 3, 2];[63.642624, 34.903178, 30.519477, 26.478029, 19.488185, 12.033340, 9.989731, 9.138198, 5.910062, 4.127722, 2.997876, 1.139500];[-0.000014707821, 0.001917249327, 0.189367014378, 0.130115425913, 0.142077551330, -0.222232206197, -0.452682265984, -0.397767929093, 0.466566590475, 0.914462733500, 0.354090508904, 0.001024173462]
24;1;23;4S;-1043,139393011;0,2485;3;2;2;1;6;[3, 3, 4, 2, 3, 4, 2, 3, 2, 3];[43.775129, 34.909328, 26.686822, 14.945896, 11.935429, 9.815862, 5.244912, 3.976645, 2.344857, 1.139500];[0.001264916503, -0.004766217142, -0.001636014199, 1.022499321493, 1.282170219023, 0.315488400095, 0.062058557480, -0.001878513684, 0.002308154185, -0.000008818163]
24;1;23;4S;-1043,139393011;0,2485;3;2;3;1;6;[3, 3, 4, 2, 3, 4, 2, 3, 2, 3];[43.775129, 34.909328, 26.686822, 14.945896, 11.935429, 9.815862, 5.244912, 3.976645, 2.344857, 1.139500];[-0.000499695908, 0.001207108545, -0.002754451216, -0.430933341570, -0.749939698834, -0.448206163441, 0.811703092800, 0.973894096527, 1.370274445888, 0.002855615142]
24;1;23;4S;-1043,139393011;0,2485;3;2;3;2;5;[3, 4, 3, 4, 3, 4, 3, 3];[21.704945, 16.633117, 7.338995, 6.032009, 3.400197, 2.572565, 1.509219, 1.139500];[0.002869993249, 0.013147856101, 0.265315279307, 0.269996487618, 0.989614592341, 0.471278159074, 0.575580220705, 0.087946118803]
25;1;24;2D;-1149,649382169;0,2732;3;2;1;0;2;[2, 4, 1, 2, 2, 3, 1, 3, 3, 3, 3, 2];[55.426379, 33.872469, 30.579180, 26.040186, 16.959344, 10.591531, 8.185599, 5.496562, 3.876864, 2.817217, 1.840470, 1.043421];[0.002592960567, -0.020754432556, 1.023674810169, 0.463849037694, -0.000353977655, -0.003424518141, 0.011312152864, 0.000026304372, -0.000168008571, 0.000101540534, -0.000040305087, 0.000013859293]
25;1;24;2D;-1149,649382169;0,2732;3;2;2;0;2;[2, 4, 1, 2, 2, 3, 1, 3, 3, 3, 3, 2];[55.426379, 33.872469, 30.579180, 26.040186, 16.959344, 10.591531, 8.185599, 5.496562, 3.876864, 2.817217, 1.840470, 1.043421];[-0.000570918015, -0.000032526912, -0.678143687429, -0.527301971810, -0.917618833907, 0.062839872537, 2.663927641649, 0.012162236636, -0.002109440950, 0.001357503599, -0.000440810367, 0.000675286976]
25;1;24;2D;-1149,649382169;0,2732;3;2;3;0;2;[2, 4, 1, 2, 2, 3, 1, 3, 3, 3, 3, 2];[55.426379, 33.872469, 30.579180, 26.040186, 16.959344, 10.591531, 8.185599, 5.496562, 3.876864, 2.817217, 1.840470, 1.043421];[-0.000053740115, 0.002718401310, 0.232466869748, 0.192449575680, 0.253557178025, -0.300143211247, -0.858548547620, 0.727875921564, 0.849343714385, 0.097821152109, -0.002671732262, 0.003997416055]
25;1;24;2D;-1149,649382169;0,2732;3;2;4;0;1;[2, 4, 1, 2, 2, 3, 1, 3, 3, 3, 3, 2];[55.426379, 33.872469, 30.579180, 26.040186, 16.959344, 10.591531, 8.185599, 5.496562, 3.876864, 2.817217, 1.840470, 1.043421];[0.000019500000, -0.000568200000, -0.042756400000, -0.035754600000, -0.043706600000, 0.063487800000, 0.152082100000, -0.205034100000, -0.217922800000, -0.246011800000, -0.199151300000, 1.402819000000]
25;1;24;2D;-1149,649382169;0,2732;3;2;2;1;6;[3, 3, 4, 2, 3, 4, 2, 3, 2, 3];[45.160487, 36.425345, 17.513833, 15.333053, 12.171423, 9.925570, 4.884277, 3.881362, 2.443865, 1.043421];[0.001144156659, -0.003884645783, 0.016913726674, 1.078637462265, 1.282087916168, 0.265695172604, 0.029786530119, -0.001139257679, 0.001498842774, -0.000010287857]
25;1;24;2D;-1149,649382169;0,2732;3;2;3;1;6;[3, 3, 4, 2, 3, 4, 2, 3, 2, 3];[45.160487, 36.425345, 17.513833, 15.333053, 12.171423, 9.925570, 4.884277, 3.881362, 2.443865, 1.043421];[-0.000691980852, 0.002290762807, 0.017050408202, -0.461764824014, -0.821371963662, -0.403240880232, 1.138319034899, 1.034484184907, 1.003193913034, 0.001801844655]
25;1;24;2D;-1149,649382169;0,2732;3;2;3;2;5;[3, 4, 3, 4, 3, 4, 3, 3];[22.909411, 17.574256, 7.648261, 6.276301, 3.533695, 2.682042, 1.626089, 1.043421];[0.003028754076, 0.013958207136, 0.317712836617, 0.313520879980, 1.087929805569, 0.475711834660, 0.412785527671, 0.002095419302]
26;1;25;2P;-1262,213011144;0,2904;3;2;1;0;2;[2, 4, 1, 2, 2, 3, 1, 3, 3, 3, 3, 2];[58.921604, 35.749977, 32.011180, 27.362330, 17.822536, 10.925436, 8.619044, 5.934390, 4.217590, 3.109311, 2.048759, 1.058581];[0.002265570127, -0.018481225676, 1.015092513744, 0.469667677975, 0.006753576867, -0.001639356362, 0.005675097604, 0.000043699199, -0.000164897301, 0.000091499617, -0.000029981328, 0.000007919596]
26;1;25;2P;-1262,213011144;0,2904;3;2;2;0;2;[2, 4, 1, 2, 2, 3, 1, 3, 3, 3, 3, 2];[58.921604, 35.749977, 32.011180, 27.362330, 17.822536, 10.925436, 8.619044, 5.934390, 4.217590, 3.109311, 2.048759, 1.058581];[-0.000419738585, -0.001020637928, -0.681557598969, -0.522640016802, -0.941804714251, 0.073010472214, 2.673086654364, 0.013612654066, -0.002139846541, 0.001504723230, -0.000355674711, 0.000476872813]
26;1;25;2P;-1262,213011144;0,2904;3;2;3;0;2;[2, 4, 1, 2, 2, 3, 1, 3, 3, 3, 3, 2];[58.921604, 35.749977, 32.011180, 27.362330, 17.822536, 10.925436, 8.619044, 5.934390, 4.217590, 3.109311, 2.048759, 1.058581];[-0.000045396255, 0.002495804095, 0.242289572888, 0.195452375337, 0.292038353321, -0.297362443120, -0.918173064202, 0.650660426743, 0.876110251638, 0.162687875524, -0.002579949802, 0.003366535385]
26;1;25;2P;-1262,213011144;0,2904;3;2;4;0;1;[2, 4, 1, 2, 2, 3, 1, 3, 3, 3, 3, 2];[58.921604, 35.749977, 32.011180, 27.362330, 17.822536, 10.925436, 8.619044, 5.934390, 4.217590, 3.109311, 2.048759, 1.058581];[0.000018700000, -0.000570600000, -0.043047700000, -0.035218800000, -0.048329800000, 0.063152000000, 0.157024100000, -0.176147800000, -0.206308200000, -0.213143200000, -0.188424200000, 1.333322800000]
26;1;25;2P;-1262,213011144;0,2904;3;2;2;1;6;[3, 3, 4, 2, 3, 4, 2, 3, 2, 3];[47.283708, 38.579601, 18.556459, 15.945298, 12.683425, 10.333394, 5.047108, 4.022037, 2.539719, 1.058581];[0.001125295588, -0.003483909261, 0.017987582977, 1.091562439842, 1.280448227734, 0.251393581792, 0.027369373641, -0.001115252680, 0.001660754046, -0.000009553010]
26;1;25;2P;-1262,213011144;0,2904;3;2;3;1;6;[3, 3, 4, 2, 3, 4, 2, 3, 2, 3];[47.283708, 38.579601, 18.556459, 15.945298, 12.683425, 10.333394, 5.047108, 4.022037, 2.539719, 1.058581];[-0.000726518658, 0.002234669492, 0.016076491080, -0.475069227552, -0.842185033058, -0.402076882707, 1.247742150791, 1.038246356202, 0.916403592468, 0.001732769044]
26;1;25;2P;-1262,213011144;0,2904;3;2;3;2;6;[3, 4, 3, 4, 3, 4, 3, 3];[24.151149, 18.502081, 7.967724, 6.538034, 3.668271, 2.790752, 1.708843, 1.058581];[0.003212750747, 0.015012187787, 0.379625349622, 0.362529625860, 1.178928880396, 0.471897383284, 0.468609188253, 0.009178972913]
27;1;26;3P;-1381,128748962;0,289;3;2;1;0;2;[2, 4, 1, 2, 2, 3, 1, 3, 3, 3, 3, 2];[67.496474, 39.155732, 34.186190, 29.520403, 21.144832, 13.631425, 11.183718, 10.403162, 6.817563, 4.747008, 3.434196, 1.212142];[0.001277883375, -0.011797369537, 0.975723495173, 0.485986571114, 0.040759756188, 0.001804253663, -0.005427610231, -0.000085135656, -0.000099702056, -0.000007071068, -0.000008202439, 0.000000424264]
27;1;26;3P;-1381,128748962;0,289;3;2;2;0;2;[2, 4, 1, 2, 2, 3, 1, 3, 3, 3, 3, 2];[67.496474, 39.155732, 34.186190, 29.520403, 21.144832, 13.631425, 11.183718, 10.403162, 6.817563, 4.747008, 3.434196, 1.212142];[-0.000346906587, 0.000265589307, -0.564130214295, -0.385763942954, -0.499129706277, 0.526315557850, 1.427072157768, 0.334025364039, 0.011999177813, 0.001628325496, 0.000537118311, 0.000009475231]
27;1;26;3P;-1381,128748962;0,289;3;2;3;0;2;[2, 4, 1, 2, 2, 3, 1, 3, 3, 3, 3, 2];[67.496474, 39.155732, 34.186190, 29.520403, 21.144832, 13.631425, 11.183718, 10.403162, 6.817563, 4.747008, 3.434196, 1.212142];[-0.000005374012, 0.001672873223, 0.205298554423, 0.149018370073, 0.159321198718, -0.242287310146, -0.509963006429, -0.386881737354, 0.507665050811, 0.916264724421, 0.329023997775, 0.001322006838]
27;1;26;3P;-1381,128748962;0,289;3;2;2;1;6;[3, 3, 4, 2, 3, 4, 2, 3, 2, 3];[49.592869, 39.477482, 19.512676, 16.673142, 13.333803, 10.878716, 5.415827, 4.289946, 2.615652, 1.212142];[0.000903616766, -0.003285255643, 0.013129754919, 1.084350897090, 1.282278241521, 0.256686194279, 0.030569142092, -0.000811515952, 0.002102886944, 0.000023760051]
27;1;26;3P;-1381,128748962;0,289;3;2;3;1;6;[3, 3, 4, 2, 3, 4, 2, 3, 2, 3];[49.592869, 39.477482, 19.512676, 16.673142, 13.333803, 10.878716, 5.415827, 4.289946, 2.615652, 1.212142];[-0.000602574477, 0.002141833831, 0.016736873514, -0.476031142174, -0.848037843849, -0.412633448651, 1.215334666647, 0.998639821705, 1.010465713234, 0.002018869446]
27;1;26;3P;-1381,128748962;0,289;3;2;3;2;8;[3, 4, 3, 4, 3, 4, 3, 3];[25.360930, 19.431865, 8.292261, 6.786806, 3.803809, 2.832696, 1.640045, 1.212142];[0.003403729202, 0.015976370614, 0.447679202664, 0.412459062421, 1.288805629145, 0.564889788399, 0.605123315720, 0.081766999749]
28;1;27;1D;-1506,591098366;0,2805;3;2;1;0;2;[2, 4, 1, 2, 2, 3, 1, 3, 3, 3, 3, 2];[70.729443, 40.874837, 35.511860, 30.743355, 21.856456, 14.088234, 11.708916, 10.777461, 7.085723, 4.926433, 3.540263, 1.240388];[0.001157109537, -0.010733032410, 0.975033641797, 0.485337305667, 0.047195417846, 0.003445589923, -0.011716052257, -0.000393999898, -0.000009616652, -0.000042992092, 0.000002687006, -0.000000282843]
28;1;27;1D;-1506,591098366;0,2805;3;2;2;0;2;[2, 4, 1, 2, 2, 3, 1, 3, 3, 3, 3, 2];[70.729443, 40.874837, 35.511860, 30.743355, 21.856456, 14.088234, 11.708916, 10.777461, 7.085723, 4.926433, 3.540263, 1.240388];[-0.000307308607, 0.000015839192, -0.584449210495, -0.395774595077, -0.552197221677, 0.525710415867, 1.513408764380, 0.318402546815, 0.011304233268, 0.001734815777, 0.000488610786, 0.000010182338]
28;1;27;1D;-1506,591098366;0,2805;3;2;3;0;2;[2, 4, 1, 2, 2, 3, 1, 3, 3, 3, 3, 2];[70.729443, 40.874837, 35.511860, 30.743355, 21.856456, 14.088234, 11.708916, 10.777461, 7.085723, 4.926433, 3.540263, 1.240388];[-0.000044971991, 0.002205748893, 0.208048492695, 0.151416310589, 0.161914442127, -0.268921901273, -0.513673337131, -0.366419764162, 0.521980286175, 0.926209474191, 0.306137214010, 0.000875539616]
28;1;27;1D;-1506,591098366;0,2805;3;2;2;1;6;[3, 3, 4, 2, 3, 4, 2, 3, 2, 3];[51.337479, 40.743217, 20.807337, 17.513613, 14.089201, 11.498336, 5.414607, 4.404412, 2.712694, 1.240388];[0.000930806102, -0.003406505385, 0.005045703921, 1.060573210259, 1.293744303007, 0.278384999165, 0.032118444354, -0.002720893206, 0.002701787186, 0.000006368673]
28;1;27;1D;-1506,591098366;0,2805;3;2;3;1;6;[3, 3, 4, 2, 3, 4, 2, 3, 2, 3];[51.337479, 40.743217, 20.807337, 17.513613, 14.089201, 11.498336, 5.414607, 4.404412, 2.712694, 1.240388];[-0.000645685496, 0.002353469745, 0.018780237858, -0.464938137976, -0.830878678303, -0.402447490505, 1.282590551463, 0.948389029529, 0.947079777262, 0.002030382048]
28;1;27;1D;-1506,591098366;0,2805;3;2;3;2;9;[3, 4, 3, 4, 3, 4, 3, 3];[26.544851, 20.330270, 8.617473, 7.032645, 3.934168, 2.920576, 1.683692, 1.240388];[0.003543300000, 0.016731000000, 0.509434800000, 0.459544800000, 1.370690400000, 0.590255700000, 0.608138700000, 0.075957600000]
29;1;28;1S;-1638,728241711;0,2838;3;2;1;0;2;[2, 4, 1, 2, 2, 3, 1, 3, 3, 3, 3, 2];[72.576390, 42.161112, 36.610202, 31.708712, 22.469954, 14.638358, 12.456345, 11.237667, 7.315857, 5.096873, 3.664368, 1.272903];[0.001197556045, -0.011028744466, 0.981928640021, 0.481635177403, 0.040735573136, 0.002446872306, -0.009089150565, -0.000262053773, -0.000054164379, -0.000021496046, -0.000002545584, 0.000000141421]
29;1;28;1S;-1638,728241711;0,2838;3;2;2;0;2;[2, 4, 1, 2, 2, 3, 1, 3, 3, 3, 3, 2];[72.576390, 42.161112, 36.610202, 31.708712, 22.469954, 14.638358, 12.456345, 11.237667, 7.315857, 5.096873, 3.664368, 1.272903];[-0.000327531861, 0.000182574971, -0.617172415272, -0.417540048908, -0.596428589318, 0.532300792489, 1.590835684127, 0.325008479786, 0.011475211688, 0.001555776340, 0.000500773022, 0.000009192388]
29;1;28;1S;-1638,728241711;0,2838;3;2;3;0;2;[2, 4, 1, 2, 2, 3, 1, 3, 3, 3, 3, 2];[72.576390, 42.161112, 36.610202, 31.708712, 22.469954, 14.638358, 12.456345, 11.237667, 7.315857, 5.096873, 3.664368, 1.272903];[-0.000050204581, 0.002212112854, 0.217454002834, 0.158264356922, 0.169675646157, -0.282964476262, -0.528189815085, -0.359389708544, 0.542923940506, 0.915993053996, 0.292679982014, 0.000871721240]
29;1;28;1S;-1638,728241711;0,2838;3;2;2;1;6;[3, 3, 4, 2, 3, 4, 2, 3, 2, 3];[54.142279, 42.542133, 21.883549, 18.160695, 14.647103, 11.953711, 5.504517, 4.493556, 2.786438, 1.272903];[0.000777223095, -0.002981763864, 0.005948585840, 1.067234107717, 1.290939392303, 0.272872422499, 0.030730808415, -0.003212505798, 0.002911463508, -0.000004164133]
29;1;28;1S;-1638,728241711;0,2838;3;2;3;1;6;[3, 3, 4, 2, 3, 4, 2, 3, 2, 3];[54.142279, 42.542133, 21.883549, 18.160695, 14.647103, 11.953711, 5.504517, 4.493556, 2.786438, 1.272903];[-0.000600614885, 0.002266022961, 0.018360640265, -0.471464803395, -0.837498669282, -0.395912741769, 1.394508227709, 0.934641513297, 0.851731674381, 0.001774900268]
29;1;28;1S;-1638,728241711;0,2838;3;2;3;2;10;[3, 4, 3, 4, 3, 4, 3, 3];[27.700444, 21.210460, 8.945777, 7.285798, 4.067033, 3.010777, 1.741365, 1.272903];[0.003682472335, 0.017508266493, 0.569933824187, 0.503199013813, 1.449543175078, 0.606444849595, 0.608719792144, 0.075187262331]
30;1;29;2P;-1777,567542549;0,3452;4;0;1;0;2;[2, 3, 3, 1, 3, 4, 3, 4, 2, 3, 4, 3];[56.124784, 48.111394, 34.485953, 33.388168, 23.342782, 19.224010, 12.474380, 5.031119, 3.977448, 1.663491, 1.107245, 1.106078];[0.056795806614, 0.075751783783, 0.148917960910, 1.184671710536, 0.010747315967, -0.000673731341, 0.000324420591, 0.000105641753, -0.000219344524, -0.000012303658, -0.000010182338, 0.000018809040]
