Z;Q;N;Config;Energy;Ionization;Valence_n;Valence_l;n;l;mz;N_list;A_list;C_list
38;1;37;6S;-3131,373774334;0,2092;5;0;2;0;2;[2, 3, 1, 4, 4, 2, 2, 3, 3, 4, 2, 3, 2, 3];[55.832561, 47.667376, 39.546125, 27.408289, 19.326156, 16.505756, 10.753302, 7.969094, 5.847222, 2.227859, 2.221386, 1.397258, 0.872953, 0.870502];[-0.065796144568, -0.095970512242, -0.415614597143, 0.192412099021, 0.156350077444, 1.088054195590, 0.140332694637, -0.006022711298, 0.002847660429, 0.000703712669, -0.001036052856, -0.001470357841, 0.001663680835, -0.000542068058]
38;1;37;6S;-3131,373774334;0,2092;5;0;3;0;2;[2, 3, 1, 4, 4, 2, 2, 3, 3, 4, 2, 3, 2, 3];[55.832561, 47.667376, 39.546125, 27.408289, 19.326156, 16.505756, 10.753302, 7.969094, 5.847222, 2.227859, 2.221386, 1.397258, 0.872953, 0.870502];[-0.032404299619, -0.047645137759, -0.169812824873, 0.112931599759, 0.260818740404, 0.634420022457, -0.157268184889, -1.288455469867, -0.313926843733, -0.002770585790, 0.000406444978, 0.005927958989, -0.006631813079, 0.002172797717]
38;1;37;6S;-3131,373774334;0,2092;5;0;4;0;2;[2, 3, 1, 4, 4, 2, 2, 3, 3, 4, 2, 3, 2, 3];[55.832561, 47.667376, 39.546125, 27.408289, 19.326156, 16.505756, 10.753302, 7.969094, 5.847222, 2.227859, 2.221386, 1.397258, 0.872953, 0.870502];[-0.012064938743, -0.017823050684, -0.060346472605, 0.042899319886, 0.120344765832, 0.260734453275, -0.162988961592, -0.519406134649, -0.770647679387, -0.028452704083, 1.969392936189, 0.039052093311, -0.031902678068, 0.011144002871]
38;1;37;6S;-3131,373774334;0,2092;5;0;5;0;1;[2, 3, 1, 4, 4, 2, 2, 3, 3, 4, 2, 3, 2, 3];[55.832561, 47.667376, 39.546125, 27.408289, 19.326156, 16.505756, 10.753302, 7.969094, 5.847222, 2.227859, 2.221386, 1.397258, 0.872953, 0.870502];[0.002613900000, 0.003866600000, 0.012946700000, -0.009320900000, -0.027206600000, -0.058226500000, 0.043353900000, 0.110975800000, 0.213975500000, -0.165952300000, -0.739449700000, -0.625593600000, 1.527779700000, 0.360947200000]
38;1;37;6S;-3131,373774334;0,2092;5;0;2;1;6;[2, 3, 2, 3, 3, 3, 3, 3, 3, 2, 2];[62.275951, 49.890204, 28.352566, 22.968318, 16.945207, 12.578046, 7.939440, 5.763893, 2.759686, 1.753375, 0.870502];[-0.010063973557, -0.024614677476, 0.802986093653, 0.962203171883, 0.823372706884, 0.105726345972, 0.004479381893, 0.000387509277, -0.000006613622, -0.000016901479, 0.000004164133]
38;1;37;6S;-3131,373774334;0,2092;5;0;3;1;6;[2, 3, 2, 3, 3, 3, 3, 3, 3, 2, 2];[62.275951, 49.890204, 28.352566, 22.968318, 16.945207, 12.578046, 7.939440, 5.763893, 2.759686, 1.753375, 0.870502];[0.006347117821, 0.015518252367, -0.349608567467, -0.366372875267, -0.634717905874, 0.307716659039, 1.743161249228, 0.830965880138, 0.012787316253, -0.005073628104, 0.000281936269]
38;1;37;6S;-3131,373774334;0,2092;5;0;4;1;6;[2, 3, 2, 3, 3, 3, 3, 3, 3, 2, 2];[62.275951, 49.890204, 28.352566, 22.968318, 16.945207, 12.578046, 7.939440, 5.763893, 2.759686, 1.753375, 0.870502];[-0.002387272703, -0.005886368801, 0.112919027653, 0.104706378443, 0.242483317903, -0.184316019828, -0.558744776961, -0.898159792864, 0.712897780097, 2.196988746679, 0.015438154053]
38;1;37;6S;-3131,373774334;0,2092;5;0;3;2;10;[3, 4, 3, 4, 3, 4, 3, 3];[37.420815, 28.965002, 11.860054, 9.326124, 5.605752, 4.182849, 1.987580, 0.870502];[0.004215948577, 0.019095097423, 1.010259801105, 0.776704724869, 1.538622955627, 0.158801045944, 0.001562481392, 0.000083167902]
39;1;38;5D;-3331,472879932;0,2346;5;0;1;0;2;[2, 3, 1, 4, 4, 2, 2, 3, 3, 4, 2, 3, 2, 3];[56.850413, 48.677772, 40.477134, 28.229729, 20.177540, 17.391445, 11.900211, 8.437033, 6.331381, 2.484842, 1.991798, 1.509806, 0.942943, 0.933328];[-0.030389186714, -0.049801389178, -1.319940813513, 0.044023336826, 0.023409194255, -0.096174300416, 0.000713612164, -0.000351290649, 0.000269266262, 0.000158250498, -0.000180595072, -0.000240133463, 0.000282984134, -0.000091358196]
39;1;38;5D;-3331,472879932;0,2346;5;0;2;0;2;[2, 3, 1, 4, 4, 2, 2, 3, 3, 4, 2, 3, 2, 3];[56.850413, 48.677772, 40.477134, 28.229729, 20.177540, 17.391445, 11.900211, 8.437033, 6.331381, 2.484842, 1.991798, 1.509806, 0.942943, 0.933328];[-0.067534778722, -0.096237657184, -0.418417709845, 0.192093476705, 0.175253021605, 1.007473862441, 0.207232774312, -0.004050873328, 0.002544877305, 0.000876953830, -0.001179878375, -0.001010172748, 0.001162059284, -0.000370806796]
39;1;38;5D;-3331,472879932;0,2346;5;0;3;0;2;[2, 3, 1, 4, 4, 2, 2, 3, 3, 4, 2, 3, 2, 3];[56.850413, 48.677772, 40.477134, 28.229729, 20.177540, 17.391445, 11.900211, 8.437033, 6.331381, 2.484842, 1.991798, 1.509806, 0.942943, 0.933328];[-0.033453787503, -0.048120313516, -0.172426857221, 0.110078706740, 0.252274344903, 0.566789784320, -0.024994669080, -1.245178554960, -0.404915364437, 0.001503874702, -0.005454763131, 0.000929986839, -0.000993060763, 0.000314238254]
39;1;38;5D;-3331,472879932;0,2346;5;0;4;0;2;[2, 3, 1, 4, 4, 2, 2, 3, 3, 4, 2, 3, 2, 3];[56.850413, 48.677772, 40.477134, 28.229729, 20.177540, 17.391445, 11.900211, 8.437033, 6.331381, 2.484842, 1.991798, 1.509806, 0.942943, 0.933328];[-0.013172550805, -0.019122854369, -0.064078865039, 0.043680390037, 0.128051522640, 0.259249387614, -0.126388407491, -0.472693246470, -0.825227696192, -0.677417064501, 2.531096077168, -0.080539179534, 0.035674809903, -0.008508050213]
39;1;38;5D;-3331,472879932;0,2346;5;0;5;0;2;[2, 3, 1, 4, 4, 2, 2, 3, 3, 4, 2, 3, 2, 3];[56.850413, 48.677772, 40.477134, 28.229729, 20.177540, 17.391445, 11.900211, 8.437033, 6.331381, 2.484842, 1.991798, 1.509806, 0.942943, 0.933328];[0.004289168313, 0.006166395396, 0.020824294706, -0.014719700443, -0.041949675479, -0.084959021181, 0.046168133115, 0.155495043925, 0.328847079659, 0.050104313723, -1.458528934300, -0.560965911449, 2.207755238014, 0.302724858105]
39;1;38;5D;-3331,472879932;0,2346;5;0;2;1;6;[2, 3, 2, 3, 3, 3, 3, 3, 3, 2, 2];[63.029145, 50.693725, 28.596183, 23.345978, 17.498579, 13.559960, 8.327672, 6.071610, 2.892623, 1.902480, 0.933328];[-0.008803956034, -0.021433280198, 0.830852223814, 0.956331744969, 0.760516350594, 0.136752562850, 0.006278777058, 0.000025229744, 0.000002939388, -0.000017146428, 0.000004654031]
39;1;38;5D;-3331,472879932;0,2346;5;0;3;1;6;[2, 3, 2, 3, 3, 3, 3, 3, 3, 2, 2];[63.029145, 50.693725, 28.596183, 23.345978, 17.498579, 13.559960, 8.327672, 6.071610, 2.892623, 1.902480, 0.933328];[0.005899596045, 0.014206060712, -0.365390629880, -0.362404701883, -0.641528222206, 0.266951515893, 1.750313024430, 0.873139479886, 0.014614635601, -0.007384966626, 0.000286590300]
39;1;38;5D;-3331,472879932;0,2346;5;0;4;1;6;[2, 3, 2, 3, 3, 3, 3, 3, 3, 2, 2];[63.029145, 50.693725, 28.596183, 23.345978, 17.498579, 13.559960, 8.327672, 6.071610, 2.892623, 1.902480, 0.933328];[-0.002362042959, -0.005706331305, 0.125041062492, 0.108607680756, 0.268766342843, -0.179074601677, -0.593444248657, -0.961358342870, 1.082303123665, 1.864445284352, 0.018279562154]
39;1;38;5D;-3331,472879932;0,2346;5;0;3;2;10;[3, 4, 3, 4, 3, 4, 3, 3];[38.369940, 29.841335, 12.267012, 9.649812, 5.936284, 4.571744, 2.228486, 0.933328];[0.004204564377, 0.018526519900, 1.020570407416, 0.772564670956, 1.510128620314, 0.165699870887, 0.002501045401, -0.000079689397]
40;1;39;4F;-3538,809302333;0,2515;4;2;1;0;2;[2, 3, 1, 4, 4, 2, 2, 3, 3, 4, 2, 3, 2, 3];[58.988353, 50.489673, 41.797820, 29.344692, 20.990474, 18.163822, 12.343777, 8.654904, 6.409740, 2.637269, 2.558706, 1.619432, 0.942882, 0.942815];[-0.035234565221, -0.055591038081, -1.306943908032, 0.049020460448, 0.025669956056, -0.106823469962, 0.000375615122, -0.000322157850, 0.000286943932, 0.000132228968, -0.000155139228, -0.000210293557, 0.000219344524, -0.000080610173]
40;1;39;4F;-3538,809302333;0,2515;4;2;2;0;2;[2, 3, 1, 4, 4, 2, 2, 3, 3, 4, 2, 3, 2, 3];[58.988353, 50.489673, 41.797820, 29.344692, 20.990474, 18.163822, 12.343777, 8.654904, 6.409740, 2.637269, 2.558706, 1.619432, 0.942882, 0.942815];[-0.067340182935, -0.096040091549, -0.415216778868, 0.201006274839, 0.207429774261, 0.945041424831, 0.229900354975, -0.005070379885, 0.003010294989, 0.000742603542, -0.001146078671, -0.000987545331, 0.000981888476, -0.000358361717]
40;1;39;4F;-3538,809302333;0,2515;4;2;3;0;2;[2, 3, 1, 4, 4, 2, 2, 3, 3, 4, 2, 3, 2, 3];[58.988353, 50.489673, 41.797820, 29.344692, 20.990474, 18.163822, 12.343777, 8.654904, 6.409740, 2.637269, 2.558706, 1.619432, 0.942882, 0.942815];[-0.033367661897, -0.048132334331, -0.172400977113, 0.111964843368, 0.260814780606, 0.522837158172, 0.023740544493, -1.325396708015, -0.338393586890, -0.002490571505, -0.000568089588, 0.003357060154, -0.003271358812, 0.001207738382]
40;1;39;4F;-3538,809302333;0,2515;4;2;4;0;2;[2, 3, 1, 4, 4, 2, 2, 3, 3, 4, 2, 3, 2, 3];[58.988353, 50.489673, 41.797820, 29.344692, 20.990474, 18.163822, 12.343777, 8.654904, 6.409740, 2.637269, 2.558706, 1.619432, 0.942882, 0.942815];[-0.013307608201, -0.019322399903, -0.065128352924, 0.045177900778, 0.130657635393, 0.241081834506, -0.110472706638, -0.567727407912, -0.915169416017, -0.009343991849, 2.067928407569, 0.035543712306, -0.025934555414, 0.006744667322]
40;1;39;4F;-3538,809302333;0,2515;4;2;5;0;1;[2, 3, 1, 4, 4, 2, 2, 3, 3, 4, 2, 3, 2, 3];[58.988353, 50.489673, 41.797820, 29.344692, 20.990474, 18.163822, 12.343777, 8.654904, 6.409740, 2.637269, 2.558706, 1.619432, 0.942882, 0.942815];[0.002984300000, 0.004336300000, 0.014425000000, -0.010186800000, -0.030720700000, -0.056535200000, 0.034571000000, 0.126574800000, 0.263237900000, -0.153733600000, -0.774705900000, -0.484427500000, 1.553123500000, 0.165749400000]
40;1;39;4F;-3538,809302333;0,2515;4;2;2;1;6;[2, 3, 2, 3, 3, 3, 3, 3, 3, 2, 2];[64.011332, 51.677914, 29.333676, 23.977773, 18.149720, 14.407147, 8.665279, 6.373664, 3.175024, 1.990389, 0.942815];[-0.009247803575, -0.021952082126, 0.835671104985, 0.950538211830, 0.724610505200, 0.172210396570, 0.007541244071, -0.000357135604, 0.000033802958, -0.000066626121, 0.000004898979]
40;1;39;4F;-3538,809302333;0,2515;4;2;3;1;6;[2, 3, 2, 3, 3, 3, 3, 3, 3, 2, 2];[64.011332, 51.677914, 29.333676, 23.977773, 18.149720, 14.407147, 8.665279, 6.373664, 3.175024, 1.990389, 0.942815];[0.006321643128, 0.014846112382, -0.371946444228, -0.357942221470, -0.648345152160, 0.233883159416, 1.760179814062, 0.889884436717, 0.014031901992, -0.004493588933, 0.000286835249]
40;1;39;4F;-3538,809302333;0,2515;4;2;4;1;6;[2, 3, 2, 3, 3, 3, 3, 3, 3, 2, 2];[64.011332, 51.677914, 29.333676, 23.977773, 18.149720, 14.407147, 8.665279, 6.373664, 3.175024, 1.990389, 0.942815];[-0.002636140861, -0.006213620631, 0.130055902842, 0.106004852956, 0.287742049983, -0.179917716046, -0.598181071922, -1.042656662484, 0.936991553756, 2.060683950554, 0.013679665367]
40;1;39;4F;-3538,809302333;0,2515;4;2;3;2;10;[3, 4, 4, 3, 4, 4, 4, 3, 3, 3, 3];[39.278830, 31.447784, 19.678245, 12.159796, 10.898047, 8.338689, 5.968890, 3.563894, 2.122982, 1.322001, 0.942815];[0.007835491586, 0.029182763159, 0.079763078106, 1.114784145745, 0.580429739969, 1.159737187596, 0.542109259283, 0.060883964247, -0.001458442457, 0.001049876183, -0.000233692319]
40;1;39;4F;-3538,809302333;0,2515;4;2;4;2;2;[3, 4, 4, 3, 4, 4, 4, 3, 3, 3, 3];[39.278830, 31.447784, 19.678245, 12.159796, 10.898047, 8.338689, 5.968890, 3.563894, 2.122982, 1.322001, 0.942815];[-0.000710359472, -0.002643447991, -0.005645116277, -0.138566059055, -0.061896733513, -0.145991245943, -0.151119750005, 0.250694951196, 0.677304068837, 0.684433260826, 0.040367877610]
41;1;40;3F;-3753,389511414;0,2529;4;2;1;0;2;[2, 3, 1, 3, 3, 4, 4, 3, 4, 1, 3, 3, 3, 2];[70.434246, 62.938555, 53.062101, 48.279886, 24.843872, 22.087857, 14.193982, 9.738431, 8.235779, 7.847702, 5.162961, 3.580662, 2.594787, 1.040300];[0.182438357872, 0.166635228420, 0.946441354836, 0.214070921150, -0.004348989547, -0.011177519733, -0.009311606359, -0.003693925825, -0.001103652264, 0.035036009637, 0.000431900822, -0.000152735065, 0.000043416356, -0.000003535534]
41;1;40;3F;-3753,389511414;0,2529;4;2;2;0;2;[2, 3, 1, 3, 3, 4, 4, 3, 4, 1, 3, 3, 3, 2];[70.434246, 62.938555, 53.062101, 48.279886, 24.843872, 22.087857, 14.193982, 9.738431, 8.235779, 7.847702, 5.162961, 3.580662, 2.594787, 1.040300];[-0.099687772590, -0.088911040981, -0.358496632679, -0.144442682092, 0.642715233529, 0.183317008759, -0.124409781296, -0.185193670156, -0.003846519468, 0.994064996549, -0.000593686853, 0.000068023672, -0.000062791082, 0.000003676955]
41;1;40;3F;-3753,389511414;0,2529;4;2;3;0;2;[2, 3, 1, 3, 3, 4, 4, 3, 4, 1, 3, 3, 3, 2];[70.434246, 62.938555, 53.062101, 48.279886, 24.843872, 22.087857, 14.193982, 9.738431, 8.235779, 7.847702, 5.162961, 3.580662, 2.594787, 1.040300];[0.045899856802, 0.040514107292, 0.155687942655, 0.070371266864, -0.340221316498, -0.247596267860, -0.074961662666, 1.516389502305, 0.428484223403, -0.517293865272, 0.037518944388, -0.000192474466, 0.001239558187, -0.000019374726]
41;1;40;3F;-3753,389511414;0,2529;4;2;4;0;2;[2, 3, 1, 3, 3, 4, 4, 3, 4, 1, 3, 3, 3, 2];[70.434246, 62.938555, 53.062101, 48.279886, 24.843872, 22.087857, 14.193982, 9.738431, 8.235779, 7.847702, 5.162961, 3.580662, 2.594787, 1.040300];[-0.017821636470, -0.015746419489, -0.059919804374, -0.027442531335, 0.131283566315, 0.103142696323, -0.026808539395, -0.639167961650, -0.563480807427, 0.204310726249, 0.139638457199, 1.169655308088, 0.512434910314, 0.001864923425]
41;1;40;3F;-3753,389511414;0,2529;4;2;2;1;6;[2, 3, 2, 3, 3, 3, 3, 3, 3, 2, 2];[65.199713, 52.729978, 29.992350, 24.612792, 18.951711, 15.376183, 9.020173, 6.686836, 3.457967, 2.063821, 1.040300];[-0.009115286180, -0.021403641372, 0.842343759993, 0.932456568446, 0.667097220886, 0.237579439438, 0.009268624238, -0.000935460133, 0.000113166426, -0.000145499691, 0.000011022704]
41;1;40;3F;-3753,389511414;0,2529;4;2;3;1;6;[2, 3, 2, 3, 3, 3, 3, 3, 3, 2, 2];[65.199713, 52.729978, 29.992350, 24.612792, 18.951711, 15.376183, 9.020173, 6.686836, 3.457967, 2.063821, 1.040300];[0.006554589603, 0.015204227782, -0.379761051354, -0.343082881843, -0.643757502821, 0.180077177828, 1.759868483916, 0.918351426711, 0.014860564372, -0.002848511622, 0.000415433460]
41;1;40;3F;-3753,389511414;0,2529;4;2;4;1;6;[2, 3, 2, 3, 3, 3, 3, 3, 3, 2, 2];[65.199713, 52.729978, 29.992350, 24.612792, 18.951711, 15.376183, 9.020173, 6.686836, 3.457967, 2.063821, 1.040300];[-0.002897011519, -0.006750793731, 0.135767133126, 0.097380199571, 0.306876729006, -0.172753203497, -0.593815101404, -1.109258778489, 0.904292825282, 2.125673322512, 0.015364424412]
41;1;40;3F;-3753,389511414;0,2529;4;2;3;2;10;[3, 4, 4, 3, 4, 4, 4, 3, 3, 3, 3];[40.650074, 32.437413, 20.078925, 12.080830, 10.464042, 8.390534, 6.101120, 3.367428, 2.075086, 1.323833, 1.040300];[0.008084362838, 0.031063369684, 0.091833175707, 1.262137746559, 0.634873725760, 1.014255022701, 0.478903234550, 0.033250400913, -0.001755696557, 0.001050192411, -0.000263101501]
41;1;40;3F;-3753,389511414;0,2529;4;2;4;2;4;[3, 4, 4, 3, 4, 4, 4, 3, 3, 3, 3];[40.650074, 32.437413, 20.078925, 12.080830, 10.464042, 8.390534, 6.101120, 3.367428, 2.075086, 1.323833, 1.040300];[-0.001045600000, -0.004014600000, -0.009333800000, -0.227446400000, -0.082578000000, -0.213544600000, -0.158883600000, 0.499156800000, 0.943434000000, 0.760622000000, 0.134211600000]
42;1;41;2S;-3975,333700239;0,2621;4;2;1;0;2;[2, 3, 1, 3, 3, 4, 2, 3, 3, 4, 3, 3, 3, 2];[70.316851, 64.120950, 63.625487, 49.808698, 34.252894, 29.656433, 17.266950, 11.512370, 9.035370, 8.397517, 7.658879, 3.832086, 2.741544, 1.104770];[0.343387174979, 0.236076932709, 0.749118399220, 0.223518716275, 0.011223340252, -0.000412667518, -0.000125582164, 0.000419738585, 0.001494258050, 0.002132209788, -0.003946221524, 0.000030547013, -0.000009333810, 0.000000989949]
42;1;41;2S;-3975,333700239;0,2621;4;2;2;0;2;[2, 3, 1, 3, 3, 4, 2, 3, 3, 4, 3, 3, 3, 2];[70.316851, 64.120950, 63.625487, 49.808698, 34.252894, 29.656433, 17.266950, 11.512370, 9.035370, 8.397517, 7.658879, 3.832086, 2.741544, 1.104770];[0.152147176158, 0.103921362311, 0.238989081276, 0.159561756445, 0.013031695135, -0.130081060523, -1.424955928593, -0.054047848241, -0.017970836001, -0.052098072003, 0.089500768036, -0.000132936075, 0.000094893730, -0.000006788225]
42;1;41;2S;-3975,333700239;0,2621;4;2;3;0;2;[2, 3, 1, 3, 3, 4, 2, 3, 3, 4, 3, 3, 3, 2];[70.316851, 64.120950, 63.625487, 49.808698, 34.252894, 29.656433, 17.266950, 11.512370, 9.035370, 8.397517, 7.658879, 3.832086, 2.741544, 1.104770];[0.079128360085, 0.054011785796, 0.100627093238, 0.098701641473, 0.137470467808, 0.021777616068, -1.103655941031, 0.068207378692, 0.277340431767, -0.859793621240, 2.151576877041, 0.005223539214, 0.000555503087, 0.000022627417]
42;1;41;2S;-3975,333700239;0,2621;4;2;4;0;2;[2, 3, 1, 3, 3, 4, 2, 3, 3, 4, 3, 3, 3, 2];[70.316851, 64.120950, 63.625487, 49.808698, 34.252894, 29.656433, 17.266950, 11.512370, 9.035370, 8.397517, 7.658879, 3.832086, 2.741544, 1.104770];[-0.032858969279, -0.022397465873, -0.039206949696, -0.042789011229, -0.073009623686, -0.022431124156, 0.497765555875, -0.159355988371, -1.480851164011, -1.174464765571, 1.647921263101, 1.202393220686, 0.558398123884, 0.002189344016]
42;1;41;2S;-3975,333700239;0,2621;4;2;2;1;6;[2, 3, 2, 3, 3, 3, 3, 3, 3, 2, 2];[67.334203, 54.308953, 30.593445, 25.228887, 20.008098, 16.554814, 9.387916, 6.998049, 3.663438, 2.173314, 1.104770];[-0.008054902070, -0.019301979173, 0.848338151291, 0.912198063529, 0.545682872908, 0.366081385987, 0.012807402069, -0.002263573471, 0.000401471369, -0.000351991676, 0.000037722142]
42;1;41;2S;-3975,333700239;0,2621;4;2;3;1;6;[2, 3, 2, 3, 3, 3, 3, 3, 3, 2, 2];[67.334203, 54.308953, 30.593445, 25.228887, 20.008098, 16.554814, 9.387916, 6.998049, 3.663438, 2.173314, 1.104770];[0.006356425883, 0.015017821613, -0.387786314598, -0.316314123087, -0.612072863100, 0.089016661794, 1.755291612332, 0.952229584497, 0.016640608568, -0.002957758864, 0.000481079785]
42;1;41;2S;-3975,333700239;0,2621;4;2;4;1;6;[2, 3, 2, 3, 3, 3, 3, 3, 3, 2, 2];[67.334203, 54.308953, 30.593445, 25.228887, 20.008098, 16.554814, 9.387916, 6.998049, 3.663438, 2.173314, 1.104770];[-0.003027079424, -0.007179699385, 0.142794719198, 0.080972537478, 0.324426098269, -0.152598311996, -0.601225052825, -1.174507061512, 0.931766547186, 2.130272484453, 0.016419419644]
42;1;41;2S;-3975,333700239;0,2621;4;2;3;2;10;[3, 4, 4, 3, 4, 4, 4, 3, 3, 3, 3];[41.841533, 33.283867, 20.477569, 12.828420, 10.862802, 8.442859, 6.230335, 3.541145, 2.200444, 1.415655, 1.104770];[0.007310869723, 0.028682807061, 0.079605912906, 1.199060110300, 0.841346107431, 0.977075491795, 0.387838176087, 0.026633967365, -0.001138103730, 0.000519245992, -0.000190369115]
42;1;41;2S;-3975,333700239;0,2621;4;2;4;2;5;[3, 4, 4, 3, 4, 4, 4, 3, 3, 3, 3];[41.841533, 33.283867, 20.477569, 12.828420, 10.862802, 8.442859, 6.230335, 3.541145, 2.200444, 1.415655, 1.104770];[-0.001026355202, -0.004009940704, -0.007037800352, -0.261256145108, -0.140852157971, -0.262740223424, -0.160234395200, 0.623212046334, 1.089533289915, 0.796546445780, 0.119273654774]
43;1;42;1S;-4204,594355021;0,2658;4;2;1;0;2;[2, 3, 1, 4, 4, 2, 2, 3, 3, 4, 2, 3, 2, 3];[63.459187, 54.494318, 44.883169, 32.396317, 23.922921, 21.266159, 15.024147, 9.711884, 7.457529, 3.319045, 2.782002, 1.967616, 1.010253, 1.009785];[0.033477122027, 0.051272736968, 1.310143283374, -0.043429225708, -0.016555491068, 0.097778160017, -0.002300925466, 0.000622395389, -0.000498793123, -0.000196010000, 0.000250032958, 0.000130531912, -0.000112005714, 0.000047234733]
43;1;42;1S;-4204,594355021;0,2658;4;2;2;0;2;[2, 3, 1, 4, 4, 2, 2, 3, 3, 4, 2, 3, 2, 3];[63.459187, 54.494318, 44.883169, 32.396317, 23.922921, 21.266159, 15.024147, 9.711884, 7.457529, 3.319045, 2.782002, 1.967616, 1.010253, 1.009785];[-0.068361245127, -0.094554884466, -0.418789082327, 0.194063617619, 0.242871380348, 0.643740396940, 0.504249159373, -0.001560160402, 0.002391152291, 0.000769756442, -0.001231072906, -0.000398101118, 0.000312399776, -0.000139865721]
43;1;42;1S;-4204,594355021;0,2658;4;2;3;0;2;[2, 3, 1, 4, 4, 2, 2, 3, 3, 4, 2, 3, 2, 3];[63.459187, 54.494318, 44.883169, 32.396317, 23.922921, 21.266159, 15.024147, 9.711884, 7.457529, 3.319045, 2.782002, 1.967616, 1.010253, 1.009785];[0.033392693477, 0.046873401418, 0.177531602496, -0.096124378677, -0.211793330208, -0.257610596937, -0.413129682493, 1.289880997138, 0.426146386963, -0.003623497990, 0.011624976904, 0.000670195807, -0.000516046529, 0.000203788174]
43;1;42;1S;-4204,594355021;0,2658;4;2;4;0;2;[2, 3, 1, 4, 4, 2, 2, 3, 3, 4, 2, 3, 2, 3];[63.459187, 54.494318, 44.883169, 32.396317, 23.922921, 21.266159, 15.024147, 9.711884, 7.457529, 3.319045, 2.782002, 1.967616, 1.010253, 1.009785];[-0.014448878545, -0.020571291900, -0.070962832397, 0.040589909139, 0.124472006692, 0.161085712979, 0.033703537618, -0.520707069705, -1.064344198110, -0.230263242175, 2.295762030843, 0.007427873894, -0.007867977154, -0.000264740779]
43;1;42;1S;-4204,594355021;0,2658;4;2;5;0;1;[2, 3, 1, 4, 4, 2, 2, 3, 3, 4, 2, 3, 2, 3];[63.459187, 54.494318, 44.883169, 32.396317, 23.922921, 21.266159, 15.024147, 9.711884, 7.457529, 3.319045, 2.782002, 1.967616, 1.010253, 1.009785];[0.003226400000, 0.004590000000, 0.015574100000, -0.009154100000, -0.029367200000, -0.039107700000, 0.002233300000, 0.111491500000, 0.295071400000, -0.007078900000, -0.798152700000, -0.349903000000, 1.418792400000, 0.075204100000]
43;1;42;1S;-4204,594355021;0,2658;4;2;2;1;6;[2, 3, 2, 3, 3, 3, 3, 3, 3, 2, 2];[67.772730, 55.044142, 31.433532, 25.888684, 22.027894, 17.679727, 9.789992, 7.317539, 3.784492, 2.316428, 1.009785];[-0.009810206420, -0.022372659515, 0.853542337199, 0.860282843073, 0.398774480635, 0.561800515415, 0.014614390652, -0.002661860503, 0.000373302237, -0.000330926064, 0.000024984795]
43;1;42;1S;-4204,594355021;0,2658;4;2;3;1;6;[2, 3, 2, 3, 3, 3, 3, 3, 3, 2, 2];[67.772730, 55.044142, 31.433532, 25.888684, 22.027894, 17.679727, 9.789992, 7.317539, 3.784492, 2.316428, 1.009785];[0.008048778346, 0.018117405934, -0.398252984269, -0.235695291928, -0.533055998233, -0.107828743018, 1.734506712068, 1.006183515265, 0.018120590270, -0.003953721394, 0.000305451371]
43;1;42;1S;-4204,594355021;0,2658;4;2;4;1;6;[2, 3, 2, 3, 3, 3, 3, 3, 3, 2, 2];[67.772730, 55.044142, 31.433532, 25.888684, 22.027894, 17.679727, 9.789992, 7.317539, 3.784492, 2.316428, 1.009785];[-0.004152130063, -0.009375911888, 0.153510012078, 0.027463678996, 0.322417516679, -0.070481372910, -0.613189340525, -1.243063380433, 1.029516129810, 2.067219924035, 0.011041564914]
43;1;42;1S;-4204,594355021;0,2658;4;2;3;2;10;[3, 4, 4, 3, 4, 4, 4, 3, 3, 3, 3];[43.402296, 34.449464, 21.222767, 13.210700, 11.054045, 8.765156, 6.597644, 3.852519, 2.437104, 1.563023, 1.009785];[0.006685054974, 0.026660846725, 0.071012423365, 1.236714299083, 0.884286043323, 0.879554011033, 0.399898786855, 0.029813637552, -0.000773176888, 0.000221043208, -0.000029092954]
43;1;42;1S;-4204,594355021;0,2658;4;2;4;2;5;[3, 4, 4, 3, 4, 4, 4, 3, 3, 3, 3];[43.402296, 34.449464, 21.222767, 13.210700, 11.054045, 8.765156, 6.597644, 3.852519, 2.437104, 1.563023, 1.009785];[-0.001003323702, -0.003998089544, -0.006107372467, -0.296275429310, -0.162820407816, -0.277006784334, -0.184770321903, 0.617663467255, 1.192753765466, 0.810099030185, 0.016143963584]
44;1;43;2P;-4441,321952305;0,271;4;2;1;0;2;[2, 3, 1, 3, 3, 4, 2, 4, 3, 4, 3, 3, 2, 2];[69.167117, 62.279945, 58.825221, 47.281849, 32.223937, 24.884214, 19.006287, 16.362574, 11.204522, 11.202035, 8.027154, 4.223517, 2.734310, 1.167416];[0.253381674122, 0.209320860637, 0.904013250909, 0.136923025738, -0.141851984267, -0.102340837233, 0.245532364587, -0.016707801869, 0.016303053947, -0.006853137502, 0.000871579818, -0.000037476659, 0.000020223254, -0.000000848528]
44;1;43;2P;-4441,321952305;0,271;4;2;2;0;2;[2, 3, 1, 3, 3, 4, 2, 4, 3, 4, 3, 3, 2, 2];[69.167117, 62.279945, 58.825221, 47.281849, 32.223937, 24.884214, 19.006287, 16.362574, 11.204522, 11.202035, 8.027154, 4.223517, 2.734310, 1.167416];[0.174348349189, 0.144149939885, 0.289508890944, 0.238499339120, 0.386125840205, 0.248168034403, -2.275456328251, -0.027016711632, -0.007203013937, 0.001224567524, -0.000233345238, 0.000259791031, -0.000031395541, 0.000004101219]
