Z;Q;N;Config;Energy;Ionization;Valence_n;Valence_l;n;l;mz;N_list;A_list;C_list
22;-1;23;2S;-848,372549024;0,2511;3;2;3;1;6;[2, 3, 2, 3, 2, 2, 3, 2, 2, 2, 2];[49.052804, 29.000740, 15.647648, 11.743528, 9.150376, 6.821285, 2.718281, 2.335949, 1.201431, 0.296940, 0.178451];[0.000201837955, 0.003014831975, -0.026661471105, 0.150165968681, -0.523297965944, -0.930686322209, -1.250337630122, 4.023968840466, 0.051656064441, 0.001363875889, -0.000465892949]
22;-1;23;2S;-848,372549024;0,2511;3;2;3;2;3;[3, 4, 3, 3, 3, 3, 3, 3, 3];[19.219515, 14.720700, 6.901584, 4.483890, 2.849417, 1.773766, 1.098544, 0.670500, 0.178451];[0.002202995422, 0.009902480877, 0.069812386260, 0.342039504506, 0.551403743947, 0.615062846508, 0.412105116594, 0.098275003976, 0.000346236956]
23;-1;24;1S;-942,863131519;0,2478;3;2;1;0;2;[1, 3, 1, 3, 2, 1, 2, 2, 1, 1, 2, 1, 1];[55.842918, 32.594460, 24.300504, 16.433286, 9.772722, 8.674616, 7.481430, 3.187533, 2.042488, 1.470520, 0.374680, 0.292746, 0.180793];[0.003378980465, -0.020372877737, -1.187333967567, 0.097365492500, 0.194462284422, -0.467409037494, 0.001572322639, 0.001276044897, -0.001857428093, 0.000528350187, 0.000054447222, -0.000068306515, -0.000002545584]
23;-1;24;1S;-942,863131519;0,2478;3;2;2;0;2;[1, 3, 1, 3, 2, 1, 2, 2, 1, 1, 2, 1, 1];[55.842918, 32.594460, 24.300504, 16.433286, 9.772722, 8.674616, 7.481430, 3.187533, 2.042488, 1.470520, 0.374680, 0.292746, 0.180793];[0.003734089490, -0.017049334444, -0.221270540975, 0.074838767507, 1.543802900841, -0.802117183841, 0.500810074832, 0.015080466322, -0.015358642130, 0.004271773487, 0.000412950360, -0.000514490894, -0.000020506097]
23;-1;24;1S;-942,863131519;0,2478;3;2;3;0;2;[1, 3, 1, 3, 2, 1, 2, 2, 1, 1, 2, 1, 1];[55.842918, 32.594460, 24.300504, 16.433286, 9.772722, 8.674616, 7.481430, 3.187533, 2.042488, 1.470520, 0.374680, 0.292746, 0.180793];[0.001443063519, -0.006821459118, -0.081776050716, 0.042433760782, 0.185902473993, -0.196025556094, 1.172550344672, -1.244976888106, -0.738844279111, 0.033278566443, 0.001816133057, -0.002456347536, -0.000007071068]
23;-1;24;1S;-942,863131519;0,2478;3;2;4;0;2;[1, 3, 1, 3, 2, 1, 2, 2, 1, 1, 2, 1, 1];[55.842918, 32.594460, 24.300504, 16.433286, 9.772722, 8.674616, 7.481430, 3.187533, 2.042488, 1.470520, 0.374680, 0.292746, 0.180793];[0.000219485945, -0.001041426867, -0.012076676716, 0.006519100258, 0.012733861758, -0.020945775651, 0.201195920878, -0.176009343018, 0.148796621386, -0.674695551921, -0.602117687636, 1.967236684770, 0.229288707609]
23;-1;24;1S;-942,863131519;0,2478;3;2;2;1;6;[2, 3, 2, 3, 2, 2, 3, 2, 2, 2, 2];[49.923386, 30.468610, 16.001986, 12.393599, 9.431869, 7.200978, 2.914974, 2.500856, 1.337711, 0.383619, 0.180793];[0.000543296825, 0.007193416528, -0.327171731321, -0.144281559472, -1.297222333493, -0.762596457284, 0.016548997651, -0.026196068054, 0.000144029997, -0.000014451989, 0.000006368673]
23;-1;24;1S;-942,863131519;0,2478;3;2;3;1;6;[2, 3, 2, 3, 2, 2, 3, 2, 2, 2, 2];[49.923386, 30.468610, 16.001986, 12.393599, 9.431869, 7.200978, 2.914974, 2.500856, 1.337711, 0.383619, 0.180793];[0.000244948974, 0.003100809065, -0.034064319006, 0.140742536692, -0.572798724360, -0.891372746684, -1.281256804298, 4.059621898519, 0.059714150848, 0.001275204360, -0.000196694026]
23;-1;24;1S;-942,863131519;0,2478;3;2;3;2;4;[3, 4, 3, 3, 3, 3, 3, 3, 3];[20.565465, 15.711032, 7.172226, 4.685764, 2.977741, 1.864561, 1.168592, 0.727885, 0.180793];[0.002550200000, 0.011860400000, 0.103425800000, 0.446611400000, 0.676995600000, 0.685869400000, 0.403090000000, 0.075818200000, 0.000210600000]
24;-1;25;2P;-1043,337096348;0,2485;3;2;1;0;2;[1, 3, 1, 3, 2, 1, 2, 2, 1, 1, 2, 1, 1];[58.382226, 34.087668, 25.333158, 17.224734, 10.248845, 9.051773, 7.805308, 3.374424, 2.250278, 1.494155, 0.380715, 0.296594, 0.182410];[0.003209274837, -0.019271488214, -1.189546928950, 0.095456021348, 0.196264275343, -0.466769812964, 0.002807779607, 0.001162483548, -0.001556907711, 0.000305611551, 0.000039880822, -0.000049638896, -0.000001838478]
24;-1;25;2P;-1043,337096348;0,2485;3;2;2;0;2;[1, 3, 1, 3, 2, 1, 2, 2, 1, 1, 2, 1, 1];[58.382226, 34.087668, 25.333158, 17.224734, 10.248845, 9.051773, 7.805308, 3.374424, 2.250278, 1.494155, 0.380715, 0.296594, 0.182410];[0.003556464267, -0.016187088435, -0.216963836413, 0.072499234011, 1.601743937598, -0.834541989556, 0.473275195351, 0.013674172356, -0.012230825994, 0.002361736649, 0.000285388297, -0.000352846284, -0.000014283557]
24;-1;25;2P;-1043,337096348;0,2485;3;2;3;0;2;[1, 3, 1, 3, 2, 1, 2, 2, 1, 1, 2, 1, 1];[58.382226, 34.087668, 25.333158, 17.224734, 10.248845, 9.051773, 7.805308, 3.374424, 2.250278, 1.494155, 0.380715, 0.296594, 0.182410];[0.001499773483, -0.007097655027, -0.080094550790, 0.034675950864, 0.244064128066, -0.188066927850, 1.193757749832, -1.120445625865, -0.895490351454, 0.010537870939, 0.001193313404, -0.001599192696, -0.000005939697]
24;-1;25;2P;-1043,337096348;0,2485;3;2;4;0;2;[1, 3, 1, 3, 2, 1, 2, 2, 1, 1, 2, 1, 1];[58.382226, 34.087668, 25.333158, 17.224734, 10.248845, 9.051773, 7.805308, 3.374424, 2.250278, 1.494155, 0.380715, 0.296594, 0.182410];[0.000223162900, -0.001060801593, -0.011383146385, 0.004967425138, 0.021364382865, -0.018912843655, 0.196499883323, -0.153393522571, 0.040806990921, -0.567499860950, -0.606630867378, 1.960901856539, 0.226830804438]
24;-1;25;2P;-1043,337096348;0,2485;3;2;2;1;6;[2, 3, 2, 3, 2, 2, 3, 2, 2, 2, 2];[51.154838, 32.222325, 16.599417, 13.016410, 9.775073, 7.649953, 3.078973, 2.639500, 1.400075, 0.473342, 0.182410];[0.000654503659, 0.007184108467, -0.389600161753, -0.250273675081, -1.128450040725, -0.768169046449, 0.020032661963, -0.031273125444, 0.000139865864, -0.000011022704, 0.000003429286]
24;-1;25;2P;-1043,337096348;0,2485;3;2;3;1;6;[2, 3, 2, 3, 2, 2, 3, 2, 2, 2, 2];[51.154838, 32.222325, 16.599417, 13.016410, 9.775073, 7.649953, 3.078973, 2.639500, 1.400075, 0.473342, 0.182410];[0.000277527188, 0.003034182944, -0.042328897398, 0.124989623207, -0.578225813834, -0.876098218546, -1.361188553585, 4.143815759958, 0.053778547303, 0.001092962323, -0.000015676734]
24;-1;25;2P;-1043,337096348;0,2485;3;2;3;2;5;[3, 4, 3, 3, 3, 3, 3, 3, 3];[21.492999, 16.491301, 7.450483, 4.896508, 3.106206, 1.942927, 1.224260, 0.767462, 0.182410];[0.003053127216, 0.013858478504, 0.139387086232, 0.545166789322, 0.793163722144, 0.743944511857, 0.381962225028, 0.052276809639, 0.000127455875]
25;-1;26;3P;-1149,72910981;0,2732;3;2;1;0;2;[1, 3, 1, 3, 2, 1, 2, 2, 1, 1, 2, 1, 1];[60.922088, 35.578992, 26.382693, 18.099137, 10.799060, 9.428930, 8.235703, 3.569622, 2.363017, 1.603296, 0.397321, 0.309012, 0.189340];[0.003090339476, -0.018350269500, -1.188596577436, 0.092759257506, 0.203964385348, -0.475528603241, 0.005982971897, 0.000674014184, -0.000896045713, 0.000191201674, 0.000022627417, -0.000028001429, -0.000000989949]
25;-1;26;3P;-1149,72910981;0,2732;3;2;2;0;2;[1, 3, 1, 3, 2, 1, 2, 2, 1, 1, 2, 1, 1];[60.922088, 35.578992, 26.382693, 18.099137, 10.799060, 9.428930, 8.235703, 3.569622, 2.363017, 1.603296, 0.397321, 0.309012, 0.189340];[0.003369080970, -0.015332196336, -0.209597197967, 0.065409498580, 1.619611960273, -0.878753133943, 0.500365021824, 0.013826058893, -0.012367580446, 0.002583061072, 0.000275064538, -0.000338279884, -0.000013859293]
25;-1;26;3P;-1149,72910981;0,2732;3;2;3;0;2;[1, 3, 1, 3, 2, 1, 2, 2, 1, 1, 2, 1, 1];[60.922088, 35.578992, 26.382693, 18.099137, 10.799060, 9.428930, 8.235703, 3.569622, 2.363017, 1.603296, 0.397321, 0.309012, 0.189340];[0.001456074284, -0.006893301167, -0.078041395541, 0.031163468639, 0.251371935228, -0.207423410300, 1.213488716033, -1.130024801430, -0.889736057890, 0.011213440757, 0.001225416052, -0.001644730373, -0.000002121320]
25;-1;26;3P;-1149,72910981;0,2732;3;2;4;0;2;[1, 3, 1, 3, 2, 1, 2, 2, 1, 1, 2, 1, 1];[60.922088, 35.578992, 26.382693, 18.099137, 10.799060, 9.428930, 8.235703, 3.569622, 2.363017, 1.603296, 0.397321, 0.309012, 0.189340];[0.000224435692, -0.001067448397, -0.011107091898, 0.004156797924, 0.023491501485, -0.023283894934, 0.195764492270, -0.165634106639, 0.070096343747, -0.571670518167, -0.608826575355, 1.956006839136, 0.226269220232]
25;-1;26;3P;-1149,72910981;0,2732;3;2;2;1;6;[2, 3, 2, 3, 2, 2, 3, 2, 2, 2, 2];[52.244623, 33.796475, 17.288171, 13.672378, 10.035013, 7.962215, 3.288979, 2.819590, 1.562578, 0.565981, 0.189340];[0.000774283708, 0.007283312801, -0.424337600540, -0.307466811085, -1.134522815696, -0.673053400145, 0.019514104985, -0.031079615754, 0.000143540099, -0.000018371173, 0.000004409082]
25;-1;26;3P;-1149,72910981;0,2732;3;2;3;1;6;[2, 3, 2, 3, 2, 2, 3, 2, 2, 2, 2];[52.244623, 33.796475, 17.288171, 13.672378, 10.035013, 7.962215, 3.288979, 2.819590, 1.562578, 0.565981, 0.189340];[0.000336559891, 0.003142940289, -0.047725858148, 0.113945853753, -0.665380618474, -0.799040700524, -1.336958445998, 4.121823506200, 0.069232133141, 0.001452792366, 0.000001959592]
25;-1;26;3P;-1149,72910981;0,2732;3;2;3;2;6;[3, 4, 3, 3, 3, 3, 3, 3, 3];[22.548097, 17.335339, 7.728048, 5.103472, 3.241497, 2.019729, 1.263922, 0.791292, 0.189340];[0.003399401865, 0.015301717474, 0.179947109923, 0.630557202597, 0.872416880412, 0.780728070258, 0.400055808720, 0.059739870490, 0.000147704231]
26;-1;27;1D;-1262,367073348;0,2904;3;2;1;0;2;[1, 3, 1, 3, 2, 1, 2, 2, 1, 1, 2, 1, 1];[63.375942, 37.071868, 27.408666, 18.882781, 11.270772, 9.806087, 8.556712, 3.753679, 2.551715, 1.669625, 0.409589, 0.317716, 0.194221];[0.002942695581, -0.017385917272, -1.191486240008, 0.090956559478, 0.204042874201, -0.472472629154, 0.006845500749, 0.000475175757, -0.000608111832, 0.000105217489, 0.000013293607, -0.000016404877, -0.000000565685]
26;-1;27;1D;-1262,367073348;0,2904;3;2;2;0;2;[1, 3, 1, 3, 2, 1, 2, 2, 1, 1, 2, 1, 1];[63.375942, 37.071868, 27.408666, 18.882781, 11.270772, 9.806087, 8.556712, 3.753679, 2.551715, 1.669625, 0.409589, 0.317716, 0.194221];[0.003205597882, -0.014470516013, -0.205880220461, 0.064969395319, 1.669033067424, -0.906460547478, 0.475440639158, 0.012436169803, -0.010282888233, 0.001745846643, 0.000183706342, -0.000225849906, -0.000008768124]
26;-1;27;1D;-1262,367073348;0,2904;3;2;3;0;2;[1, 3, 1, 3, 2, 1, 2, 2, 1, 1, 2, 1, 1];[63.375942, 37.071868, 27.408666, 18.882781, 11.270772, 9.806087, 8.556712, 3.753679, 2.551715, 1.669625, 0.409589, 0.317716, 0.194221];[0.001505996023, -0.007090725380, -0.076261466351, 0.024608164513, 0.306016015908, -0.202373536512, 1.225896035879, -1.038786530611, -1.014866663838, -0.001616587523, 0.000718844754, -0.000988252437, 0.000011455130]
26;-1;27;1D;-1262,367073348;0,2904;3;2;4;0;2;[1, 3, 1, 3, 2, 1, 2, 2, 1, 1, 2, 1, 1];[63.375942, 37.071868, 27.408666, 18.882781, 11.270772, 9.806087, 8.556712, 3.753679, 2.551715, 1.669625, 0.409589, 0.317716, 0.194221];[0.000233203816, -0.001103510843, -0.010709980729, 0.002957827666, 0.031713032029, -0.022312047374, 0.194512913268, -0.151513891325, 0.023597001816, -0.531355249301, -0.616858742704, 1.959249065149, 0.223021337365]
26;-1;27;1D;-1262,367073348;0,2904;3;2;2;1;6;[2, 3, 2, 3, 2, 2, 3, 2, 2, 2, 2];[54.334408, 35.288558, 17.824366, 14.193502, 10.165385, 8.274472, 3.490356, 2.994543, 1.738636, 0.651020, 0.194221];[0.000801473044, 0.007203214487, -0.492020921317, -0.407564474577, -1.077864648251, -0.568021484515, 0.020231560531, -0.032553473733, 0.000128843160, -0.000020575714, 0.000003674235]
26;-1;27;1D;-1262,367073348;0,2904;3;2;3;1;6;[2, 3, 2, 3, 2, 2, 3, 2, 2, 2, 2];[54.334408, 35.288558, 17.824366, 14.193502, 10.165385, 8.274472, 3.490356, 2.994543, 1.738636, 0.651020, 0.194221];[0.000322597799, 0.002949430599, -0.059659037328, 0.096306098319, -0.777266451354, -0.674019478899, -1.307851159385, 4.082517769043, 0.089630014025, 0.001905947969, 0.000000979796]
26;-1;27;1D;-1262,367073348;0,2904;3;2;3;2;7;[3, 4, 3, 3, 3, 3, 3, 3, 3];[23.619037, 18.190090, 8.022500, 5.298464, 3.366204, 2.098778, 1.315008, 0.824717, 0.194221];[0.003695850006, 0.016568488435, 0.224012588606, 0.717353929700, 0.944033435627, 0.807592834241, 0.407538832350, 0.061492287397, 0.000153982726]
27;-1;28;1S;-1381,351808853;0,289;3;2;1;0;2;[1, 3, 1, 3, 2, 1, 2, 2, 1, 1, 2, 1, 1];[65.933940, 38.602449, 28.457199, 19.680631, 11.730375, 10.183244, 8.847546, 3.908452, 2.781132, 1.720412, 0.424477, 0.328149, 0.198540];[0.002902390494, -0.016815282099, -1.192253450865, 0.090405016188, 0.206258381167, -0.473652507529, 0.007149273822, 0.000435860620, -0.000546310699, 0.000057134228, 0.000004384062, -0.000006222540, 0.000000141421]
27;-1;28;1S;-1381,351808853;0,289;3;2;2;0;2;[1, 3, 1, 3, 2, 1, 2, 2, 1, 1, 2, 1, 1];[65.933940, 38.602449, 28.457199, 19.680631, 11.730375, 10.183244, 8.847546, 3.908452, 2.781132, 1.720412, 0.424477, 0.328149, 0.198540];[0.003017507478, -0.013543357601, -0.201870076483, 0.066102321804, 1.721972030811, -0.933004628937, 0.444535123072, 0.011099455144, -0.008695857774, 0.000999848989, 0.000091358196, -0.000114834141, -0.000002687006]
27;-1;28;1S;-1381,351808853;0,289;3;2;3;0;2;[1, 3, 1, 3, 2, 1, 2, 2, 1, 1, 2, 1, 1];[65.933940, 38.602449, 28.457199, 19.680631, 11.730375, 10.183244, 8.847546, 3.908452, 2.781132, 1.720412, 0.424477, 0.328149, 0.198540];[0.001518158259, -0.007126646405, -0.073936357833, 0.019210959874, 0.364680422902, -0.183463804126, 1.251264340183, -0.903384067295, -1.203343147936, -0.020093429137, -0.000641204429, 0.000714319270, 0.000059538391]
27;-1;28;1S;-1381,351808853;0,289;3;2;4;0;2;[1, 3, 1, 3, 2, 1, 2, 2, 1, 1, 2, 1, 1];[65.933940, 38.602449, 28.457199, 19.680631, 11.730375, 10.183244, 8.847546, 3.908452, 2.781132, 1.720412, 0.424477, 0.328149, 0.198540];[0.000237022193, -0.001118501506, -0.010226743955, 0.001905087090, 0.040424870416, -0.019255649023, 0.194702983571, -0.130059705899, -0.035307397220, -0.491130065840, -0.610339783867, 1.944066351186, 0.227964296608]
27;-1;28;1S;-1381,351808853;0,289;3;2;2;1;6;[2, 3, 2, 3, 2, 2, 3, 2, 2, 2, 2];[55.920505, 37.164751, 18.833573, 15.033140, 10.752655, 8.611029, 3.713220, 3.180785, 1.908317, 0.759136, 0.198540];[0.000905086460, 0.007096171785, -0.442627695500, -0.354178825429, -1.195490125496, -0.546585509878, 0.020133091043, -0.032897627041, 0.000174893568, -0.000033313061, 0.000004409082]
27;-1;28;1S;-1381,351808853;0,289;3;2;3;1;6;[2, 3, 2, 3, 2, 2, 3, 2, 2, 2, 2];[55.920505, 37.164751, 18.833573, 15.033140, 10.752655, 8.611029, 3.713220, 3.180785, 1.908317, 0.759136, 0.198540];[0.000397062287, 0.003124569116, -0.051305787407, 0.096407507194, -0.792368290465, -0.690084702326, -1.277884591769, 4.046829928235, 0.114157489667, 0.002407358519, 0.000032823163]
27;-1;28;1S;-1381,351808853;0,289;3;2;3;2;8;[3, 4, 3, 3, 3, 3, 3, 3, 3];[24.534659, 18.971063, 8.326788, 5.499398, 3.497383, 2.178992, 1.360938, 0.850361, 0.198540];[0.004058227239, 0.017796180626, 0.269004632767, 0.796802993537, 1.007459437462, 0.836895382345, 0.413663972377, 0.059348320673, 0.000133218918]
28;-1;29;4S;-1506,821131919;0,2805;3;2;1;0;2;[1, 3, 1, 3, 2, 1, 2, 2, 1, 1, 2, 1, 1];[69.286380, 40.172265, 29.477735, 20.544867, 12.255834, 10.580401, 9.238444, 4.090071, 2.913300, 1.790912, 0.438919, 0.338644, 0.202453];[0.002542897407, -0.015527074965, -1.193285119659, 0.088276624777, 0.209213663249, -0.475350695175, 0.008619631663, 0.000141845620, -0.000150048059, 0.000014283557, -0.000000282843, -0.000000141421, 0.000000282843]
28;-1;29;4S;-1506,821131919;0,2805;3;2;2;0;2;[1, 3, 1, 3, 2, 1, 2, 2, 1, 1, 2, 1, 1];[69.286380, 40.172265, 29.477735, 20.544867, 12.255834, 10.580401, 9.238444, 4.090071, 2.913300, 1.790912, 0.438919, 0.338644, 0.202453];[0.002733533395, -0.012790571722, -0.196063881282, 0.062088783714, 1.742662540914, -0.964884396746, 0.454451588572, 0.010382448868, -0.007617802775, 0.000876388145, 0.000081034437, -0.000100692006, -0.000002687006]
28;-1;29;4S;-1506,821131919;0,2805;3;2;3;0;2;[1, 3, 1, 3, 2, 1, 2, 2, 1, 1, 2, 1, 1];[69.286380, 40.172265, 29.477735, 20.544867, 12.255834, 10.580401, 9.238444, 4.090071, 2.913300, 1.790912, 0.438919, 0.338644, 0.202453];[-0.001429487069, 0.006983669414, 0.071674888925, -0.015879921249, -0.382485937338, 0.192321023667, -1.262578897210, 0.877343021600, 1.239766642499, 0.021890187468, 0.000769049335, -0.000872994032, -0.000061801133]
28;-1;29;4S;-1506,821131919;0,2805;3;2;4;0;2;[1, 3, 1, 3, 2, 1, 2, 2, 1, 1, 2, 1, 1];[69.286380, 40.172265, 29.477735, 20.544867, 12.255834, 10.580401, 9.238444, 4.090071, 2.913300, 1.790912, 0.438919, 0.338644, 0.202453];[0.000228678333, -0.001122885569, -0.009792863234, 0.001115814501, 0.043345362844, -0.021380080636, 0.190530629297, -0.132059403876, -0.035671557212, -0.474130935977, -0.595252105055, 1.916728047390, 0.236507702160]
28;-1;29;4S;-1506,821131919;0,2805;3;2;2;1;6;[2, 3, 2, 3, 2, 2, 3, 2, 2, 2, 2];[57.424455, 38.946411, 19.986887, 15.976360, 11.468575, 8.982149, 4.070111, 3.484407, 2.298962, 0.965531, 0.202453];[0.001027805896, 0.007103520254, -0.369652742032, -0.267384585679, -1.330094485841, -0.562204191325, 0.019134923973, -0.032796708064, 0.000277037290, -0.000064421580, 0.000004898979]
28;-1;29;4S;-1506,821131919;0,2805;3;2;3;1;6;[2, 3, 2, 3, 2, 2, 3, 2, 2, 2, 2];[57.424455, 38.946411, 19.986887, 15.976360, 11.468575, 8.982149, 4.070111, 3.484407, 2.298962, 0.965531, 0.202453];[0.000527620091, 0.003534123801, -0.045378757077, 0.088641644914, -0.735305222366, -0.781028377701, -1.038006306208, 3.698903670323, 0.270427096889, 0.004751520203, 0.000065646325]
28;-1;29;4S;-1506,821131919;0,2805;3;2;3;2;9;[3, 4, 3, 3, 3, 3, 3, 3, 3];[25.388665, 19.711520, 8.635589, 5.694278, 3.624230, 2.264710, 1.420470, 0.891079, 0.202453];[0.004444800000, 0.018981300000, 0.315610800000, 0.874581600000, 1.061421300000, 0.854390400000, 0.421525800000, 0.062878500000, 0.000146700000]
29;-1;30;2D;-1638,964144099;0,2838;3;2;1;0;2;[1, 3, 1, 3, 2, 1, 2, 2, 1, 1, 2, 1, 1];[72.014363, 41.772406, 30.543805, 21.425299, 12.757196, 10.917885, 9.613085, 4.283572, 3.026154, 1.863101, 0.444541, 0.342667, 0.205342];[0.002500046736, -0.014972561828, -1.190923241589, 0.087854199186, 0.218611395213, -0.488195996962, 0.011308900173, -0.000248194480, 0.000362321515, -0.000038608030, -0.000005656854, 0.000006788225, 0.000000282843]
29;-1;30;2D;-1638,964144099;0,2838;3;2;2;0;2;[1, 3, 1, 3, 2, 1, 2, 2, 1, 1, 2, 1, 1];[72.014363, 41.772406, 30.543805, 21.425299, 12.757196, 10.917885, 9.613085, 4.283572, 3.026154, 1.863101, 0.444541, 0.342667, 0.205342];[0.002495521252, -0.011683666767, -0.189851665366, 0.061647407661, 1.773619110109, -1.004163754177, 0.458288067124, 0.008944193675, -0.005445995007, 0.000677408296, 0.000051760216, -0.000064063874, -0.000001838478]
29;-1;30;2D;-1638,964144099;0,2838;3;2;3;0;2;[1, 3, 1, 3, 2, 1, 2, 2, 1, 1, 2, 1, 1];[72.014363, 41.772406, 30.543805, 21.425299, 12.757196, 10.917885, 9.613085, 4.283572, 3.026154, 1.863101, 0.444541, 0.342667, 0.205342];[-0.001398515792, 0.006842813743, 0.069106959939, -0.012307334948, -0.411051637084, 0.205786740944, -1.262258012152, 0.854592568022, 1.272873664837, 0.019028809167, 0.000372362431, -0.000387635937, -0.000045113413]
29;-1;30;2D;-1638,964144099;0,2838;3;2;4;0;2;[1, 3, 1, 3, 2, 1, 2, 2, 1, 1, 2, 1, 1];[72.014363, 41.772406, 30.543805, 21.425299, 12.757196, 10.917885, 9.613085, 4.283572, 3.026154, 1.863101, 0.444541, 0.342667, 0.205342];[0.000220051630, -0.001079893476, -0.009238491518, 0.000585908679, 0.046554071996, -0.023334806622, 0.185608600415, -0.130443523459, -0.037345703227, -0.455847275936, -0.606596926252, 1.924065128773, 0.230542125090]
29;-1;30;2D;-1638,964144099;0,2838;3;2;2;1;6;[2, 3, 2, 3, 2, 2, 3, 2, 2, 2, 2];[60.062765, 40.706627, 20.710188, 16.615205, 11.849238, 9.337764, 4.216232, 3.608526, 2.348113, 0.992864, 0.205342];[0.000996452427, 0.006792435057, -0.384940252466, -0.297385936049, -1.316798900466, -0.530585687827, 0.020513006902, -0.034730580216, 0.000244704025, -0.000061237244, 0.000004654031]
29;-1;30;2D;-1638,964144099;0,2838;3;2;3;1;6;[2, 3, 2, 3, 2, 2, 3, 2, 2, 2, 2];[60.062765, 40.706627, 20.710188, 16.615205, 11.849238, 9.337764, 4.216232, 3.608526, 2.348113, 0.992864, 0.205342];[0.000472016673, 0.003214710338, -0.043027491873, 0.088849851542, -0.795485021213, -0.727575612534, -1.116196958185, 3.807812638318, 0.234187630991, 0.004260397510, 0.000061237244]
29;-1;30;2D;-1638,964144099;0,2838;3;2;3;2;10;[3, 4, 3, 3, 3, 3, 3, 3, 3];[26.128341, 20.393292, 8.948380, 5.893469, 3.754950, 2.346669, 1.470002, 0.920877, 0.205342];[0.004905641334, 0.020208535387, 0.362279699354, 0.946903251956, 1.113503107065, 0.878672051793, 0.422907519110, 0.058639695791, 0.000132183206]
31;-1;32;2P;-1923,260378638;0,2206;4;1;1;0;2;[1, 3, 1, 3, 2, 1, 2, 1, 1, 1, 2, 1, 1];[77.246394, 44.687244, 32.588265, 22.965766, 14.682166, 14.657637, 11.466970, 6.395287, 3.763203, 2.189549, 0.751315, 0.649165, 0.189877];[0.002396950567, -0.014305335869, -1.196654624893, 0.081113774505, 0.081365787362, -0.342577396293, -0.008637309332, 0.001696914853, -0.000171968369, 0.000046386205, 0.000010465180, -0.000015839192, -0.000000424264]
31;-1;32;2P;-1923,260378638;0,2206;4;1;2;0;2;[1, 3, 1, 3, 2, 1, 2, 1, 1, 1, 2, 1, 1];[77.246394, 44.687244, 32.588265, 22.965766, 14.682166, 14.657637, 11.466970, 6.395287, 3.763203, 2.189549, 0.751315, 0.649165, 0.189877];[0.002486187443, -0.011858604985, -0.166067421674, 0.025201568524, 1.166810900350, -0.825199553342, 0.785086941280, 0.065956657807, 0.001529047704, 0.000801151983, 0.000181726443, -0.000278034386, -0.000007636753]
31;-1;32;2P;-1923,260378638;0,2206;4;1;3;0;2;[1, 3, 1, 3, 2, 1, 2, 1, 1, 1, 2, 1, 1];[77.246394, 44.687244, 32.588265, 22.965766, 14.682166, 14.657637, 11.466970, 6.395287, 3.763203, 2.189549, 0.751315, 0.649165, 0.189877];[0.001224426102, -0.005993012813, -0.071407319719, 0.022692187979, 0.010800631819, -0.449332701161, 1.002655353991, 2.033365593790, -3.221691915014, -0.026331100896, -0.000758159891, 0.001012576911, 0.000017253405]
31;-1;32;2P;-1923,260378638;0,2206;4;1;4;0;2;[1, 3, 1, 3, 2, 1, 2, 1, 1, 1, 2, 1, 1];[77.246394, 44.687244, 32.588265, 22.965766, 14.682166, 14.657637, 11.466970, 6.395287, 3.763203, 2.189549, 0.751315, 0.649165, 0.189877];[0.000205909495, -0.000998293354, -0.017908752026, 0.011489495245, -0.047333727933, -0.073775561751, 0.321523433305, 0.354878650123, -0.275329561503, -1.316456615559, -0.925627949575, 2.858395158661, 0.004429882563]
31;-1;32;2P;-1923,260378638;0,2206;4;1;2;1;6;[2, 3, 2, 3, 2, 2, 3, 2, 2, 2, 2, 2];[48.751647, 38.849002, 22.797614, 17.677399, 11.175979, 4.872316, 4.147271, 2.887329, 1.002528, 0.579895, 0.325798, 0.189877];[0.011398455569, 0.029338028547, -0.574439882488, -0.657576054256, -1.353818773796, -0.021634628255, 0.008014240540, -0.005264443355, 0.000272138310, -0.000192774843, 0.000098714437, -0.000031108520]
31;-1;32;2P;-1923,260378638;0,2206;4;1;3;1;6;[2, 3, 2, 3, 2, 2, 3, 2, 2, 2, 2, 2];[48.751647, 38.849002, 22.797614, 17.677399, 11.175979, 4.872316, 4.147271, 2.887329, 1.002528, 0.579895, 0.325798, 0.189877];[0.003528245026, 0.009473156631, -0.123327644417, -0.051107133789, -1.320918942214, 2.141749078745, 0.597378129184, 0.297300448857, 0.004753724744, -0.001809438073, 0.000863445134, -0.000248868158]
31;-1;32;2P;-1923,260378638;0,2206;4;1;4;1;2;[2, 3, 2, 3, 2, 2, 3, 2, 2, 2, 2, 2];[48.751647, 38.849002, 22.797614, 17.677399, 11.175979, 4.872316, 4.147271, 2.887329, 1.002528, 0.579895, 0.325798, 0.189877];[-0.000223587164, -0.000595949595, 0.007787508403, 0.001628184074, 0.105170537150, -0.135150309038, 0.022063428629, -0.235798756901, 0.491498468473, 0.659650723781, 0.437960444221, 0.039398575634]
31;-1;32;2P;-1923,260378638;0,2206;4;1;3;2;10;[3, 4, 3, 3, 3, 3, 3, 3, 3];[27.726545, 21.855074, 9.651325, 6.348006, 4.046633, 2.625580, 1.710788, 0.770866, 0.189877];[0.005550745977, 0.021336519829, 0.436621052411, 1.060562151845, 1.216452637431, 0.769503269953, 0.132119328186, 0.001957766099, 0.000103722707]
