Element name;Symbol;clasificacion;Possible hybridization;Z;Q;N;Complete electronic configuration;Special configuration;Config;Energy;Ionization;Valence_n;Valence_l;n;l;mz;N_list;A_list;C_list
Argon;Ar;Noble gas;sp3;18;0;18;1s^2 2s^2 2p^6 3s^2 3p^6;Noble gas;1S;-526,817512711;0,5794;3;1;3;1;6;[2, 3, 2, 3, 2, 3, 2, 2, 2, 2];[47.041050, 22.401098, 13.130477, 11.806433, 6.780130, 4.415953, 4.077204, 2.200943, 1.412360, 1.087214];[0.000049479693, 0.002397805509, -0.088786409758, -0.054057299236, -0.195327945916, 0.564022447561, -1.254120132183, 1.198268826660, 1.355944440995, 0.275914688760]
Potassium;K;Alkali metal;Likely without hybridisation;19;0;19;1s^2 2s^2 2p^6 3s^2 3p^6 4s^1;Half orbital;2P;-599,164786322;0,1596;4;0;1;0;2;[1, 3, 1, 3, 2, 2, 1, 1, 2, 1, 2, 1];[48.538420, 27.178567, 20.222095, 13.592814, 7.647812, 6.078224, 6.077278, 3.343549, 2.301557, 1.828604, 0.555573, 0.543093];[-0.003080015717, 0.022745645252, 1.157971782743, -0.116035374265, -0.305222217835, -0.072994633022, 0.670137258767, 0.000384524668, 0.003146908019, -0.004825438096, -0.000041577879, 0.000093196674]
Potassium;K;Alkali metal;Likely without hybridisation;19;0;19;1s^2 2s^2 2p^6 3s^2 3p^6 4s^1;Half orbital;2P;-599,164786322;0,1596;4;0;2;0;2;[1, 3, 1, 3, 2, 2, 1, 1, 2, 1, 2, 1];[48.538420, 27.178567, 20.222095, 13.592814, 7.647812, 6.078224, 6.077278, 3.343549, 2.301557, 1.828604, 0.555573, 0.543093];[0.002639912457, -0.014557772990, -0.226411065853, 0.121429609056, 1.474603734178, 0.613277671121, -0.890548382160, 0.027862411342, -0.008636885068, 0.016846677640, 0.000120915260, -0.000284681190]
Potassium;K;Alkali metal;Likely without hybridisation;19;0;19;1s^2 2s^2 2p^6 3s^2 3p^6 4s^1;Half orbital;2P;-599,164786322;0,1596;4;0;3;0;2;[1, 3, 1, 3, 2, 2, 1, 1, 2, 1, 2, 1];[48.538420, 27.178567, 20.222095, 13.592814, 7.647812, 6.078224, 6.077278, 3.343549, 2.301557, 1.828604, 0.555573, 0.543093];[-0.000601182185, 0.003538220912, 0.074176067032, -0.067010954018, -0.108879029375, -0.911527816094, 0.410827059970, -1.286096561645, 0.219747715811, 2.420090353438, 0.000399232489, 0.001317481355]
Potassium;K;Alkali metal;Likely without hybridisation;19;0;19;1s^2 2s^2 2p^6 3s^2 3p^6 4s^1;Half orbital;2P;-599,164786322;0,1596;4;0;4;0;1;[1, 3, 1, 3, 2, 2, 1, 1, 2, 1, 2, 1];[48.538420, 27.178567, 20.222095, 13.592814, 7.647812, 6.078224, 6.077278, 3.343549, 2.301557, 1.828604, 0.555573, 0.543093];[0.000134200000, -0.000792100000, -0.010312800000, 0.006912700000, 0.027690800000, 0.082116800000, -0.121310700000, 0.760934000000, 0.591144000000, -1.295980700000, 1.460873100000, -0.536794000000]
Potassium;K;Alkali metal;Likely without hybridisation;19;0;19;1s^2 2s^2 2p^6 3s^2 3p^6 4s^1;Half orbital;2P;-599,164786322;0,1596;4;0;2;1;6;[2, 3, 2, 3, 2, 2, 3, 2, 2, 2];[45.863372, 23.956536, 13.445654, 9.280990, 7.576272, 5.560868, 2.249040, 1.893851, 1.290943, 0.543093];[0.000239805046, 0.007820730851, -0.212236038763, 0.120380908256, -1.631521835017, -0.800628949673, 0.017615015587, -0.026980639619, 0.001278388697, -0.000023270153]
Potassium;K;Alkali metal;Likely without hybridisation;19;0;19;1s^2 2s^2 2p^6 3s^2 3p^6 4s^1;Half orbital;2P;-599,164786322;0,1596;4;0;3;1;6;[2, 3, 2, 3, 2, 2, 3, 2, 2, 2];[45.863372, 23.956536, 13.445654, 9.280990, 7.576272, 5.560868, 2.249040, 1.893851, 1.290943, 0.543093];[0.000086711937, 0.002704236676, -0.037629551327, 0.151900942266, -0.432413323273, -0.866449188552, -0.833208632946, 3.364459893854, 0.258555644851, 0.002638835300]
Calcium;Ca;Alkaline earth metal;Likely without hybridisation;20;0;20;1s^2 2s^2 2p^6 3s^2 3p^6 4s^2;Full orbital;3P;-676,758185346;0,2246;4;0;1;0;2;[1, 3, 1, 3, 2, 1, 2, 2, 1, 1, 2, 1];[55.025070, 29.333512, 21.316999, 14.563031, 8.075590, 6.763191, 6.263443, 2.577548, 1.816117, 1.500414, 0.648569, 0.625347];[0.002014264377, -0.018323540864, -1.144019858843, 0.124587406519, 0.338601334862, -0.673420072709, 0.008085483200, -0.017230070937, 0.038227182540, -0.014388633048, -0.000258801082, 0.000703005562]
Calcium;Ca;Alkaline earth metal;Likely without hybridisation;20;0;20;1s^2 2s^2 2p^6 3s^2 3p^6 4s^2;Full orbital;3P;-676,758185346;0,2246;4;0;2;0;2;[1, 3, 1, 3, 2, 1, 2, 2, 1, 1, 2, 1];[55.025070, 29.333512, 21.316999, 14.563031, 8.075590, 6.763191, 6.263443, 2.577548, 1.816117, 1.500414, 0.648569, 0.625347];[0.001692530791, -0.011448200209, -0.213838000176, 0.118950209838, 1.645282199172, -0.892634912850, 0.431192018111, -0.043641640585, 0.115046980406, -0.047616994909, -0.001231780013, 0.003168545486]
Calcium;Ca;Alkaline earth metal;Likely without hybridisation;20;0;20;1s^2 2s^2 2p^6 3s^2 3p^6 4s^2;Full orbital;3P;-676,758185346;0,2246;4;0;3;0;2;[1, 3, 1, 3, 2, 1, 2, 2, 1, 1, 2, 1];[55.025070, 29.333512, 21.316999, 14.563031, 8.075590, 6.763191, 6.263443, 2.577548, 1.816117, 1.500414, 0.648569, 0.625347];[-0.000455942453, 0.003376576302, 0.072636271305, -0.059820385160, -0.220009203898, 0.278828608699, -1.015785054125, 1.594545307723, 0.084299997661, 0.162697916441, 0.003334291316, -0.008945183625]
Calcium;Ca;Alkaline earth metal;Likely without hybridisation;20;0;20;1s^2 2s^2 2p^6 3s^2 3p^6 4s^2;Full orbital;3P;-676,758185346;0,2246;4;0;4;0;2;[1, 3, 1, 3, 2, 1, 2, 2, 1, 1, 2, 1];[55.025070, 29.333512, 21.316999, 14.563031, 8.075590, 6.763191, 6.263443, 2.577548, 1.816117, 1.500414, 0.648569, 0.625347];[0.000075519004, -0.000585908679, -0.017561986860, 0.017256799574, 0.015545176899, -0.033144074733, 0.331483315160, -0.177538532143, 1.090545474201, -1.969126074090, 1.300833798336, 0.560816994761]
Calcium;Ca;Alkaline earth metal;Likely without hybridisation;20;0;20;1s^2 2s^2 2p^6 3s^2 3p^6 4s^2;Full orbital;3P;-676,758185346;0,2246;4;0;2;1;6;[2, 3, 2, 3, 2, 2, 3, 2, 2, 2];[47.329816, 25.506017, 14.174024, 10.249231, 8.135533, 5.982999, 2.330080, 2.056882, 1.208793, 0.625347];[-0.000274342851, -0.007433956420, 0.214477076929, -0.077582198725, 1.574061214732, 0.813158579606, -0.012864475180, 0.019335782132, 0.000323822544, -0.000112186630]
Calcium;Ca;Alkaline earth metal;Likely without hybridisation;20;0;20;1s^2 2s^2 2p^6 3s^2 3p^6 4s^2;Full orbital;3P;-676,758185346;0,2246;4;0;3;1;6;[2, 3, 2, 3, 2, 2, 3, 2, 2, 2];[47.329816, 25.506017, 14.174024, 10.249231, 8.135533, 5.982999, 2.330080, 2.056882, 1.208793, 0.625347];[0.000113166426, 0.002890397896, -0.030248993783, 0.159474764551, -0.497865648792, -0.893553772351, -0.883931931693, 3.615005707245, 0.068706717591, 0.002309133981]
Scandium;Sc;Transition metal;sp3d;21;0;21;1s^2 2s^2 2p^6 3s^2 3p^6 4s^2 3d^1;No special;1D;-759,735717426;0,2412;3;2;1;0;2;[1, 3, 1, 3, 2, 1, 2, 2, 1, 1, 2, 1];[57.498657, 30.833372, 22.361741, 15.415630, 8.610080, 7.168035, 6.645788, 2.786909, 1.961794, 1.588713, 0.676641, 0.648242];[0.001914138057, -0.017050748657, -1.145192524729, 0.120295975464, 0.334375099053, -0.670259871083, 0.013978652536, -0.016179593103, 0.034556874082, -0.012306627841, -0.000295004949, 0.000752361615]
Scandium;Sc;Transition metal;sp3d;21;0;21;1s^2 2s^2 2p^6 3s^2 3p^6 4s^2 3d^1;No special;1D;-759,735717426;0,2412;3;2;2;0;2;[1, 3, 1, 3, 2, 1, 2, 2, 1, 1, 2, 1];[57.498657, 30.833372, 22.361741, 15.415630, 8.610080, 7.168035, 6.645788, 2.786909, 1.961794, 1.588713, 0.676641, 0.648242];[0.001690268050, -0.011215986342, -0.208810895226, 0.107161184161, 1.671080424398, -0.927642638216, 0.453654113544, -0.030671039477, 0.082470146732, -0.033081849336, -0.001138159075, 0.002768464470]
Scandium;Sc;Transition metal;sp3d;21;0;21;1s^2 2s^2 2p^6 3s^2 3p^6 4s^2 3d^1;No special;1D;-759,735717426;0,2412;3;2;3;0;2;[1, 3, 1, 3, 2, 1, 2, 2, 1, 1, 2, 1];[57.498657, 30.833372, 22.361741, 15.415630, 8.610080, 7.168035, 6.645788, 2.786909, 1.961794, 1.588713, 0.676641, 0.648242];[-0.000518026428, 0.003742716193, 0.072676010706, -0.053672233119, -0.241852722319, 0.282550818795, -1.069546382699, 1.540039395709, 0.220981899987, 0.123961334175, 0.002746261317, -0.007031894096]
Scandium;Sc;Transition metal;sp3d;21;0;21;1s^2 2s^2 2p^6 3s^2 3p^6 4s^2 3d^1;No special;1D;-759,735717426;0,2412;3;2;4;0;2;[1, 3, 1, 3, 2, 1, 2, 2, 1, 1, 2, 1];[57.498657, 30.833372, 22.361741, 15.415630, 8.610080, 7.168035, 6.645788, 2.786909, 1.961794, 1.588713, 0.676641, 0.648242];[0.000107055967, -0.000793515230, -0.017588149811, 0.014785037109, 0.024824822031, -0.037445829547, 0.334902742133, -0.205528222705, 0.922568439954, -1.816080730898, 1.166600323951, 0.718402812016]
Scandium;Sc;Transition metal;sp3d;21;0;21;1s^2 2s^2 2p^6 3s^2 3p^6 4s^2 3d^1;No special;1D;-759,735717426;0,2412;3;2;2;1;6;[2, 3, 2, 3, 2, 2, 3, 2, 2, 2];[49.842595, 26.926323, 14.480714, 10.991611, 8.492563, 6.351088, 2.504892, 2.207803, 1.218695, 0.648242];[-0.000268953974, -0.007104500050, 0.297084158913, 0.061846921567, 1.407353841818, 0.766683185971, -0.009931211213, 0.016121806640, 0.000000734847, -0.000031843367]
Scandium;Sc;Transition metal;sp3d;21;0;21;1s^2 2s^2 2p^6 3s^2 3p^6 4s^2 3d^1;No special;1D;-759,735717426;0,2412;3;2;3;1;6;[2, 3, 2, 3, 2, 2, 3, 2, 2, 2];[49.842595, 26.926323, 14.480714, 10.991611, 8.492563, 6.351088, 2.504892, 2.207803, 1.218695, 0.648242];[0.000113411375, 0.002843612642, -0.032362903431, 0.158567718499, -0.563262370894, -0.874093801090, -1.049255587851, 3.815400422694, 0.048592242670, 0.001510600324]
Scandium;Sc;Transition metal;sp3d;21;0;21;1s^2 2s^2 2p^6 3s^2 3p^6 4s^2 3d^1;No special;1D;-759,735717426;0,2412;3;2;3;2;1;[3, 4, 3, 3, 3, 3, 3, 3];[18.112701, 13.806782, 6.306244, 4.161485, 2.673453, 1.714319, 1.087439, 0.648242];[0.001409900000, 0.006532300000, 0.044205200000, 0.196338900000, 0.328368500000, 0.381890100000, 0.206856000000, 0.003974500000]
Titanium;Ti;Transition metal;sp3d;22;0;22;1s^2 2s^2 2p^6 3s^2 3p^6 4s^2 3d^2;No special;1S;-848,405996326;0,2511;3;2;1;0;2;[1, 3, 1, 3, 2, 1, 2, 2, 1, 1, 2, 1];[60.289820, 32.299759, 23.400426, 16.255875, 9.147991, 7.563319, 7.020328, 2.979739, 2.113198, 1.621186, 0.695769, 0.664512];[0.001828012451, -0.016207594532, -1.147678429329, 0.115453142541, 0.328010855179, -0.663410269115, 0.021444285932, -0.013073697277, 0.025178092579, -0.007352637732, -0.000269690526, 0.000663973268]
Titanium;Ti;Transition metal;sp3d;22;0;22;1s^2 2s^2 2p^6 3s^2 3p^6 4s^2 3d^2;No special;1S;-848,405996326;0,2511;3;2;2;0;2;[1, 3, 1, 3, 2, 1, 2, 2, 1, 1, 2, 1];[60.289820, 32.299759, 23.400426, 16.255875, 9.147991, 7.563319, 7.020328, 2.979739, 2.113198, 1.621186, 0.695769, 0.664512];[0.001702713129, -0.011293909509, -0.204418913587, 0.095966976708, 1.692589622732, -0.958110455203, 0.480710140312, -0.010902313774, 0.034935741895, -0.012974843749, -0.000764241009, 0.001777242184]
Titanium;Ti;Transition metal;sp3d;22;0;22;1s^2 2s^2 2p^6 3s^2 3p^6 4s^2 3d^2;No special;1S;-848,405996326;0,2511;3;2;3;0;2;[1, 3, 1, 3, 2, 1, 2, 2, 1, 1, 2, 1];[60.289820, 32.299759, 23.400426, 16.255875, 9.147991, 7.563319, 7.020328, 2.979739, 2.113198, 1.621186, 0.695769, 0.664512];[-0.000588595685, 0.004209830932, 0.072423997849, -0.047150728698, -0.264678270637, 0.274249950870, -1.119939337410, 1.436093850346, 0.426697081725, 0.071423017490, 0.002167423706, -0.005398618853]
Titanium;Ti;Transition metal;sp3d;22;0;22;1s^2 2s^2 2p^6 3s^2 3p^6 4s^2 3d^2;No special;1S;-848,405996326;0,2511;3;2;4;0;2;[1, 3, 1, 3, 2, 1, 2, 2, 1, 1, 2, 1];[60.289820, 32.299759, 23.400426, 16.255875, 9.147991, 7.563319, 7.020328, 2.979739, 2.113198, 1.621186, 0.695769, 0.664512];[0.000134350288, -0.000974675987, -0.017256092467, 0.012308749161, 0.032895597410, -0.037697559561, 0.333843213332, -0.211805633866, 0.593601434985, -1.505695502189, 1.058086020254, 0.841407713559]
Titanium;Ti;Transition metal;sp3d;22;0;22;1s^2 2s^2 2p^6 3s^2 3p^6 4s^2 3d^2;No special;1S;-848,405996326;0,2511;3;2;2;1;6;[2, 3, 2, 3, 2, 2, 3, 2, 2, 2];[51.299773, 28.672833, 15.156461, 11.712761, 8.887041, 6.711089, 2.704253, 2.368233, 1.251387, 0.664512];[-0.000302267034, -0.006654283835, 0.324930203258, 0.116291975028, 1.376935588294, 0.715782789116, -0.009619391169, 0.016264856841, -0.000133497191, 0.000005388877]
Titanium;Ti;Transition metal;sp3d;22;0;22;1s^2 2s^2 2p^6 3s^2 3p^6 4s^2 3d^2;No special;1S;-848,405996326;0,2511;3;2;3;1;6;[2, 3, 2, 3, 2, 2, 3, 2, 2, 2];[51.299773, 28.672833, 15.156461, 11.712761, 8.887041, 6.711089, 2.704253, 2.368233, 1.251387, 0.664512];[0.000135456783, 0.002799276878, -0.028855234119, 0.161456401753, -0.635995559724, -0.842585524631, -1.129637063455, 3.919114267893, 0.041352040889, 0.000913659674]
Titanium;Ti;Transition metal;sp3d;22;0;22;1s^2 2s^2 2p^6 3s^2 3p^6 4s^2 3d^2;No special;1S;-848,405996326;0,2511;3;2;3;2;2;[3, 4, 3, 3, 3, 3, 3, 3];[19.104138, 14.658566, 6.716801, 4.401956, 2.774678, 1.786630, 1.173680, 0.664512];[0.002131219838, 0.009499555341, 0.073254282632, 0.326592257555, 0.528397138793, 0.496576202269, 0.202612680025, 0.001461165453]
Vanadium;V;Transition metal;sp3d;23;0;23;1s^2 2s^2 2p^6 3s^2 3p^6 4s^2 3d^3;No special;4S;-942,884337023;0,2478;3;2;1;0;2;[1, 3, 1, 3, 2, 1, 2, 2, 1, 1, 2, 1];[62.875206, 33.885936, 24.457516, 17.072833, 9.664612, 7.931088, 7.398658, 3.165850, 2.266794, 1.653671, 0.712906, 0.679086];[0.001825608288, -0.015551682281, -1.148354706254, 0.113192239319, 0.324271391678, -0.663439260493, 0.030863089678, -0.008184902414, 0.014496961807, -0.003413628697, -0.000159806133, 0.000386080303]
Vanadium;V;Transition metal;sp3d;23;0;23;1s^2 2s^2 2p^6 3s^2 3p^6 4s^2 3d^3;No special;4S;-942,884337023;0,2478;3;2;2;0;2;[1, 3, 1, 3, 2, 1, 2, 2, 1, 1, 2, 1];[62.875206, 33.885936, 24.457516, 17.072833, 9.664612, 7.931088, 7.398658, 3.165850, 2.266794, 1.653671, 0.712906, 0.679086];[0.001669620532, -0.010843341068, -0.199645518550, 0.089746982618, 1.720308774240, -0.994134010171, 0.495808284304, -0.002371918987, 0.016319317403, -0.006057642373, -0.000538391103, 0.001207596961]
Vanadium;V;Transition metal;sp3d;23;0;23;1s^2 2s^2 2p^6 3s^2 3p^6 4s^2 3d^3;No special;4S;-942,884337023;0,2478;3;2;3;0;2;[1, 3, 1, 3, 2, 1, 2, 2, 1, 1, 2, 1];[62.875206, 33.885936, 24.457516, 17.072833, 9.664612, 7.931088, 7.398658, 3.165850, 2.266794, 1.653671, 0.712906, 0.679086];[-0.000643750014, 0.004475420239, 0.071646463233, -0.041938786035, -0.287085211740, 0.268348296253, -1.161134105689, 1.340489477996, 0.587107649149, 0.049278837266, 0.001834800676, -0.004456045514]
Vanadium;V;Transition metal;sp3d;23;0;23;1s^2 2s^2 2p^6 3s^2 3p^6 4s^2 3d^3;No special;4S;-942,884337023;0,2478;3;2;4;0;2;[1, 3, 1, 3, 2, 1, 2, 2, 1, 1, 2, 1];[62.875206, 33.885936, 24.457516, 17.072833, 9.664612, 7.931088, 7.398658, 3.165850, 2.266794, 1.653671, 0.712906, 0.679086];[0.000153442172, -0.001076216521, -0.016762249091, 0.010385135874, 0.039261821183, -0.037433667311, 0.332189856256, -0.208938881553, 0.388298355079, -1.315858827487, 0.968255881878, 0.937645370742]
Vanadium;V;Transition metal;sp3d;23;0;23;1s^2 2s^2 2p^6 3s^2 3p^6 4s^2 3d^3;No special;4S;-942,884337023;0,2478;3;2;2;1;6;[2, 3, 2, 3, 2, 2, 3, 2, 2, 2];[52.631581, 30.669617, 15.795601, 12.334590, 9.301379, 7.202975, 2.875851, 2.512619, 1.286363, 0.679086];[-0.000395837542, -0.006529359858, 0.379651069264, 0.219080647952, 1.183039859031, 0.755886325083, -0.014284689333, 0.023044554551, 0.000004164133, -0.000027924183]
Vanadium;V;Transition metal;sp3d;23;0;23;1s^2 2s^2 2p^6 3s^2 3p^6 4s^2 3d^3;No special;4S;-942,884337023;0,2478;3;2;3;1;6;[2, 3, 2, 3, 2, 2, 3, 2, 2, 2];[52.631581, 30.669617, 15.795601, 12.334590, 9.301379, 7.202975, 2.875851, 2.512619, 1.286363, 0.679086];[0.000168524894, 0.002737059839, -0.037902424484, 0.142074324265, -0.606178900881, -0.862423452159, -1.211958289985, 4.007914394794, 0.035365977855, 0.000588612385]
Vanadium;V;Transition metal;sp3d;23;0;23;1s^2 2s^2 2p^6 3s^2 3p^6 4s^2 3d^3;No special;4S;-942,884337023;0,2478;3;2;3;2;3;[3, 4, 3, 3, 3, 3, 3, 3];[20.118919, 15.491232, 6.994400, 4.606157, 2.904122, 1.867151, 1.237729, 0.679086];[0.002723996305, 0.011967605055, 0.110281233764, 0.437979357583, 0.674568664438, 0.569964746811, 0.197288727621, 0.000775612352]
Chromium;Cr;Transition metal;sp3d;24;0;24;1s^2 2s^2 2p^6 3s^2 3p^6 4s^2 3d^4;No special;2D;-1043,356375551;0,2485;3;2;1;0;2;[1, 3, 1, 3, 2, 1, 2, 2, 1, 1, 2, 1];[64.134378, 35.194142, 25.454647, 17.708856, 10.162320, 8.462113, 7.730720, 3.367156, 2.316006, 1.537736, 0.699029, 0.666408];[0.001989798482, -0.015662132361, -1.160434494240, 0.107718242883, 0.289202855129, -0.607575703459, 0.024980385523, -0.000939179227, 0.001582787819, -0.000427375339, -0.000052184480, 0.000117096883]
Chromium;Cr;Transition metal;sp3d;24;0;24;1s^2 2s^2 2p^6 3s^2 3p^6 4s^2 3d^4;No special;2D;-1043,356375551;0,2485;3;2;2;0;2;[1, 3, 1, 3, 2, 1, 2, 2, 1, 1, 2, 1];[64.134378, 35.194142, 25.454647, 17.708856, 10.162320, 8.462113, 7.730720, 3.367156, 2.316006, 1.537736, 0.699029, 0.666408];[0.001925734608, -0.011546770894, -0.200994536867, 0.084715917870, 1.732608613856, -0.974154425226, 0.472621687264, 0.012864676513, -0.012361216485, 0.002365696447, 0.000351856334, -0.000245648896]
Chromium;Cr;Transition metal;sp3d;24;0;24;1s^2 2s^2 2p^6 3s^2 3p^6 4s^2 3d^4;No special;2D;-1043,356375551;0,2485;3;2;3;0;2;[1, 3, 1, 3, 2, 1, 2, 2, 1, 1, 2, 1];[64.134378, 35.194142, 25.454647, 17.708856, 10.162320, 8.462113, 7.730720, 3.367156, 2.316006, 1.537736, 0.699029, 0.666408];[-0.000820668130, 0.005203598803, 0.072326275692, -0.036201887298, -0.309572338753, 0.217323046658, -1.201840546026, 1.056568569101, 0.979429866077, 0.005721908073, -0.000127562063, -0.000438689047]
Chromium;Cr;Transition metal;sp3d;24;0;24;1s^2 2s^2 2p^6 3s^2 3p^6 4s^2 3d^4;No special;2D;-1043,356375551;0,2485;3;2;4;0;1;[1, 3, 1, 3, 2, 1, 2, 2, 1, 1, 2, 1];[64.134378, 35.194142, 25.454647, 17.708856, 10.162320, 8.462113, 7.730720, 3.367156, 2.316006, 1.537736, 0.699029, 0.666408];[0.000143100000, -0.000911400000, -0.011178800000, 0.005224300000, 0.034514500000, -0.029302900000, 0.208783100000, -0.186206000000, 0.082155100000, -0.601691400000, 0.736581200000, 0.551370800000]
Chromium;Cr;Transition metal;sp3d;24;0;24;1s^2 2s^2 2p^6 3s^2 3p^6 4s^2 3d^4;No special;2D;-1043,356375551;0,2485;3;2;2;1;6;[2, 3, 2, 3, 2, 2, 3, 2, 2, 2];[54.119911, 32.347673, 16.361604, 12.870877, 9.705787, 7.719275, 3.078646, 2.646262, 1.486704, 0.666408];[0.000461483868, 0.006494087206, -0.444237990057, -0.325458803144, -0.954193340424, -0.817597299968, 0.021276022957, -0.033070316068, 0.000084262447, -0.000000734847]
Chromium;Cr;Transition metal;sp3d;24;0;24;1s^2 2s^2 2p^6 3s^2 3p^6 4s^2 3d^4;No special;2D;-1043,356375551;0,2485;3;2;3;1;6;[2, 3, 2, 3, 2, 2, 3, 2, 2, 2];[54.119911, 32.347673, 16.361604, 12.870877, 9.705787, 7.719275, 3.078646, 2.646262, 1.486704, 0.666408];[0.000169994588, 0.002514646170, -0.050913869049, 0.116026695289, -0.532031376673, -0.901724045388, -1.331621497747, 4.098894322616, 0.067850375977, 0.000573425549]
Chromium;Cr;Transition metal;sp3d;24;0;24;1s^2 2s^2 2p^6 3s^2 3p^6 4s^2 3d^4;No special;2D;-1043,356375551;0,2485;3;2;3;2;5;[3, 4, 3, 3, 3, 3, 3, 3];[21.010126, 16.248352, 7.319431, 4.807319, 3.023447, 1.852525, 1.147532, 0.666408];[0.003391220695, 0.014518565771, 0.151187487769, 0.563402818106, 0.820848256166, 0.737798679021, 0.372684331776, 0.006560623446]
Manganese;Mn;Transition metal;sp3d;25;0;25;1s^2 2s^2 2p^6 3s^2 3p^6 4s^2 3d^5;Half orbital;2P;-1149,866250992;0,2732;3;2;1;0;2;[1, 3, 1, 3, 2, 1, 2, 2, 1, 1, 2, 1];[65.615997, 36.493146, 26.490049, 18.586295, 10.770334, 8.946835, 8.222221, 3.543574, 2.463906, 1.753364, 0.743164, 0.704089];[0.002045377075, -0.015193461986, -1.162620161301, 0.101939342003, 0.281840600744, -0.596246438611, 0.026081492203, -0.002318744557, 0.003984829555, -0.001020072243, -0.000066609459, 0.000150896587]
Manganese;Mn;Transition metal;sp3d;25;0;25;1s^2 2s^2 2p^6 3s^2 3p^6 4s^2 3d^5;Half orbital;2P;-1149,866250992;0,2732;3;2;2;0;2;[1, 3, 1, 3, 2, 1, 2, 2, 1, 1, 2, 1];[65.615997, 36.493146, 26.490049, 18.586295, 10.770334, 8.946835, 8.222221, 3.543574, 2.463906, 1.753364, 0.743164, 0.704089];[0.002062913323, -0.011737972568, -0.195168259833, 0.071268019684, 1.703105290518, -0.997703909466, 0.533835355626, 0.017585179963, -0.019903641677, 0.003967010464, 0.000106207439, -0.000286378246]
Manganese;Mn;Transition metal;sp3d;25;0;25;1s^2 2s^2 2p^6 3s^2 3p^6 4s^2 3d^5;Half orbital;2P;-1149,866250992;0,2732;3;2;3;0;2;[1, 3, 1, 3, 2, 1, 2, 2, 1, 1, 2, 1];[65.615997, 36.493146, 26.490049, 18.586295, 10.770334, 8.946835, 8.222221, 3.543574, 2.463906, 1.753364, 0.743164, 0.704089];[-0.000905096680, 0.005422094798, 0.071832715159, -0.031784449814, -0.294005665808, 0.259117300067, -1.209089804747, 1.235344113847, 0.762546356995, 0.010067927772, 0.000821092394, -0.001810759045]
Manganese;Mn;Transition metal;sp3d;25;0;25;1s^2 2s^2 2p^6 3s^2 3p^6 4s^2 3d^5;Half orbital;2P;-1149,866250992;0,2732;3;2;4;0;2;[1, 3, 1, 3, 2, 1, 2, 2, 1, 1, 2, 1];[65.615997, 36.493146, 26.490049, 18.586295, 10.770334, 8.946835, 8.222221, 3.543574, 2.463906, 1.753364, 0.743164, 0.704089];[0.000216516096, -0.001302773534, -0.016161066905, 0.007246288872, 0.041158847255, -0.038041213457, 0.322255430244, -0.215137662440, 0.265419459965, -1.167294419967, 0.838746870741, 1.055595590170]
Manganese;Mn;Transition metal;sp3d;25;0;25;1s^2 2s^2 2p^6 3s^2 3p^6 4s^2 3d^5;Half orbital;2P;-1149,866250992;0,2732;3;2;2;1;6;[2, 3, 2, 3, 2, 2, 3, 2, 2, 2];[52.083296, 33.806616, 17.420626, 13.771396, 10.071962, 7.859711, 3.390377, 2.922745, 1.760084, 0.704089];[0.000800248299, 0.007344794994, -0.390819272798, -0.258890245149, -1.264130216966, -0.622739901032, 0.015192715181, -0.025736053881, 0.000329701319, -0.000012492398]
Manganese;Mn;Transition metal;sp3d;25;0;25;1s^2 2s^2 2p^6 3s^2 3p^6 4s^2 3d^5;Half orbital;2P;-1149,866250992;0,2732;3;2;3;1;6;[2, 3, 2, 3, 2, 2, 3, 2, 2, 2];[52.083296, 33.806616, 17.420626, 13.771396, 10.071962, 7.859711, 3.390377, 2.922745, 1.760084, 0.704089];[0.000386039583, 0.003391563498, -0.044040845779, 0.117460136687, -0.704377230027, -0.790296022142, -1.046708363468, 3.834231609939, 0.098607883830, 0.001388615735]
Manganese;Mn;Transition metal;sp3d;25;0;25;1s^2 2s^2 2p^6 3s^2 3p^6 4s^2 3d^5;Half orbital;2P;-1149,866250992;0,2732;3;2;3;2;5;[3, 4, 3, 3, 3, 3, 3, 3];[22.242214, 17.176523, 7.574462, 5.005562, 3.189753, 2.065915, 1.380034, 0.704089];[0.003616169133, 0.015827559965, 0.195999408073, 0.632388198493, 0.870943334280, 0.663426163662, 0.203520869928, 0.000659416447]
Iron;Fe;Transition metal;sp3d;26;0;26;1s^2 2s^2 2p^6 3s^2 3p^6 4s^2 3d^6;No special;3P;-1262,443664689;0,2904;3;2;1;0;2;[1, 3, 1, 3, 2, 1, 2, 2, 1, 1, 2, 1];[67.039851, 37.739652, 27.502599, 19.356262, 11.285074, 9.367472, 8.606144, 3.732769, 2.599956, 1.821430, 0.761362, 0.718583];[0.002147341873, -0.015072263884, -1.169581627562, 0.096784109304, 0.270558570629, -0.575246215738, 0.026140323487, -0.001932947097, 0.003129088928, -0.000698904343, -0.000040729351, 0.000092772410]
