JTD - posicion alpha=2.000-ani
--------------------------------------------------------------------------------
Z         | Q          | alpha     | JTD       | integration_error | space   
--------------------------------------------------------------------------------
3.000e+00 | -1.000e+00 | 2.000e+00 | 1.065e-03 | 1.299e-07         | position
5.000e+00 | -1.000e+00 | 2.000e+00 | 9.066e-03 | 1.377e-07         | position
6.000e+00 | -1.000e+00 | 2.000e+00 | 1.699e-02 | 1.393e-07         | position
6.000e+00 | -1.000e+00 | 2.000e+00 | 1.699e-02 | 1.393e-07         | position
7.000e+00 | -1.000e+00 | 2.000e+00 | 2.800e-02 | 1.184e-07         | position
8.000e+00 | -1.000e+00 | 2.000e+00 | 4.211e-02 | 1.402e-07         | position
9.000e+00 | -1.000e+00 | 2.000e+00 | 5.942e-02 | 1.244e-07         | position
1.100e+01 | -1.000e+00 | 2.000e+00 | 1.059e-01 | 9.848e-08         | position
1.300e+01 | -1.000e+00 | 2.000e+00 | 1.696e-01 | 1.362e-07         | position
1.400e+01 | -1.000e+00 | 2.000e+00 | 2.077e-01 | 1.486e-07         | position
1.500e+01 | -1.000e+00 | 2.000e+00 | 2.501e-01 | 3.101e-07         | position
1.600e+01 | -1.000e+00 | 2.000e+00 | 2.969e-01 | 1.375e-07         | position
1.700e+01 | -1.000e+00 | 2.000e+00 | 3.479e-01 | 1.412e-07         | position
1.900e+01 | -1.000e+00 | 2.000e+00 | 4.648e-01 | 1.476e-07         | position
2.100e+01 | -1.000e+00 | 2.000e+00 | 5.998e-01 | 9.540e-07         | position
2.200e+01 | -1.000e+00 | 2.000e+00 | 6.740e-01 | 1.138e-06         | position
2.300e+01 | -1.000e+00 | 2.000e+00 | 7.527e-01 | 6.717e-07         | position
2.400e+01 | -1.000e+00 | 2.000e+00 | 8.359e-01 | 4.930e-07         | position
2.500e+01 | -1.000e+00 | 2.000e+00 | 9.239e-01 | 1.100e-06         | position
2.600e+01 | -1.000e+00 | 2.000e+00 | 1.016e+00 | 2.854e-06         | position
2.700e+01 | -1.000e+00 | 2.000e+00 | 1.113e+00 | 2.345e-07         | position
2.800e+01 | -1.000e+00 | 2.000e+00 | 1.215e+00 | 2.152e-07         | position
2.900e+01 | -1.000e+00 | 2.000e+00 | 1.321e+00 | 1.717e-07         | position
3.100e+01 | -1.000e+00 | 2.000e+00 | 1.551e+00 | 1.255e-07         | position
3.200e+01 | -1.000e+00 | 2.000e+00 | 1.673e+00 | 1.489e-07         | position
3.300e+01 | -1.000e+00 | 2.000e+00 | 1.800e+00 | 1.502e-07         | position
3.400e+01 | -1.000e+00 | 2.000e+00 | 1.932e+00 | 1.119e-06         | position
3.500e+01 | -1.000e+00 | 2.000e+00 | 2.068e+00 | 1.991e-06         | position
3.700e+01 | -1.000e+00 | 2.000e+00 | 2.358e+00 | 1.023e-06         | position
3.900e+01 | -1.000e+00 | 2.000e+00 | 2.669e+00 | 6.651e-06         | position
4.000e+01 | -1.000e+00 | 2.000e+00 | 2.830e+00 | 1.663e-06         | position
4.100e+01 | -1.000e+00 | 2.000e+00 | 2.997e+00 | 6.843e-07         | position
4.200e+01 | -1.000e+00 | 2.000e+00 | 3.169e+00 | 2.037e-06         | position
4.300e+01 | -1.000e+00 | 2.000e+00 | 3.347e+00 | 3.305e-06         | position
4.400e+01 | -1.000e+00 | 2.000e+00 | 3.529e+00 | 4.029e-06         | position
4.500e+01 | -1.000e+00 | 2.000e+00 | 3.716e+00 | 4.574e-06         | position
4.600e+01 | -1.000e+00 | 2.000e+00 | 3.908e+00 | 5.554e-06         | position
4.700e+01 | -1.000e+00 | 2.000e+00 | 4.105e+00 | 7.698e-06         | position
4.900e+01 | -1.000e+00 | 2.000e+00 | 4.517e+00 | 1.899e-05         | position
5.000e+01 | -1.000e+00 | 2.000e+00 | 4.730e+00 | 3.020e-05         | position
5.100e+01 | -1.000e+00 | 2.000e+00 | 4.949e+00 | 3.394e-06         | position
5.200e+01 | -1.000e+00 | 2.000e+00 | 5.173e+00 | 4.927e-06         | position
5.300e+01 | -1.000e+00 | 2.000e+00 | 5.402e+00 | 2.914e-06         | position

