JRD posicion - alpha=0.900 -ani
--------------------------------------------------------------------------------
Z         | Q          | alpha     | JRD       | integration_error | space   
--------------------------------------------------------------------------------
6.000e+00 | -1.000e+00 | 9.000e-01 | 1.735e-03 | 1.439e-07         | position
7.000e+00 | -1.000e+00 | 9.000e-01 | 1.149e-03 | 1.477e-07         | position
8.000e+00 | -1.000e+00 | 9.000e-01 | 8.114e-04 | 1.484e-07         | position
9.000e+00 | -1.000e+00 | 9.000e-01 | 6.014e-04 | 1.443e-07         | position
1.100e+01 | -1.000e+00 | 9.000e-01 | 3.669e-03 | 2.681e-07         | position
1.300e+01 | -1.000e+00 | 9.000e-01 | 1.557e-03 | 1.487e-07         | position
1.400e+01 | -1.000e+00 | 9.000e-01 | 1.012e-03 | 2.040e-07         | position
1.500e+01 | -1.000e+00 | 9.000e-01 | 7.673e-04 | 2.000e-07         | position
1.600e+01 | -1.000e+00 | 9.000e-01 | 6.042e-04 | 1.483e-07         | position
1.700e+01 | -1.000e+00 | 9.000e-01 | 4.911e-04 | 1.489e-07         | position
1.900e+01 | -1.000e+00 | 9.000e-01 | 1.823e-03 | 2.885e-07         | position
2.100e+01 | -1.000e+00 | 9.000e-01 | 1.009e-03 | 1.684e-07         | position
2.300e+01 | -1.000e+00 | 9.000e-01 | 8.899e-04 | 1.478e-07         | position
2.200e+01 | -1.000e+00 | 9.000e-01 | 9.533e-04 | 1.490e-07         | position
2.400e+01 | -1.000e+00 | 9.000e-01 | 8.444e-04 | 1.478e-07         | position
2.600e+01 | -1.000e+00 | 9.000e-01 | 6.917e-04 | 1.938e-07         | position
2.700e+01 | -1.000e+00 | 9.000e-01 | 6.413e-04 | 2.223e-07         | position
2.500e+01 | -1.000e+00 | 9.000e-01 | 7.532e-04 | 1.485e-07         | position
2.800e+01 | -1.000e+00 | 9.000e-01 | 5.987e-04 | 1.928e-07         | position
2.900e+01 | -1.000e+00 | 9.000e-01 | 5.666e-04 | 1.484e-07         | position
3.200e+01 | -1.000e+00 | 9.000e-01 | 3.178e-04 | 1.465e-07         | position
3.300e+01 | -1.000e+00 | 9.000e-01 | 2.671e-04 | 1.485e-07         | position
3.500e+01 | -1.000e+00 | 9.000e-01 | 1.999e-04 | 2.235e-07         | position
3.100e+01 | -1.000e+00 | 9.000e-01 | 4.488e-04 | 1.490e-07         | position
3.400e+01 | -1.000e+00 | 9.000e-01 | 2.290e-04 | 1.466e-07         | position
3.700e+01 | -1.000e+00 | 9.000e-01 | 7.310e-04 | 1.474e-07         | position
4.000e+01 | -1.000e+00 | 9.000e-01 | 3.743e-04 | 1.484e-07         | position
4.100e+01 | -1.000e+00 | 9.000e-01 | 3.610e-04 | 1.488e-07         | position
4.400e+01 | -1.000e+00 | 9.000e-01 | 3.133e-04 | 1.480e-07         | position
4.300e+01 | -1.000e+00 | 9.000e-01 | 3.286e-04 | 1.474e-07         | position
4.200e+01 | -1.000e+00 | 9.000e-01 | 3.546e-04 | 1.474e-07         | position
4.500e+01 | -1.000e+00 | 9.000e-01 | 3.015e-04 | 1.486e-07         | position
3.900e+01 | -1.000e+00 | 9.000e-01 | 5.792e-04 | 2.424e-07         | position
4.600e+01 | -1.000e+00 | 9.000e-01 | 2.920e-04 | 2.126e-07         | position
4.700e+01 | -1.000e+00 | 9.000e-01 | 2.858e-04 | 1.488e-07         | position
4.900e+01 | -1.000e+00 | 9.000e-01 | 2.276e-04 | 1.482e-07         | position
5.000e+01 | -1.000e+00 | 9.000e-01 | 1.761e-04 | 1.580e-07         | position
5.100e+01 | -1.000e+00 | 9.000e-01 | 1.547e-04 | 1.488e-07         | position
5.200e+01 | -1.000e+00 | 9.000e-01 | 1.376e-04 | 1.489e-07         | position
5.300e+01 | -1.000e+00 | 9.000e-01 | 1.240e-04 | 1.484e-07         | position

