JTD - momento alpha=2.000-ani
--------------------------------------------------------------------------------
Z         | Q          | alpha     | JTD       | integration_error | space   
--------------------------------------------------------------------------------
3.000e+00 | -1.000e+00 | 2.000e+00 | 2.303e-01 | 1.477e-07         | momentum
5.000e+00 | -1.000e+00 | 2.000e+00 | 8.049e-05 | 1.359e-07         | momentum
6.000e+00 | -1.000e+00 | 2.000e+00 | 9.062e-06 | 1.076e-07         | momentum
6.000e+00 | -1.000e+00 | 2.000e+00 | 9.062e-06 | 1.076e-07         | momentum
7.000e+00 | -1.000e+00 | 2.000e+00 | 1.546e-06 | 1.285e-09         | momentum
8.000e+00 | -1.000e+00 | 2.000e+00 | 3.538e-07 | 1.423e-07         | momentum
9.000e+00 | -1.000e+00 | 2.000e+00 | 9.958e-08 | 1.122e-08         | momentum
1.100e+01 | -1.000e+00 | 2.000e+00 | 7.578e-03 | 1.489e-07         | momentum
1.300e+01 | -1.000e+00 | 2.000e+00 | 4.814e-05 | 1.449e-07         | momentum
1.400e+01 | -1.000e+00 | 2.000e+00 | 9.589e-06 | 1.489e-07         | momentum
1.500e+01 | -1.000e+00 | 2.000e+00 | 3.175e-06 | 9.618e-08         | momentum
1.600e+01 | -1.000e+00 | 2.000e+00 | 1.177e-06 | 2.172e-09         | momentum
1.700e+01 | -1.000e+00 | 2.000e+00 | 4.832e-07 | 8.203e-09         | momentum
1.900e+01 | -1.000e+00 | 2.000e+00 | 3.029e-03 | 1.485e-07         | momentum
2.100e+01 | -1.000e+00 | 2.000e+00 | 5.290e-04 | 1.461e-07         | momentum
2.200e+01 | -1.000e+00 | 2.000e+00 | 4.070e-04 | 1.382e-07         | momentum
2.300e+01 | -1.000e+00 | 2.000e+00 | 2.986e-04 | 1.435e-07         | momentum
2.400e+01 | -1.000e+00 | 2.000e+00 | 2.285e-04 | 1.375e-07         | momentum
2.500e+01 | -1.000e+00 | 2.000e+00 | 1.509e-04 | 1.315e-07         | momentum
2.600e+01 | -1.000e+00 | 2.000e+00 | 1.075e-04 | 6.660e-08         | momentum
2.700e+01 | -1.000e+00 | 2.000e+00 | 7.875e-05 | 1.271e-07         | momentum
2.800e+01 | -1.000e+00 | 2.000e+00 | 5.897e-05 | 7.381e-08         | momentum
2.900e+01 | -1.000e+00 | 2.000e+00 | 4.581e-05 | 5.101e-08         | momentum
3.100e+01 | -1.000e+00 | 2.000e+00 | 2.125e-06 | 5.986e-09         | momentum
3.200e+01 | -1.000e+00 | 2.000e+00 | 6.496e-07 | 1.113e-08         | momentum
3.300e+01 | -1.000e+00 | 2.000e+00 | 3.302e-07 | 1.066e-09         | momentum
3.400e+01 | -1.000e+00 | 2.000e+00 | 1.768e-07 | 2.512e-09         | momentum
3.500e+01 | -1.000e+00 | 2.000e+00 | 1.003e-07 | 1.053e-10         | momentum
3.700e+01 | -1.000e+00 | 2.000e+00 | 3.407e-04 | 1.326e-07         | momentum
3.900e+01 | -1.000e+00 | 2.000e+00 | 1.740e-05 | 1.358e-07         | momentum
4.000e+01 | -1.000e+00 | 2.000e+00 | 3.936e-05 | 1.121e-07         | momentum
4.100e+01 | -1.000e+00 | 2.000e+00 | 3.260e-05 | 1.445e-07         | momentum
4.200e+01 | -1.000e+00 | 2.000e+00 | 2.822e-05 | 1.460e-07         | momentum
4.300e+01 | -1.000e+00 | 2.000e+00 | 2.086e-05 | 8.889e-08         | momentum
4.400e+01 | -1.000e+00 | 2.000e+00 | 1.673e-05 | 1.117e-07         | momentum
4.500e+01 | -1.000e+00 | 2.000e+00 | 1.384e-05 | 8.353e-08         | momentum
4.600e+01 | -1.000e+00 | 2.000e+00 | 1.169e-05 | 8.003e-08         | momentum
4.700e+01 | -1.000e+00 | 2.000e+00 | 1.020e-05 | 7.759e-08         | momentum
4.900e+01 | -1.000e+00 | 2.000e+00 | 6.169e-07 | 7.767e-08         | momentum
5.000e+01 | -1.000e+00 | 2.000e+00 | 2.443e-07 | 9.083e-09         | momentum
5.100e+01 | -1.000e+00 | 2.000e+00 | 1.450e-07 | 8.941e-10         | momentum
5.200e+01 | -1.000e+00 | 2.000e+00 | 8.922e-08 | 7.227e-08         | momentum
5.300e+01 | -1.000e+00 | 2.000e+00 | 5.736e-08 | 1.198e-08         | momentum

