JTD - momento alpha=0.750-ani
--------------------------------------------------------------------------------
Z         | Q          | alpha     | JTD       | integration_error | space   
--------------------------------------------------------------------------------
3.000e+00 | -1.000e+00 | 7.500e-01 | 1.063e-01 | 1.325e-07         | momentum
5.000e+00 | -1.000e+00 | 7.500e-01 | 1.564e-01 | 1.478e-07         | momentum
6.000e+00 | -1.000e+00 | 7.500e-01 | 1.587e-01 | 1.489e-07         | momentum
6.000e+00 | -1.000e+00 | 7.500e-01 | 1.587e-01 | 1.489e-07         | momentum
7.000e+00 | -1.000e+00 | 7.500e-01 | 1.599e-01 | 1.347e-07         | momentum
8.000e+00 | -1.000e+00 | 7.500e-01 | 1.583e-01 | 1.410e-07         | momentum
9.000e+00 | -1.000e+00 | 7.500e-01 | 1.555e-01 | 7.812e-08         | momentum
1.100e+01 | -1.000e+00 | 7.500e-01 | 1.544e-01 | 1.476e-07         | momentum
1.300e+01 | -1.000e+00 | 7.500e-01 | 1.568e-01 | 1.488e-07         | momentum
1.400e+01 | -1.000e+00 | 7.500e-01 | 1.576e-01 | 1.459e-07         | momentum
1.500e+01 | -1.000e+00 | 7.500e-01 | 1.583e-01 | 1.412e-07         | momentum
1.600e+01 | -1.000e+00 | 7.500e-01 | 1.589e-01 | 1.484e-07         | momentum
1.700e+01 | -1.000e+00 | 7.500e-01 | 1.592e-01 | 1.440e-07         | momentum
1.900e+01 | -1.000e+00 | 7.500e-01 | 1.608e-01 | 1.489e-07         | momentum
2.100e+01 | -1.000e+00 | 7.500e-01 | 1.617e-01 | 1.484e-07         | momentum
2.200e+01 | -1.000e+00 | 7.500e-01 | 1.620e-01 | 1.478e-07         | momentum
2.300e+01 | -1.000e+00 | 7.500e-01 | 1.623e-01 | 1.478e-07         | momentum
2.400e+01 | -1.000e+00 | 7.500e-01 | 1.625e-01 | 1.349e-07         | momentum
2.500e+01 | -1.000e+00 | 7.500e-01 | 1.627e-01 | 1.453e-07         | momentum
2.600e+01 | -1.000e+00 | 7.500e-01 | 1.629e-01 | 1.440e-07         | momentum
2.700e+01 | -1.000e+00 | 7.500e-01 | 1.630e-01 | 1.484e-07         | momentum
2.800e+01 | -1.000e+00 | 7.500e-01 | 1.631e-01 | 1.489e-07         | momentum
2.900e+01 | -1.000e+00 | 7.500e-01 | 1.632e-01 | 1.478e-07         | momentum
3.100e+01 | -1.000e+00 | 7.500e-01 | 1.638e-01 | 1.482e-07         | momentum
3.200e+01 | -1.000e+00 | 7.500e-01 | 1.640e-01 | 1.466e-07         | momentum
3.300e+01 | -1.000e+00 | 7.500e-01 | 1.641e-01 | 1.489e-07         | momentum
3.400e+01 | -1.000e+00 | 7.500e-01 | 1.642e-01 | 1.460e-07         | momentum
3.500e+01 | -1.000e+00 | 7.500e-01 | 1.643e-01 | 1.487e-07         | momentum
3.700e+01 | -1.000e+00 | 7.500e-01 | 1.647e-01 | 1.481e-07         | momentum
3.900e+01 | -1.000e+00 | 7.500e-01 | 1.650e-01 | 1.483e-07         | momentum
4.000e+01 | -1.000e+00 | 7.500e-01 | 1.650e-01 | 1.483e-07         | momentum
4.100e+01 | -1.000e+00 | 7.500e-01 | 1.651e-01 | 1.478e-07         | momentum
4.200e+01 | -1.000e+00 | 7.500e-01 | 1.652e-01 | 1.486e-07         | momentum
4.300e+01 | -1.000e+00 | 7.500e-01 | 1.653e-01 | 1.467e-07         | momentum
4.400e+01 | -1.000e+00 | 7.500e-01 | 1.654e-01 | 1.463e-07         | momentum
4.500e+01 | -1.000e+00 | 7.500e-01 | 1.654e-01 | 1.485e-07         | momentum
4.600e+01 | -1.000e+00 | 7.500e-01 | 1.655e-01 | 1.468e-07         | momentum
4.700e+01 | -1.000e+00 | 7.500e-01 | 1.655e-01 | 1.489e-07         | momentum
4.900e+01 | -1.000e+00 | 7.500e-01 | 1.658e-01 | 1.441e-07         | momentum
5.000e+01 | -1.000e+00 | 7.500e-01 | 1.658e-01 | 1.443e-07         | momentum
5.100e+01 | -1.000e+00 | 7.500e-01 | 1.659e-01 | 1.487e-07         | momentum
5.200e+01 | -1.000e+00 | 7.500e-01 | 1.659e-01 | 1.489e-07         | momentum
5.300e+01 | -1.000e+00 | 7.500e-01 | 1.660e-01 | 1.489e-07         | momentum

