JTD - posicion alpha=2.500-ani
--------------------------------------------------------------------------------
Z         | Q          | alpha     | JTD       | integration_error | space   
--------------------------------------------------------------------------------
3.000e+00 | -1.000e+00 | 2.500e+00 | 1.049e-03 | 1.444e-07         | position
5.000e+00 | -1.000e+00 | 2.500e+00 | 3.110e-02 | 1.478e-07         | position
6.000e+00 | -1.000e+00 | 2.500e+00 | 8.888e-02 | 7.801e-08         | position
6.000e+00 | -1.000e+00 | 2.500e+00 | 8.888e-02 | 7.801e-08         | position
7.000e+00 | -1.000e+00 | 2.500e+00 | 2.081e-01 | 1.116e-07         | position
8.000e+00 | -1.000e+00 | 2.500e+00 | 4.226e-01 | 1.444e-07         | position
9.000e+00 | -1.000e+00 | 2.500e+00 | 7.747e-01 | 1.295e-07         | position
1.100e+01 | -1.000e+00 | 2.500e+00 | 2.162e+00 | 5.494e-07         | position
1.300e+01 | -1.000e+00 | 2.500e+00 | 5.022e+00 | 1.750e-07         | position
1.400e+01 | -1.000e+00 | 2.500e+00 | 7.242e+00 | 1.223e-07         | position
1.500e+01 | -1.000e+00 | 2.500e+00 | 1.015e+01 | 4.219e-06         | position
1.600e+01 | -1.000e+00 | 2.500e+00 | 1.387e+01 | 5.950e-07         | position
1.700e+01 | -1.000e+00 | 2.500e+00 | 1.856e+01 | 6.641e-06         | position
1.900e+01 | -1.000e+00 | 2.500e+00 | 3.158e+01 | 1.590e-05         | position
2.100e+01 | -1.000e+00 | 2.500e+00 | 5.059e+01 | 1.691e-04         | position
2.200e+01 | -1.000e+00 | 2.500e+00 | 6.280e+01 | 3.307e-06         | position
2.300e+01 | -1.000e+00 | 2.500e+00 | 7.711e+01 | 5.496e-06         | position
2.400e+01 | -1.000e+00 | 2.500e+00 | 9.376e+01 | 6.246e-06         | position
2.500e+01 | -1.000e+00 | 2.500e+00 | 1.130e+02 | 5.334e-06         | position
2.600e+01 | -1.000e+00 | 2.500e+00 | 1.351e+02 | 3.507e-06         | position
2.700e+01 | -1.000e+00 | 2.500e+00 | 1.603e+02 | 2.903e-06         | position
2.800e+01 | -1.000e+00 | 2.500e+00 | 1.889e+02 | 4.737e-06         | position
2.900e+01 | -1.000e+00 | 2.500e+00 | 2.212e+02 | 8.606e-06         | position
3.100e+01 | -1.000e+00 | 2.500e+00 | 2.989e+02 | 2.567e-05         | position
3.200e+01 | -1.000e+00 | 2.500e+00 | 3.448e+02 | 4.185e-05         | position
3.300e+01 | -1.000e+00 | 2.500e+00 | 3.958e+02 | 8.015e-05         | position
3.400e+01 | -1.000e+00 | 2.500e+00 | 4.524e+02 | 1.427e-04         | position
3.500e+01 | -1.000e+00 | 2.500e+00 | 5.149e+02 | 2.560e-04         | position
3.700e+01 | -1.000e+00 | 2.500e+00 | 6.600e+02 | 9.353e-04         | position
3.900e+01 | -1.000e+00 | 2.500e+00 | 8.346e+02 | 3.227e-03         | position
4.000e+01 | -1.000e+00 | 2.500e+00 | 9.333e+02 | 5.912e-03         | position
4.100e+01 | -1.000e+00 | 2.500e+00 | 1.041e+03 | 1.294e-04         | position
4.200e+01 | -1.000e+00 | 2.500e+00 | 1.158e+03 | 1.687e-04         | position
4.300e+01 | -1.000e+00 | 2.500e+00 | 1.284e+03 | 1.868e-04         | position
4.400e+01 | -1.000e+00 | 2.500e+00 | 1.420e+03 | 1.874e-04         | position
4.500e+01 | -1.000e+00 | 2.500e+00 | 1.568e+03 | 1.780e-04         | position
4.600e+01 | -1.000e+00 | 2.500e+00 | 1.726e+03 | 1.707e-04         | position
4.700e+01 | -1.000e+00 | 2.500e+00 | 1.896e+03 | 1.564e-04         | position
4.900e+01 | -1.000e+00 | 2.500e+00 | 2.276e+03 | 1.353e-04         | position
5.000e+01 | -1.000e+00 | 2.500e+00 | 2.487e+03 | 1.361e-04         | position
5.100e+01 | -1.000e+00 | 2.500e+00 | 2.711e+03 | 1.461e-04         | position
5.200e+01 | -1.000e+00 | 2.500e+00 | 2.951e+03 | 1.695e-04         | position
5.300e+01 | -1.000e+00 | 2.500e+00 | 3.207e+03 | 2.100e-04         | position

