QSIa posicion - alpha=1.750 -ani
--------------------------------------------------------------------------------
Z         | Q          | alpha     | QSI_alpha | integration_error | space   
--------------------------------------------------------------------------------
6.000e+00 | -1.000e+00 | 1.750e+00 | 9.784e-01 | 1.486e-07         | position
7.000e+00 | -1.000e+00 | 1.750e+00 | 9.737e-01 | 1.410e-07         | position
8.000e+00 | -1.000e+00 | 1.750e+00 | 9.702e-01 | 3.109e-07         | position
9.000e+00 | -1.000e+00 | 1.750e+00 | 9.681e-01 | 1.488e-07         | position
1.100e+01 | -1.000e+00 | 1.750e+00 | 9.677e-01 | 2.310e-07         | position
1.300e+01 | -1.000e+00 | 1.750e+00 | 9.685e-01 | 7.963e-07         | position
1.400e+01 | -1.000e+00 | 1.750e+00 | 9.690e-01 | 1.513e-07         | position
1.500e+01 | -1.000e+00 | 1.750e+00 | 9.695e-01 | 2.756e-07         | position
1.600e+01 | -1.000e+00 | 1.750e+00 | 9.701e-01 | 1.358e-07         | position
1.700e+01 | -1.000e+00 | 1.750e+00 | 9.707e-01 | 5.062e-07         | position
1.900e+01 | -1.000e+00 | 1.750e+00 | 9.717e-01 | 5.033e-06         | position
2.100e+01 | -1.000e+00 | 1.750e+00 | 9.725e-01 | 1.135e-06         | position
2.200e+01 | -1.000e+00 | 1.750e+00 | 9.729e-01 | 1.455e-06         | position
2.300e+01 | -1.000e+00 | 1.750e+00 | 9.732e-01 | 1.759e-06         | position
2.400e+01 | -1.000e+00 | 1.750e+00 | 9.736e-01 | 1.666e-06         | position
2.500e+01 | -1.000e+00 | 1.750e+00 | 9.739e-01 | 1.578e-06         | position
2.600e+01 | -1.000e+00 | 1.750e+00 | 9.742e-01 | 1.438e-06         | position
2.700e+01 | -1.000e+00 | 1.750e+00 | 9.745e-01 | 1.596e-06         | position
2.800e+01 | -1.000e+00 | 1.750e+00 | 9.748e-01 | 2.321e-06         | position
2.900e+01 | -1.000e+00 | 1.750e+00 | 9.751e-01 | 1.014e-05         | position
3.100e+01 | -1.000e+00 | 1.750e+00 | 9.757e-01 | 6.409e-06         | position
3.200e+01 | -1.000e+00 | 1.750e+00 | 9.760e-01 | 8.955e-06         | position
3.300e+01 | -1.000e+00 | 1.750e+00 | 9.763e-01 | 9.904e-06         | position
3.400e+01 | -1.000e+00 | 1.750e+00 | 9.766e-01 | 8.729e-06         | position
3.500e+01 | -1.000e+00 | 1.750e+00 | 9.769e-01 | 6.370e-06         | position
3.700e+01 | -1.000e+00 | 1.750e+00 | 9.774e-01 | 1.284e-05         | position
3.900e+01 | -1.000e+00 | 1.750e+00 | 9.779e-01 | 9.629e-06         | position
4.000e+01 | -1.000e+00 | 1.750e+00 | 9.782e-01 | 9.590e-06         | position
4.100e+01 | -1.000e+00 | 1.750e+00 | 9.784e-01 | 1.830e-05         | position
4.200e+01 | -1.000e+00 | 1.750e+00 | 9.786e-01 | 2.341e-05         | position
4.300e+01 | -1.000e+00 | 1.750e+00 | 9.788e-01 | 1.184e-05         | position
4.400e+01 | -1.000e+00 | 1.750e+00 | 9.790e-01 | 7.946e-06         | position
4.500e+01 | -1.000e+00 | 1.750e+00 | 9.792e-01 | 3.902e-05         | position
4.600e+01 | -1.000e+00 | 1.750e+00 | 9.794e-01 | 2.044e-05         | position
4.700e+01 | -1.000e+00 | 1.750e+00 | 9.796e-01 | 5.218e-06         | position
4.900e+01 | -1.000e+00 | 1.750e+00 | 9.800e-01 | 2.560e-06         | position
5.000e+01 | -1.000e+00 | 1.750e+00 | 9.802e-01 | 4.637e-06         | position
5.100e+01 | -1.000e+00 | 1.750e+00 | 9.804e-01 | 9.748e-06         | position
5.200e+01 | -1.000e+00 | 1.750e+00 | 9.805e-01 | 1.564e-05         | position
5.300e+01 | -1.000e+00 | 1.750e+00 | 9.807e-01 | 1.939e-05         | position

