JTD - momento alpha=2.000-neu
-------------------------------------------------------------------------------
Z         | Q         | alpha     | JTD       | integration_error | space   
-------------------------------------------------------------------------------
3.000e+00 | 0.000e+00 | 2.000e+00 | 2.129e-02 | 1.489e-07         | momentum
4.000e+00 | 0.000e+00 | 2.000e+00 | 1.376e-03 | 1.470e-07         | momentum
5.000e+00 | 0.000e+00 | 2.000e+00 | 8.837e-05 | 1.291e-07         | momentum
6.000e+00 | 0.000e+00 | 2.000e+00 | 1.111e-05 | 2.200e-08         | momentum
7.000e+00 | 0.000e+00 | 2.000e+00 | 2.054e-06 | 5.252e-08         | momentum
8.000e+00 | 0.000e+00 | 2.000e+00 | 4.547e-07 | 1.439e-07         | momentum
9.000e+00 | 0.000e+00 | 2.000e+00 | 1.255e-07 | 1.814e-08         | momentum
1.000e+01 | 0.000e+00 | 2.000e+00 | 4.063e-08 | 5.373e-09         | momentum
1.100e+01 | 0.000e+00 | 2.000e+00 | 1.836e-04 | 1.224e-07         | momentum
1.200e+01 | 0.000e+00 | 2.000e+00 | 9.239e-05 | 1.277e-07         | momentum
1.300e+01 | 0.000e+00 | 2.000e+00 | 1.984e-05 | 8.363e-08         | momentum
1.400e+01 | 0.000e+00 | 2.000e+00 | 5.699e-06 | 2.010e-08         | momentum
1.500e+01 | 0.000e+00 | 2.000e+00 | 1.972e-06 | 2.910e-08         | momentum
1.600e+01 | 0.000e+00 | 2.000e+00 | 8.116e-07 | 1.483e-09         | momentum
1.700e+01 | 0.000e+00 | 2.000e+00 | 3.603e-07 | 9.780e-08         | momentum
1.800e+01 | 0.000e+00 | 2.000e+00 | 1.705e-07 | 9.513e-09         | momentum
1.900e+01 | 0.000e+00 | 2.000e+00 | 6.492e-05 | 5.628e-08         | momentum
2.000e+01 | 0.000e+00 | 2.000e+00 | 5.077e-05 | 8.084e-08         | momentum
2.100e+01 | 0.000e+00 | 2.000e+00 | 2.944e-05 | 9.953e-08         | momentum
2.200e+01 | 0.000e+00 | 2.000e+00 | 1.905e-05 | 1.245e-07         | momentum
2.300e+01 | 0.000e+00 | 2.000e+00 | 1.281e-05 | 1.381e-07         | momentum
2.400e+01 | 0.000e+00 | 2.000e+00 | 3.363e-06 | 1.178e-07         | momentum
2.500e+01 | 0.000e+00 | 2.000e+00 | 6.360e-06 | 1.697e-08         | momentum
2.600e+01 | 0.000e+00 | 2.000e+00 | 4.445e-06 | 3.252e-08         | momentum
2.700e+01 | 0.000e+00 | 2.000e+00 | 3.207e-06 | 4.436e-08         | momentum
2.800e+01 | 0.000e+00 | 2.000e+00 | 2.357e-06 | 4.149e-08         | momentum
2.900e+01 | 0.000e+00 | 2.000e+00 | 9.846e-07 | 1.026e-08         | momentum
3.000e+01 | 0.000e+00 | 2.000e+00 | 1.341e-06 | 1.163e-07         | momentum
3.100e+01 | 0.000e+00 | 2.000e+00 | 6.010e-07 | 2.976e-09         | momentum
3.200e+01 | 0.000e+00 | 2.000e+00 | 2.958e-07 | 6.779e-08         | momentum
3.300e+01 | 0.000e+00 | 2.000e+00 | 1.599e-07 | 6.388e-08         | momentum
3.400e+01 | 0.000e+00 | 2.000e+00 | 9.847e-08 | 4.583e-10         | momentum
3.500e+01 | 0.000e+00 | 2.000e+00 | 6.195e-08 | 1.050e-08         | momentum
3.600e+01 | 0.000e+00 | 2.000e+00 | 3.990e-08 | 3.668e-08         | momentum
3.700e+01 | 0.000e+00 | 2.000e+00 | 6.589e-06 | 7.788e-08         | momentum
3.800e+01 | 0.000e+00 | 2.000e+00 | 6.699e-06 | 1.046e-07         | momentum
3.900e+01 | 0.000e+00 | 2.000e+00 | 3.897e-06 | 1.059e-07         | momentum
4.000e+01 | 0.000e+00 | 2.000e+00 | 2.670e-06 | 1.156e-07         | momentum
4.100e+01 | 0.000e+00 | 2.000e+00 | 5.542e-07 | 1.251e-07         | momentum
4.200e+01 | 0.000e+00 | 2.000e+00 | 4.138e-07 | 5.518e-08         | momentum
4.300e+01 | 0.000e+00 | 2.000e+00 | 1.135e-06 | 6.913e-08         | momentum
4.400e+01 | 0.000e+00 | 2.000e+00 | 3.094e-07 | 3.352e-08         | momentum
4.500e+01 | 0.000e+00 | 2.000e+00 | 2.761e-07 | 2.900e-08         | momentum
4.600e+01 | 0.000e+00 | 2.000e+00 | 8.975e-10 | 1.592e-10         | momentum
4.700e+01 | 0.000e+00 | 2.000e+00 | 2.262e-07 | 2.370e-08         | momentum
4.800e+01 | 0.000e+00 | 2.000e+00 | 3.651e-07 | 3.104e-09         | momentum
4.900e+01 | 0.000e+00 | 2.000e+00 | 1.922e-07 | 2.305e-09         | momentum
5.000e+01 | 0.000e+00 | 2.000e+00 | 1.109e-07 | 1.293e-09         | momentum
5.100e+01 | 0.000e+00 | 2.000e+00 | 6.918e-08 | 3.171e-08         | momentum
5.200e+01 | 0.000e+00 | 2.000e+00 | 4.851e-08 | 6.819e-08         | momentum
5.300e+01 | 0.000e+00 | 2.000e+00 | 3.444e-08 | 6.098e-09         | momentum
5.400e+01 | 0.000e+00 | 2.000e+00 | 2.483e-08 | 3.321e-10         | momentum

