JTD - posicion alpha=0.500-ani
--------------------------------------------------------------------------------
Z         | Q          | alpha     | JTD       | integration_error | space   
--------------------------------------------------------------------------------
6.000e+00 | -1.000e+00 | 5.000e-01 | 3.962e-01 | 1.490e-07         | position
7.000e+00 | -1.000e+00 | 5.000e-01 | 1.268e-01 | 1.481e-07         | position
8.000e+00 | -1.000e+00 | 5.000e-01 | 4.094e-02 | 1.480e-07         | position
9.000e+00 | -1.000e+00 | 5.000e-01 | 1.484e-02 | 1.466e-07         | position
1.100e+01 | -1.000e+00 | 5.000e-01 | 4.649e+01 | 5.311e-07         | position
1.300e+01 | -1.000e+00 | 5.000e-01 | 1.049e+01 | 2.469e-07         | position
1.400e+01 | -1.000e+00 | 5.000e-01 | 1.166e+00 | 1.480e-07         | position
1.500e+01 | -1.000e+00 | 5.000e-01 | 4.462e-01 | 1.484e-07         | position
1.600e+01 | -1.000e+00 | 5.000e-01 | 1.801e-01 | 1.471e-07         | position
1.700e+01 | -1.000e+00 | 5.000e-01 | 8.073e-02 | 1.469e-07         | position
1.900e+01 | -1.000e+00 | 5.000e-01 | 4.926e+01 | 1.975e-06         | position
2.100e+01 | -1.000e+00 | 5.000e-01 | 1.838e+01 | 1.490e-07         | position
2.200e+01 | -1.000e+00 | 5.000e-01 | 1.822e+01 | 6.799e-07         | position
2.300e+01 | -1.000e+00 | 5.000e-01 | 1.686e+01 | 1.482e-07         | position
2.400e+01 | -1.000e+00 | 5.000e-01 | 1.585e+01 | 1.327e-06         | position
2.500e+01 | -1.000e+00 | 5.000e-01 | 1.333e+01 | 9.919e-07         | position
2.600e+01 | -1.000e+00 | 5.000e-01 | 1.175e+01 | 1.173e-06         | position
2.700e+01 | -1.000e+00 | 5.000e-01 | 1.053e+01 | 9.183e-07         | position
2.800e+01 | -1.000e+00 | 5.000e-01 | 9.539e+00 | 3.151e-07         | position
2.900e+01 | -1.000e+00 | 5.000e-01 | 8.802e+00 | 1.478e-07         | position
3.100e+01 | -1.000e+00 | 5.000e-01 | 6.355e+00 | 1.485e-07         | position
3.200e+01 | -1.000e+00 | 5.000e-01 | 7.860e-01 | 1.478e-07         | position
3.300e+01 | -1.000e+00 | 5.000e-01 | 3.492e-01 | 1.474e-07         | position
3.400e+01 | -1.000e+00 | 5.000e-01 | 1.649e-01 | 1.484e-07         | position
3.500e+01 | -1.000e+00 | 5.000e-01 | 8.580e-02 | 1.484e-07         | position
3.700e+01 | -1.000e+00 | 5.000e-01 | 3.249e+01 | 9.474e-07         | position
3.900e+01 | -1.000e+00 | 5.000e-01 | 3.147e+02 | 5.971e-06         | position
4.000e+01 | -1.000e+00 | 5.000e-01 | 9.133e+00 | 8.495e-07         | position
4.100e+01 | -1.000e+00 | 5.000e-01 | 9.088e+00 | 1.523e-07         | position
4.200e+01 | -1.000e+00 | 5.000e-01 | 9.144e+00 | 4.509e-07         | position
4.300e+01 | -1.000e+00 | 5.000e-01 | 8.057e+00 | 1.127e-06         | position
4.400e+01 | -1.000e+00 | 5.000e-01 | 7.510e+00 | 7.925e-07         | position
4.500e+01 | -1.000e+00 | 5.000e-01 | 7.126e+00 | 6.155e-07         | position
4.600e+01 | -1.000e+00 | 5.000e-01 | 6.830e+00 | 3.939e-07         | position
4.700e+01 | -1.000e+00 | 5.000e-01 | 6.660e+00 | 3.512e-07         | position
4.900e+01 | -1.000e+00 | 5.000e-01 | 3.629e+00 | 2.038e-07         | position
5.000e+01 | -1.000e+00 | 5.000e-01 | 6.033e-01 | 1.482e-07         | position
5.100e+01 | -1.000e+00 | 5.000e-01 | 3.020e-01 | 1.480e-07         | position
5.200e+01 | -1.000e+00 | 5.000e-01 | 1.571e-01 | 1.485e-07         | position
5.300e+01 | -1.000e+00 | 5.000e-01 | 8.823e-02 | 1.489e-07         | position

