QSIa posicion - alpha=1.250 -ani
--------------------------------------------------------------------------------
Z         | Q          | alpha     | QSI_alpha | integration_error | space   
--------------------------------------------------------------------------------
6.000e+00 | -1.000e+00 | 1.250e+00 | 9.862e-01 | 1.479e-07         | position
7.000e+00 | -1.000e+00 | 1.250e+00 | 9.887e-01 | 1.488e-07         | position
8.000e+00 | -1.000e+00 | 1.250e+00 | 9.908e-01 | 1.478e-07         | position
9.000e+00 | -1.000e+00 | 1.250e+00 | 9.925e-01 | 1.478e-07         | position
1.100e+01 | -1.000e+00 | 1.250e+00 | 9.940e-01 | 1.510e-07         | position
1.300e+01 | -1.000e+00 | 1.250e+00 | 9.950e-01 | 1.488e-07         | position
1.400e+01 | -1.000e+00 | 1.250e+00 | 9.954e-01 | 1.481e-07         | position
1.500e+01 | -1.000e+00 | 1.250e+00 | 9.957e-01 | 1.479e-07         | position
1.600e+01 | -1.000e+00 | 1.250e+00 | 9.960e-01 | 1.481e-07         | position
1.700e+01 | -1.000e+00 | 1.250e+00 | 9.963e-01 | 2.203e-07         | position
1.900e+01 | -1.000e+00 | 1.250e+00 | 9.967e-01 | 1.825e-07         | position
2.100e+01 | -1.000e+00 | 1.250e+00 | 9.970e-01 | 2.029e-07         | position
2.200e+01 | -1.000e+00 | 1.250e+00 | 9.972e-01 | 1.626e-07         | position
2.300e+01 | -1.000e+00 | 1.250e+00 | 9.974e-01 | 1.771e-07         | position
2.400e+01 | -1.000e+00 | 1.250e+00 | 9.975e-01 | 1.482e-07         | position
2.500e+01 | -1.000e+00 | 1.250e+00 | 9.977e-01 | 1.489e-07         | position
2.600e+01 | -1.000e+00 | 1.250e+00 | 9.978e-01 | 1.984e-07         | position
2.700e+01 | -1.000e+00 | 1.250e+00 | 9.979e-01 | 2.478e-07         | position
2.800e+01 | -1.000e+00 | 1.250e+00 | 9.981e-01 | 3.193e-07         | position
2.900e+01 | -1.000e+00 | 1.250e+00 | 9.982e-01 | 2.136e-07         | position
3.100e+01 | -1.000e+00 | 1.250e+00 | 9.983e-01 | 1.943e-07         | position
3.200e+01 | -1.000e+00 | 1.250e+00 | 9.984e-01 | 4.035e-07         | position
3.300e+01 | -1.000e+00 | 1.250e+00 | 9.985e-01 | 1.935e-07         | position
3.400e+01 | -1.000e+00 | 1.250e+00 | 9.985e-01 | 2.006e-07         | position
3.500e+01 | -1.000e+00 | 1.250e+00 | 9.986e-01 | 1.479e-07         | position
3.700e+01 | -1.000e+00 | 1.250e+00 | 9.987e-01 | 1.459e-07         | position
3.900e+01 | -1.000e+00 | 1.250e+00 | 9.987e-01 | 3.855e-07         | position
4.000e+01 | -1.000e+00 | 1.250e+00 | 9.988e-01 | 5.283e-07         | position
4.100e+01 | -1.000e+00 | 1.250e+00 | 9.988e-01 | 5.541e-07         | position
4.200e+01 | -1.000e+00 | 1.250e+00 | 9.988e-01 | 5.359e-07         | position
4.300e+01 | -1.000e+00 | 1.250e+00 | 9.989e-01 | 4.475e-07         | position
4.400e+01 | -1.000e+00 | 1.250e+00 | 9.989e-01 | 5.226e-07         | position
4.500e+01 | -1.000e+00 | 1.250e+00 | 9.989e-01 | 6.011e-07         | position
4.600e+01 | -1.000e+00 | 1.250e+00 | 9.990e-01 | 5.387e-07         | position
4.700e+01 | -1.000e+00 | 1.250e+00 | 9.990e-01 | 5.191e-07         | position
4.900e+01 | -1.000e+00 | 1.250e+00 | 9.991e-01 | 5.370e-07         | position
5.000e+01 | -1.000e+00 | 1.250e+00 | 9.991e-01 | 5.383e-07         | position
5.100e+01 | -1.000e+00 | 1.250e+00 | 9.991e-01 | 6.068e-07         | position
5.200e+01 | -1.000e+00 | 1.250e+00 | 9.991e-01 | 6.587e-07         | position
5.300e+01 | -1.000e+00 | 1.250e+00 | 9.991e-01 | 5.672e-07         | position

