JTD - momento alpha=1.750-cat
-------------------------------------------------------------------------------
Z         | Q         | alpha     | JTD       | integration_error | space   
-------------------------------------------------------------------------------
3.000e+00 | 1.000e+00 | 1.750e+00 | 1.311e-20 | 1.175e-19         | momentum
4.000e+00 | 1.000e+00 | 1.750e+00 | 1.663e-03 | 1.465e-07         | momentum
5.000e+00 | 1.000e+00 | 1.750e+00 | 2.634e-04 | 1.060e-07         | momentum
6.000e+00 | 1.000e+00 | 1.750e+00 | 4.272e-05 | 1.113e-07         | momentum
7.000e+00 | 1.000e+00 | 1.750e+00 | 9.916e-06 | 5.529e-08         | momentum
8.000e+00 | 1.000e+00 | 1.750e+00 | 2.896e-06 | 6.079e-08         | momentum
9.000e+00 | 1.000e+00 | 1.750e+00 | 9.373e-07 | 5.777e-08         | momentum
1.000e+01 | 1.000e+00 | 1.750e+00 | 3.509e-07 | 6.860e-08         | momentum
1.100e+01 | 1.000e+00 | 1.750e+00 | 1.467e-07 | 1.337e-08         | momentum
1.200e+01 | 1.000e+00 | 1.750e+00 | 4.195e-05 | 6.968e-08         | momentum
1.300e+01 | 1.000e+00 | 1.750e+00 | 3.426e-05 | 1.297e-07         | momentum
1.400e+01 | 1.000e+00 | 1.750e+00 | 1.308e-05 | 1.467e-07         | momentum
1.500e+01 | 1.000e+00 | 1.750e+00 | 5.722e-06 | 6.258e-08         | momentum
1.600e+01 | 1.000e+00 | 1.750e+00 | 2.746e-06 | 8.992e-08         | momentum
1.700e+01 | 1.000e+00 | 1.750e+00 | 1.437e-06 | 5.763e-08         | momentum
1.800e+01 | 1.000e+00 | 1.750e+00 | 7.901e-07 | 1.092e-07         | momentum
1.900e+01 | 1.000e+00 | 1.750e+00 | 4.529e-07 | 2.302e-08         | momentum
2.000e+01 | 1.000e+00 | 1.750e+00 | 1.739e-05 | 1.425e-07         | momentum
2.100e+01 | 1.000e+00 | 1.750e+00 | 1.089e-05 | 1.188e-07         | momentum
2.200e+01 | 1.000e+00 | 1.750e+00 | 7.372e-06 | 2.927e-08         | momentum
2.300e+01 | 1.000e+00 | 1.750e+00 | 5.551e-08 | 7.970e-09         | momentum
2.400e+01 | 1.000e+00 | 1.750e+00 | 3.544e-08 | 1.229e-08         | momentum
2.500e+01 | 1.000e+00 | 1.750e+00 | 2.742e-06 | 2.092e-08         | momentum
2.600e+01 | 1.000e+00 | 1.750e+00 | 2.125e-06 | 7.409e-09         | momentum
2.700e+01 | 1.000e+00 | 1.750e+00 | 1.070e-08 | 3.061e-09         | momentum
2.800e+01 | 1.000e+00 | 1.750e+00 | 7.463e-09 | 3.515e-09         | momentum
2.900e+01 | 1.000e+00 | 1.750e+00 | 5.290e-09 | 1.744e-09         | momentum
3.000e+01 | 1.000e+00 | 1.750e+00 | 8.966e-07 | 4.380e-09         | momentum
3.100e+01 | 1.000e+00 | 1.750e+00 | 1.307e-06 | 9.485e-09         | momentum
3.200e+01 | 1.000e+00 | 1.750e+00 | 8.044e-07 | 1.544e-08         | momentum
3.300e+01 | 1.000e+00 | 1.750e+00 | 5.241e-07 | 1.468e-07         | momentum
3.400e+01 | 1.000e+00 | 1.750e+00 | 3.550e-07 | 4.534e-09         | momentum
3.500e+01 | 1.000e+00 | 1.750e+00 | 2.550e-07 | 9.108e-09         | momentum
3.600e+01 | 1.000e+00 | 1.750e+00 | 1.854e-07 | 2.374e-08         | momentum
3.700e+01 | 1.000e+00 | 1.750e+00 | 1.364e-07 | 3.672e-08         | momentum
3.800e+01 | 1.000e+00 | 1.750e+00 | 2.507e-06 | 1.464e-07         | momentum
3.900e+01 | 1.000e+00 | 1.750e+00 | 3.496e-06 | 2.944e-08         | momentum
4.000e+01 | 1.000e+00 | 1.750e+00 | 1.157e-06 | 1.241e-07         | momentum
4.100e+01 | 1.000e+00 | 1.750e+00 | 3.843e-08 | 7.406e-09         | momentum
4.200e+01 | 1.000e+00 | 1.750e+00 | 2.815e-08 | 1.160e-08         | momentum
4.300e+01 | 1.000e+00 | 1.750e+00 | 5.254e-07 | 8.745e-09         | momentum
4.400e+01 | 1.000e+00 | 1.750e+00 | 1.610e-08 | 8.417e-09         | momentum
4.500e+01 | 1.000e+00 | 1.750e+00 | 1.234e-08 | 6.586e-09         | momentum
4.600e+01 | 1.000e+00 | 1.750e+00 | 9.550e-09 | 4.040e-09         | momentum
4.700e+01 | 1.000e+00 | 1.750e+00 | 7.448e-09 | 1.418e-09         | momentum
4.800e+01 | 1.000e+00 | 1.750e+00 | 2.580e-07 | 2.161e-09         | momentum
4.900e+01 | 1.000e+00 | 1.750e+00 | 4.323e-07 | 3.507e-09         | momentum
5.000e+01 | 1.000e+00 | 1.750e+00 | 3.020e-07 | 3.864e-08         | momentum
5.100e+01 | 1.000e+00 | 1.750e+00 | 2.213e-07 | 1.070e-07         | momentum
5.200e+01 | 1.000e+00 | 1.750e+00 | 1.672e-07 | 2.378e-09         | momentum
5.300e+01 | 1.000e+00 | 1.750e+00 | 1.330e-07 | 1.240e-07         | momentum
5.400e+01 | 1.000e+00 | 1.750e+00 | 1.064e-07 | 1.142e-07         | momentum
5.500e+01 | 1.000e+00 | 1.750e+00 | 8.563e-08 | 2.687e-09         | momentum

