QSIa momento - alpha=0.750 -neu
-------------------------------------------------------------------------------
Z         | Q         | alpha     | QSI_alpha | integration_error | space   
-------------------------------------------------------------------------------
3.000e+00 | 0.000e+00 | 7.500e-01 | 9.933e-01 | 1.175e-06         | momentum
4.000e+00 | 0.000e+00 | 7.500e-01 | 9.932e-01 | 1.137e-06         | momentum
5.000e+00 | 0.000e+00 | 7.500e-01 | 9.942e-01 | 2.541e-06         | momentum
6.000e+00 | 0.000e+00 | 7.500e-01 | 9.951e-01 | 1.389e-06         | momentum
7.000e+00 | 0.000e+00 | 7.500e-01 | 9.959e-01 | 1.736e-07         | momentum
8.000e+00 | 0.000e+00 | 7.500e-01 | 9.965e-01 | 1.340e-07         | momentum
9.000e+00 | 0.000e+00 | 7.500e-01 | 9.970e-01 | 1.961e-06         | momentum
1.000e+01 | 0.000e+00 | 7.500e-01 | 9.974e-01 | 2.726e-07         | momentum
1.100e+01 | 0.000e+00 | 7.500e-01 | 9.976e-01 | 5.488e-07         | momentum
1.200e+01 | 0.000e+00 | 7.500e-01 | 9.978e-01 | 4.158e-06         | momentum
1.300e+01 | 0.000e+00 | 7.500e-01 | 9.979e-01 | 5.967e-07         | momentum
1.400e+01 | 0.000e+00 | 7.500e-01 | 9.981e-01 | 5.701e-06         | momentum
1.500e+01 | 0.000e+00 | 7.500e-01 | 9.982e-01 | 8.475e-07         | momentum
1.600e+01 | 0.000e+00 | 7.500e-01 | 9.983e-01 | 8.357e-07         | momentum
1.700e+01 | 0.000e+00 | 7.500e-01 | 9.984e-01 | 4.270e-06         | momentum
1.800e+01 | 0.000e+00 | 7.500e-01 | 9.985e-01 | 1.166e-06         | momentum
1.900e+01 | 0.000e+00 | 7.500e-01 | 9.986e-01 | 1.814e-06         | momentum
2.000e+01 | 0.000e+00 | 7.500e-01 | 9.986e-01 | 4.093e-06         | momentum
2.100e+01 | 0.000e+00 | 7.500e-01 | 9.987e-01 | 4.512e-06         | momentum
2.200e+01 | 0.000e+00 | 7.500e-01 | 9.988e-01 | 4.629e-07         | momentum
2.300e+01 | 0.000e+00 | 7.500e-01 | 9.988e-01 | 3.560e-07         | momentum
2.400e+01 | 0.000e+00 | 7.500e-01 | 9.989e-01 | 1.053e-06         | momentum
2.500e+01 | 0.000e+00 | 7.500e-01 | 9.989e-01 | 3.237e-06         | momentum
2.600e+01 | 0.000e+00 | 7.500e-01 | 9.990e-01 | 1.108e-05         | momentum
2.700e+01 | 0.000e+00 | 7.500e-01 | 9.990e-01 | 1.139e-05         | momentum
2.800e+01 | 0.000e+00 | 7.500e-01 | 9.990e-01 | 9.949e-06         | momentum
2.900e+01 | 0.000e+00 | 7.500e-01 | 9.991e-01 | 1.209e-05         | momentum
3.000e+01 | 0.000e+00 | 7.500e-01 | 9.991e-01 | 1.669e-05         | momentum
3.100e+01 | 0.000e+00 | 7.500e-01 | 9.991e-01 | 1.037e-05         | momentum
3.200e+01 | 0.000e+00 | 7.500e-01 | 9.992e-01 | 2.019e-05         | momentum
3.300e+01 | 0.000e+00 | 7.500e-01 | 9.992e-01 | 3.095e-06         | momentum
3.400e+01 | 0.000e+00 | 7.500e-01 | 9.992e-01 | 1.004e-05         | momentum
3.500e+01 | 0.000e+00 | 7.500e-01 | 9.992e-01 | 2.184e-05         | momentum
3.600e+01 | 0.000e+00 | 7.500e-01 | 9.992e-01 | 1.699e-05         | momentum
3.700e+01 | 0.000e+00 | 7.500e-01 | 9.993e-01 | 1.412e-06         | momentum
3.800e+01 | 0.000e+00 | 7.500e-01 | 9.993e-01 | 1.325e-05         | momentum
3.900e+01 | 0.000e+00 | 7.500e-01 | 9.993e-01 | 4.629e-06         | momentum
4.000e+01 | 0.000e+00 | 7.500e-01 | 9.993e-01 | 1.742e-05         | momentum
4.100e+01 | 0.000e+00 | 7.500e-01 | 9.993e-01 | 1.908e-05         | momentum
4.200e+01 | 0.000e+00 | 7.500e-01 | 9.994e-01 | 2.662e-05         | momentum
4.300e+01 | 0.000e+00 | 7.500e-01 | 9.994e-01 | 9.824e-06         | momentum
4.400e+01 | 0.000e+00 | 7.500e-01 | 9.994e-01 | 2.381e-06         | momentum
4.500e+01 | 0.000e+00 | 7.500e-01 | 9.994e-01 | 2.663e-06         | momentum
4.600e+01 | 0.000e+00 | 7.500e-01 | 9.994e-01 | 1.497e-06         | momentum
4.700e+01 | 0.000e+00 | 7.500e-01 | 9.994e-01 | 1.518e-06         | momentum
4.800e+01 | 0.000e+00 | 7.500e-01 | 9.994e-01 | 4.071e-06         | momentum
4.900e+01 | 0.000e+00 | 7.500e-01 | 9.994e-01 | 2.753e-06         | momentum
5.000e+01 | 0.000e+00 | 7.500e-01 | 9.995e-01 | 1.887e-05         | momentum
5.100e+01 | 0.000e+00 | 7.500e-01 | 9.995e-01 | 2.572e-05         | momentum
5.200e+01 | 0.000e+00 | 7.500e-01 | 9.995e-01 | 1.390e-05         | momentum
5.300e+01 | 0.000e+00 | 7.500e-01 | 9.995e-01 | 4.353e-06         | momentum
5.400e+01 | 0.000e+00 | 7.500e-01 | 9.995e-01 | 2.803e-06         | momentum

